"index","rank","d1_here","d2_here","d1_left","d1_right","var_fit_here"
22,22,-0.000213483873381394,-1.00494653228507e-11,-0.000213483875468576,-0.000213483895567507,0.00520571434040764
164,164,-0.000213713845010507,1.38422661286034e-10,-0.000213713795832034,-0.000213713518986711,-0.0251206320348095
1948,1948,0.00462997413247436,-1.23885273465633e-08,0.00462997361690294,0.00462994883984824,2.61063604976784
3197,3197,-0.000349897726641278,4.53300544202537e-09,-0.000349896999645042,-0.000349887933634158,4.86995617014431
3642,3642,-0.000106793811750256,-3.8340890727133e-09,-0.00010679277192764,-0.000106800440105786,4.77106176669913
3929,3929,-0.000188240286112589,5.41297271981149e-10,-0.000188238111086765,-0.000188237028492221,4.72881283187445
4404,4404,7.47975870623206e-05,-7.29521390720686e-09,7.48003956151004e-05,7.4785805187286e-05,4.69717694528537
4934,4934,-0.000289390685632649,2.11916347580696e-09,-0.000289386458178453,-0.000289382219851501,4.63404341914497
5505,5505,0.000403985808284649,-5.65810355746919e-09,0.000403987915355903,0.000403976599148788,4.68363401535953
6275,6275,-0.000368273029465765,4.08395131882775e-10,-0.000368271374016136,-0.000368270557225872,4.68710695096962
6400,6400,-0.000356430522208046,-1.5067822401981e-09,-0.000356430229279573,-0.000356433242844054,4.64188098407103
6682,6682,-0.000410372164330428,2.98637791332938e-10,-0.000410369463834533,-0.00041036886655895,4.53470654014747
7005,7005,-0.000229448560715527,-5.15967502525342e-09,-0.000229450315184042,-0.000229460634534093,4.427982062441
7417,7417,-0.000643023952521312,7.26285534677199e-09,-0.000643020652849018,-0.000643006127138325,4.24675977851266
7937,7937,0.000572952719615642,-9.22178166054603e-09,0.000572954541742216,0.000572936098178894,4.23756771304568
8497,8497,-0.000181169786327527,5.46417410433308e-09,-0.000181171307126995,-0.000181160378778787,4.33216457910322
8729,8729,-5.58164002134323e-05,-1.52871711684915e-09,-5.58204943650242e-05,-5.5823551799258e-05,4.30387290109187
9087,9087,-0.000352418954471183,5.84343848932367e-09,-0.000352419551227876,-0.000352407864350897,4.23153487240671
9460,9460,0.000292261252920261,-1.40782205474143e-08,0.000292265687706616,0.000292237531265521,4.22282803468993
10217,10217,-0.00142286215216412,3.64178338534658e-08,-0.00142288004071555,-0.00142280720504784,3.77350059910758
10842,10842,0.00161054348240826,-1.87555738345686e-08,0.00161054899563018,0.00161051148448251,3.86202708170329
11670,11670,-0.000680465929389954,1.13958544546922e-08,-0.000680467171675367,-0.000680444379966457,4.198603104766
12204,12204,0.000725241388640858,-5.2787598994484e-09,0.000725241914131308,0.000725231356611509,4.22992909217067
12803,12803,-0.00016413404462625,7.5768135026908e-10,-0.000164128782525549,-0.000164127267162849,4.41286650711673
13172,13172,0.000233608412646913,-1.73305993937738e-08,0.00023361688471576,0.000233582223516972,4.42358149659151
13639,13639,-0.000184395112591648,3.58684372372595e-09,-0.000184395986170074,-0.000184388812482626,4.41897808727087
14179,14179,0.000525826919063074,-1.08728582858228e-10,0.000525820178314137,0.000525819960856971,4.49464485247469
15646,15646,-0.00192838091688074,9.64181423721891e-09,-0.00192838213801539,-0.00192836285438692,3.70414518889671
16351,16351,0.00218074804908401,-8.67463471911529e-09,0.00218074203134402,0.00218072468207458,3.65234068051393
17264,17264,-0.00180771397522697,2.09366413231423e-08,-0.00180772215662301,-0.00180768028334036,3.77557404679436
17838,17838,0.000563156234241657,-2.38862862237224e-09,0.000563148060037792,0.000563143282780547,3.46570830450119
18103,18103,0.000293279031632175,4.27914899017373e-09,0.000293286846666608,0.000293295404964588,3.58082128666789
18552,18552,0.00146488840481568,-1.96717252665372e-09,0.00146487691752976,0.00146487298318471,3.97140482401717
19427,19427,-0.0012331442029363,3.2666691669006e-08,-0.0012331599488091,-0.00123309461542576,4.00794058519421
20028,20028,0.00152750116006344,-2.62656605416998e-08,0.00152750897562943,0.00152745644430834,4.08947396685029
20776,20776,-0.000829292748352868,1.56370591412859e-08,-0.000829296597703166,-0.000829265323584884,4.36007390785639
21177,21177,-0.000621491541079704,-4.75068391510958e-09,-0.000621492775605315,-0.000621502276973145,4.07195553252387
21692,21692,-0.00167434685376607,1.80865291539752e-08,-0.00167435162954216,-0.00167431545648385,3.50742997137164
22461,22461,0.0018480132898313,-3.68236269439343e-09,0.0018480121782529,0.00184800481352752,3.66668331313493
23747,23747,-0.00120206633187788,7.93534134506217e-09,-0.00120206901294551,-0.00120205314226282,4.03234465837982
24474,24474,0.00107867068883884,-6.04805293805572e-09,0.00107867042453224,0.00107865832842636,3.95829310621978
25374,25374,-0.000564151586387004,1.56660679398627e-09,-0.000564146081030353,-0.000564142947816765,4.2232796025026
25574,25574,-0.000476386910908154,-1.92603963956555e-09,-0.00047638817478197,-0.000476392026861249,4.12034953609886
26034,26034,-0.000895949572511339,6.23467487023957e-09,-0.000895950158958618,-0.000895937689608877,3.81120819881732
26566,26566,0.000419336955024618,-1.1462974815696e-08,0.000419339582992443,0.000419316657042812,3.69545370403874
27042,27042,-0.000192608007180824,6.3504050421491e-09,-0.000192605887254388,-0.000192593186444303,3.74343924412896
27391,27391,0.000139966915616459,-7.71275890339253e-09,0.000139969226292332,0.000139953800774525,3.73839203412341
27562,27562,9.38700767485473e-05,2.56038132012156e-10,9.38720230585057e-05,9.38725351347697e-05,3.75781259098533
27682,27682,0.000102298143458609,-1.10020124906735e-09,0.000102298435100102,0.000102296234697603,3.76966344637233
27798,27798,9.60199147385925e-05,4.88923611671714e-10,9.60205090051082e-05,9.60214868523316e-05,3.78118075920807
27957,27957,0.000114161361049407,-2.57436364843893e-10,0.000114159505372005,0.000114158990499276,3.79773769716096
28419,28419,-0.000110994109198958,2.06024699725105e-09,-0.000110995077777775,-0.00011099095728378,3.79778422579747
28612,28612,-8.9721202905684e-05,-2.11001670034148e-09,-8.97202891465096e-05,-8.97245091799102e-05,3.7784033190315
29006,29006,-0.000210550054166254,6.62773060927097e-10,-0.000210547952336307,-0.000210546626790185,3.72082376113679
31740,31740,0.00242631688890813,-8.27804693836015e-09,0.0024263208715533,0.00242630431545942,5.75616053499519
