"comparison_name","arm","cutoff_anchor_rank","fixed_leading_edge_5000_rank","terminal_start_rank","interval_min_rank","interval_max_rank","left_n","right_n","left_median_log_nb1","right_median_log_nb1","right_left_log_nb1_diff","left_median_log_nb2","right_median_log_nb2","right_left_log_nb2_diff","left_median_nb_gap","right_median_nb_gap","right_left_nb_gap_diff","left_median_log_alpha_mu","right_median_log_alpha_mu","right_left_log_alpha_mu_diff","center_nb_support","nb_support_threshold","pre_evs_remainder_size","pre_evs_leading_edge_size","directional_call_nb2","directional_call_gap","directional_call_alpha_mu"
"RT8_ZT14","treatment",26757,26758,26759,26757,26759,5001,5001,2.24070968927596,2.30258509299405,0.0618754037180875,3.64805745959368,4.18813844150846,0.54008098191478,1.48289016355683,1.90423745265475,0.421347289097915,1.79175946922805,2.13350876295011,0.341749293722057,0.471463317897874,0.407805557756643,26756,5001,"more_NB2_like_on_right","more_NB2_like_on_right","more_NB2_like_on_right"
