"comparison_name","selected_reason","crossing_id","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT8_ZT14","raw_wald_bracket_total_distortion_selected","raw_wald_bracket_selected",0.18,5659,0.18,0.18,NA,NA
