"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","var_ctrl","var_trt","iod_ctrl","iod_trt","cv2_ctrl","cv2_trt","gene_symbol"
"3317",0.00504306926555829,0.00612212962244711,12289,8339,1.4,1.4,9.8,9.8,7,7,5,5,"-"
"3330",0.00444160564575004,0.00176680007803233,14851,22935,3,8.6,8,4.3,2.66666666666667,0.5,0.888888888888889,0.0581395348837209,"LOC680107"
"3331",0.00379517864618272,0.0069130487868162,18068,6780,10.4,4,21.3,19.5,2.04807692307692,4.875,0.196930473372781,1.21875,"LOC680107"
"3339",0.00510787324669557,0.0152202873039462,12053,222,37.4,17,608.3,236,16.2647058823529,13.8823529411765,0.434885184020132,0.816608996539792,"LOC680123"
"3346",0.000500421488303589,0.00900645056584647,29197,3688,4,2.4,80,4.8,20,2,5,0.833333333333333,"Adcy2"
"3354",0.00103236884794312,0.011080616175907,27974,1739,441.2,519,29991.7,229231.5,67.9775611967362,441.679190751445,0.154074254752349,0.851019635359239,"Adcy2"
"3357",0.0110774475244011,0.00892246503045653,1231,3813,19.2,8.8,170.7,32.7,8.890625,3.71590909090909,0.463053385416667,0.422262396694215,"RGD1308544"
"3369",0.00643160601638928,0.000933680807716533,7860,26272,42.8,27.6,1540.7,7.3,35.9976635514019,0.264492753623188,0.841066905406586,0.00958307078344885,"Fastkd3"
"3407",0.00509496931369057,0.00238164986335176,12118,20451,207.6,89,11291.3,2236.5,54.3896917148362,25.1292134831461,0.261992734657207,0.282350713293776,"RGD1566325"
"3426",0.00451476227196017,0.00125017038470173,14531,25047,2.8,3,3.2,9.5,1.14285714285714,3.16666666666667,0.408163265306123,1.05555555555556,"LOC682870"
"3428",0.00357009525300495,0.0136494210963133,19235,530,3,4.2,9.5,33.2,3.16666666666667,7.90476190476191,1.05555555555556,1.88208616780045,"LOC102547287"
"3429",0.00749833325384964,0.00701699492971552,5555,6608,7,4,39.5,7.5,5.64285714285714,1.875,0.806122448979592,0.46875,"LOC102547287"
