"bin","percentile","lo_rank","hi_rank","n_bin","total_mean","total_variance","median_abs_loading","iod_agg","cv2_agg","ratio_iod_cv2","ratio_cv2_iod","gap"
1,0.0100135403218188,1,318,318,7426.8,4672640.8,0.0142325676143896,629.159368772553,0.0847147316169216,7426.8,0.000134647492863683,629.074654040936
2,0.0199955915231288,319,635,317,4911.8,1383217,0.0125862150246818,281.61101836394,0.0573335678089376,4911.8,0.000203591351439391,281.553684796131
3,0.0300091318449476,636,953,318,4054.2,592900.7,0.011785846998809,146.243574564649,0.0360721164630874,4054.2,0.000246657786986335,146.207502448186
4,0.0399911830462575,954,1270,317,3641.8,231380.1,0.0112487190448927,63.5345433576803,0.0174459177762865,3641.8,0.000274589488714372,63.517097439904
5,0.0500047233680763,1271,1588,318,3812.6,280600.9,0.010793957092907,73.5983056182133,0.0193039672712095,3812.6,0.000262288202276662,73.5790016509421
6,0.0599867745693863,1589,1905,317,5800.8,3696129.2,0.0104135400694874,637.175768859468,0.109842740459845,5800.8,0.000172390015170321,637.065926119008
7,0.0700003148912051,1906,2223,318,3641.8,311682.7,0.0100969114408022,85.584793234115,0.0235006846158809,3641.8,0.000274589488714372,85.5612925494991
8,0.0800138552130239,2224,2541,318,4440.4,336771.2,0.00979247242899486,75.8425367084047,0.0170801136628242,4440.4,0.000225204936492208,75.8254565947418
9,0.0899959064143338,2542,2858,317,4022,273117.2,0.00949984430115664,67.9058180009945,0.0168835947292378,4022,0.000248632521133764,67.8889344062653
10,0.100009446736153,2859,3176,318,4241.6,872987,0.00922617507953806,205.81549415315,0.0485230795344091,4241.6,0.000235760090531875,205.766971073615
11,0.109991497937463,3177,3493,317,4999.8,676277.3,0.00900418691172617,135.260870434817,0.0270532562172122,4999.8,0.000200008000320013,135.2338171786
12,0.120005038259281,3494,3811,318,3191.8,332233.6,0.0087472877363084,104.089729932953,0.0326116078491613,3191.8,0.000313302838523717,104.057118325104
13,0.129987089460591,3812,4128,317,7346.6,16273820.9,0.00850663440282826,2215.14998774944,0.301520429552369,7346.6,0.000136117387635096,2214.84846731988
14,0.14000062978241,4129,4446,318,4269,213948.4,0.00829998817600832,50.1167486530803,0.0117396928210542,4269,0.000234246896228625,50.1050089602593
15,0.150014170104229,4447,4764,318,5752.8,752221.1,0.00809718741640765,130.757387706856,0.0227293470495856,5752.8,0.00017382839660687,130.734658359806
16,0.159996221305539,4765,5081,317,5249.8,510114.5,0.00786617914960051,97.1683683187931,0.0185089657356077,5249.8,0.000190483446988457,97.1498593530575
17,0.170009761627358,5082,5399,318,22540.8,145251642.4,0.00768792473261099,6443.94353350369,0.285879096283348,22540.8,4.43639977285633e-05,6443.65765440741
18,0.179991812828668,5400,5716,317,9675.8,1842529.4,0.00749747406452429,190.426569379276,0.01968070540723,9675.8,0.000103350627338308,190.406888673869
19,0.190005353150487,5717,6034,318,7254.4,6005923.4,0.00731603367888371,827.900777459197,0.114123949252757,7254.4,0.000137847375385973,827.786653509944
20,0.199987404351796,6035,6351,317,10053.6,2221362,0.00716625533970582,220.951897827644,0.0219773909671803,10053.6,9.94668576430333e-05,220.929920436677
21,0.210000944673615,6352,6669,318,11660.6,4264560.9,0.00702132564851055,365.723967891875,0.0313640779970049,11660.6,8.57588803320584e-05,365.692603813878
22,0.220014484995434,6670,6987,318,37557.6,262758662.7,0.00685714526017163,6996.15158316825,0.186277919333724,37557.6,2.66257694847381e-05,6995.96530524892
23,0.229996536196744,6988,7304,317,13822.6,6708923.3,0.00673316840406024,485.358999030573,0.0351134373439565,13822.6,7.23452895981942e-05,485.323885593229
24,0.240010076518563,7305,7622,318,15812.4,21356105.4,0.00658137171308638,1350.59228200653,0.0854134908050977,15812.4,6.32415066656548e-05,1350.50686851572
25,0.249992127719873,7623,7939,317,8223.8,487919.2,0.00646983936965199,59.3301393516379,0.00721444336579658,8223.8,0.000121598287896106,59.3229249082721
26,0.260005668041692,7940,8257,318,21307.4,18707545.6,0.00632923695272489,877.983498690596,0.0412055670185286,21307.4,4.69320517754395e-05,877.942293123577
27,0.269987719243002,8258,8574,317,21784.4,14524378.4,0.00620773401441171,666.733001597473,0.0306059841720439,21784.4,4.59044086594077e-05,666.702395613301
28,0.28000125956482,8575,8892,318,13157,1247275.3,0.00607702976338666,94.7993691571027,0.00720524201239665,13157,7.60051683514479e-05,94.7921639150903
29,0.290014799886639,8893,9210,318,39380.4,87808396.5,0.00596629298971019,2229.74872017552,0.0566207737904013,39380.4,2.53933428812303e-05,2229.69209940173
30,0.299996851087949,9211,9527,317,17276.6,3771088.7,0.00587173156391567,218.277247838116,0.012634271085637,17276.6,5.78817591424239e-05,218.264613567031
31,0.310010391409768,9528,9845,318,17771.4,1855083.3,0.0057532528419799,104.385884060907,0.00587381320891471,17771.4,5.6270186929561e-05,104.380010247698
32,0.319992442611078,9846,10162,317,11779.2,865649.6,0.0056568772298046,73.4896767182831,0.00623893615171515,11779.2,8.48954088562891e-05,73.4834377821313
33,0.330005982932897,10163,10480,318,19759,3550133.6,0.00555992538756714,179.671724277544,0.00909315877714178,19759,5.06098486765525e-05,179.662631118767
34,0.339988034134207,10481,10797,317,24797.2,6182966.6,0.00545770398950812,249.341320794283,0.0100552207827611,24797.2,4.03271337086445e-05,249.3312655735
35,0.350001574456025,10798,11115,318,21900.2,8552736.4,0.00537991828040777,390.532342170391,0.0178323641871029,21900.2,4.56616834549456e-05,390.514509806204
36,0.360015114777844,11116,11433,318,23888.2,5343326.9,0.00531626149447559,223.680599626594,0.0093636439592181,23888.2,4.18616722900846e-05,223.671235982635
37,0.369997165979154,11434,11750,317,42207.2,33887795.4,0.00521119850690202,802.89134081389,0.0190226155919817,42207.2,2.36926401182737e-05,802.872318198298
38,0.380010706300973,11751,12068,318,21990.2,6271541.6,0.00511922598869781,285.197115078535,0.0129692824566641,21990.2,4.54748024119835e-05,285.184145796078
39,0.389992757502283,12069,12385,317,23466,5801433.6,0.00506417732986432,247.227205318333,0.0105355495320179,23466,4.26148470126992e-05,247.216669768801
40,0.400006297824102,12386,12703,318,35713.8,12664073.9,0.00498504878615464,354.598891744928,0.0099289040019524,35713.8,2.80003808051789e-05,354.588962840926
41,0.409988349025412,12704,13020,317,30486.8,5936636.5,0.00490062010791317,194.728095438026,0.00638729205551339,30486.8,3.28010811236338e-05,194.72170814597
42,0.420001889347231,13021,13338,318,24846.8,2441859.9,0.00481694472179791,98.276635220632,0.00395530350872676,24846.8,4.02466313569554e-05,98.2726799171233
43,0.430015429669049,13339,13656,318,23914.4,9294140.7,0.00476699859738312,388.642019034557,0.0162513807176662,23914.4,4.18158097213394e-05,388.625767653839
44,0.439997480870359,13657,13973,317,23182,4534074.3,0.00469881799264064,195.585984815805,0.00843697630988721,23182,4.31369165732034e-05,195.577547839495
45,0.450011021192178,13974,14291,318,26471.2,5996184.9,0.00462061180441065,226.517305600048,0.00855712266916681,26471.2,3.77769047115356e-05,226.508748477379
46,0.459993072393488,14292,14608,317,42427,21613262.8,0.00454000680051224,509.422367831805,0.012007032498923,42427,2.35698965281542e-05,509.410360799306
47,0.470006612715307,14609,14926,318,36464.8,10386065.8,0.00446070592007929,284.824427941467,0.00781094172850164,36464.8,2.74237072464404e-05,284.816616999738
48,0.479988663916617,14927,15243,317,43170.8,357323550.9,0.00440190608963921,8276.97311377135,0.191726192560049,43170.8,2.3163805164602e-05,8276.78138757879
49,0.490002204238436,15244,15561,318,31347.4,7965154.2,0.00434538164666918,254.092977408015,0.00810571139577811,31347.4,3.1900572296267e-05,254.084871696619
50,0.499984255439746,15562,15878,317,54909.2,35809802.6,0.00427986968725077,652.16398344904,0.0118771350420155,54909.2,1.82118843472496e-05,652.152106313998
51,0.509997795761564,15879,16196,318,34277.8,11915029.2,0.00419573202483122,347.601923110585,0.0101407302426231,34277.8,2.91734008600319e-05,347.591782380342
52,0.520011336083383,16197,16514,318,37209.4,7299639.6,0.00412248925754266,196.177299284589,0.00527225107861426,37209.4,2.68749294533102e-05,196.172027033511
53,0.529993387284693,16515,16831,317,25684.8,4645664,0.00405617707830769,180.872111131876,0.0070419902483911,25684.8,3.89335326730206e-05,180.865069141627
54,0.540006927606512,16832,17149,318,33417,6460178.1,0.00398431951922128,193.320109525092,0.00578508272810522,33417,2.99248885297902e-05,193.314324442364
55,0.549988978807822,17150,17466,317,23723.4,7296309.9,0.00394707088695201,307.557512835428,0.0129643100413696,23723.4,4.21524739286949e-05,307.544548525387
56,0.560002519129641,17467,17784,318,19284.8,2777042,0.00390321473738759,144.001597112752,0.00746710347593711,19284.8,5.1854310130258e-05,143.994130009276
57,0.569984570330951,17785,18101,317,35765.4,5506733.6,0.00382343722498719,153.968181538582,0.00430494784172921,35765.4,2.79599836713695e-05,153.96387659074
58,0.57999811065277,18102,18419,318,28234,5262776.1,0.00377806700031482,186.398530140965,0.0066019171970307,28234,3.54182900049586e-05,186.391928223768
59,0.590011650974588,18420,18737,318,25006.8,3529987.3,0.00371026547518264,141.161096181839,0.00564490843217999,25006.8,3.99891229585553e-05,141.155451273406
60,0.599993702175898,18738,19054,317,32471.8,5546734.1,0.0036386749509524,170.816958099027,0.00526047087315848,32471.8,3.07959521800455e-05,170.811697628154
61,0.610007242497717,19055,19372,318,34165,8026184,0.00357711775697182,234.924162154251,0.0068761645588834,34165,2.92697204741695e-05,234.917285989693
62,0.619989293699027,19373,19689,317,47513.6,13044662.3,0.00350302899892144,274.54586265827,0.0057782584914271,47513.6,2.10466056034483e-05,274.540084399779
63,0.630002834020846,19690,20007,318,20937.4,4349406.6,0.00343542605945993,207.73384469896,0.00992166385028512,20937.4,4.77614221441058e-05,207.723923035109
64,0.639984885222156,20008,20324,317,10379.8,766957.1,0.00340577945591951,73.8893909323879,0.00711857559224531,10379.8,9.63409699608856e-05,73.8822723567957
65,0.649998425543975,20325,20642,318,8053.6,740646.4,0.00336204617703886,91.9646369325519,0.0114190718352727,8053.6,0.000124168073904838,91.9532178607166
66,0.660011965865793,20643,20960,318,41887.6,55998923.8,0.00331211198815745,1336.88546968554,0.0319160197692286,41887.6,2.38734136116655e-05,1336.85355366577
67,0.669994017067103,20961,21277,317,26679.4,2518177.9,0.00322797784278725,94.3866016477132,0.00353780825834588,26679.4,3.74821022961536e-05,94.3830638394549
68,0.680007557388922,21278,21595,318,30889.4,7266910,0.00316551808575498,235.255783537395,0.00761606840979089,30889.4,3.23735650417295e-05,235.248167468985
69,0.689989608590232,21596,21912,317,21935,2859297.7,0.00309964574545538,130.353211762024,0.00594270397820944,21935,4.55892409391384e-05,130.347269058046
70,0.700003148912051,21913,22230,318,21418.4,2635262.4,0.00303749036335598,123.037313711575,0.00574446801402416,21418.4,4.66888282971651e-05,123.031569243561
71,0.709985200113361,22231,22547,317,31508.8,15728041.1,0.00297618834108586,499.163443228558,0.0158420328044406,31508.8,3.17371654902757e-05,499.147601195754
72,0.71999874043518,22548,22865,318,26072.6,2603542.8,0.00288605797000042,99.8574288716891,0.00382997587013528,26072.6,3.83544410607304e-05,99.8535988958189
73,0.730012280756998,22866,23183,318,25482.8,2681067.8,0.00279971551219655,105.210879495189,0.00412870169271779,25482.8,3.92421554931169e-05,105.206750793496
74,0.739994331958308,23184,23500,317,20609.4,2592712.8,0.00271832912391722,125.802439663455,0.0061041291674408,20609.4,4.85215484196532e-05,125.796335534287
75,0.750007872280127,23501,23818,318,24723,3601084.1,0.00262100060463039,145.657246288881,0.00589156842975694,24723,4.04481656756866e-05,145.651354720451
76,0.759989923481437,23819,24135,317,32853.8,4581747.3,0.00252859024249616,139.458671447443,0.00424482621332823,32853.8,3.04378793320712e-05,139.45442662123
77,0.770003463803256,24136,24453,318,25367.4,3433363,0.00242852246786376,135.345482784992,0.00533541012421422,25367.4,3.94206737781562e-05,135.340147374868
