"comparison_name","dataset_name","n_features","hc_p_threshold","hc_threshold_source","hbfss_threshold","n_standard_significant","n_HBFSS_significant","n_overlap_significant","n_strong_effect","n_weak_effect","evs_fixed_top_n","evs_cutoff_mode_main","evs_primary_preprocessing","shared_cutoff_rank","shared_cutoff_method","shared_cutoff_quantile","shared_selected_reason"
"RT2_ZT8","RT2_ZT8_raw_dataset",31534,0.0136775581992137,"hc.thresh_primary",1.86399142858533,27,8,0,0,27,5000,"matched_curvature_wave","normalized",3646,"first_stable_crossing",0.884378765776622,"first_crossing_fallback"
