"percentile","center_rank_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","window_n_trt","center_rank_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","window_n_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","regime_difference","local_window_n"
0.005,157,0.226694486311801,0.00869887355058656,159,150,0.191596841150758,0.0138455047502112,151,154,0.418291327462558,0.0225443783007977,0.395746949161761,159
0.01,314,0.0720357419478849,0.0114164063345436,159,299,0.137738422517695,0.0388763724686861,151,306,0.20977416446558,0.0502927788032297,0.15948138566235,159
0.015,471,0.0872184560051681,0.0442650422296382,159,449,0.153900655487228,0.0709129764403305,151,460,0.241119111492396,0.115178018669969,0.125941092822427,159
0.02,628,0.0656538364946329,0.0518058549893408,159,598,0.0646943740789518,0.0697634595962456,151,613,0.130348210573585,0.121569314585586,0.00877889598799833,159
0.025,785,0.064767259393739,0.0229046176873624,159,748,0.0616234979126003,0.0546586980318837,151,766,0.126390757306339,0.0775633157192461,0.0488274415870932,159
0.03,942,0.106492513237588,0.0451528204926876,159,897,0.180127934176021,0.0582381004111374,151,920,0.286620447413608,0.103390920903825,0.183229526509783,159
0.035,1099,0.0373374975646324,0.0231587769912644,159,1047,0.150026655755021,0.0514337221685799,151,1073,0.187364153319654,0.0745924991598443,0.11277165415981,159
0.04,1256,0.15062170149444,0.000225893732132106,159,1196,0.0758416341770053,0.0241972020736941,151,1226,0.226463335671445,0.0244230958058262,0.202040239865619,159
0.045,1413,0.234542189944555,0.212766244098735,159,1346,0.114383482096875,0.0667316514958538,151,1380,0.348925672041429,0.279497895594589,0.0694277764468401,159
0.05,1570,0.198141152279848,0.0252094734618319,159,1496,0.213432827237732,0.0659753914738881,151,1533,0.41157397951758,0.09118486493572,0.32038911458186,159
0.055,1727,0.12584289519671,0.0211450979562094,159,1645,0.0916026645099245,0.0755439709511418,151,1686,0.217445559706635,0.0966890689073512,0.120756490799284,159
0.06,1884,0.234176563520291,0.0887970015883217,159,1795,0.0868983636891663,0.144965908261331,151,1840,0.321074927209458,0.233762909849653,0.0873120173598045,159
0.065,2041,0.149584559912264,0.00921661942941734,159,1944,0.305613047441526,0.119121287316635,151,1992,0.45519760735379,0.128337906746052,0.326859700607738,159
0.07,2198,0.567586533409642,0.0209951012281113,159,2094,0.420041576156876,0.136197880867882,151,2146,0.987628109566517,0.157192982095993,0.830435127470524,159
0.075,2355,0.174015309139417,0.0421481514984469,159,2243,0.0689623821196704,0.0517334867738855,151,2299,0.242977691259087,0.0938816382723324,0.149096052986755,159
0.08,2512,0.0345358878636574,0.0369396063789744,159,2393,0.47051797251966,0.301242406128829,151,2452,0.505053860383317,0.338182012507803,0.166871847875514,159
0.085,2670,0.450157447144801,0.0437165867045408,159,2542,0.248206840752462,0.229392666515015,151,2606,0.698364287897263,0.273109253219556,0.425255034677707,159
0.09,2827,0.525370870568011,0.346745687060385,159,2692,0.329459188802944,0.2457076084115,151,2760,0.854830059370955,0.592453295471885,0.26237676389907,159
0.095,2984,0.237693575165145,0.0630306452233847,159,2842,0.222075949304514,0.116203573057706,151,2913,0.45976952446966,0.17923421828109,0.280535306188569,159
0.1,3141,0.391524791534104,0.100316143108421,159,2991,0.603971531770709,0.287556628423962,151,3066,0.995496323304813,0.387872771532383,0.607623551772429,159
0.105,3298,0.267711641715956,0.0453664168394962,159,3141,0.342526801378239,0.113980058685633,151,3220,0.610238443094195,0.159346475525129,0.450891967569066,159
0.11,3455,0.317092043537976,0.0409161624645509,159,3290,0.289238071003688,0.202822389280696,151,3372,0.606330114541665,0.243738551745247,0.362591562796417,159
0.115,3612,0.0258979521118681,0.0424701030447172,159,3440,0.444309189974173,0.419172391249506,151,3526,0.470207142086041,0.461642494294223,0.00856464779181804,159
0.12,3769,0.242466425311151,0.0671132436092833,159,3589,0.136240387953157,0.295730252921039,151,3679,0.378706813264308,0.362843496530322,0.0158633167339857,159
0.125,3926,0.155699010105542,0.139658929147001,159,3739,0.663560672253206,0.278618251815427,151,3832,0.819259682358748,0.418277180962427,0.40098250139632,159
0.13,4083,0.071999560113051,0.26655448291258,159,3888,0.505893335184597,0.371638855419334,151,3986,0.577892895297648,0.638193338331914,-0.0603004430342662,159
0.135,4240,0.0978786047628951,0.40555779563109,159,4038,0.0566551221360463,0.0746494245717511,151,4139,0.154533726898941,0.480207220202841,-0.3256734933039,159
0.14,4397,0.22613046013379,0.0350530308188886,159,4188,0.616707042678545,0.13975406437093,151,4292,0.842837502812336,0.174807095189819,0.668030407622517,159
0.145,4554,0.0920540529480349,0.064063012298341,159,4337,0.674520302580457,0.380212123081288,151,4446,0.766574355528492,0.444275135379629,0.322299220148862,159
0.15,4711,0.31354100148764,0.0482776530367326,159,4487,0.191676805706948,0.418170884010935,151,4599,0.505217807194588,0.466448537047668,0.0387692701469204,159
0.155,4868,0.271772719648187,0.038609219544809,159,4636,0.288129317647062,0.10271265285833,151,4752,0.559902037295249,0.141321872403139,0.41858016489211,159
0.16,5025,0.151113292142752,0.153414939517125,159,4786,0.229153965685475,0.121788059198645,151,4906,0.380267257828227,0.275202998715769,0.105064259112458,159
0.165,5182,0.224360159247798,0.049439753858764,159,4935,0.100891000288374,0.133361540549853,151,5058,0.325251159536172,0.182801294408617,0.142449865127555,159
0.17,5339,0.0769689056461745,0.109145057470631,159,5085,0.447209497991503,0.118586813572884,151,5212,0.524178403637677,0.227731871043514,0.296446532594163,159
0.175,5496,0.205952722110836,0.0638259908715351,159,5234,0.0235494728106292,0.345503792823615,151,5365,0.229502194921465,0.40932978369515,-0.179827588773685,159
0.18,5653,0.140327244954534,0.0787441215950685,159,5384,0.331120793181143,0.225559921470459,151,5518,0.471448038135676,0.304304043065527,0.167143995070149,159
0.185,5810,0.0315133897105014,0.0955046635514438,159,5534,0.249806993417099,0.054418580305557,151,5672,0.2813203831276,0.149923243857001,0.131397139270599,159
0.19,5967,0.293812767081124,0.0562644048574171,159,5683,0.332316879470204,0.194632001173624,151,5825,0.626129646551328,0.250896406031041,0.375233240520287,159
0.195,6124,0.490711047258226,0.09051131465141,159,5833,0.265030417796217,0.311935438167391,151,5978,0.755741465054443,0.402446752818801,0.353294712235642,159
0.2,6281,0.184468200926302,0.0740629013093841,159,5982,0.172472400911028,0.270027704733871,151,6132,0.35694060183733,0.344090606043256,0.0128499957940745,159
0.205,6438,0.179483609641909,0.0671966994373124,159,6132,0.618744008198094,0.506421186115633,151,6285,0.798227617840004,0.573617885552946,0.224609732287058,159
0.21,6595,0.0921064734026553,0.0727279936827045,159,6281,0.106070807396655,0.0821885388331561,151,6438,0.19817728079931,0.154916532515861,0.0432607482834494,159
0.215,6752,0.0394969260078708,0.0696986782132412,159,6431,0.340886759557317,0.409743304753429,151,6592,0.380383685565188,0.47944198296667,-0.0990582974014823,159
0.22,6909,0.0985157481424087,0.0818563097234195,159,6580,1.74211398977857e-15,1.73884452116988e-15,151,6744,0.0985157481424104,0.0818563097234212,0.0166594384189892,159
0.225,7066,0.184722702505325,0.0611718461422748,159,6730,0.272038265899398,0.485467647043972,151,6898,0.456760968404723,0.546639493186247,-0.0898785247815242,159
0.23,7223,0.190190239507321,0.147338406980515,159,6880,0.156186481663439,0.259208894715736,151,7052,0.346376721170761,0.406547301696251,-0.06017058052549,159
0.235,7380,0.25474217137672,0.0854687785946469,159,7029,0.399109861495024,0.413918736420988,151,7204,0.653852032871744,0.499387515015635,0.154464517856109,159
0.24,7537,0.344651301187422,0.0432105092460963,159,7179,0.442316037699945,0.164963763418536,151,7358,0.786967338887367,0.208174272664633,0.578793066222734,159
0.245,7694,0.460424993850552,0.0469018452994912,159,7328,0.505068736265316,0.429430482683605,151,7511,0.965493730115868,0.476332327983097,0.489161402132772,159
0.25,7852,0.153950294553148,0.0957357501445921,159,7478,0.538113563778464,0.342962670949934,151,7665,0.692063858331612,0.438698421094526,0.253365437237086,159
0.255,8009,0.185730484217912,0.0221699882206252,159,7627,0.180166021416974,0.272811601932779,151,7818,0.365896505634886,0.294981590153404,0.0709149154814818,159
0.26,8166,0.204875378400953,0.0813757178387219,159,7777,0.104906000744663,0.144800687382716,151,7972,0.309781379145616,0.226176405221438,0.0836049739241775,159
0.265,8323,0.212993147327861,0.112906643386914,159,7926,0.078258743889805,0.188332326796383,151,8124,0.291251891217666,0.301238970183297,-0.00998707896563161,159
0.27,8480,0.0134207410283503,0.0985927511774013,159,8076,0.451492504151027,0.422542836399982,151,8278,0.464913245179377,0.521135587577383,-0.0562223423980056,159
0.275,8637,0.164078010588891,0.0614511552492461,159,8226,0.153566904964418,0.219285724415194,151,8432,0.317644915553309,0.28073687966444,0.0369080358888695,159
0.28,8794,0.178354062875114,0.0913122753249197,159,8375,0.331616922552987,0.292079617205526,151,8584,0.509970985428101,0.383391892530446,0.126579092897655,159
0.285,8951,0.174944770719846,0.0711174329345639,159,8525,0.544615790511952,0.468414897315526,151,8738,0.719560561231798,0.53953233025009,0.180028230981708,159
0.29,9108,0.134580276010578,0.155497531925178,159,8674,0.0942475029698441,0.117474647583205,151,8891,0.228827778980423,0.272972179508383,-0.0441444005279599,159
0.295,9265,0.104976723235232,0.052346368026296,159,8824,0.12426862365801,0.507881649673204,151,9044,0.229245346893243,0.5602280176995,-0.330982670806257,159
0.3,9422,0.265076633627089,0.0811413759165372,159,8973,0.0374353181216843,0.517615363771395,151,9198,0.302511951748773,0.598756739687932,-0.296244787939159,159
0.305,9579,0.203784632469731,0.0657169164962492,159,9123,0.217419905310347,0.273613431273909,151,9351,0.421204537780078,0.339330347770158,0.0818741900099192,159
0.31,9736,0.180427180235907,0.0441727464873051,159,9272,0.582417986875868,0.543427587139396,151,9504,0.762845167111774,0.587600333626701,0.175244833485073,159
0.315,9893,0.168706170825279,0.0439017564946423,159,9422,0.305139698528229,0.253664159826306,151,9658,0.473845869353508,0.297565916320948,0.17627995303256,159
0.32,10050,0.0714004310612627,0.0748830831369603,159,9572,0.205511738174688,0.353239936636647,151,9811,0.276912169235951,0.428123019773607,-0.151210850537657,159
0.325,10207,0.475938136724072,0.117506258563212,159,9721,0.884116470384241,0.0542212954937378,151,9964,1.36005460710831,0.171727554056949,1.18832705305136,159
0.33,10364,0.388835588097817,0.0764580490781545,159,9871,0.497804496768646,0.185827737974544,151,10118,0.886640084866464,0.262285787052699,0.624354297813765,159
0.335,10521,0.314414376780957,0.0557216051133129,159,10020,0.198448575768126,0.315908793453728,151,10270,0.512862952549084,0.371630398567041,0.141232553982043,159
0.34,10678,0.268424228894555,0.10310127544275,159,10170,0.350819574974972,0.365313885852552,151,10424,0.619243803869526,0.468415161295302,0.150828642574224,159
0.345,10835,0.163618174626483,0.0727193110332172,159,10319,0.395668956079629,0.249729299670791,151,10577,0.559287130706112,0.322448610704009,0.236838520002104,159
0.35,10992,0.253910468999803,0.0528243943208979,159,10469,0.38567940197838,0.565449588771858,151,10730,0.639589870978182,0.618273983092756,0.021315887885426,159
0.355,11149,0.519425151160003,0.112417944708484,159,10618,2.41215783200109e-15,1.56496006905289e-15,151,10884,0.519425151160006,0.112417944708486,0.40700720645152,159
0.36,11306,0.731760665833956,0,159,10768,0.333182174567718,0.729503544891869,151,11037,1.06494284040167,0.729503544891869,0.335439295509806,159
0.365,11463,0.488474658430441,0.180366262533179,159,10918,0.357166704161403,0.422791018240855,151,11190,0.845641362591845,0.603157280774034,0.242484081817811,159
0.37,11620,0.198775494816747,0.0724188488480369,159,11067,0.189077527481327,0.408937483042521,151,11344,0.387853022298074,0.481356331890558,-0.0935033095924837,159
0.375,11777,0.175592961712085,0.174131365647367,159,11217,0.496151113404432,0.170286213903179,151,11497,0.671744075116517,0.344417579550547,0.32732649556597,159
0.38,11934,0.17143361788859,0.177052859877077,159,11366,0.219994354015476,0.471097668694351,151,11650,0.391427971904066,0.648150528571428,-0.256722556667362,159
0.385,12091,0.155343912031889,0.082873889589577,159,11516,0.166130644327832,0.762875992104038,151,11804,0.32147455635972,0.845749881693615,-0.524275325333894,159
0.39,12248,0,0.161399246552014,159,11665,0.216193530379609,0.361927850654489,151,11956,0.216193530379609,0.523327097206502,-0.307133566826894,159
0.395,12405,0.129913969037382,0.0285061519686,159,11815,0.516892426822238,0.620768909650711,151,12110,0.646806395859621,0.649275061619311,-0.00246866575969029,159
0.4,12562,0.547656620409166,0.108176853031505,159,11964,0.818111200174,0.690344128510513,151,12263,1.36576782058317,0.798520981542018,0.567246839041147,159
0.405,12719,0.222565636607372,0.20905797422843,159,12114,0.584635526355861,0.839329183005837,151,12416,0.807201162963233,1.04838715723427,-0.241185994271034,159
0.41,12876,0.354092056197624,0.0690001850547008,159,12264,0.237128096659906,0.189408743720707,151,12570,0.591220152857529,0.258408928775408,0.332811224082121,159
0.415,13033,0.159491261893347,0.109877756484291,159,12413,0.314502729840814,0.110574592077594,151,12723,0.473993991734161,0.220452348561884,0.253541643172277,159
0.42,13191,0.457935679458875,0.141974465226166,159,12563,0.216644468001104,0.206927442877363,151,12877,0.674580147459978,0.348901908103529,0.325678239356449,159
0.425,13348,0.170332394945562,0.137217054581962,159,12712,0.132708440086476,0.150562374220347,151,13030,0.303040835032038,0.287779428802309,0.0152614062297285,159
0.43,13505,0.223662098797534,0.077897385972415,159,12862,0.257420182049361,0.0632188615014087,151,13184,0.481082280846896,0.141116247473824,0.339966033373072,159
0.435,13662,0.380280547649935,0.0844736205618915,159,13011,0.296211672836228,0.60036613152005,151,13336,0.676492220486162,0.684839752081941,-0.00834753159577883,159
0.44,13819,0.479854623655222,0.183614351950898,159,13161,0.299870325588961,0.662610350758003,151,13490,0.779724949244183,0.846224702708902,-0.0664997534647188,159
0.445,13976,0.230402522469877,0.116929089192216,159,13310,1.20607891600055e-15,1.4780178429944e-15,151,13643,0.230402522469878,0.116929089192218,0.11347343327766,159
0.45,14133,0.388321363217149,0.0947556410238284,159,13460,0.0979833975494734,0.682837111322159,151,13796,0.486304760766623,0.777592752345987,-0.291287991579365,159
0.455,14290,0.464303750920232,0.133545582690089,159,13610,0.157231030667492,0.167815267003505,151,13950,0.621534781587724,0.301360849693594,0.32017393189413,159
0.46,14447,0.117190076024784,0.0248625337824075,159,13759,0.389578080881195,0.233115726579764,151,14103,0.506768156905979,0.257978260362171,0.248789896543808,159
0.465,14604,0.233388089627883,0.0989224873184098,159,13909,0.39302416009654,0.165509776302066,151,14256,0.626412249724423,0.264432263620476,0.361979986103947,159
0.47,14761,0.142444409216321,0.143091861628568,159,14058,0.515468915503721,0.155811200944405,151,14410,0.657913324720041,0.298903062572973,0.359010262147068,159
0.475,14918,0.212536460454164,0.0757784841018735,159,14208,0.333593167671225,0.248155781252737,151,14563,0.546129628125389,0.32393426535461,0.222195362770778,159
0.48,15075,0.722325108095031,0.0903868637111328,159,14357,0.272709942239083,0.0458388951510427,151,14716,0.995035050334114,0.136225758862175,0.858809291471938,159
0.485,15232,0.190663067493219,0.0877099331057673,159,14507,0.198998298393148,0.787180663006361,151,14870,0.389661365886367,0.874890596112128,-0.485229230225761,159
0.49,15389,0.395698774238094,0.225487477218813,159,14656,2.01013152666758e-15,1.73884452116988e-15,151,15022,0.395698774238096,0.225487477218815,0.170211297019281,159
