"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled"
0.005,157,78,236,0.10998358249846,0.0289850071848788,1.52036182759742,0.135045927165876,99,205,109,199,159,0.226694486311801,0.00869887355058656
0.01,314,235,393,0.0458297114891928,0.0328991256881316,1.39387043775037,0.13446576991336,393,235,309,235,159,0.0720357419478849,0.0114164063345436
0.015,471,392,550,0.0521276410579834,0.0802116932945428,1.29606253096986,0.157773625352705,392,550,392,550,159,0.0872184560051681,0.0442650422296382
0.02,628,549,707,0.0431824383529394,0.0910728814011087,1.19949228826458,0.0708323058953249,623,549,626,549,159,0.0656538364946329,0.0518058549893408
0.025,785,706,864,0.0428146780093233,0.0494458333822599,1.13525760689417,0.0663186937115129,751,822,757,832,159,0.064767259393739,0.0229046176873624
0.03,942,863,1021,0.060122697442279,0.0814903786324718,1.11514590320133,0.0608285572289697,1021,962,1021,863,159,0.106492513237588,0.0451528204926876
0.035,1099,1020,1178,0.031436560273809,0.0498119042683406,1.08413043922697,0.0697404471159394,1020,1097,1020,1085,159,0.0373374975646324,0.0231587769912644
0.04,1256,1177,1335,0.0784278910012818,0.016781199642653,1.02334374573597,0.00621912763642243,1241,1326,1243,1177,159,0.15062170149444,0.000225893732132106
0.045,1413,1334,1492,0.113238882214265,0.32290744877898,1.09320214662567,0.264897646818874,1334,1492,1334,1424,159,0.234542189944555,0.212766244098735
0.05,1570,1491,1649,0.0981393966691732,0.0527655646795007,1.00696227475795,-0.00703695739059514,1649,1589,1547,1491,159,0.198141152279848,0.0252094734618319
0.055,1727,1648,1806,0.0681494140258857,0.046911560832835,0.914734293897399,-0.0496699760744964,1648,1806,1684,1806,159,0.12584289519671,0.0211450979562094
0.06,1884,1805,1963,0.113087217007385,0.144351992591364,0.88918449846604,-0.00972728967523838,1899,1963,1896,1963,159,0.234176563520291,0.0887970015883217
0.065,2041,1962,2120,0.0779976751246759,0.029730727249887,0.898715955544325,-0.0298584647528494,2028,1962,2009,2087,159,0.149584559912264,0.00921661942941734
0.07,2198,2119,2277,0.251388742016246,0.0466955174524783,0.908093140673392,-0.047151212733458,2277,2119,2208,2124,159,0.567586533409642,0.0209951012281113
0.075,2355,2276,2434,0.0881317748228511,0.0771626919249051,0.876991786675983,-0.0268222030725012,2276,2434,2276,2434,159,0.174015309139417,0.0421481514984469
0.08,2512,2433,2591,0.0302744267771621,0.0696607169910574,0.881163197401958,-0.00882669176985642,2591,2433,2435,2522,159,0.0345358878636574,0.0369396063789744
0.085,2670,2591,2749,0.202678075936841,0.0794217414927951,0.899289180054617,-0.0467252966582316,2749,2591,2749,2689,159,0.450157447144801,0.0437165867045408
