"percentile","center_rank","lo_rank","hi_rank","iod_amplitude","cv2_amplitude","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","center_distance","center_agreement","local_fourier_score"
0.01,305,1,2137,0.479299552881408,0.145322350295513,1069,837,0.264239039421488,0.333517029357181,232,0.00429184549356223,1.04094336495715
0.02,611,1,2443,0.484465212436055,0.180659083352898,1222,1222,0.269255542688835,0.337749966293616,0,1,2.08499505573826
0.03,916,1,2748,0.48957953876283,0.240374420234717,1374.5,1374.5,0.273559959112732,0.344610848624172,0,1,2.15935521978422
0.04,1221,1,3053,0.480325445282748,0.227447969146026,1527,1527,0.276192831726283,0.350999700468204,0,1,2.12672774423906
0.05,1527,1,3359,0.453059675492366,0.155090234273208,1680,1680,0.280476355669037,0.359454763590947,0,1,1.99387476132166
0.06,1832,1,3664,0.509379109956063,0.279406733277644,1832.5,1832.5,0.28623606654854,0.360243254238577,0,1,2.24135174597506
0.07,2137,305,3969,0.237161676116083,0.081289648391012,2137,1736,0.290232877608281,0.378530144916449,401,0.00248756218905473,0.47921435707447
0.08,2443,611,4275,0.20954041946187,0.0962666710959638,2443,2443,0.297640521755685,0.385595526571528,0,1,1.43672851659043
0.09,2748,916,4580,0.126743194524359,0.0686875099409084,2748,4165.5,0.302653704393974,0.399213218345589,1417.5,0.000704970038773352,0.239881604895667
0.1,3053,1221,4885,0.104737356735739,0.11357136842441,2692.5,3053,0.315469454841092,0.411086579105827,360.5,0.00276625172890733,0.245382802811465
0.11,3359,1527,5191,0.102748403874621,0.109769790068255,3359,3359,0.322109293953361,0.420136381256669,0,1,1.23450756285925
0.12,3664,1832,5496,0.105158439013099,0.0694818474393445,3664,3315.5,0.323895247746686,0.434734192932527,348.5,0.00286123032904149,0.199091871971563
0.13,3970,2138,5802,0.0937067607548648,0.216091264805314,3970,3970,0.33570091792622,0.439438485665459,0,1,1.33008097772935
0.14,4275,2443,6107,0.0605587236726396,0.176976321240737,4128,4275,0.343933907742173,0.449959232421448,147,0.00675675675675676,0.227667628618916
0.15,4580,2748,6412,0.0597820397041353,0.122708904900147,4187.5,4489.5,0.346909854451802,0.460686269994804,302,0.0033003300330033,0.164489689943413
0.16,4886,3054,6718,0.0737685148538367,0.123015143267238,4886,6245,0.351636912484583,0.471002261955873,1359,0.000735294117647059,0.190632390283818
0.17,5191,3359,7023,0.0267576999489382,0.132151890347641,5177.5,5191,0.359022460566077,0.479983861794006,13.5,0.0689655172413793,0.173263816208828
0.18,5496,3664,7328,0.072144811098542,0.251729173409697,5496,5496,0.367478120852696,0.483130463302104,0,1,1.32451487765699
0.19,5802,3970,7634,0.0498938059546592,0.215111429357196,5846.5,6203,0.384082590736164,0.48107062993836,356.5,0.0027972027972028,0.242928532678585
0.2,6107,4275,7939,0.0735843034208125,0.285247917463566,6107,7591.5,0.380645001252864,0.498300664818446,1484.5,0.000673174015483002,0.364023004537944
0.21,6412,4580,8244,0.0556086302044366,0.154929124543629,6412,7815.5,0.39001961279343,0.513824840769064,1403.5,0.000711997152011392,0.18795598713801
0.22,6718,4886,8550,0.0457645803370031,0.37301901826445,6171.5,6718,0.394660534128947,0.514135332909882,546.5,0.00182648401826484,0.402771538301347
0.23,7023,5191,8855,0.0292139400051569,0.560334328159986,6888.5,7023,0.400988029018008,0.504730925890573,134.5,0.00738007380073801,0.575444167934804
0.24,7328,5496,9160,0.0312192896488485,0.289178589472445,6842,7583,0.413803084042654,0.50000966535546,741,0.00134770889487871,0.282947303151811
0.25,7634,5802,9466,0.0455986637365299,0.306810880752648,7634,7654,0.41644928291038,0.504277100132589,20,0.0476190476190476,0.377287834842405
0.26,7939,6107,9771,0.033932291349343,0.328645122343112,7939,7653,0.412811848400402,0.518192718093379,286,0.00348432055749129,0.332875753514352
0.27,8244,6412,10076,0.139327536131659,0.548617379991695,8244,9527.5,0.407297584555031,0.520300510841741,1283.5,0.000778513040093422,0.779717115355974
0.28,8550,6718,10382,0.0908216228055009,0.440955359351448,9647.5,9458.5,0.404516547187538,0.535033458440328,189,0.00526315789473684,0.570423666713819
0.29,8855,7023,10687,0.10732956440831,0.475709754214874,10346,9447,0.405655112855353,0.53466545877674,899,0.00111111111111111,0.637005547776449
0.3,9160,7328,10992,0.0839234391602949,0.458763949854386,9468,9428,0.406040208736541,0.541490260743463,40,0.024390243902439,0.594635074416375
0.31,9466,7634,11298,0.080667756270852,0.442054570931678,9439,9425,0.398534366401931,0.545546982107785,14,0.0666666666666667,0.612401979648087
0.32,9771,7939,11603,0.0874246726401759,0.422147767635187,8977.5,10493,0.407794015390389,0.538555945527403,1515.5,0.000659413122321134,0.538775603805335
0.33,10077,8245,11909,0.0798982962758459,0.429540949348475,9458.5,9441.5,0.407434701867194,0.537640933269226,17,0.0555555555555556,0.586321686066224
0.34,10382,8550,12214,0.0844942921179289,0.496323317241186,11100,11094.5,0.40962933023558,0.542181325462161,5.5,0.153846153846154,0.7654927832854
0.35,10687,8855,12519,0.100862616834594,0.450980659347445,10687,9403,0.409396529828096,0.555800690567421,1284,0.000778210116731518,0.597054397234619
0.36,10993,9161,12825,0.0843938085875334,0.480287885538676,9585,9561.5,0.405449331413785,0.564199570181997,23.5,0.0408163265306122,0.635077685832499
0.37,11298,9466,13130,0.0742083571891579,0.411627938798349,12112.5,10529,0.399524728755333,0.576346830564659,1583.5,0.000631113916061849,0.500658789985577
0.38,11603,9771,13435,0.113209038027917,0.611653318902784,10358,11603,0.406951951140671,0.563167602773721,1245,0.000802568218298555,0.794285482339239
0.39,11909,10077,13741,0.0720950576335049,0.436331000964815,10531,11909,0.415337262646677,0.568675065477768,1378,0.000725163161711385,0.522933227107421
0.4,12214,10382,14046,0.0607979840816088,0.0702221634770077,11563.5,12214,0.421413737339374,0.570278942900813,650.5,0.00153491941673062,0.108548073864194
0.41,12519,10687,14351,0.0371565409412374,0.102664492270281,12059.5,12519,0.420780980522417,0.576012008596339,459.5,0.00217155266015201,0.0959752104453996
0.42,12825,10993,14657,0.0379730337416643,0.0665710586212613,12126,11969,0.420404135774637,0.587946574834834,157,0.00632911392405063,0.0631166966146685
0.43,13130,11298,14962,0.0380774628168881,0.0660947519749885,13083,13130,0.419304911708537,0.595963740087157,47,0.0208333333333333,0.0773224652572437
0.44,13435,11603,15267,0.0856523682106335,0.122571707722636,13435,14032.5,0.422132818038081,0.597457985653391,597.5,0.00167084377610693,0.215206049679959
0.45,13741,11909,15573,0.0710243236188741,0.0949295288144196,13741,14088.5,0.423884655960384,0.605723304853968,347.5,0.00286944045911047,0.157105651894788
0.46,14046,12214,15878,0.0409286306866788,0.179218937747003,12692.5,14046,0.418202656344054,0.608174624900127,1353.5,0.00073827980804725,0.184221094395763
0.47,14351,12519,16183,0.0432596855684663,0.151683308774886,14351,14609.5,0.419287746419398,0.604686790069386,258.5,0.00385356454720617,0.162562840995621
0.48,14657,12825,16489,0.0289171702520669,0.174354808328494,14541,14565.5,0.421119925891319,0.612808565123982,24.5,0.0392156862745098,0.193114604044734
0.49,14962,13130,16794,0.0318620876469243,0.182032583495362,16233.5,14430,0.425076716886308,0.627039539143456,1803.5,0.000554170130229981,0.168655004077394
0.5,15268,13436,17100,0.0444868747571147,0.270682684292749,15268,15268,0.424707570838337,0.630052291828404,0,1,1.28870283587255
0.51,15573,13741,17405,0.083193914095157,0.259058326103963,15573,15573,0.429183903805062,0.625512600134908,0,1,1.35478726137606
0.52,15878,14046,17710,0.0896569604724312,0.154268538298384,15878,15949.5,0.428770158968982,0.62685689933906,71.5,0.0137931034482759,0.269415929479229
0.53,16184,14352,18016,0.0597827822071571,0.475020503158899,16928,17616,0.426253543844601,0.640603984670091,688,0.00145137880986938,0.540131300812228
0.54,16489,14657,18321,0.0562249390266567,0.256429642153491,16954.5,16825,0.42498095001908,0.667810310963361,129.5,0.00766283524904215,0.304911472926269
0.55,16794,14962,18626,0.0578966326043787,0.250820618285362,16208.5,16752.5,0.428668983378312,0.676529878308527,544,0.0018348623853211,0.296465627477339
0.56,17100,15268,18932,0.0647995426015285,0.400459754753978,17691.5,18507.5,0.431501667998013,0.684716618646177,816,0.00122399020807834,0.470194169083158
0.57,17405,15573,19237,0.0719611265427983,0.40203824936783,15943.5,16763,0.436681729415656,0.692170409511576,819.5,0.0012187690432663,0.486411641419424
0.58,17710,15878,19542,0.0577364462719188,0.29850624098205,16932.5,16950.5,0.436307205174357,0.699324711937545,18,0.0526315789473684,0.398030723136758
0.59,18016,16184,19848,0.0829485852348502,0.237220491704391,18644,17484.5,0.440637886644255,0.723712055981655,1159.5,0.000861697544161999,0.331752723366589
0.6,18321,16489,20153,0.0902059498747271,0.38480963637566,16897,18321,0.4441517451544,0.719717623521323,1424,0.000701754385964912,0.504454917592427
0.61,18626,16794,20458,0.0825160609881292,0.251520573803859,20079.5,19209.5,0.444349142785732,0.734109918281572,870,0.00114810562571757,0.346483524661003
0.62,18932,17100,20764,0.061399588941232,0.452662836448943,18352,17494,0.445353345615459,0.736443824002635,858,0.00116414435389988,0.519169262971021
0.63,19237,17405,21069,0.0640806648481121,0.203981662194577,18520.5,18426,0.444353089508592,0.766669470998497,94.5,0.0104712041884817,0.267463600332563
0.64,19542,17710,21374,0.0466044924796399,0.543800167227105,19167.5,19542,0.452942109511343,0.759243355466028,374.5,0.00266311584553928,0.588298200915492
0.65,19848,18016,21680,0.0474476674484905,0.205901527881988,20065.5,18430,0.451444143118746,0.781595018545986,1635.5,0.000611060189428659,0.225910916299634
0.66,20153,18321,21985,0.0728550870606163,0.175636066708369,20787.5,21541.5,0.458131049199833,0.768494249114178,754,0.00132450331125828,0.245749589970862
0.67,20458,18626,22290,0.0652967519518446,0.127480764213115,20922.5,19810,0.456796606374659,0.777122853507911,1112.5,0.000898069151324652,0.178390069739106
0.68,20764,18932,22596,0.0538449055774723,0.358690198533292,20778.5,22140,0.447245097045511,0.806882043877345,1361.5,0.00073394495412844,0.402721779739756
0.69,21069,19237,22901,0.0505603677928532,0.149516591929949,22562.5,21136.5,0.442613797877919,0.81673517642496,1426,0.000700770847932726,0.171902123930405
0.7,21375,19543,23207,0.123661672939986,0.291931793140867,21375,22804,0.447289523390821,0.82148971682179,1429,0.000699300699300699,0.47282142053254
0.71,21680,19848,23512,0.0165438075754468,0.182045251300163,21804,21097,0.443871523801803,0.82825900079412,707,0.00141242937853107,0.138444890790878
0.72,21985,20153,23817,0.0222078436093531,0.572780922392211,22602,21985,0.426031435330258,0.848666876764409,617,0.00161812297734628,0.568802391836677
0.73,22291,20459,24123,0.0254164452767306,0.252362481814328,22707,22448.5,0.425964104667143,0.869094307990184,258.5,0.00385356454720617,0.234231630431679
0.74,22596,20764,24428,0.0828376616894999,0.461438586106618,22596,24061,0.425297660981241,0.862557338361015,1465,0.000682128240109141,0.571589609775921
0.75,22901,21069,24733,0.0387229195689067,0.317914745412535,22685,24223,0.428551706582892,0.877679463009126,1538,0.000649772579597141,0.328264543161421
0.76,23207,21375,25039,0.119629869947928,0.400520749927585,23207,24393.5,0.424586649694477,0.877812874734002,1186.5,0.000842105263157895,0.581132507939763
0.77,23512,21680,25344,0.0381402509769186,0.43694501035602,23575,23512,0.430191793639224,0.871656657356722,63,0.015625,0.469594088958216
0.78,23817,21985,25649,0.0663587944451153,0.313485867458695,23817,23351.5,0.425262655302076,0.882975999159859,465.5,0.00214362272240086,0.381088286285575
0.79,24123,22291,25955,0.069673286805959,0.390628493716947,24123,23526,0.422036553790759,0.898203320025667,597,0.00167224080267559,0.469997775862418
0.8,24428,22596,26260,0.0423294206877584,0.343455375142536,24420.5,23130,0.422822207978988,0.89062120368917,1290.5,0.000774293457220286,0.363072782054301
0.81,24733,22901,26565,0.0525729598186673,0.339297085109115,26151.5,24230.5,0.425208837342272,0.894615883401082,1921,0.000520291363163372,0.379148237028741
0.82,25039,23207,26871,0.124189321354603,0.385251435494854,25039,25039,0.424865480829951,0.894895260310656,0,1,1.57318135876865
0.83,25344,23512,27176,0.100257136057992,0.987455284618068,25344,25344,0.430065311843193,0.857959120700994,0,1,2.16986065746137
0.84,25649,23817,27481,0.0609205694113861,0.344040860152321,26836,26477,0.449625470172438,0.853880216345565,359,0.00277777777777778,0.403426435228444
0.85,25955,24123,27787,0.0647137258182046,0.352441152187823,26787.5,26549.5,0.455203354527592,0.843806140080579,238,0.00418410041841004,0.421529965508068
0.86,26260,24428,28092,0.0745652766378126,0.416362593832477,26260,27012.5,0.458709880510432,0.838589996113807,752.5,0.0013271400132714,0.507152043120215
0.87,26565,24733,28397,0.0556262484136339,0.330948468778237,26803.5,26538.5,0.45800272673557,0.8303190192612,265,0.0037593984962406,0.379637458452587
0.88,26871,25039,28703,0.115973015837392,0.318943958827613,26871,26610,0.454427962943971,0.835897626237813,261,0.00381679389312977,0.489280601010045
0.89,27176,25344,29008,0.0686149942075778,0.366987114523135,27495.5,26565,0.459005152248047,0.809845807694593,930.5,0.00107353730542136,0.441920839461452
0.9,27482,25650,29314,0.0701977741363649,0.374818910589432,27476.5,26467,0.462111355404268,0.813475486571307,1009.5,0.000989609104403761,0.453439975569547
0.91,27787,25955,29619,0.0714338372950901,0.615363494925027,27410,27787,0.470142909301405,0.784878547075412,377,0.00264550264550265,0.71533870221827
0.92,28092,26260,29924,0.0734086986181842,0.109233854676294,27562.5,26964,0.479040533016301,0.774586304590614,598.5,0.00166805671392827,0.176068909430641
0.93,28398,26566,30230,0.0519421271301777,0.11304953557805,27708.5,26990.5,0.482172621939278,0.766042873668626,718,0.00139082058414465,0.136322743881354
0.94,28703,26871,30535,0.0281455011359467,0.0541524692699352,29379.5,28861,0.482669860309874,0.76913014280291,518.5,0.00192492781520693,0.0254656390922978
0.95,29008,27176,30535,0.0261617013931817,0.0764298841841585,29344,28251.5,0.481996867270563,0.772635019035215,1092.5,0.000914494741655235,0.0442993660309343
0.96,29314,27482,30535,0.0257770043182158,0.0922287466881435,29416,28928,0.48009491052119,0.769121634582331,488,0.00204498977505112,0.0615771878727724
0.97,29619,27787,30535,0.055272991790295,0.0923110234544469,29161,28939.5,0.476700795198399,0.778374924972334,221.5,0.00449438202247191,0.123964319958726
0.98,29924,28092,30535,0.0502885456208233,0.0856274830128219,29313.5,28914.5,0.474418727604582,0.780783939751278,399,0.0025,0.104694950370679
0.99,30230,28398,30535,0.0446918086787264,0.258175541816537,29248,29466.5,0.478646375002186,0.777761309706305,218.5,0.00455580865603645,0.280273522934406
1,30535,28703,30535,0.0412031489003427,0.132684206543787,29325,30331,0.486073994712032,0.771607428540629,1006,0.00099304865938431,0.135172610509709
