"dataset_name","feature_id","gene_symbol","baseMean","lfc_shrunk","regulation_direction","lfdr","pvalue","wald_pvalue","padj","empirical_p","empirical_q","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","hc_empirical_pass","deseq2_strong_call","deseq2_weak_call_raw","deseq2_weak_call","standard_significant","HBFSS_significant","effect_class","log2FoldChange","lfcSE","stat","raw_lfc_pass","shrunk_lfc_pass","neglog10_wald_pvalue","padj_strong_effect","padj_weak_effect","HBFSS_only_call","overlap_call","R2_1","R2_2","R2_3","R2_4","R2_5","ZT8_1","ZT8_2","ZT8_3","ZT8_4","ZT8_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier","neglog10_padj","neglog10_empirical_p"
"RT2_ZT8_remainder_dataset","191462","Tbc1d4",5.14360281985982,-3.34958812077963e-08,"downregulated",1,0.973167849621224,0.973167849621224,0.999937406023401,0.963526609661648,0.981594987718536,5.4049915101205e-10,0.0128699739282638,1.89042233287981,0.394520596995061,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"intermediate",-0.0326660362419196,0.971178677082356,-0.0336354545386601,FALSE,FALSE,0.0118122472162838,1,0.394520596995061,FALSE,FALSE,4.52368766987242,0,6.79586049114192,7.95275658209947,6.52398910909589,6.15089550191022,7.24760010522423,9.66561729391619,2.57562144533784,0,0.661074210599271,1.25593088071976,0.939442843514072,8,FALSE,2.71850694570141e-05,0.016136286955969
"RT2_ZT8_remainder_dataset","574093","Armcx4",20.7823900962267,2.50089664010702e-06,"upregulated",0.999999999999999,0.14221539835215,0.14221539835215,0.999937406023401,0.0460167310499313,0.718080618654781,3.34390947362928e-06,0.0128699739282638,1.89042233287981,0.602490140475619,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"intermediate",0.885390015618764,0.603294864646973,1.46759083742054,FALSE,FALSE,0.847053377886727,1,0.602490140475619,FALSE,FALSE,30.9118657441282,27.6528546571886,22.6528683038064,17.4960644806188,36.3479393221057,15.9923283049666,9.96545014468331,19.3312345878324,27.473295416937,0,0.414684625113078,0.358472329007223,0.385815242652513,5,FALSE,2.71850694570141e-05,1.33708423611069
"RT2_ZT8_remainder_dataset","358082","Dhx35",7.41529153573011,7.66809763487887e-08,"upregulated",1,0.948760300277026,0.948760300277026,0.999937406023401,0.930378512852769,0.980951733449264,2.40320696705806e-09,0.0128699739282638,1.89042233287981,0.383702837691947,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"intermediate",0.0589209142265536,0.916862306233281,0.0642636455070519,FALSE,FALSE,0.022843496124983,1,0.383702837691947,FALSE,FALSE,14.325010954596,13.8264273285943,0,4.77165394925968,4.65999222078278,11.0716119034384,9.05950013153028,7.85331405130691,8.58540481779281,0,0.863211021023016,0.890565486087206,0.876675054003655,5,FALSE,2.71850694570141e-05,0.031340328220743
"RT2_ZT8_remainder_dataset","310274","RGD1564162",2.30167503531005,-2.33663010092145e-07,"downregulated",1,0.705718738864709,0.705718738864709,0.999937406023401,0.607687912587713,0.97112887145563,5.05458426222656e-08,0.0128699739282638,1.89042233287981,0.597273221490383,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"intermediate",-0.628617457323644,1.66471725142547,-0.37761214812027,FALSE,FALSE,0.151368350643671,1,0.597273221490383,FALSE,FALSE,2.26184383493621,0,6.79586049114192,0,0,3.69053730114613,5.43570007891817,4.8328086469581,0,0,3.06370883697969,2.7285005506147,2.87195312264424,6,FALSE,2.71850694570141e-05,0.21631940204114
"RT2_ZT8_remainder_dataset","46860","Grm5",6.60920287633357,1.4536885676548e-06,"upregulated",0.791643911058851,0.0924717413706771,0.0924717413706771,0.999937406023401,0.0221714695299318,0.582337274314956,2.40469965413358e-06,0.0128699739282638,1.89042233287981,0.816844236302133,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"intermediate",1.88266444668468,1.11896783751155,1.68250094736547,TRUE,FALSE,1.03399096392896,1,0.816844236302133,FALSE,FALSE,0,26.7310928352823,9.06114732152256,7.95275658209947,8.387985997409,3.69053730114613,5.43570007891817,4.8328086469581,0,0,1.6107289143745,0.991462832393491,1.28816653627794,9,FALSE,2.71850694570141e-05,1.65420552079667
"RT2_ZT8_remainder_dataset","552021","Rpl37a-ps1",3.55466773438251,3.22956020112032e-07,"upregulated",1,0.667056264452429,0.667056264452429,0.999937406023401,0.558641742134551,0.968673524270381,8.16647961194302e-08,0.0128699739282638,1.89042233287981,0.589412409519722,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"intermediate",0.593557655792444,1.37975181686581,0.430191610213457,FALSE,FALSE,0.175837532934036,1,0.589412409519722,FALSE,FALSE,0,6.452332753344,0,9.54330789851937,5.59199066493934,3.69053730114613,5.43570007891817,4.8328086469581,0,0,2.23734748616306,1.78903736278814,1.99605417050932,5,FALSE,2.71850694570141e-05,0.252866616609596
"RT2_ZT8_remainder_dataset","330068","Lrrc4c",3.60980016185143,1.54869735510175e-07,"upregulated",1,0.835766421227754,0.835766421227754,0.999937406023401,0.778060556950943,0.977307347808105,1.68787259591244e-08,0.0128699739282638,1.89042233287981,0.553673983603516,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"intermediate",0.291672180113857,1.40692566345226,0.207311720647814,FALSE,FALSE,0.0779150815872786,1,0.553673983603516,FALSE,FALSE,0,0,3.39793024557096,6.36220526567958,10.2519828857221,0,0,4.8328086469581,3.43416192711712,7.81891264746645,2.47870869781494,1.762680167842,2.09897991920147,6,FALSE,2.71850694570141e-05,0.108986600277466
"RT2_ZT8_remainder_dataset","116878","Ess2",2.28734756934005,-7.07720030838237e-07,"downregulated",1,0.16663115612636,0.16663115612636,0.999937406023401,0.06005560490226,0.76874290437177,8.64442122302472e-07,0.0128699739282638,1.89042233287981,0.829339863618562,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"intermediate",-2.56615096342043,1.85534849834148,-1.38310994711471,TRUE,FALSE,0.778243792432875,1,0.829339863618562,FALSE,FALSE,3.01579177991494,0,0,0,0,0,0,4.22870756608833,11.1610262631307,4.46795008426654,4.28184650213903,2.74519482174551,3.27186370896558,8,FALSE,2.71850694570141e-05,1.2214464542972
"RT2_ZT8_remainder_dataset","319889","Fyn",5.48503602917973,9.13424399142182e-07,"upregulated",1,0.403169606960681,0.403169606960681,0.999937406023401,0.25573273188335,0.934016446852157,5.40942426607866e-07,0.0128699739282638,1.89042233287981,0.598648896007617,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"intermediate",0.794048072528945,0.949847964648412,0.835973863272806,FALSE,FALSE,0.39451221472418,1,0.598648896007617,FALSE,FALSE,6.03158355982989,3.68704728762514,6.79586049114192,6.36220526567958,12.1159797740352,0,0,4.22870756608833,11.1610262631307,4.46795008426654,0.637112757509162,1.18169171272515,0.892919544636307,8,FALSE,2.71850694570141e-05,0.592213681959752
"RT2_ZT8_remainder_dataset","322394","Abl1",3.98764849536,9.37486163519244e-08,"upregulated",1,0.914330994307807,0.914330994307807,0.999937406023401,0.88372006750165,0.979966175664575,5.0329209942891e-09,0.0128699739282638,1.89042233287981,0.49338780050973,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"intermediate",0.131288945727114,1.22041480987523,0.107577312783132,FALSE,FALSE,0.0388965581182445,1,0.49338780050973,FALSE,FALSE,0,0,4.53057366076128,6.36220526567958,10.2519828857221,0,2.71785003945908,7.85331405130691,2.57562144533784,5.58493760533318,1.48177074366149,1.60165575351215,1.53944020248249,5,FALSE,2.71850694570141e-05,0.0536852829421604
