"percentile","center_rank_trt","iod_amplitude_trt","cv2_amplitude_trt","iod_center_trt","cv2_center_trt","local_fourier_score_trt","center_rank_ctrl","iod_amplitude_ctrl","cv2_amplitude_ctrl","iod_center_ctrl","cv2_center_ctrl","local_fourier_score_ctrl","combined_center_rank","combined_iod_amplitude","combined_cv2_amplitude","combined_center_distance","combined_center_agreement","combined_fourier_score","regime_difference","regime_direction"
0.01,305,0.479299552881408,0.145322350295513,1069,837,1.04094336495715,308,0.465339804928432,0.192691188445673,1078,1078,2.14607554655976,306,0.94463935780984,0.338013538741187,116,0.00854700854700855,1.15741059050124,0.606625819068653,"IOD_dominant"
0.02,611,0.484465212436055,0.180659083352898,1222,1222,2.08499505573826,616,0.467391488615789,0.20678502439934,1232,1232,2.1670559954473,614,0.951856701051844,0.387444107752238,0,1,2.20071096536948,0.564412593299606,"IOD_dominant"
0.03,916,0.48957953876283,0.240374420234717,1374.5,1374.5,2.15935521978422,924,0.420442482192214,0.148683124649438,1386,1067.5,0.998075022680847,920,0.910022020955044,0.389057544884155,159.25,0.0062402496099844,1.16194258739109,0.520964476070888,"IOD_dominant"
0.04,1221,0.480325445282748,0.227447969146026,1527,1527,2.12672774423906,1231,0.423108033828526,0.191447429094847,1539.5,1539.5,2.05068683706743,1226,0.903433479111274,0.418895398240873,0,1,2.17484915966756,0.484538080870401,"IOD_dominant"
0.05,1527,0.453059675492366,0.155090234273208,1680,1680,1.99387476132166,1539,0.434646162160029,0.178082049022209,1693.5,1693.5,2.06078395612322,1533,0.887705837652395,0.333172283295417,0,1,2.08137007875935,0.554533554356979,"IOD_dominant"
0.06,1832,0.509379109956063,0.279406733277644,1832.5,1832.5,2.24135174597506,1847,0.429027656384528,0.220537888003625,1847.5,1847.5,2.09773937533067,1840,0.938406766340591,0.499944621281269,0,1,2.28554740003219,0.438462145059322,"IOD_dominant"
0.07,2137,0.237161676116083,0.081289648391012,2137,1736,0.47921435707447,2155,0.271883240519169,0.113579194047188,2155,2155,1.62360176725795,2146,0.509044916635252,0.1948688424382,200.5,0.00496277915632754,0.543343394061498,0.314176074197052,"IOD_dominant"
0.08,2443,0.20954041946187,0.0962666710959638,2443,2443,1.43672851659043,2463,0.196512089145591,0.147053555320007,2463,2463,1.49493829292645,2453,0.406052508607461,0.243320226415971,0,1,1.46701905467471,0.162732282191491,"IOD_dominant"
0.09,2748,0.126743194524359,0.0686875099409084,2748,4165.5,0.239881604895667,2771,0.127517854884628,0.0924279553697922,2500,2625.5,0.285744611272259,2760,0.254261049408987,0.161115465310701,771.5,0.00129449838187702,0.226914164372026,0.0931455840982865,"IOD_dominant"
0.1,3053,0.104737356735739,0.11357136842441,2692.5,3053,0.245382802811465,3078,0.127690943270862,0.125814731902167,3078,3078,1.3171138862974,3066,0.232428300006601,0.239386100326577,180.25,0.00551724137931034,0.276312358542757,-0.0069578003199762,"CV2_dominant"
0.11,3359,0.102748403874621,0.109769790068255,3359,3359,1.23450756285925,3386,0.165213030070427,0.121622094067921,3386,3386,1.39569402404981,3372,0.267961433945047,0.231391884136177,0,1,1.30315003273512,0.0365695498088708,"IOD_dominant"
0.12,3664,0.105158439013099,0.0694818474393445,3664,3315.5,0.199091871971563,3694,0.0601649606941749,0.115544517045589,3501,5147,0.155553986361636,3679,0.165323399707274,0.185026364484934,648.75,0.0015390534821085,0.149636134026226,-0.01970296477766,"CV2_dominant"
0.13,3970,0.0937067607548648,0.216091264805314,3970,3970,1.33008097772935,4002,0.0527132717554684,0.0633664682998573,3611.5,3420.5,0.0828019461381376,3986,0.146420032510333,0.279457733105171,95.5,0.0103626943005181,0.22121857985807,-0.133037700594838,"CV2_dominant"
0.14,4275,0.0605587236726396,0.176976321240737,4128,4275,0.227667628618916,4310,0.0445848649633236,0.137016969641946,3795,4310,0.147240006986583,4292,0.105143588635963,0.313993290882683,331,0.00301204819277108,0.198674720716655,-0.20884970224672,"CV2_dominant"
0.15,4580,0.0597820397041353,0.122708904900147,4187.5,4489.5,0.164489689943413,4618,0.037172570534858,0.0945230236760522,3943,4991,0.080269913209706,4599,0.0969546102389933,0.217231928576199,675,0.0014792899408284,0.102242478144201,-0.120277318337206,"CV2_dominant"
0.16,4886,0.0737685148538367,0.123015143267238,4886,6245,0.190632390283818,4926,0.0461128356188356,0.111208514811546,4121,4926,0.119879461940334,4906,0.119881350472672,0.234223658078785,1082,0.000923361034164358,0.142205316903633,-0.114342307606112,"CV2_dominant"
0.17,5191,0.0267576999489382,0.132151890347641,5177.5,5191,0.173263816208828,5233,0.0345869286859198,0.349056111845006,4421.5,6649.5,0.370497577651788,5212,0.061344628634858,0.481208002192647,1120.75,0.000891464229997771,0.296222224013123,-0.419863373557789,"CV2_dominant"
0.18,5496,0.072144811098542,0.251729173409697,5496,5496,1.32451487765699,5541,0.0281705660698559,0.180575693959594,4471,4881,0.161961126130813,5518,0.100315377168398,0.43230486736929,205,0.00485436893203883,0.300077517108354,-0.331989490200892,"CV2_dominant"
0.19,5802,0.0498938059546592,0.215111429357196,5846.5,6203,0.242928532678585,5849,0.0336348857112557,0.154573146537064,4551.5,7356,0.141751119876329,5826,0.0835286916659149,0.36968457589426,1580.5,0.000632311097059753,0.221688626881875,-0.286155884228345,"CV2_dominant"
0.2,6107,0.0735843034208125,0.285247917463566,6107,7591.5,0.364023004537944,6157,0.0266179279066383,0.248655567970422,6157,7536,0.236099415564101,6132,0.100202231327451,0.533903485433988,1431.75,0.000697958471470948,0.38589438465258,-0.433701254106537,"CV2_dominant"
0.21,6412,0.0556086302044366,0.154929124543629,6412,7815.5,0.18795598713801,6465,0.0198959140308158,0.166757701755105,5537.5,7554.5,0.12552212092156,6438,0.0755045442352524,0.321686826298734,1710.25,0.000584368151935719,0.170168332525761,-0.246182282063482,"CV2_dominant"
