"feature_id","original_rank_index","baseMean","alpha_used","dispFit","dispersion","mean_trt","mean_untrt","baseMean_scoring","iod_nb","cv2_nb","log_baseMean","log_iod_nb","log_cv2_nb","rank_index","log_baseMean_smooth","log_iod_nb_smooth","log_cv2_nb_smooth"
"124791",21353,30.0710362413332,0.0806880507040505,0.310467014550063,0.155189007090367,33.7111186626298,26.4309538200365,30.0710362413332,3.42637329696403,0.113942641333205,3.40356245737552,1.2315023539674,-2.17206010340812,21353,3.25397643167981,1.74661868983169,-1.50735774184812
"320095",21354,99.2257579189232,0.105287031206901,0.142315338885607,0.117312129952759,103.219847012903,95.2316688249432,99.2257579189232,11.4471854705381,0.115365059543224,4.59739763702669,2.43774388935056,-2.15965374767613,21354,3.2716715062626,1.75169615211586,-1.51997535414674
"475802",21355,320.439070995493,0.0734007435983167,0.0918383369819953,0.0792587806334087,317.292883838299,323.585258152687,320.439070995493,24.520466089023,0.0765214616708456,5.76969215218996,3.19950811941194,-2.57018403277802,21355,3.23990846769443,1.72916515570171,-1.51074331199272
"386542",21356,27.089077636301,0.190755018380525,0.33702598153597,0.238696302660979,26.8161246054159,27.3620306671862,27.089077636301,6.16737750242407,0.227670265677832,3.29913060739262,1.81927370743638,-1.47985689995624,21356,3.24836446992672,1.74233654168897,-1.50602792823775
"508368",21357,120.458184428854,0.0854399140996874,0.129427174338011,0.0997299849566421,122.224217884163,118.692150973544,120.458184428854,11.2919369302056,0.0937415500967884,4.79130267551837,2.42408892502367,-2.3672137504947,21357,3.21279634059395,1.71364511209682,-1.49915122849714
"526627",21358,32.9809350034625,0.0639873585963251,0.289179806599771,0.137654128445913,32.7403009815545,33.2215690253705,32.9809350034625,3.11036291490865,0.0943079059032773,3.49592966735003,1.13473941227973,-2.36119025507031,21358,3.19528399438005,1.71355407438095,-1.4817299199991
"378395",21359,15.2240416012316,0.404855200767569,0.545761839961053,0.451678897334999,14.2330661069968,16.2150170954664,15.2240416012316,7.16353241896044,0.470540780601974,2.7228758625986,1.9690032139166,-0.753872648682004,21359,3.21208975915706,1.73950273710548,-1.47258702205158
"205157",21360,16.8188590747558,0.118953317600977,0.500572429839947,0.239054569539092,18.0426352928079,15.5950828567037,16.8188590747558,3.0006590852055,0.178410382765459,2.82250082077897,1.09883195960718,-1.72366886117179,21360,3.19255016762751,1.73627773070743,-1.45627243692008
"502914",21361,17.9847824517814,0.127789226493129,0.47260706624417,0.23796362176508,20.1217672016898,15.8477977018731,17.9847824517814,3.29826143816035,0.183391789531135,2.88952598098221,1.193395492724,-1.69613048825821,21361,3.17421709855421,1.73050413634948,-1.44371296220474
"466171",21362,351.720908116268,0.085190395919347,0.0898246091095987,0.0867181384594039,384.209734384475,319.232081848061,351.720908116268,30.9632434155372,0.0880335592824686,5.86283798643704,3.43280080471818,-2.43003718171885,21362,3.17308218776232,1.72353031093051,-1.44955187683181
"562896",21363,23.8350665283541,0.14849359011764,0.373590564581433,0.219951064280908,34.2264568293044,13.4436762274037,23.8350665283541,4.53935459948808,0.190448581047093,3.17115787985718,1.51278484324468,-1.65837303661249,21363,3.18368127825518,1.72838818796367,-1.4552930902915
"35939",21364,12.5819915586274,0.184141783074386,0.645834136948814,0.332367771372196,12.8986244293421,12.2653586879126,12.5819915586274,3.31687036023251,0.263620456648467,2.53226655023896,1.19902167576204,-1.33324487447692,21364,3.17253058819311,1.73208217886119,-1.44044840933191
"340175",21365,25.637575218515,0.0522417944625544,0.352189457904999,0.146293657809479,25.8495516277327,25.4255988092973,25.637575218515,2.33935293508394,0.0912470432615055,3.24405905731969,0.849874367661544,-2.39418468965815,21365,3.1504340045274,1.71883918791879,-1.43159481660861
