"comparison_name","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_standard_significant","n_HBFSS_significant","n_overlap_significant","n_strong_effect","n_weak_effect","evs_cutoff_mode_main","evs_primary_preprocessing","trt_top_n_used","ctrl_top_n_used","trt_cutoff_method","ctrl_cutoff_method","trt_cutoff_quantile","ctrl_cutoff_quantile","trt_selected_reason","ctrl_selected_reason"
"RT2_ZT8","RT2_ZT8_raw_dataset",31534,0.0136775581992137,1.86399142858533,0,8,0,0,7704,"shared_rank_exhaustive_search","normalized",31530,31530,"shared_rank_exhaustive_search","shared_rank_exhaustive_search",0.000126847212532533,0.000126847212532533,"comparison_specific_rank_from_score_weighted_median_of_top_k_local_lagrange_anchor_quantiles","comparison_specific_rank_from_score_weighted_median_of_top_k_local_lagrange_anchor_quantiles"
