"feature_id","dispGeneEst","dispFit","dispersion","residual_fit_minus_final","residual_fit_minus_gene","residual_final_minus_gene"
"112224",5.84851752105744,0.351568494028513,5.84851752105744,-5.49694902702893,-5.49694902702893,0
"37170",1.4078683859491,0.0909337731306885,1.4078683859491,-1.31693461281841,-1.31693461281841,0
"217083",1.763103701365,0.169655680411192,1.763103701365,-1.5934480209538,-1.5934480209538,0
"312769",3.22923564486167,0.301498203025789,3.22923564486167,-2.92773744183588,-2.92773744183588,0
"379434",1.81704768332217,0.133965061042038,1.81704768332217,-1.68308262228013,-1.68308262228013,0
"299528",9.26200433888055,0.259381000670976,9.26200433888055,-9.00262333820958,-9.00262333820958,0
"11310",2.34115520091554,0.211100387124414,2.34115520091554,-2.13005481379113,-2.13005481379113,0
"167027",6.55124461464553,0.656674335643984,6.55124461464553,-5.89457027900155,-5.89457027900155,0
"124536",2.92065514308195,0.50878773433601,1.65465363350913,-1.14586589917312,-2.41186740874594,-1.26600150957281
"481724",10,0.867977937300279,10,-9.13202206269972,-9.13202206269972,0
"287107",1.07003069549386,0.132001332778302,1.07003069549386,-0.938029362715559,-0.938029362715559,0
"534198",10,0.391454476292053,10,-9.60854552370795,-9.60854552370795,0
"329429",7.4516974038536,0.114664772291329,7.4516974038536,-7.33703263156227,-7.33703263156227,0
"372469",2.96248917585277,0.378901327595245,2.96248917585277,-2.58358784825752,-2.58358784825752,0
"157795",8.0131098516484,0.200006754067434,8.0131098516484,-7.81310309758096,-7.81310309758096,0
"38928",2.01584005784992,0.56306897467278,1.34885196058158,-0.785782985908804,-1.45277108317714,-0.66698809726834
"342491",2.53072230314241,0.559766187800638,1.49325082905127,-0.933484641250627,-1.97095611534177,-1.03747147409114
"419024",1.82290134659994,0.524157856722718,1.21509692122385,-0.690939064501131,-1.29874348987722,-0.607804425376088
"389837",10,0.948242824769937,10,-9.05175717523006,-9.05175717523006,0
"46012",2.02347777231117,0.312064303206706,2.02347777231117,-1.71141346910446,-1.71141346910446,0
"409991",1.4115687022221,0.125413784951065,1.4115687022221,-1.28615491727103,-1.28615491727103,0
"266648",4.27628914166309,0.671243753498244,4.27628914166309,-3.60504538816484,-3.60504538816484,0
"492548",2.12305134513604,0.602017191132315,1.44062255418631,-0.838605363053996,-1.52103415400372,-0.682428790949726
"149776",1.63698217443531,0.214086497414397,1.63698217443531,-1.42289567702091,-1.42289567702091,0
"553278",1.63239206944571,0.481538225798133,1.08027453545876,-0.598736309660624,-1.15085384364758,-0.552117533986956
"327664",3.92622374861825,0.783876635713346,2.18164563035411,-1.39776899464077,-3.14234711290491,-1.74457811826414
"149237",2.57869711199136,0.234674069297574,2.57869711199136,-2.34402304269378,-2.34402304269378,0
"254185",2.55374449318952,0.523361373774633,1.47219384926906,-0.948832475494425,-2.03038311941489,-1.08155064392046
"457865",10,0.53842014036783,10,-9.46157985963217,-9.46157985963217,0
"515342",1.52580512176377,0.141487553133876,1.52580512176377,-1.38431756862989,-1.38431756862989,0
"531328",10,0.701710254061649,10,-9.29828974593835,-9.29828974593835,0
"200263",3.24208903899902,0.279393831375782,3.24208903899902,-2.96269520762324,-2.96269520762324,0
"10226",6.74461275729693,0.674082737093442,6.74461275729693,-6.07053002020348,-6.07053002020348,0
"25153",3.05365041871507,0.528240863245561,1.74116850385897,-1.21292764061341,-2.5254095554695,-1.31248191485609
"161135",1.17347271753784,0.118730858504747,1.17347271753784,-1.0547418590331,-1.0547418590331,0
"178462",5.01681327570486,0.19036805323509,5.01681327570486,-4.82644522246977,-4.82644522246977,0
"381674",2.61490253948649,1.0052481245803,1.86338014072832,-0.858132016148022,-1.60965441490619,-0.751522398758172
"425265",2.57365003240268,0.671721118659779,1.6103084007546,-0.938587282094817,-1.9019289137429,-0.963341631648083
"191103",2.75093936366517,0.401532385239468,2.75093936366517,-2.3494069784257,-2.3494069784257,0
"268905",1.83637609454249,0.297319911570231,1.83637609454249,-1.53905618297226,-1.53905618297226,0
"411620",1.64079632340137,0.520243306431756,1.10657994414397,-0.586336637712213,-1.12055301696962,-0.534216379257405
"257893",10,0.844040873072102,10,-9.1559591269279,-9.1559591269279,0
"535807",6.70428354760409,0.863802611052359,6.70428354760409,-5.84048093655173,-5.84048093655173,0
"164650",4.06865395112914,0.822531193931032,2.29288038404893,-1.47034919011789,-3.2461227571981,-1.77577356708021
"205134",7.33028619861096,0.540845815879691,7.33028619861096,-6.78944038273127,-6.78944038273127,0
"181946",2.39737902612275,0.674201714926689,1.514973363774,-0.840771648847313,-1.72317731119606,-0.882405662348744
"275413",2.25694894117511,0.646850764032959,1.41695176982086,-0.770101005787901,-1.61009817714215,-0.839997171354247
"494081",9.5068837460146,1.05737705739735,9.5068837460146,-8.44950668861725,-8.44950668861725,0
"219715",4.73291102430188,0.587068792401942,4.73291102430188,-4.14584223189993,-4.14584223189993,0
"579208",2.16996789987596,0.720890914748288,1.42420697305217,-0.703316058303879,-1.44907698512767,-0.74576092682379
"413599",0.97513124045052,0.245882421541632,0.632206464976987,-0.386324043435354,-0.729248818908887,-0.342924775473533
"210273",2.13453348681877,0.367218182234685,1.26248818547158,-0.895270003236895,-1.76731530458409,-0.87204530134719
"414102",2.32233149790083,0.785262053021669,1.55709004642069,-0.771827993399019,-1.53706944487916,-0.765241451480141
"281697",3.22440344243833,0.444736048391007,3.22440344243833,-2.77966739404732,-2.77966739404732,0
"554314",2.26045355818934,0.956406285783559,1.63334335602942,-0.67693707024586,-1.30404727240578,-0.627110202159918
"242641",6.9953714530216,0.641283519332639,6.9953714530216,-6.35408793368897,-6.35408793368897,0
"405000",2.67824717986265,0.699515825638541,1.68708567443525,-0.987569848796713,-1.97873135422411,-0.991161505427401
"412822",1.16999281542121,0.28872415513579,0.762332429400487,-0.473608274264696,-0.881268660285415,-0.407660386020719
"96936",4.11375969732196,0.860459085997373,2.34859603492561,-1.48813694892824,-3.25330061132459,-1.76516366239635
"484764",8.41658526484719,0.488294298663869,8.41658526484719,-7.92829096618332,-7.92829096618332,0
"348412",1.08526210312174,0.107258195725117,1.08526210312174,-0.978003907396619,-0.978003907396619,0
"542423",1.35298820314237,0.53360777911022,0.956231269474424,-0.422623490364204,-0.819380424032147,-0.396756933667943
"153201",1.94123865427406,0.492899468077772,1.26187333892022,-0.768973870842452,-1.44833918619629,-0.679365315353839
"305470",2.38100161396927,1.05790461117394,1.76305156895455,-0.70514695778061,-1.32309700279533,-0.617950045014721
"6411",2.39478796546999,0.550547069457149,1.41053903975319,-0.859991970296039,-1.84424089601284,-0.984248925716799
"218787",1.37917810455727,0.605801348983403,1.01615677380816,-0.410355424824762,-0.77337675557387,-0.363021330749108
"481373",3.46182462967422,1.13015851088371,2.23066062182727,-1.10050211094356,-2.33166611879051,-1.23116400784695
"548402",4.08079771315081,0.948548599270308,2.40896636424276,-1.46041776497245,-3.1322491138805,-1.67183134890805
"231771",2.5379686426554,0.875539542361192,1.73594161959571,-0.860402077234513,-1.66242910029421,-0.8020270230597
"275298",2.13074897096452,0.530697389941479,1.39563496668305,-0.864937576741574,-1.60005158102305,-0.735114004281471
"566224",2.31882463718145,0.936853424924413,1.65534113966546,-0.718487714741048,-1.38197121225704,-0.663483497515987
"63358",2.56596311034292,0.331502470857345,2.56596311034292,-2.23446063948558,-2.23446063948558,0
"282293",1.21703354703356,0.426944929660564,0.80876827310669,-0.381823343446126,-0.790088617372994,-0.408265273926868
"156831",1.45863639264346,0.317945601339716,0.950609178042527,-0.632663576702811,-1.14069079130375,-0.508027214600934
"147800",3.57061891106126,0.839148593603047,2.05388286793691,-1.21473427433386,-2.73147031745822,-1.51673604312435
"77228",3.99869963470929,0.888981921066336,2.31507799471308,-1.42609607364674,-3.10971771364295,-1.68362163999621
"391814",1.2763300721723,0.528138608603559,0.908775149404975,-0.380636540801415,-0.748191463568744,-0.367554922767328
"413063",2.76682895871326,0.928831697048073,1.89873134703568,-0.969899649987606,-1.83799726166519,-0.868097611677585
"439532",0.883849739178132,0.456225274765667,0.702478490393979,-0.246253215628312,-0.427624464412465,-0.181371248784153
