"feature_id","baseMean","alpha_used","dispFit","dispersion","mean_trt","mean_untrt","baseMean_scoring","iod_nb","cv2_nb","log_baseMean","log_iod_nb","log_cv2_nb"
"20",2.56301032916794,5.48782043716901,2.89994876668007,3.87776175306629,0.920108733400932,4.20591192493495,2.56301032916794,15.0653404650831,5.87798663689894,0.941182477482256,2.71239677206689,1.77121429458464
"25",14.0753327906037,0.245455306643712,0.584655024015846,0.353204236333268,13.3547765147219,14.7958890664854,14.0753327906037,4.45486512622991,0.31650158419017,2.64442381783886,1.49399678576862,-1.15042703207024
"31",19.6524406018342,0.1660937824011,0.438374651933517,0.261951261348651,18.6092237089164,20.6956574947521,19.6524406018342,4.2641481929716,0.216978047631072,2.97820153425832,1.45024244070887,-1.52795909354945
"35",101.475947667629,0.0450875189172038,0.140693962730396,0.0731012997875655,91.6894269425485,111.26246839271,101.475947667629,5.57529871010542,0.0549420708872466,4.61982180160847,1.71834589619878,-2.9014759054097
"37",88.9519676656777,0.0523275346175283,0.150760401841114,0.0824757163087742,84.7737990102854,93.13013632107,88.9519676656777,5.65463716732301,0.0635695568711389,4.48809653489784,1.73247594611673,-2.75562058878111
"38",26.4594293379793,0.222515015569873,0.343399445335569,0.263649534668465,27.0369274354077,25.881931240551,26.4594293379793,6.88762033111043,0.260308725601428,3.27561259148445,1.92972564526804,-1.34588694621641
"89",37.9513169226427,0.0369964954177456,0.260369218257845,0.110087089858733,41.1792412415244,34.7233926037609,37.9513169226427,2.40406572262596,0.0633460421815201,3.63630420475847,0.877161355161973,-2.75914284959649
"90",14.0550264235404,0.499285081760829,0.585399745829,0.529005142936594,12.5097882363148,15.600264610766,14.0550264235404,8.01746501702798,0.570434005275133,2.64298008436672,2.08162228924893,-0.561357795117789
"143",11.2929930133246,1.22846557820503,0.711652360883928,0.989051765747376,11.5646672758199,11.0213187508294,11.2929930133246,14.8730531917792,1.31701606245842,2.42418244606823,2.69955106500285,0.275368618934619
"214",0.592074345143977,10,12.3231420567654,10,0,1.18414869028795,0.592074345143977,6.92074345143977,11.6889770823575,-0.524123068969543,1.93452319903799,2.45864626800753
