"analysis_name","runtime_readable","runtime_seconds","alpha_level","lfc_boundary","evs_fixed_top_n","output_dir"
"EVS_HBFSS_AllComparisons_Output","~6.9 min",415.132345199585,0.1,1,5000,"/root/REAPER98632/exports/EVS_HBFSS_AllComparisons_Output"
