"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","var_ctrl","var_trt","nb1_ctrl","nb1_trt","nb2_ctrl","nb2_trt","alpha_mu_ctrl","alpha_mu_trt","log_var_ctrl","log_var_trt","log_nb1_ctrl","log_nb1_trt","log_nb2_ctrl","log_nb2_trt","log_alpha_mu_ctrl","log_alpha_mu_trt","gene_symbol"
"20",0.0102210800372854,0.0114226561188593,1904,1498,5.2,10.2,27.7,61.7,5.2,10.2,22.5,51.5,4.32692307692308,5.04901960784314,3.35689712276558,4.13836144763888,1.82454929205105,2.41591377830105,3.15700042115011,3.96081316959758,1.46485668362299,1.61919408737947,"-"
"25",0.00163598604151344,0.0028824400425799,26522,18501,11.6,16.2,36.8,216.2,11.6,16.2,25.2,200,2.17241379310345,12.3456790123457,3.63230910262554,5.38081858805978,2.53369681395743,2.84490938381941,3.26575941076705,5.30330490805908,0.775838896405059,2.5133061243097,"-"
"31",0.00374660932297913,0.00337740071602611,18385,16828,24.2,28.6,104.7,122.3,24.2,28.6,80.5,93.7,3.32644628099174,3.27622377622378,4.66060489287619,4.8146204101703,3.22684399451738,3.38777436133001,4.40060302024682,4.55071400019203,1.20190455126188,1.18669147141857,"Pcmt1"
"35",0.00318613938047224,0.000200513698626897,21308,28979,107,88.2,2826.5,1177.7,107,88.2,2719.5,1089.5,25.4158878504673,12.3526077097506,7.94714820799028,7.07216741523252,4.68213122712422,4.49088103958596,7.90857096592598,6.99439158564168,3.23537448440111,2.51386719137193,"Pcmt1"
"37",0.00316462272990966,0.00599267801848494,21445,8644,123.4,77,2314.8,1711.5,123.4,77,2191.4,1634.5,17.7585089141005,21.2272727272727,7.74751047917817,7.44570957013638,4.82350218030508,4.35670882668959,7.69275211317196,7.39970384697844,2.87686477650001,3.05528680431058,"Pcmt1"
"38",0.00429550436317571,0.00248885729145701,15660,20115,53.2,27.8,1407.7,135.7,53.2,27.8,1354.5,107.9,25.4605263157895,3.88129496402878,7.25042257226626,4.9177887437299,3.9926809084456,3.3603753871419,7.21192566893872,4.69043002993891,3.23712926517755,1.3561688515675,"Pcmt1"
"89",0.0026851248748728,0.000572046493689407,23447,27617,47.2,40.4,765.7,359.3,47.2,40.4,718.5,318.9,15.2224576271186,7.89356435643565,6.64209559056485,5.88693701775405,3.87535902105655,3.72328088083127,6.57855652632742,5.76800844695547,2.72277181292757,2.06604778904891,"Tab2"
"90",0.0156230566478099,0.00231812130051351,62,20639,22.6,9.4,518.3,13.8,22.6,9.4,495.7,4.4,21.9336283185841,0.468085106382979,6.25248175085027,2.69462718077007,3.16124671203156,2.34180580614733,6.2079862221133,1.68639895357023,3.08802099874829,-0.759105148351743,"Tab2"
"143",0.00334373250848922,0.00427073280788501,20693,13289,9.2,21.8,51.2,645.7,9.2,21.8,42,623.9,4.56521739130435,28.6192660550459,3.95508249488859,6.47188250845255,2.32238772029023,3.1267605359604,3.76120011569356,6.43759163693504,1.51846613422837,3.3540801293217,"Ust"
"214",0.00210721148294752,0.00367631451201577,25207,15486,2.8,0.6,8.7,1.8,2.8,0.6,5.9,1.2,2.10714285714286,2,2.27212588550934,1.02961941718116,1.33500106673234,0.470003629245736,1.93152141160321,0.78845736036427,0.745332933730516,0.693147180559946,"LOC365036"
"224",0.00381876759373675,0.000424110598541999,17963,28115,48.6,37.6,567.8,20.3,48.6,37.6,519.2,0,10.6831275720165,-0.460106382978723,6.34352887848903,3.05870707271538,3.90399083373088,3.65325227647079,6.25421335301455,0,2.36866563448343,NA,"Sash1"
"304",0.00336204617703886,0,20380,30210,0.6,0,1.8,0,0.6,0,1.2,0,2,NA,1.02961941718116,0,0.470003629245736,0,0.78845736036427,0,0.693147180559946,NA,"Sash1"
"576",0.00101826045613676,0.00670600568198755,28007,7094,3.2,2.6,13.7,6.8,3.2,2.6,10.5,4.2,3.28125,1.61538461538461,2.68784749378469,2.05412373369555,1.43508452528932,1.28093384546206,2.4423470353692,1.64865862558738,1.1882244473578,0.479573080261886,"-"
"615",0,0.00218419673896333,30655,21229,0,0.6,0,1.8,0,0.6,0,1.2,NA,2,0,1.02961941718116,0,0.470003629245736,0,0.78845736036427,NA,0.693147180559946,"-"
"672",0.000294507581604037,0,29789,30211,1,0,5,0,1,0,4,0,4,NA,1.79175946922805,0,0.693147180559945,0,1.6094379124341,0,1.38629436111989,NA,"-"
"673",0.002822354224712,0.0041580061024171,22951,13867,5.8,2.6,46.7,33.8,5.8,2.6,40.9,31.2,7.05172413793104,12,3.8649313978943,3.54961738678043,1.91692261218206,1.28093384546206,3.73528582692809,3.47196645255036,1.95327214549638,2.484906649788,"-"
"708",0.00310863694417156,0.0110170517442821,21717,1771,6.4,3.4,39.3,12.8,6.4,3.4,32.9,9.4,5.140625,2.76470588235294,3.69635146895264,2.62466859216316,2.00148000021012,1.48160454092422,3.5234150143864,2.34180580614733,1.6371746674057,1.01693425765384,"-"
"774",0.00383594391402299,0.00715830542041622,17897,6428,9.8,5.8,19.2,22.7,9.8,5.8,9.4,16.9,0.959183673469387,2.91379310344828,3.00568260440716,3.16547504814109,2.37954613413017,1.91692261218206,2.34180580614733,2.88480071284671,-0.0416726964005683,1.06945570437665,"-"
"829",0.00368944771540966,0.0132632975702063,18658,639,1.6,4.4,4.8,22.3,1.6,4.4,3.2,17.9,2,4.06818181818182,1.75785791755237,3.14845336057166,0.955511445027436,1.68639895357023,1.43508452528932,2.9391619220656,0.693147180559945,1.40319617192249,"-"
"833",0.00340577945591951,0.00463915471110804,19955,12407,0.6,3.6,1.8,64.8,0.6,3.6,1.2,61.2,2,17,1.02961941718116,4.18661983833127,0.470003629245736,1.52605630349505,0.78845736036427,4.13035499974513,0.693147180559946,2.83321334405622,"Stxbp5"
"842",0.00539381334407285,0.00519472096507158,10917,10800,21.4,16.2,240.8,181.7,21.4,16.2,219.4,165.5,10.2523364485981,10.216049382716,5.48811093818069,5.20784546338396,3.10906095886099,2.84490938381941,5.39544407727876,5.1149953094205,2.32750562581332,2.32395995257878,"Stxbp5"
"845",0.00775604562546072,0,5132,30212,5.6,0,25.3,0,5.6,0,19.7,0,3.51785714285714,NA,3.26956893918372,0,1.88706964903238,0,3.03013370027132,0,1.25785203800284,NA,"Stxbp5"
"926",0.00311127187431547,0,21696,30213,1.6,0,5.3,0,1.6,0,3.7,0,2.3125,NA,1.84054963339749,0,0.955511445027436,0,1.54756250871601,0,0.838329190404443,NA,"-"
