"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled","center_distance","center_agreement"
0.005,157,78,236,0.10998358249846,0.0289850071848788,1.52036182759742,0.135045927165876,99,205,109,199,152,154,0.242974121401111,0.161252923555508,159,0.226694486311801,0.00869887355058656,2,0.333333333333333
0.01,314,235,393,0.0458297114891928,0.0328991256881316,1.39387043775037,0.13446576991336,393,235,309,235,314,272,0.251144966829618,0.256596657802316,159,0.0720357419478849,0.0114164063345436,42,0.0232558139534884
0.015,471,392,550,0.0521276410579834,0.0802116932945428,1.29606253096986,0.157773625352705,392,550,392,550,471,471,0.233053459752257,0.284078903379275,159,0.0872184560051681,0.0442650422296382,0,1
0.02,628,549,707,0.0431824383529394,0.0910728814011087,1.19949228826458,0.0708323058953249,623,549,626,549,586,587.5,0.235185030071383,0.265843117875149,159,0.0656538364946329,0.0518058549893408,1.5,0.4
0.025,785,706,864,0.0428146780093233,0.0494458333822599,1.13525760689417,0.0663186937115129,751,822,757,832,786.5,794.5,0.253292792964616,0.309651996275215,159,0.064767259393739,0.0229046176873624,8,0.111111111111111
0.03,942,863,1021,0.060122697442279,0.0814903786324718,1.11514590320133,0.0608285572289697,1021,962,1021,863,991.5,942,0.295417747806229,0.270289156246575,159,0.106492513237588,0.0451528204926876,49.5,0.0198019801980198
0.035,1099,1020,1178,0.031436560273809,0.0498119042683406,1.08413043922697,0.0697404471159394,1020,1097,1020,1085,1058.5,1052.5,0.334652000536814,0.300855572456467,159,0.0373374975646324,0.0231587769912644,6,0.142857142857143
0.04,1256,1177,1335,0.0784278910012818,0.016781199642653,1.02334374573597,0.00621912763642243,1241,1326,1243,1177,1283.5,1210,0.320744380486025,0.311615258106077,159,0.15062170149444,0.000225893732132106,73.5,0.0134228187919463
0.045,1413,1334,1492,0.113238882214265,0.32290744877898,1.09320214662567,0.264897646818874,1334,1492,1334,1424,1413,1379,0.342299492240204,0.374282648503942,159,0.234542189944555,0.212766244098735,34,0.0285714285714286
0.05,1570,1491,1649,0.0981393966691732,0.0527655646795007,1.00696227475795,-0.00703695739059514,1649,1589,1547,1491,1619,1519,0.416308699398377,0.315904045609101,159,0.198141152279848,0.0252094734618319,100,0.0099009900990099
0.055,1727,1648,1806,0.0681494140258857,0.046911560832835,0.914734293897399,-0.0496699760744964,1648,1806,1684,1806,1727,1745,0.336339280444638,0.291844960412462,159,0.12584289519671,0.0211450979562094,18,0.0526315789473684
0.06,1884,1805,1963,0.113087217007385,0.144351992591364,0.88918449846604,-0.00972728967523838,1899,1963,1896,1963,1931,1929.5,0.415862585742405,0.391730698443183,159,0.234176563520291,0.0887970015883217,1.5,0.4
0.065,2041,1962,2120,0.0779976751246759,0.029730727249887,0.898715955544325,-0.0298584647528494,2028,1962,2009,2087,1995,2048,0.376505141198654,0.318227124386883,159,0.149584559912264,0.00921661942941734,53,0.0185185185185185
