"feature_id","gene_symbol_trt","pc1_loading_trt","pc1_loading_abs_trt","rank_trt","gene_symbol_ctrl","pc1_loading_ctrl","pc1_loading_abs_ctrl","rank_ctrl","gene_symbol","combined_rank"
"196303","Sin3b",-0.0165063233670392,0.0165063233670392,118,"Sin3b",-0.0226465434214965,0.0226465434214965,3,"Sin3b",60
"540830","Scg2",0.0181290709127287,0.0181290709127287,57,"Scg2",0.0170883437235855,0.0170883437235855,85,"Scg2",71
"416922","-",0.0191654427160812,0.0191654427160812,36,"-",0.0159572532757217,0.0159572532757217,173,"-",104
"338003","Zfp335",-0.0152015083929193,0.0152015083929193,245,"Zfp335",-0.0201090340534855,0.0201090340534855,20,"Zfp335",132
"263350","Adgrv1",-0.0154818153815947,0.0154818153815947,213,"Adgrv1",-0.0172961148116297,0.0172961148116297,74,"Adgrv1",144
"78329","Mapt",0.0167809280803819,0.0167809280803819,106,"Mapt",0.0158909508937972,0.0158909508937972,184,"Mapt",145
"170932","Morc2",0.0155761128531034,0.0155761128531034,204,"Morc2",0.0165288306091173,0.0165288306091173,117,"Morc2",160
"435219","-",-0.0199486686966519,0.0199486686966519,24,"-",-0.0147862582455315,0.0147862582455315,312,"-",168
"373019","Aak1",0.0181150555172259,0.0181150555172259,58,"Aak1",0.0149744169559776,0.0149744169559776,287,"Aak1",172
"157980","Anapc4",0.0146411971226009,0.0146411971226009,338,"Anapc4",-0.0222618753245112,0.0222618753245112,7,"Anapc4",172
"433098","Cap1",0.0148992958846646,0.0148992958846646,287,"Cap1",0.017206026864556,0.017206026864556,79,"Cap1",183
"81216","Baiap2",-0.0150783013499528,0.0150783013499528,259,"Baiap2",-0.0166232608549421,0.0166232608549421,111,"Baiap2",185
"1941","Map7",0.0147603600695816,0.0147603600695816,322,"Map7",0.017723792266227,0.017723792266227,62,"Map7",192
"294806","Fxr1",-0.0154814123035592,0.0154814123035592,215,"Fxr1",-0.0154222135744436,0.0154222135744436,241,"Fxr1",228
"351154","Rtf1",-0.0140727886581399,0.0140727886581399,451,"Rtf1",-0.0219586542884529,0.0219586542884529,9,"Rtf1",230
"73573","Psmd11",0.0212869850492072,0.0212869850492072,12,"Psmd11",0.0139398492743042,0.0139398492743042,472,"Psmd11",242
"461570","Hif1a",-0.014882894301097,0.014882894301097,292,"Hif1a",-0.0158172984722095,0.0158172984722095,191,"Hif1a",242
"233923","Ubbp4",0.014824909108453,0.014824909108453,303,"Ubbp4",0.0158988861132174,0.0158988861132174,182,"Ubbp4",242
"417472","Ddi2",-0.0148830054959811,0.0148830054959811,291,"Ddi2",-0.0156942416299507,0.0156942416299507,206,"Ddi2",248
"9568","Yif1b",-0.0181030780069074,0.0181030780069074,59,"Yif1b",-0.0140472727333703,0.0140472727333703,440,"Yif1b",250
"116696","LOC100362453",-0.0142297458801193,0.0142297458801193,419,"LOC100362453",-0.0170096367991026,0.0170096367991026,91,"LOC100362453",255
"433694","Stk40",-0.0187696559903163,0.0187696559903163,42,"Stk40",-0.0139454368596952,0.0139454368596952,471,"Stk40",256
"578601","Kdm5d",-0.0164530584439026,0.0164530584439026,120,"Kdm5d",-0.0142404454254996,0.0142404454254996,399,"Kdm5d",260
"429647","-",-0.0145253720599602,0.0145253720599602,353,"-",-0.0159597452705866,0.0159597452705866,172,"-",262
"543854","Lama1",0.0153826615519247,0.0153826615519247,226,"Lama1",0.0147037770024104,0.0147037770024104,326,"Lama1",276
"2937","Kiaa0408L",-0.0147674160887163,0.0147674160887163,320,"Kiaa0408L",-0.0155165320734733,0.0155165320734733,233,"Kiaa0408L",276
"487422","Syn3",-0.0159797713445437,0.0159797713445437,160,"Syn3",-0.0142536775368345,0.0142536775368345,396,"Syn3",278
"264270","Scamp1",-0.0142348890862276,0.0142348890862276,417,"Scamp1",-0.0162439608541885,0.0162439608541885,141,"Scamp1",279
"313448","Gja1",0.0196653140923957,0.0196653140923957,28,"Gja1",-0.0137310816186457,0.0137310816186457,533,"Gja1",280
"121081","LOC501835",-0.013781706205426,0.013781706205426,531,"LOC501835",-0.0191511454968912,0.0191511454968912,28,"LOC501835",280
"410816","Focad",-0.0162021648201627,0.0162021648201627,140,"Focad",-0.0140229496087034,0.0140229496087034,449,"Focad",294
"220990","Rsu1",-0.0138686641097111,0.0138686641097111,511,"Rsu1",-0.0170888895592074,0.0170888895592074,84,"Rsu1",298
"330481","Slc1a2",-0.0143280160715788,0.0143280160715788,392,"Slc1a2",-0.0155923881864042,0.0155923881864042,223,"Slc1a2",308
"562174","Abcb7",-0.0140486026380071,0.0140486026380071,455,"Abcb7",-0.0160015997001601,0.0160015997001601,167,"Abcb7",311
"450375","RGD1566401",0.013502603117388,0.013502603117388,609,"RGD1566401",0.0183192680215691,0.0183192680215691,41,"RGD1566401",325
"179885","-",-0.0140484826610515,0.0140484826610515,456,"-",-0.0157209406426324,0.0157209406426324,202,"-",329
"410326","Psip1",0.0150754577222838,0.0150754577222838,260,"Psip1",0.0142108290303945,0.0142108290303945,406,"Psip1",333
"472507","-",-0.0201339815863856,0.0201339815863856,22,"-",-0.0131981595704431,0.0131981595704431,675,"-",348
"214297","-",-0.0152316957051099,0.0152316957051099,242,"-",-0.0139562131742543,0.0139562131742543,466,"-",354
"39125","-",-0.0147427836002732,0.0147427836002732,325,"-",-0.0143026885500999,0.0143026885500999,388,"-",356
"88735","Aloxe3",-0.0142313472860707,0.0142313472860707,418,"Aloxe3",-0.0149562250923943,0.0149562250923943,296,"Aloxe3",357
"15944","Nr2f2",-0.0131977118314035,0.0131977118314035,692,"Nr2f2",-0.0186735617283291,0.0186735617283291,37,"Nr2f2",364
"128394","Psph",-0.01670252392289,0.01670252392289,108,"Psph",-0.0133543132438906,0.0133543132438906,633,"Psph",370
"315620","Pfdn6",0.0172730569631319,0.0172730569631319,82,"Pfdn6",-0.0132201599659507,0.0132201599659507,665,"Pfdn6",374
"419679","Ski",0.0144454325614353,0.0144454325614353,364,"Ski",0.0143140151233991,0.0143140151233991,384,"Ski",374
"449384","Dglucy",-0.0130738124373596,0.0130738124373596,737,"Dglucy",-0.0204257937476546,0.0204257937476546,19,"Dglucy",378
"237065","Ablim3",-0.0148635111819268,0.0148635111819268,297,"Ablim3",-0.0139317280867894,0.0139317280867894,474,"Ablim3",386
"38366","Zfp579",-0.0133991826009603,0.0133991826009603,635,"Zfp579",-0.0162059647413211,0.0162059647413211,144,"Zfp579",390
"251515","-",-0.0141103684402312,0.0141103684402312,446,"-",-0.0144346135227864,0.0144346135227864,366,"-",406
"443456","Dock4",-0.0169178146189069,0.0169178146189069,97,"Dock4",-0.0130443100035828,0.0130443100035828,719,"Dock4",408
"94192","Cwc25",0.0135534366737493,0.0135534366737493,593,"Cwc25",0.015524795247873,0.015524795247873,231,"Cwc25",412
"65376","E4f1",-0.0148803267807504,0.0148803267807504,293,"E4f1",-0.0137308971893649,0.0137308971893649,534,"E4f1",414
"402598","Bpnt2",-0.0131640809302715,0.0131640809302715,706,"Bpnt2",-0.0164313487017739,0.0164313487017739,124,"Bpnt2",415
"556848","Usp11",0.0149573128933438,0.0149573128933438,278,"Usp11",0.0136175993375102,0.0136175993375102,563,"Usp11",420
"329429","Mdk",-0.0177405047054628,0.0177405047054628,66,"Mdk",-0.0128661996817335,0.0128661996817335,779,"Mdk",422
"21619","Gtf3c1",-0.014296684472158,0.014296684472158,398,"Gtf3c1",-0.0139490548625258,0.0139490548625258,469,"Gtf3c1",434
"463187","Rbm25",0.0203380644315219,0.0203380644315219,19,"Rbm25",0.0126652859471669,0.0126652859471669,853,"Rbm25",436
