"feature_id","gene_symbol_trt","pc1_loading_trt","pc1_loading_abs_trt","rank_trt","gene_symbol_ctrl","pc1_loading_ctrl","pc1_loading_abs_ctrl","rank_ctrl","gene_symbol","combined_rank"
"469917","Pwwp3a",-0.0133796924835202,0.0133796924835202,641,"Pwwp3a",-0.0155130952689453,0.0155130952689453,234,"Pwwp3a",438
"355309","Kat14",0.0172947021301443,0.0172947021301443,79,"Kat14",0.0127930319614512,0.0127930319614512,804,"Kat14",442
"186870","-",-0.0136835528478669,0.0136835528478669,557,"-",-0.0146036003489565,0.0146036003489565,339,"-",448
"116878","Ess2",-0.0154291630974266,0.0154291630974266,220,"Ess2",0.0130791264527942,0.0130791264527942,700,"Ess2",460
"225502","Nrn1",0.0146904250554472,0.0146904250554472,332,"Nrn1",0.0134656310794164,0.0134656310794164,604,"Nrn1",468
"141038","Psen2",-0.0126838680194617,0.0126838680194617,889,"Psen2",-0.0176909871824471,0.0176909871824471,64,"Psen2",476
"82010","Parn",-0.0144226497303136,0.0144226497303136,369,"Parn",-0.0134377152673133,0.0134377152673133,611,"Parn",490
"220839","Nmt2",0.0149809669174961,0.0149809669174961,274,"Nmt2",0.0130030922288634,0.0130030922288634,735,"Nmt2",504
"317080","Dip2a",0.0129018639561911,0.0129018639561911,801,"Dip2a",0.0154746376596733,0.0154746376596733,239,"Dip2a",520
"220782","Fam107b",-0.0127230137407404,0.0127230137407404,875,"Fam107b",-0.0159004414300622,0.0159004414300622,181,"Fam107b",528
"234870","Pcdh1",-0.0128449724716386,0.0128449724716386,832,"Pcdh1",-0.015505548024431,0.015505548024431,235,"Pcdh1",534
"312838","Hk1",-0.0127181940780859,0.0127181940780859,879,"Hk1",-0.0157860761462741,0.0157860761462741,195,"Hk1",537
"244779","Eif1a",-0.0133298584079602,0.0133298584079602,648,"Eif1a",-0.0140845702725396,0.0140845702725396,429,"Eif1a",538
"7548","-",-0.0131554956551586,0.0131554956551586,709,"-",-0.0144185923943154,0.0144185923943154,368,"-",538
"116908","Dgcr2",-0.0161029667245985,0.0161029667245985,150,"Dgcr2",-0.0124517123182626,0.0124517123182626,930,"Dgcr2",540
"59055","-",-0.0134183312747154,0.0134183312747154,628,"-",0.0140181543434079,0.0140181543434079,453,"-",540
"336624","Gss",0.0128320178291027,0.0128320178291027,837,"Gss",0.0153085809826783,0.0153085809826783,254,"Gss",546
"441933","Lratd1",-0.013800766367472,0.013800766367472,526,"Lratd1",-0.0135823273898397,0.0135823273898397,573,"Lratd1",550
"555084","-",0.0132428548359686,0.0132428548359686,673,"-",0.0140971637768549,0.0140971637768549,428,"-",550
"474574","Cpsf6",-0.0131867452506645,0.0131867452506645,700,"Cpsf6",-0.0142278633599261,0.0142278633599261,401,"Cpsf6",550
"200138","Dusp4",-0.0142084035229403,0.0142084035229403,422,"Dusp4",-0.0131020401175356,0.0131020401175356,697,"Dusp4",560
"492869","Sdr9c7",0.0128864776257388,0.0128864776257388,811,"Sdr9c7",0.0147853049897808,0.0147853049897808,313,"Sdr9c7",562
"17916","LOC102550036",0.0126127934195096,0.0126127934195096,931,"LOC102550036",0.0157843932567097,0.0157843932567097,196,"LOC102550036",564
"196968","Sugp1",-0.0123811838580887,0.0123811838580887,1039,"Sugp1",-0.0168150290502727,0.0168150290502727,103,"Sugp1",571
"282173","-",-0.0146355781548261,0.0146355781548261,340,"-",0.0127771920753348,0.0127771920753348,814,"-",577
"84957","LOC689641",-0.0121593086239194,0.0121593086239194,1141,"LOC689641",-0.0210091713728762,0.0210091713728762,13,"LOC689641",577
"183624","Fgf14",-0.0141729925645839,0.0141729925645839,428,"Fgf14",0.0130156504525188,0.0130156504525188,730,"Fgf14",579
"136912","Cacna1e",0.0149091460219278,0.0149091460219278,286,"Cacna1e",0.0125591108731674,0.0125591108731674,889,"Cacna1e",588
"85804","Col23a1",-0.0150985029905883,0.0150985029905883,254,"Col23a1",-0.0124669047417401,0.0124669047417401,925,"Col23a1",590
"576100","Lamp2",-0.0137591564027468,0.0137591564027468,538,"Lamp2",-0.01328945261139,0.01328945261139,649,"Lamp2",594
"96144","Helz",-0.0131867493551675,0.0131867493551675,699,"Helz",-0.0138523811399976,0.0138523811399976,493,"Helz",596
"336349","Bpifa6",-0.014792112362346,0.014792112362346,308,"Bpifa6",-0.0125669639707179,0.0125669639707179,887,"Bpifa6",598
"492950","Sdc2",0.0136412914678606,0.0136412914678606,573,"Sdc2",0.0133958264731812,0.0133958264731812,624,"Sdc2",598
"144708","-",-0.0151160250569052,0.0151160250569052,252,"-",-0.0123703091817753,0.0123703091817753,961,"-",606
"347457","Ssrp1",0.0160253812744166,0.0160253812744166,155,"Ssrp1",0.0121155152993377,0.0121155152993377,1080,"Ssrp1",618
"206358","Spock3",0.0129046006800828,0.0129046006800828,799,"Spock3",0.0140387673275977,0.0140387673275977,443,"Spock3",621
"301431","Sema6c",0.0141533550377949,0.0141533550377949,434,"Sema6c",0.0126284431906978,0.0126284431906978,865,"Sema6c",650
"317751","Zfp365",0.0132891290452439,0.0132891290452439,662,"Zfp365",0.0132793397040628,0.0132793397040628,650,"Zfp365",656
"441932","Lratd1",0.0128895562293669,0.0128895562293669,808,"Lratd1",0.0137697678564932,0.0137697678564932,521,"Lratd1",664
"55036","Mtg1",0.0123340532814884,0.0123340532814884,1056,"Mtg1",0.0150228653233993,0.0150228653233993,281,"Mtg1",668
"292529","Rsl1",0.0124412734003778,0.0124412734003778,1007,"Rsl1",0.0145829195860689,0.0145829195860689,343,"Rsl1",675
"386298","Strip2",-0.0152676486037889,0.0152676486037889,237,"Strip2",-0.012020043456682,0.012020043456682,1120,"Strip2",678
"146923","RGD1562140",0.0129437141694826,0.0129437141694826,789,"RGD1562140",0.0136115399544059,0.0136115399544059,566,"RGD1562140",678
"68989","Vdac1",0.0118581946060477,0.0118581946060477,1318,"Vdac1",0.017865545673517,0.017865545673517,57,"Vdac1",688
"467094","LOC102555254",0.0135669975916051,0.0135669975916051,588,"LOC102555254",0.0128034354182173,0.0128034354182173,801,"LOC102555254",694
"477302","-",-0.0132356006150777,0.0132356006150777,677,"-",-0.0130137146061643,0.0130137146061643,731,"-",704
"478668","Derl1",-0.0137683836797304,0.0137683836797304,536,"Derl1",-0.0125458486447614,0.0125458486447614,898,"Derl1",717
"108381","-",0.0119446213525805,0.0119446213525805,1256,"-",0.0159172137033215,0.0159172137033215,179,"-",718
"391048","-",-0.0120942285213442,0.0120942285213442,1172,"-",-0.015004990869076,0.015004990869076,285,"-",728
"160755","Tbrg4",-0.0135470427373626,0.0135470427373626,595,"Tbrg4",-0.0126255221501007,0.0126255221501007,868,"Tbrg4",732
"372804","Alms1",-0.0125185395111442,0.0125185395111442,985,"Alms1",-0.0139177165599467,0.0139177165599467,478,"Alms1",732
"373273","-",-0.0120918829742264,0.0120918829742264,1173,"-",-0.0149320626395796,0.0149320626395796,298,"-",736
"228708","Wdr37",0.01454577467489,0.01454577467489,351,"Wdr37",0.0119394080108028,0.0119394080108028,1161,"Wdr37",756
"423573","Map3k7",-0.0126823196096205,0.0126823196096205,891,"Map3k7",-0.0133306682267076,0.0133306682267076,636,"Map3k7",764
"485480","Cbx5",0.0185080878158204,0.0185080878158204,50,"Cbx5",0.0113667673714032,0.0113667673714032,1509,"Cbx5",780
"51459","Far1",-0.0116796914930018,0.0116796914930018,1414,"Far1",-0.0161266950207391,0.0161266950207391,154,"Far1",784
"426214","-",-0.0229231386790575,0.0229231386790575,7,"-",-0.0112589447127996,0.0112589447127996,1571,"-",789
"242645","LOC102549915",0.0129465331256837,0.0129465331256837,788,"LOC102549915",-0.0128071015718338,0.0128071015718338,796,"LOC102549915",792
"516188","Scn5a",0.0122236581468384,0.0122236581468384,1113,"Scn5a",0.0138308202935221,0.0138308202935221,499,"Scn5a",806
"329118","-",-0.0114441438930853,0.0114441438930853,1563,"-",-0.0181745049361524,0.0181745049361524,48,"-",806
"111042","Grik1",-0.0166117714630601,0.0166117714630601,111,"Grik1",-0.0113447916379666,0.0113447916379666,1522,"Grik1",816
"336132","-",-0.0176295047789359,0.0176295047789359,70,"-",-0.0112628133191529,0.0112628133191529,1566,"-",818
"95969","Psmc5",0.0119021639631894,0.0119021639631894,1287,"Psmc5",0.0144685698004251,0.0144685698004251,362,"Psmc5",824
"161812","Commd1",-0.0143733222230051,0.0143733222230051,385,"Commd1",-0.0117581801054382,0.0117581801054382,1266,"Commd1",826
"295215","-",-0.015569371962683,0.015569371962683,206,"-",-0.0114532055037489,0.0114532055037489,1454,"-",830
"339035","Bcas1",0.0139531943930311,0.0139531943930311,485,"Bcas1",0.01188126028603,0.01188126028603,1195,"Bcas1",840
"205134","Ccdc124",-0.0112821179684285,0.0112821179684285,1678,"Ccdc124",-0.0207629255456757,0.0207629255456757,16,"Ccdc124",847
"128779","-",-0.012512111195123,0.012512111195123,986,"-",-0.0130482976804265,0.0130482976804265,714,"-",850
"102876","-",-0.0158834876663908,0.0158834876663908,167,"-",-0.0112907179515017,0.0112907179515017,1544,"-",856
"384215","Mios",0.012638775272255,0.012638775272255,916,"Mios",0.0128062811438348,0.0128062811438348,797,"Mios",856
"370308","Pde1c",0.0118408915752273,0.0118408915752273,1330,"Pde1c",0.0143455396784252,0.0143455396784252,381,"Pde1c",856
"378783","-",-0.0118544099540367,0.0118544099540367,1324,"-",-0.0142575925262921,0.0142575925262921,395,"-",860
"341996","St6galnac4",-0.0124804138363905,0.0124804138363905,996,"St6galnac4",-0.0130243622396483,0.0130243622396483,727,"St6galnac4",862
"18054","Dlg2",0.0211515039056421,0.0211515039056421,13,"Dlg2",0.0110214074828616,0.0110214074828616,1752,"Dlg2",882
"187671","Mphosph8",0.0140910779560981,0.0140910779560981,447,"Mphosph8",0.0116606502692456,0.0116606502692456,1328,"Mphosph8",888
"330632","LOC120101614",-0.0157046608019973,0.0157046608019973,187,"LOC120101614",-0.0112199815951467,0.0112199815951467,1598,"LOC120101614",892
"521166","Cxcr5",-0.0140475994173426,0.0140475994173426,457,"Cxcr5",-0.0116630561812932,0.0116630561812932,1327,"Cxcr5",892
"261881","Tcf25",0.0119021123121897,0.0119021123121897,1289,"Tcf25",0.013848932184399,0.013848932184399,495,"Tcf25",892
"24918","Peli3",-0.0115429423327807,0.0115429423327807,1495,"Peli3",-0.0149653629595825,0.0149653629595825,290,"Peli3",892
"229935","-",-0.0113079621418625,0.0113079621418625,1655,"-",-0.0161422155169379,0.0161422155169379,150,"-",902
"143571","-",-0.0118895382710512,0.0118895382710512,1304,"-",-0.0138075243050081,0.0138075243050081,506,"-",905
"309099","Sec61-ps",0.0126140351141352,0.0126140351141352,929,"Sec61-ps",0.0125812294755286,0.0125812294755286,884,"Sec61-ps",906
"31086","Ccdc186",-0.0111019204500303,0.0111019204500303,1799,"Ccdc186",-0.0190540081425533,0.0190540081425533,29,"Ccdc186",914
"521106","Hyou1",0.0115074541356987,0.0115074541356987,1535,"Hyou1",0.0147778281209822,0.0147778281209822,314,"Hyou1",924
"309990","-",-0.0149111164719243,0.0149111164719243,285,"-",-0.0112536371237155,0.0112536371237155,1577,"-",931
"275468","-",-0.0110586410284304,0.0110586410284304,1822,"-",0.0176565785434646,0.0176565785434646,65,"-",944
"36579","Wtap",-0.0110591363642875,0.0110591363642875,1820,"Wtap",-0.0169861120057006,0.0169861120057006,92,"Wtap",956
"7638","-",-0.0156144486413227,0.0156144486413227,200,"-",-0.0110681287531938,0.0110681287531938,1714,"-",957
"95319","Nsf",0.0187890939959713,0.0187890939959713,41,"Nsf",0.0108052677816983,0.0108052677816983,1908,"Nsf",974
"207261","-",-0.0147771126119569,0.0147771126119569,314,"-",-0.0111529825156386,0.0111529825156386,1644,"-",979
"171494","-",0.0126500306147571,0.0126500306147571,904,"-",0.0121602716321494,0.0121602716321494,1060,"-",982
"209780","Ubxn8",-0.0141250386507756,0.0141250386507756,443,"Ubxn8",-0.0113204204928011,0.0113204204928011,1533,"Ubxn8",988
"255367","Tomm20",0.0118142476434086,0.0118142476434086,1343,"Tomm20",0.0133296230168384,0.0133296230168384,637,"Tomm20",990
"90184","Rilp",0.0115383289656441,0.0115383289656441,1500,"Rilp",0.0139047593489682,0.0139047593489682,484,"Rilp",992
"93926","LOC102547955",0.011816742350679,0.011816742350679,1342,"LOC102547955",0.0133001329007557,0.0133001329007557,646,"LOC102547955",994
"296070","-",-0.0112768695825471,0.0112768695825471,1679,"-",-0.0147761430816374,0.0147761430816374,315,"-",997
"350927","-",-0.0117085372721542,0.0117085372721542,1390,"-",-0.0134558421141182,0.0134558421141182,607,"-",998
"577883","LOC100911092",-0.013012855966208,0.013012855966208,762,"LOC100911092",-0.0118192306235137,0.0118192306235137,1239,"LOC100911092",1000
"575373","Pak3",-0.0119832989893482,0.0119832989893482,1233,"Pak3",-0.0129200930105226,0.0129200930105226,766,"Pak3",1000
"83253","Paqr4",0.0173463008183045,0.0173463008183045,76,"Paqr4",0.0107644467154275,0.0107644467154275,1933,"Paqr4",1004
"415128","S100pbp",0.0131495535682322,0.0131495535682322,713,"S100pbp",-0.0117058462798156,0.0117058462798156,1300,"S100pbp",1006
"553161","Dner",-0.0123713647228915,0.0123713647228915,1045,"Dner",-0.0123175822579698,0.0123175822579698,990,"Dner",1018
"509868","Tpm1",-0.0127479343917175,0.0127479343917175,870,"Tpm1",0.0119211840096639,0.0119211840096639,1170,"Tpm1",1020
"383653","Rbm48",-0.0116247531770655,0.0116247531770655,1442,"Rbm48",-0.0134732716191005,0.0134732716191005,601,"Rbm48",1022
"80042","LOC120095302",-0.0128026836397741,0.0128026836397741,849,"LOC120095302",0.0118777017102717,0.0118777017102717,1199,"LOC120095302",1024
"522244","Alg9",-0.0153666027334945,0.0153666027334945,229,"Alg9",-0.010917903430955,0.010917903430955,1821,"Alg9",1025
"563308","-",-0.0134128595980232,0.0134128595980232,630,"-",-0.0115138530081439,0.0115138530081439,1421,"-",1026
"426820","Slc31a1",0.0130956401505839,0.0130956401505839,727,"Slc31a1",0.0116673911351749,0.0116673911351749,1325,"Slc31a1",1026
"554171","-",-0.011518383092633,0.011518383092633,1527,"-",-0.0137538181114347,0.0137538181114347,527,"-",1027
"399659","Atf7ip",-0.014073956404859,0.014073956404859,450,"Atf7ip",-0.0112122364371701,0.0112122364371701,1605,"Atf7ip",1028
"324888","-",-0.0115968157479202,0.0115968157479202,1463,"-",-0.0134987514141258,0.0134987514141258,596,"-",1030
"330986","-",-0.0144612169330927,0.0144612169330927,361,"-",-0.0110828735353456,0.0110828735353456,1701,"-",1031
"121772","Snrnp35",0.0159909054715888,0.0159909054715888,159,"Snrnp35",0.0107692299575326,0.0107692299575326,1928,"Snrnp35",1044
"230122","Vim",-0.0110477540615807,0.0110477540615807,1827,"Vim",-0.0151763240112794,0.0151763240112794,266,"Vim",1046
"112224","Mx2",0.0112963012209545,0.0112963012209545,1667,"Mx2",0.0140479638625244,0.0140479638625244,439,"Mx2",1053
"154131","Parm1",0.0132765927813937,0.0132765927813937,663,"Parm1",0.0114692353910024,0.0114692353910024,1445,"Parm1",1054
"407895","Zfp37",-0.0112941931393987,0.0112941931393987,1669,"Zfp37",-0.0140375323620053,0.0140375323620053,444,"Zfp37",1056
"136495","Rnf2",-0.0124496684566303,0.0124496684566303,1002,"Rnf2",-0.0120371466901759,0.0120371466901759,1113,"Rnf2",1058
"95059","-",-0.0110473836779227,0.0110473836779227,1828,"-",-0.0149483872526822,0.0149483872526822,297,"-",1062
"326820","Csrnp3",0.0171267927786558,0.0171267927786558,86,"Csrnp3",0.0106350522024079,0.0106350522024079,2042,"Csrnp3",1064
"315689","Zbtb9",0.0107900439416491,0.0107900439416491,2043,"Zbtb9",0.0170816189230272,0.0170816189230272,86,"Zbtb9",1064
"7477","LOC120099763",0.0149662424839111,0.0149662424839111,276,"LOC120099763",0.0108707176388656,0.0108707176388656,1856,"LOC120099763",1066
"241222","Mapre2",0.0196282578961043,0.0196282578961043,29,"Mapre2",0.0105304213632314,0.0105304213632314,2118,"Mapre2",1074
"217484","Trnaa-agc",-0.0168894436817331,0.0168894436817331,100,"Trnaa-agc",-0.0106267752377036,0.0106267752377036,2056,"Trnaa-agc",1078
"531764","Ackr2",0.0151572744519605,0.0151572744519605,249,"Ackr2",0.0108052677816983,0.0108052677816983,1906,"Ackr2",1078
"318472","Sh3rf3",-0.0120759905760359,0.0120759905760359,1182,"Sh3rf3",-0.0123234785727829,0.0123234785727829,987,"Sh3rf3",1084
"357751","Nnat",-0.0109369616166768,0.0109369616166768,1916,"Nnat",-0.0153440432348717,0.0153440432348717,252,"Nnat",1084
"62411","Adrb1",0.0119546538084792,0.0119546538084792,1252,"Adrb1",0.0124988030001937,0.0124988030001937,918,"Adrb1",1085
"434667","Nkain1",-0.0119746071405778,0.0119746071405778,1236,"Nkain1",0.0124363113241187,0.0124363113241187,938,"Nkain1",1087
"46861","Grm5",-0.0109338533237049,0.0109338533237049,1921,"Grm5",-0.0152555971469444,0.0152555971469444,260,"Grm5",1090
"244378","Rbm27",0.0108180635999202,0.0108180635999202,2008,"Rbm27",-0.0159572390239181,0.0159572390239181,174,"Rbm27",1091
"295674","Jade1",0.0113171384179398,0.0113171384179398,1652,"Jade1",0.0136887845216485,0.0136887845216485,544,"Jade1",1098
"241836","-",-0.017310385893964,0.017310385893964,78,"-",-0.0105257102797294,0.0105257102797294,2122,"-",1100
"256209","Zfp319",-0.0107475499306176,0.0107475499306176,2093,"Zfp319",-0.0166518794614562,0.0166518794614562,108,"Zfp319",1100
"112890","Lnp1",0.0133464753610859,0.0133464753610859,645,"Lnp1",0.011263452682277,0.011263452682277,1565,"Lnp1",1105
"327657","-",-0.0112339716902962,0.0112339716902962,1715,"-",0.0137989115281598,0.0137989115281598,511,"-",1113
"125852","Fscn1",0.0218247432880195,0.0218247432880195,10,"Fscn1",0.010396996294645,0.010396996294645,2217,"Fscn1",1114
"277386","-",0.0124248552725,0.0124248552725,1017,"-",0.0118596112047043,0.0118596112047043,1210,"-",1114
"288657","Slc38a9",-0.012165611808041,0.012165611808041,1137,"Slc38a9",-0.0120933947097286,0.0120933947097286,1092,"Slc38a9",1114
"261995","Gas8",0.0128701838005674,0.0128701838005674,820,"Gas8",0.0115188925897291,0.0115188925897291,1418,"Gas8",1119
"92007","Taf15",-0.0194016787309925,0.0194016787309925,34,"Taf15",-0.0104059373365035,0.0104059373365035,2215,"Taf15",1124
"258654","E2f4",-0.011994370710843,0.011994370710843,1224,"E2f4",-0.0122454503013169,0.0122454503013169,1023,"E2f4",1124
"526777","RGD1562068",-0.0132431460255374,0.0132431460255374,671,"RGD1562068",0.0112370316439709,0.0112370316439709,1585,"RGD1562068",1128
"121952","Mlxip",-0.0118608006907864,0.0118608006907864,1317,"Mlxip",-0.0123942684364177,0.0123942684364177,953,"Mlxip",1135
"41989","Shank1",0.0110589830003067,0.0110589830003067,1821,"Shank1",0.0140182054556219,0.0140182054556219,451,"Shank1",1136
"496988","Tnrc6b",-0.0150138225974665,0.0150138225974665,272,"Tnrc6b",-0.0106625658839341,0.0106625658839341,2006,"Tnrc6b",1139
"9333","Supt5h",0.0106260852785645,0.0106260852785645,2191,"Supt5h",0.0167811508501675,0.0167811508501675,105,"Supt5h",1148
"108238","-",0.0111043387465379,0.0111043387465379,1798,"-",0.0138222695085058,0.0138222695085058,504,"-",1151
"140286","LOC100910850",0.0198879340805166,0.0198879340805166,25,"LOC100910850",0.0103393166605518,0.0103393166605518,2281,"LOC100910850",1153
"394000","Tia1",-0.0113682437684121,0.0113682437684121,1629,"Tia1",-0.0131687383495503,0.0131687383495503,684,"Tia1",1156
"517038","LOC102556477",-0.0112824115567249,0.0112824115567249,1677,"LOC102556477",-0.013327184275941,0.013327184275941,638,"LOC102556477",1158
"275320","-",-0.0165992311763624,0.0165992311763624,113,"-",-0.0103942978128809,0.0103942978128809,2223,"-",1168
"435680","-",-0.0126211809706021,0.0126211809706021,925,"-",-0.0115208000598404,0.0115208000598404,1414,"-",1170
"60599","Scd2",0.0107027114872567,0.0107027114872567,2131,"Scd2",0.0156783114754766,0.0156783114754766,211,"Scd2",1171
