"feature_id","gene","baseMean","lfc","stat","pvalue","padj","emp_p","emp_q","lfdr","hc","hbfss_thr","hbfss","std","weak","strong","hbfss_sig","hbfss_only","overlap","dir"
"20","-",2.89864820579136,0.00144511265421194,0.577050119998982,0.563905598385827,0.999708252430998,0.517512476359194,0.965304172336855,1,0.0283750216268754,1.5470637987881,0.000413416636812512,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"25","-",14.70008288951,0.021282084308886,2.45580991908647,0.0140567487013568,0.999708252430998,0.0058819939070327,0.450383664342013,0.711369023030994,0.0283750216268754,1.5470637987881,0.047469166143781,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"37","Pcmt1",123.265804706419,-0.040901627287855,-1.71292784478758,0.0867258148966676,0.999708252430998,0.0547170181933518,0.773575524999737,0.943044781992069,0.0283750216268754,1.5470637987881,0.0516128463595509,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"38","Pcmt1",50.5654082473409,-0.0142378065544365,-0.831294774926448,0.405807125619598,0.999708252430998,0.351165973566876,0.949695609079131,1,0.0283750216268754,1.5470637987881,0.0064709061307635,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"90","Tab2",20.1429642390578,-0.0236498298320579,-1.63087999390879,0.102915643914017,0.999708252430998,0.0673851367727063,0.800623512360552,0.943044781992069,0.0283750216268754,1.5470637987881,0.0277042593583501,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"143","Ust",19.385106674984,-0.00624012306580425,-0.552701574681778,0.580467774912346,0.999708252430998,0.535338939464085,0.966420726610034,1,0.0283750216268754,1.5470637987881,0.00169338947092542,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"224","Sash1",48.8157013080262,0.00417864776298302,0.224522284358936,0.82235092908062,0.999708252430998,0.801187426064713,0.97731012178479,1,0.0283750216268754,1.5470637987881,0.000402261184042236,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"576","-",2.86146810230586,0.00349170829843438,0.783829828699914,0.433139968681439,0.999708252430998,0.379349092368674,0.953258204034967,1,0.0283750216268754,1.5470637987881,0.0014698728448496,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"615","-",3.49985433691002,-0.00629421188800657,-1.46782471055145,0.142151843433815,0.999708252430998,0.0997177236882465,0.842789773282274,0.999999999999996,0.0283750216268754,1.5470637987881,0.00630193893906268,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"673","-",2.98445264719653,-0.00166383285463077,-0.446106213180045,0.65552052494908,0.999708252430998,0.616845679818071,0.970727834738996,1,0.0283750216268754,1.5470637987881,0.000349111187340126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
