"feature_id","gene","baseMean","lfc","stat","pvalue","padj","emp_p","emp_q","lfdr","hc","hbfss_thr","hbfss","std","weak","strong","hbfss_sig","hbfss_only","overlap","dir"
"31","Pcmt1",25.6188134188259,0.0147439885318551,0.571246302609546,0.567832695455726,0.952901351157595,0.57213124587393,0.935972219142288,1,0.0418719000695851,1.37807733117916,0.00357548111070479,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"35","Pcmt1",143.784392478774,0.00656547047032807,0.173035403447747,0.862623599411477,0.990111312235757,0.864131181894612,0.956670482264016,1,0.0418719000695851,1.37807733117916,0.000416384259226752,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"89","Tab2",53.5165269527158,0.0293706217230702,0.749295096436712,0.45367936266019,0.945105384604075,0.458698855881728,0.921383462207525,1,0.0418719000695851,1.37807733117916,0.00994114315331864,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"214","LOC365036",3.48670902580534,-0.00861223705589624,-0.650742055621446,0.515213010325343,0.951265049243172,0.51988010124584,0.929987576665809,1,0.0418719000695851,1.37807733117916,0.00244670903282941,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"304","Sash1",2.77588594135365,-0.00831212667605341,-1.15385686834669,0.248558854744285,0.886608468499046,0.253841084271461,0.86641299817093,1,0.0418719000695851,1.37807733117916,0.00494935679719201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"672","-",0.627823199582806,-0.00363609290476156,-0.875206044845481,0.38146180475121,0.929860567392911,0.38676078706427,0.90810444134336,1,0.0418719000695851,1.37807733117916,0.00150009763360432,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"984","Grm1",14.1586828254256,0.00825570826643194,0.29609762830408,0.767155525162976,0.978825066143146,0.769662690720908,0.951609565455566,1,0.0418719000695851,1.37807733117916,0.000938670441035136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"986","Grm1",3.63944144665263,-0.00176417411542062,-0.166178018313029,0.868016857759779,0.990111312235757,0.869466361101335,0.956924906184892,1,0.0418719000695851,1.37807733117916,0.000107168665720641,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"1106","-",7.5432986798436,-0.018628879366871,-1.11153216865655,0.266339351375292,0.895118403612892,0.271674879662432,0.874077936358705,1,0.0418719000695851,1.37807733117916,0.0105430239020447,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"1132","-",1.71239477406463,-0.0127445097609655,-1.60076692508153,0.109428551817951,0.74367069969204,0.113415424502627,0.743446143091468,1,0.0418719000695851,1.37807733117916,0.0120477403603032,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"1137","Utrn",67.4578482644872,0.0245045545074775,0.57176382137355,0.567481990458853,0.952901351157595,0.571783176867172,0.93593573967715,1,0.0418719000695851,1.37807733117916,0.00594893704566765,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
