"feature_id","mu","alpha","stat","rank","x","iod","cv2","iod_fit","cv2_fit","delta_fit"
"284696",74.8105340779067,3.22186834253987,1.21816804309183,1,0,242.029691434107,3.23523544400927,302.55251106188,2.41817887241643,300.134332189464
"329429",278.327481098125,6.19295040732051,-0.49244771354369,2,3.16666138889769e-05,1724.66828743512,6.19654329723585,289.484811942115,2.41827029341276,287.066541648702
"157795",72.927287381271,7.16671198851396,0.656062514361702,3,6.33332277779537e-05,523.648864765158,7.18042427695782,276.92964647979,2.41836166557919,274.51128481421
"322426",29.8890183225148,1.85787570334402,-0.0537940616446241,4,9.49998416669306e-05,56.5300809382045,1.89133280752889,264.868363767853,2.41845298892466,262.449910778929
"248384",18.7851905477129,4.7315792120887,0.753589544972141,5,0.000126666455555907,89.8836170906834,4.78481263537818,253.282961058016,2.418544263458,250.864416794558
"490306",16.3234568661852,3.33172533253232,0.594635310156353,6,0.000158333069444884,55.385274755568,3.39298686605415,242.156061928319,2.41863548918816,239.737426439131
"315962",19.8901558650094,1.54725072447042,-0.213646806128628,7,0.000189999683333861,31.7750580719652,1.59752685135383,231.470895169848,2.41872666612405,229.052168503724
"523232",14.7239545156574,10,-0.780796378135466,8,0.000221666297222838,148.239545156574,10.067916536888,221.211274369001,2.41881779427461,218.792456574726
"116600",16.4955936814748,10,-0.451126068705145,9,0.000253332911111815,165.955936814748,10.0606222497541,211.361578163005,2.41890887364868,208.942669289357
"22463",14.3707997166723,2.54988655518024,-0.658910409786524,10,0.000284999525000792,37.6439089847307,2.61947210502544,201.906731146602,2.41899990425518,199.487731242347
"359327",13.3009254173819,6.84169133081008,0.584244430822281,11,0.000316666138889769,92.0008261198535,6.91687406950082,192.832185409118,2.41909088610303,190.413094523015
"400629",9.9971511331153,3.94557833293048,1.22735040664599,12,0.000348332752778745,40.4445429018512,4.04560682971769,184.123902681225,2.41918181920117,181.704720862024
"88074",22.661987950178,0.934972541775983,-1.09322403416186,13,0.000379999366667722,22.1883364754746,0.979099297213259,175.768337071793,2.41927270355842,173.349064368234
"257893",22.1044870601099,1.71527858383757,0.251330331221691,14,0.000411665980556699,38.9153532609214,1.76051826740411,167.75241837544,2.41936353918371,165.333054836256
"135069",27.2242815782168,1.67886303216138,0.409739982218139,15,0.000443332594445676,46.7058399188202,1.71559494727645,160.063535932553,2.41945432608595,157.644081606467
"331759",53.4126441838364,0.906569534323758,0.348222564234504,16,0.000474999208334653,49.4222759647411,0.925291693005103,152.689523023582,2.41954506427408,150.269977959307
"86681",18.5214345409523,3.63469656916447,0.362000618797601,17,0.00050666582222363,68.3197945820035,3.68868806738178,145.618641780414,2.4196357537569,143.199006026657
"191103",20.3483305563036,1.78738258476962,0.582822652366455,18,0.000538332436112607,37.3702516654725,1.83652666552027,138.839568597811,2.41972639454336,136.419842203267
"71209",66.5852450120021,4.98632243846323,0.421397981649565,19,0.000569999050001583,333.015501273918,5.0013407807374,132.341380028879,2.41981698664235,129.921563042236
"382958",9.48602750622018,5.98091292788516,0.433411310436886,20,0.00060166566389056,57.7351045462264,6.08633113369832,126.113539148632,2.4199075300628,123.693631618569
"287232",36.653575889435,0.841141388556538,-0.408945173089203,21,0.000633332277779537,31.8308397192018,0.868423856248544,120.145882370533,2.41999802481351,117.72588434572
"350700",23.5980645364762,1.02962815344702,-0.422971385112061,22,0.000664998891668514,25.2972316136156,1.07200451013739,114.428606701079,2.42008847090343,112.008518230176
"415735",16.9708816120725,3.25664693636151,0.595132945702585,23,0.000696665505557491,56.2681696093099,3.31557139431592,108.95225741837,2.42017886834144,106.532078550029
"156998",28.7008139923906,0.996854084567445,-0.374673915347406,24,0.000728332119446468,29.6105236587251,1.03169630194376,103.707716160662,2.42026921713648,101.287446943525
"258201",34.2311862074066,1.19447331670988,0.315042842298966,25,0.000759998733335444,41.8882385240743,1.22368644400091,98.6861894116461,2.42035951729734,96.2658298943488
"416922",26.5727463972244,1.60515169073565,1.35845509989021,26,0.000791665347224421,43.6532888069943,1.6427842329295,93.879197369343,2.42044976883295,91.4587476005101
"547868",12.1351870448778,2.17993521532114,0.250964012004296,27,0.000823331961113398,27.4539215836381,2.26234020803381,89.2785631862767,2.42053997175219,86.8580232145245
"95969",19.0229940221521,2.0509172795769,0.402800742294494,28,0.000854998575002375,40.0145871493198,2.10348524016373,84.8764025686422,2.42063012606401,82.4557724425782
"49031",19.4911644962463,1.72254763117608,-0.278435175494438,29,0.000886665188891352,34.5744592318724,1.77385292903001,80.6651137228379,2.42072023177718,78.2443934910607
"484764",51.24181083156,1.81230969291206,-0.793943801535591,30,0.000918331802780329,93.8660304524025,1.83182500635965,76.6373676378496,2.42081028890063,74.2165573489489
"239113",14.3110600672853,1.56593272233909,-0.50818420648003,31,0.000949998416669306,23.4101572507222,1.63580874796531,72.7860986926788,2.42090029744325,70.3651983952356
"315170",11.952386449982,1.41901701653449,-0.328639865598671,32,0.000981665030558282,17.9606397607207,1.50268231669733,69.1044955780232,2.42099025741395,66.6835053206093
"471171",10.2655724717577,1.23629920108169,0.45176089565458,33,0.00101333164444726,13.6913190454802,1.33371218050891,65.5859925220145,2.42108016882153,63.164912353193
"151381",12.8390612988121,2.09384904362537,-0.578562969791235,34,0.00104499825833624,27.8830562215652,2.17173635771527,62.224260809913,2.42117003167491,59.8030907782381
"255222",9.03847792982644,1.39035962201212,-0.398013021112706,35,0.00107666487222521,13.5667347580784,1.50099771924086,59.0132005882808,2.42125984598296,56.5919407422978
"514194",14.954481499024,1.4701553304216,0.241441286926898,36,0.00110833148611419,22.9854106894813,1.53702491731201,55.9469329441647,2.42134961175461,53.5255833324101
"275298",14.6681326169983,1.70452259326503,-0.770041184281072,37,0.00113999810000317,26.0021634466812,1.77269759727618,53.0197922503514,2.42143932899863,50.5983529213528
"299528",11.3709415939547,2.86924714377801,0.81458323019881,38,0.00117166471389214,33.6260416905213,2.95719060841876,50.226318767833,2.42152899772394,47.8047897701091
"46507",8.79705121754871,3.63376138697329,-0.427118709409585,39,0.00120333132778112,32.9663850335549,3.74743584165933,47.5612514971741,2.42161861793941,45.1396328792347
"32631",58.3518592401713,1.39349696716448,1.49423022758704,40,0.0012349979416701,82.3131388795872,1.41063438168771,45.0195212704752,2.42170818965397,42.5978130808213
"260379",10.2988800495654,1.19920164591259,-0.0569098177545951,41,0.00126666455555907,13.3504339064952,1.29629958230833,42.5962440760974,2.42179771287637,40.174446363221
