"percentile","center_rank_trt","iod_amplitude_trt","cv2_amplitude_trt","iod_center_trt","cv2_center_trt","local_fourier_score_trt","center_rank_ctrl","iod_amplitude_ctrl","cv2_amplitude_ctrl","iod_center_ctrl","cv2_center_ctrl","local_fourier_score_ctrl","combined_center_rank","combined_iod_amplitude","combined_cv2_amplitude","combined_center_distance","combined_center_agreement","combined_fourier_score","rank_index","candidate_id","cutoff_value","cutoff_quantile","selected","selected_reason"
0.01,302,0.719332296999627,0.0831377137051973,1058,1058,2.01876313395092,307,0.751566056477842,0.123499275303146,1073.5,1073.5,2.08928666642045,304,1.47089835347747,0.206636989008344,0,1,2.08237422380067,304,"combined_fourier_candidate_1",0.0119505120031995,0.990365416917567,TRUE,"combined_fourier_max"
