"percentile","center_rank_trt","iod_amplitude_trt","cv2_amplitude_trt","iod_center_trt","cv2_center_trt","local_fourier_score_trt","center_rank_ctrl","iod_amplitude_ctrl","cv2_amplitude_ctrl","iod_center_ctrl","cv2_center_ctrl","local_fourier_score_ctrl","combined_center_rank","combined_iod_amplitude","combined_cv2_amplitude","combined_center_distance","combined_center_agreement","combined_fourier_score"
0.22,6646,0.0629194159798548,0.130084661899667,6832,6646,0.198455413589006,6744,0.0574072501736482,0.14935870771216,6744,6744,1.2212946778501,6695,0.120326666153503,0.279443369611827,93,0.0106382978723404,0.259706677424523
0.23,6948,0.0717535748298069,0.129413986233639,7023.5,6948,0.217226563718266,7051,0.0491097255121429,0.135517578441241,6719,7359.5,0.186713737750613,7000,0.12086330034195,0.264931564674881,282.5,0.00352733686067019,0.235950425757518
0.24,7250,0.0699250402271786,0.108760393699687,7250,7250,1.16707462002634,7357,0.0436000720701697,0.138738872403669,7357,7342,0.246257026410358,7304,0.113525112297348,0.247499266103356,7.5,0.117647058823529,0.324645154857158
0.25,7552,0.0635824813622795,0.158065891675517,7107,7552,0.243086466929789,7664,0.0704901625642435,0.132507947453988,7664,7535.5,0.215581844583275,7608,0.134072643926523,0.290573839129505,158.25,0.00627943485086342,0.27774451509748
0.26,7855,0.063934220200112,0.106315420986162,7855,7775,0.167076527079934,7971,0.0498903011421276,0.135850038706133,8429,7971,0.188967870612308,7913,0.11382452134224,0.242165459692295,269,0.0037037037037037,0.204653326521915
0.27,8157,0.0423179013934574,0.22064054050255,8138.5,8157,0.367545106376244,8277,0.0428237541505581,0.1731910500157,8404.5,8277,0.253245351202219,8217,0.0851416555440155,0.393831590518251,54.5,0.018018018018018,0.377236312897849
0.28,8459,0.0504016745592286,0.0848131656201734,8459,8010,0.102330499679208,8584,0.0432737440213262,0.155992746243987,8407,8584,0.220360214714971,8522,0.0936754185805548,0.24080591186416,136,0.0072992700729927,0.192950024133745
0.29,8761,0.0407925290756946,0.160494927600334,8541.5,8761,0.218050768397573,8890,0.0573052785466599,0.111855250171227,8890,9057.5,0.158809676358565,8826,0.0980978076223545,0.27235017777156,193.5,0.0051413881748072,0.230775460492905
0.3,9063,0.0735621945156006,0.0968363169563158,9063,9078.5,0.212737433899032,9197,0.0809068206400504,0.115244297039782,9197,9150.5,0.211211053295933,9130,0.154469015155651,0.212080613996098,15.5,0.0606060606060606,0.253937162256324
0.31,9365,0.0194350387171304,0.177181427346782,9107,9365,0.215879258070768,9503,0.0330597770178767,0.177630135906738,9951.5,9503,0.242899132103113,9434,0.0524948157350071,0.35481156325352,95.25,0.0103896103896104,0.301663692647499
0.32,9667,0.051482742383575,0.10726704747071,9667,9667,1.13917124362192,9810,0.039056520021978,0.103303870023938,10076,9810,0.116993691410098,9738,0.090539262405553,0.210570917494649,133,0.00746268656716418,0.155539695987154
0.33,9969,0.0279512659974427,0.14900020357617,10407.5,9969,0.1788669734819,10116,0.0394733721235627,0.122293892720208,10121,10116,0.315041082669081,10042,0.0674246381210055,0.271294096296379,221.75,0.00448933782267116,0.208021875398166
0.34,10271,0.0208600378273169,0.153417123327306,10418,10271,0.180971347806267,10423,0.06139763017332,0.0888866392110148,10423,10734.5,0.119649074213288,10347,0.0822576680006369,0.242303762538321,82.25,0.012012012012012,0.191652245637679
0.35,10574,0.0450883915767195,0.0947164182757005,10574,10579.5,0.263207195947888,10730,0.0651139293912242,0.104833858214999,10730,10770.5,0.174480749259729,10652,0.110202320967944,0.1995502764907,23,0.0416666666666667,0.190200253875904
0.36,10876,0.0620111679837224,0.0841021762142091,10876,10748,0.12266265438494,11036,0.0508449466388272,0.0897580512648052,11036,10775,0.107941416994977,10956,0.11285611462255,0.173860227479014,194.5,0.0051150895140665,0.125340655740951
0.37,11178,0.0239426559636498,0.167577359893983,11354.5,11178,0.207790129205462,11343,0.0318704688327118,0.123179851039112,11411.5,11343,0.154353492911546,11260,0.0558131247963616,0.290757210933095,122.5,0.00809716599190283,0.226545733612137
0.38,11480,0.0645377408866345,0.0805756683709257,11480,11309.5,0.118320826024046,11649,0.0336869201180318,0.0949097715296887,11480.5,11649,0.0967858422145286,11564,0.0982246610046663,0.175485439900614,1,0.5,0.612178402110451
0.39,11782,0.0370802290228689,0.166436400217625,11823.5,11782,0.241873619950694,11956,0.0368142088394989,0.124858607460172,11452,11956,0.151518931215654,11869,0.0738944378623678,0.291295007677797,231.25,0.00430570505920344,0.235683416476343
0.4,12084,0.0415806186187486,0.184721972718415,11791.5,12084,0.258549330395634,12262,0.0565389802454311,0.0933590792290294,12262,12223.5,0.143503905002025,12173,0.0981195988641797,0.278081051947444,127,0.0078125,0.240178954204802
0.41,12386,0.0258125436902132,0.172790710175644,13716,12386,0.214207324623452,12569,0.0459327801515422,0.0849373592798288,12569,12333,0.093091172261285,12478,0.0717453238417555,0.257728069455472,783,0.00127551020408163,0.191845249469965
0.42,12688,0.0541576629395586,0.0878662159150901,12688,12583.5,0.119869762174369,12876,0.0187061047921263,0.144790878324462,12734.5,12876,0.168977382010981,12782,0.0728637677316849,0.232657094239552,18.5,0.0512820512820513,0.213225097614111
0.43,12990,0.0588171839541507,0.118806277827763,13472,12500,0.169611728218792,13182,0.0273391136748095,0.0811996512752251,13182,13021.5,0.0637470585467146,13086,0.0861562976289602,0.200005929102988,566.25,0.00176289114147201,0.134474681327185
0.44,13292,0.0443210055519798,0.288460654760152,13267,13292,0.470972433517622,13489,0.0552704436416787,0.0850636730311247,13489,13404.5,0.113107050598873,13390,0.0995914491936585,0.373524327791276,29.75,0.032520325203252,0.37776367884273
0.45,13594,0.0425372251117467,0.170502889549567,14970,14037,0.233736703046003,13795,0.0447511826447287,0.0807195782543798,13795,13757.5,0.105608522608138,13694,0.0872884077564753,0.251222467803947,485.25,0.00205655526992288,0.19557289518369
0.46,13897,0.0591746565507011,0.133900389548389,13897,13876.5,0.240846151598126,14102,0.0491810232038739,0.0885960848233257,14102,13948.5,0.10628796730216,14000,0.108355679754575,0.222496474371715,87,0.0113636363636364,0.185538002337594
0.47,14199,0.0926711824018623,0.14883660844414,14199,15611,0.266177940507135,14408,0.039837200772561,0.11314267830756,14805.5,13752.5,0.133140513260489,14304,0.132508383174423,0.261979286751699,179.5,0.00554016620498615,0.242423568777044
0.48,14501,0.0922682027199158,0.103693594955139,14501,15825.5,0.190128319720753,14715,0.0383576338443389,0.194509945012275,16146,14715,0.279090978006057,14608,0.130625836564255,0.298203539967414,53.25,0.0184331797235023,0.296497078694748
0.49,14803,0.0536344260559393,0.193556632180447,13334,14803,0.287210392048256,15021,0.0329833154776858,0.0711529869009857,15021,15204.5,0.0521229433809682,14912,0.0866177415336251,0.264709619081433,826.25,0.00120882441825325,0.210078219105174
0.5,15105,0.0431774218792069,0.178622135638315,14914,15582,0.248629235569547,15328,0.0960113535689298,0.137810248343875,15328,15328,1.2511574830095,15216,0.139188775448137,0.316432383982189,334,0.00298507462686567,0.308240718302868
0.51,15407,0.0470578040763323,0.139794819312456,14885.5,13907,0.188527965845998,15635,0.0626118145804933,0.090993097713956,15950.5,15087.5,0.123042465966236,15521,0.109669618656826,0.230787917026412,920.75,0.0010848928668294,0.185871970465166
0.52,15709,0.0403235949250499,0.141944047309868,15038,15506.5,0.18395698917561,15941,0.0683022570155675,0.243910080173063,17409.5,15941,0.408494162073354,15825,0.108625851940617,0.385854127482931,500,0.00199600798403194,0.367837108317718
0.53,16011,0.0751348662855573,0.177463633213027,16537,15518.5,0.290198424462604,16248,0.0908209737923052,0.130867192519637,16248,14827,0.232376759097394,16130,0.165955840077863,0.308330825732664,1219.75,0.000819168543927913,0.314785135862098
0.54,16313,0.0639764275940032,0.177610859715563,16559,15663,0.275207884826756,16554,0.0737818655361259,0.0824114623271558,16554,16508.5,0.1424901627605,16434,0.137758293130129,0.260022322042719,470.75,0.00211976682564918,0.240280217622614
0.55,16616,0.0703923239737241,0.137585820211119,16569,15318,0.216752803864025,16861,0.061358872957323,0.0903315555763108,16861,18298.5,0.119724016201864,16738,0.131751196931047,0.22791737578743,93.25,0.0106100795755968,0.207052095090137
0.56,16918,0.0681424032544753,0.342649562865695,18312,18231.5,0.568273456034984,17167,0.041970401452825,0.183999919433305,17105,17167,0.279891833278969,17042,0.1101128047073,0.526649482299,9.25,0.0975609756097561,0.62944960136011
0.57,17220,0.0594507588348498,0.242564906726682,18412,17295,0.377445895168379,17474,0.0373680228437003,0.215510638454403,18903,17474,0.316024900665705,17347,0.0968187816785501,0.458075545181085,1273,0.000784929356357928,0.443250751849632
0.58,17522,0.0551634890696663,0.23988847414214,17412.5,18987.5,0.366801524480349,17780,0.0645907456699236,0.0832523188078616,17780,16284,0.111067587073833,17651,0.11975423473959,0.323140792950001,39.5,0.0246913580246914,0.324591190107474
0.59,17824,0.106206221897477,0.271989317714993,19242,19165.5,0.503098877235831,18087,0.122960372248151,0.196298279477497,18087,18087,1.39317652488483,17956,0.229166594145629,0.46828759719249,38.25,0.0254777070063694,0.569935642195958
0.6,18126,0.0806151855445617,0.231649837049417,19367.5,18152.5,0.388263000871724,18394,0.0500325594669679,0.136404507838605,18820.5,17817.5,0.188982332224824,18260,0.13064774501153,0.368054344888021,1109,0.000900900900900901,0.360856730633434
0.61,18428,0.0765837196150225,0.236069912846862,19257,18141.5,0.390179352800269,18700,0.0664126608290666,0.307896766920802,17199,18700,0.522493726487539,18564,0.142996380444089,0.543966679767664,192.75,0.00516129032258065,0.579715745084662
0.62,18730,0.0784619140424715,0.217781818640906,19279,18152.5,0.362154990030227,19007,0.0465399342278947,0.129295394995284,18632.5,20341.5,0.171022868741761,18868,0.125001848270366,0.34707721363619,291.25,0.00342172797262618,0.334948499840945
0.63,19032,0.11446375643677,0.238276370733502,19032,18206,0.446365243623173,19313,0.101527827522609,0.226630878903965,18666.5,17820,0.421331761537162,19172,0.21599158395938,0.464907249637467,836.25,0.00119438638399522,0.532728449809719
0.64,19334,0.0705878947346548,0.466633621198558,19247.5,19334,0.778272711741772,19620,0.0588997070443277,0.185385700513178,20177.5,21077.5,0.28996897752432,19477,0.129487601778982,0.652019321711736,493.25,0.00202326757713708,0.694045248671425
0.65,19636,0.0790919721573282,0.302352731477249,18264,19636,0.50438324224173,19926,0.0546668096401836,0.206296802648466,20252,19356,0.32246827892496,19781,0.133758781797512,0.508649534125714,238,0.00418410041841004,0.531057515510219
0.66,19939,0.0750583918359953,0.195700334868931,19222,20276.5,0.320576482384145,20233,0.072108252998853,0.157031033061365,20418.5,21164.5,0.255982555971813,20086,0.147166644834848,0.352731367930296,900.25,0.00110957004160888,0.354340277878816
0.67,20241,0.0893072390037495,0.392589134695045,19041,20241,0.669558602052528,20540,0.0719743685190967,0.374802611801842,20363,21962.5,0.651604861942986,20390,0.161281607522846,0.767391746496887,1399.75,0.000713903266107442,0.849598008172833
0.68,20543,0.086272996151581,0.179299545312875,19182,20339.5,0.308495791222343,20846,0.0620013765425505,0.247909089125804,22193.5,21096,0.407699132075196,20694,0.148274372694132,0.427208634438679,30,0.032258064516129,0.473542268387904
0.69,20845,0.0931215475296997,0.172001141800931,20845,20361.5,0.306917564002584,21153,0.0578871289744227,0.231494174996607,21181.5,21045,0.378750074599458,20999,0.151008676504122,0.403495316797538,310,0.00321543408360129,0.41856344480892
0.7,21147,0.112706782963797,0.207423345557437,22451.5,21968.5,0.393173212669829,21459,0.0726674343223294,0.265692634760096,22029,22870.5,0.454416099793435,21303,0.185374217286127,0.473115980317533,179.25,0.00554785020804438,0.525878271796595
0.71,21449,0.065532223960161,0.177743119453283,21578.5,22163.5,0.278163987332918,21766,0.101010972248902,0.266607280965159,23130,22974.5,0.498648218188457,21608,0.166543196209063,0.444350400418442,214.75,0.00463499420625724,0.478438562068591
0.72,21751,0.0914660210451332,0.164358714044831,23192,20481.5,0.290153221670751,22072,0.0852873618097251,0.24252073503885,22201,22920.5,0.429062547361461,21912,0.176753382854858,0.406879449083681,995.5,0.00100351229302559,0.43782963095726
0.73,22053,0.0827918992292942,0.196966278421364,21515,20630.5,0.333529751561367,22379,0.0833731405885686,0.237553977894719,22114.5,20999,0.417003513699814,22216,0.166165039817863,0.434520256316083,1000,0.000999000999000999,0.463022748583268
0.74,22355,0.0832121102698803,0.438757532324956,23469,23708,0.741753613037299,22685,0.0965749319310738,0.520681196009332,22191,23977.5,0.94958107245162,22520,0.179787042200954,0.959438728334288,1012.75,0.000986436498150432,1.0875695202475
0.75,22658,0.0859735083580058,0.399445431760496,23350.5,21945,0.676317862742785,22992,0.110601667558531,0.358829088979685,22992,23810,0.67403740375256,22825,0.196575175916537,0.758274520740181,293.75,0.00339270568278202,0.865596254028051
0.76,22960,0.0778830959423462,0.285597223791993,23319,24395,0.47487991370586,23299,0.132182674213102,0.43215298858259,23867,24716,0.835948276684199,23130,0.210065770155448,0.717750212374583,962.5,0.00103788271925272,0.824916233071139
0.77,23262,0.0859458170275137,0.235239477142922,23952,23475.5,0.40288468782799,23605,0.104302652702507,0.356798041161115,23907,24755,0.661992492937027,23434,0.190248469730021,0.592037518304037,185.75,0.00535475234270415,0.66839687635669
0.78,23564,0.0835075231010278,0.232605191469614,23564,23514,0.412631366100127,23912,0.117516425595947,0.373098986224686,25420.5,24542.5,0.709051700098909,23738,0.201023948696975,0.6057041776943,464,0.0021505376344086,0.688541700536514
0.79,23866,0.0770560566080956,0.24451000837521,23348.5,23503,0.410488666149511,24218,0.100105257240242,0.326870334391387,22852.5,23752,0.601900335995762,24042,0.177161313848338,0.571380342766597,527,0.00189393939393939,0.631820567258515
0.8,24168,0.071512599244995,0.233240424576989,23239.5,23467.5,0.381930193269072,24525,0.089523360972944,0.345935902457844,23885.5,23753,0.629044951722703,24346,0.161035960217939,0.579176327034833,47.75,0.0205128205128205,0.648609340840583
0.81,24470,0.095286130209035,0.230402081488226,23252.5,25154.5,0.406087525144245,24831,0.111560472970265,0.486631853626415,24831,25460.5,0.908366257864764,24650,0.2068466031793,0.717033935114641,1265.75,0.000789421748569173,0.821638523429134
0.82,24772,0.0437978666157443,0.21077095422284,25946,23480.5,0.302191626800921,25138,0.178981896408103,0.493074875327809,25138,25138,2.00738991552075,24955,0.222779763023847,0.703845829550649,1232.75,0.000810536980749747,0.817038533974347
0.83,25074,0.0398721940302867,0.241858222076179,24662.5,23640.5,0.349376743085025,25444,0.0743794680811312,0.268826152391897,26165,25444,0.462576514786213,25259,0.114251662111418,0.510684374468076,871.5,0.00114613180515759,0.517136150044394
0.84,25376,0.0411958200700175,0.171830196543902,24686,24582,0.242563133635573,25751,0.103457358562867,0.314341383891958,24360,24474.5,0.591054385431908,25564,0.144653178632884,0.48617158043586,5.25,0.16,0.667935704184476
0.85,25678,0.0604195825522668,0.269003554333113,24494.5,24434,0.438387963145395,26058,0.165854186429539,0.60505693543031,26058,26058,2.19397823568535,25868,0.226273768981806,0.874060489763423,30.25,0.032,1.05012513458879
0.86,25981,0.0266059489405864,0.214277053128699,27321.5,26050,0.284757034172052,26364,0.0652115337721082,0.227049603041773,25816.5,26996,0.37388729834732,26172,0.0918174827126946,0.441326656170472,46,0.0212765957446809,0.440708029630242
0.87,26283,0.0278428610308964,0.265419626443511,26075,26283,0.376040476426306,26671,0.0707830810647371,0.273441286892416,25972,25268,0.466272082811815,26477,0.0986259420956336,0.538860913335927,248,0.00401606425702811,0.542405299312624
0.88,26585,0.0751232328374056,0.259071182039639,26585,27961,0.426487847609135,26977,0.0533781573195913,0.416947843083529,27630,26977,0.704731531891365,26781,0.128501390156997,0.676019025123167,361.5,0.00275862068965517,0.722241525138485
0.89,26887,0.0592854853698235,0.415479742704673,27957.5,26887,0.666608564158382,27284,0.107573706003953,0.297602763704902,27284,26701.5,0.559059322366194,27086,0.166859191373776,0.713082506409575,826.5,0.00120845921450151,0.790226718588218
0.9,27189,0.106937814214892,0.142042063580455,27189,26623.5,0.275518049673047,27590,0.389482983904348,0.226045287320932,27590,26898.5,0.800127061412722,27390,0.496420798119239,0.368087350901387,628.5,0.00158856235107228,0.610378783122454
0.91,27491,0.0872842744718801,0.301966936325055,27686,28195.5,0.516253170756893,27897,0.173012509343007,0.144711177191453,28143,29327,0.366073310654975,27694,0.260296783814887,0.446678113516508,846.75,0.00117959304040106,0.541482025168186
0.92,27793,0.0810530931401877,0.370319796069936,27736.5,28402.5,0.621590071369445,28204,0.205725761372833,0.171909263304552,29703,26735.5,0.458212155199626,27998,0.286778854513021,0.542229059374488,1150.75,0.000868243976557413,0.671185521105916
0.93,28095,0.145966825615656,0.312482094226956,29425,29563.5,0.619894369293618,28510,0.209049425673294,0.35531744310281,28001.5,28510,0.798164142412742,28302,0.355016251288949,0.667799537329766,323.5,0.00308166409861325,0.867003401494849
0.94,28397,0.125293474511899,0.582181152510298,29557.5,29751,1.04069745655348,28817,0.152975071084111,0.17749932499074,28143,29623,0.399190042610358,28607,0.27826854559601,0.759680477501038,836.75,0.00119367353028947,0.920612373786429
0.95,28700,0.119446609152149,0.648074876359475,29535.5,29773,1.14195979490162,29123,0.211497479747584,0.27261625670463,28304,28970,0.650347721523733,28912,0.330944088899733,0.920691133064105,451.75,0.00220872446162341,1.14618876382455
0.96,29002,0.14601652655254,0.544356690231971,28097.5,28231.5,1.00821514062346,29430,0.157058273564297,0.168335776276285,28877.5,29682,0.388454232335745,29216,0.303074800116837,0.712692466508256,469.25,0.00212652844231792,0.883340286739681
0.97,29304,0.127580524048618,0.548534605889228,29474.5,29654,0.9879433478328,29736,0.16450977796225,0.166908199448575,28940,29560.5,0.396045443753268,29520,0.292090302010868,0.715442805337803,400,0.00249376558603491,0.879459827310708
0.98,29606,0.127119917859737,0.60127174049441,29508.5,29635.5,1.07783024178721,30043,0.185204669211742,0.179443484027562,28978,29203.5,0.448956435543872,29824,0.312324587071479,0.780715224521972,176.25,0.00564174894217207,0.972881380012224
0.99,29908,0.150979878965091,0.577155312600295,29545,29618,1.0760427375345,30349,0.218444977229146,0.209491513407674,29629,29376,0.547008181551128,30128,0.369424856194237,0.786646826007969,90,0.010989010989011,1.02402060298721
1,30210,0.141944682129384,0.596911717730635,29530,29731.5,1.08808131512178,30656,0.293338670397996,0.205814276558768,29058.5,30006.5,0.636158251709415,30433,0.435283352527379,0.802725994289403,574.75,0.00173686495874946,1.07841236406942
