"rank_index","n_lead","n_rem","lead_mean_abs","lead_sd_dev","lead_skew_abs","lead_distortion","rem_mean_abs","rem_sd_dev","rem_skew_abs","rem_distortion","total_distortion","split_score"
4990,4990,26544,0.00917969744370643,0.219523966563244,0.114888175396267,0.286147751705084,0.0197073247173636,0.249333789410995,0.0602502837938876,0.299166256025302,0.585314007730386,-0.585314007730386
4991,4991,26543,0.00906342582053059,0.219558945316202,0.115245086472652,0.286244914373059,0.019729584420432,0.24932840914603,0.0601806723333304,0.299148329733127,0.585393244106186,-0.585393244106186
4992,4992,26542,0.00911032743748807,0.219630098138648,0.115078661602378,0.286279756377325,0.0197211650581665,0.249315520791828,0.060212491551791,0.29914293162589,0.585422688003215,-0.585422688003215
4993,4993,26541,0.00901288355661204,0.219677884978397,0.115402759992296,0.286392148531158,0.0197398963845986,0.24930758129233,0.0601489397641709,0.299121947559014,0.585514096090171,-0.585514096090171
4994,4994,26540,0.00920045314725887,0.219643445211124,0.114989770574179,0.286338783645472,0.0197050058223204,0.249314958892863,0.0602216875739323,0.299130808502149,0.585469592147621,-0.585469592147621
4995,4995,26539,0.00930501510479024,0.219686584534696,0.114643931247504,0.286313565263238,0.0196857216584411,0.249307389365692,0.0602872580951793,0.299136740071723,0.585450305334961,-0.585450305334961
4996,4996,26538,0.00903018432255467,0.219522912369211,0.11451523799993,0.28581071569173,0.0197378520109395,0.249341284441885,0.0603252408976501,0.299241756901649,0.585052472593379,-0.585052472593379
4997,4997,26537,0.00888468416477515,0.219533251286574,0.114894252897528,0.285865061900113,0.019765653644738,0.249340803492308,0.0602520690385395,0.299232491656316,0.585097553556429,-0.585097553556429
4998,4998,26536,0.00891036540580041,0.219609236759877,0.114807008086835,0.285923106209095,0.0197612266823788,0.249327005342995,0.0602685639503632,0.299222514000556,0.58514562020965,-0.58514562020965
4999,4999,26535,0.00886814406498594,0.219681600827575,0.114974311488667,0.286036900636894,0.0197695898006757,0.24931409621497,0.0602352788814161,0.299201325456354,0.585238226093248,-0.585238226093248
5000,5000,26534,0.00892426486081411,0.219749560663965,0.114774921962927,0.286061286506242,0.0197594253877185,0.249301776093586,0.0602734539206175,0.299197928441613,0.585259214947855,-0.585259214947855
5001,5001,26533,0.00882922989791537,0.219798643177949,0.115093781214567,0.286174763683148,0.0197777461584563,0.249293561241545,0.0602107682377253,0.299176691518863,0.585351455202011,-0.585351455202011
5002,5002,26532,0.00878594435819339,0.219870644933643,0.115264783992772,0.286288981288222,0.0197863193073312,0.249280712551978,0.0601767359410844,0.299155399829851,0.585444381118073,-0.585444381118073
5003,5003,26531,0.00881838041247033,0.219945256672855,0.11515189562959,0.28633958490012,0.0197806174037241,0.249267138714702,0.0601982160102579,0.299146864123555,0.585486449023675,-0.585486449023675
5004,5004,26530,0.0090148790861208,0.219899370868237,0.114753239162639,0.286290869535678,0.0197439676816753,0.249276724855364,0.0602673503430174,0.299154367708548,0.585445237244226,-0.585445237244226
5005,5005,26529,0.00908859482065207,0.219959889055455,0.114494707799584,0.286295837775899,0.0197304647919044,0.249265797085067,0.0603168518751503,0.299154687814546,0.585450525590445,-0.585450525590445
5006,5006,26528,0.00922232001534277,0.21998043410987,0.114092941156865,0.286249224703645,0.019705631164995,0.249262543572856,0.0603921024209124,0.299164225948307,0.585413450651952,-0.585413450651952
5007,5007,26527,0.00912448857734085,0.220027625576816,0.114417602526914,0.286360915417614,0.0197244921489444,0.249254678019677,0.0603282727481789,0.299143306542711,0.585504221960324,-0.585504221960324
5008,5008,26526,0.00895998046067983,0.220018631831658,0.114788102070697,0.286372663327687,0.0197559502146841,0.249258010577469,0.0602574160490566,0.299142668816681,0.585515332144368,-0.585515332144368
5009,5009,26525,0.00882868552632824,0.220041153768546,0.1151603515724,0.286450015081074,0.0197811510552466,0.249255078576701,0.0601848942745169,0.299128676769206,0.58557869185028,-0.58557869185028
5010,5010,26524,0.00909192266550538,0.219896471513646,0.11502560787698,0.286501198117642,0.0197318422933046,0.249283879815919,0.0601917771791479,0.299111610698797,0.585612808816439,-0.585612808816439
