"comparison_name","track_key","track_label","dataset_key","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_weak_cnh","n_strong_cnh","n_standard","n_hbfss","n_overlap","n_weak_hbfss_overlap","n_strong_hbfss_overlap","n_standard_hbfss_overlap","top_n_target","trt_cutoff_quantile","ctrl_cutoff_quantile","leading_edge_n","remainder_n"
"RT4_ZT10","normalized_evs","NormEVS","raw_dataset","RT4_ZT10_NormEVS_raw_dataset",31658,0.0223630001696145,1.65046993290979,84,39,743,1100,752,9,39,743,5000,0.842062038031461,0.842062038031461,7093,24664
