"feature_id","trt_pc1_loading","trt_pc1_loading_abs","trt_evs_rank","trt_evs_selected","trt_top_n_used","trt_loading_cutoff_at_top_n","ctl_pc1_loading","ctl_pc1_loading_abs","ctl_evs_rank","ctl_evs_selected","ctl_top_n_used","ctl_loading_cutoff_at_top_n","in_leading_edge","in_remainder","orig_id","gene_symbol"
"20",-0.000103320648893967,0.000103320648893967,18610,FALSE,5000,0.000711314638491753,-9.83046994996928e-05,9.83046994996928e-05,15992,FALSE,5000,0.000447951367496344,FALSE,TRUE,"20","-"
"25",0.000289263303456661,0.000289263303456661,9800,FALSE,5000,0.000711314638491753,0.000427611090963934,0.000427611090963934,5246,FALSE,5000,0.000447951367496344,FALSE,TRUE,"25","-"
"31",0.000441278975962227,0.000441278975962227,7220,FALSE,5000,0.000711314638491753,0.000443569583463778,0.000443569583463778,5049,FALSE,5000,0.000447951367496344,FALSE,TRUE,"31","Pcmt1"
"35",-0.000114104767870956,0.000114104767870956,17628,FALSE,5000,0.000711314638491753,0.000219040645308278,0.000219040645308278,9150,FALSE,5000,0.000447951367496344,FALSE,TRUE,"35","Pcmt1"
"37",0.00119107115008696,0.00119107115008696,3288,TRUE,5000,0.000711314638491753,-0.000894823052569582,0.000894823052569582,2522,TRUE,5000,0.000447951367496344,TRUE,FALSE,"37","Pcmt1"
"38",0.000487444708184633,0.000487444708184633,6702,FALSE,5000,0.000711314638491753,0.000249235866742344,0.000249235866742344,8232,FALSE,5000,0.000447951367496344,FALSE,TRUE,"38","Pcmt1"
"89",-0.000240161810916545,0.000240161810916545,11078,FALSE,5000,0.000711314638491753,-0.000574764427342421,0.000574764427342421,3967,TRUE,5000,0.000447951367496344,TRUE,FALSE,"89","Tab2"
"90",-0.000145493793570139,0.000145493793570139,15319,FALSE,5000,0.000711314638491753,2.61973675086458e-05,2.61973675086458e-05,25693,FALSE,5000,0.000447951367496344,FALSE,TRUE,"90","Tab2"
"143",-0.000281641796228123,0.000281641796228123,9987,FALSE,5000,0.000711314638491753,0.000124965405584545,0.000124965405584545,13784,FALSE,5000,0.000447951367496344,FALSE,TRUE,"143","Ust"
"214",-8.61497662565466e-05,8.61497662565466e-05,20329,FALSE,5000,0.000711314638491753,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"214","LOC365036"
"224",1.00028854709119e-05,1.00028854709119e-05,30266,FALSE,5000,0.000711314638491753,0.00057920221891536,0.00057920221891536,3936,TRUE,5000,0.000447951367496344,TRUE,FALSE,"224","Sash1"
"304",2.40968311463352e-05,2.40968311463352e-05,28423,FALSE,5000,0.000711314638491753,-4.04097414985426e-05,4.04097414985426e-05,23299,FALSE,5000,0.000447951367496344,FALSE,TRUE,"304","Sash1"
"576",-4.53113107330504e-05,4.53113107330504e-05,25437,FALSE,5000,0.000711314638491753,-7.32575830358929e-05,7.32575830358929e-05,18763,FALSE,5000,0.000447951367496344,FALSE,TRUE,"576","-"
"615",-4.23094836916402e-05,4.23094836916402e-05,25823,FALSE,5000,0.000711314638491753,7.5391786058424e-05,7.5391786058424e-05,18517,FALSE,5000,0.000447951367496344,FALSE,TRUE,"615","-"
"672",-5.12191850927517e-05,5.12191850927517e-05,24641,FALSE,5000,0.000711314638491753,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"672","-"
"673",3.23590150661891e-05,3.23590150661891e-05,27246,FALSE,5000,0.000711314638491753,-3.02475998447687e-05,3.02475998447687e-05,24984,FALSE,5000,0.000447951367496344,FALSE,TRUE,"673","-"
"708",0.000161124101117898,0.000161124101117898,14372,FALSE,5000,0.000711314638491753,2.33143309667319e-05,2.33143309667319e-05,25987,FALSE,5000,0.000447951367496344,FALSE,TRUE,"708","-"
"774",-0.000171518935989325,0.000171518935989325,13777,FALSE,5000,0.000711314638491753,-6.25647935172501e-05,6.25647935172501e-05,20242,FALSE,5000,0.000447951367496344,FALSE,TRUE,"774","-"
"829",-5.99723505680721e-05,5.99723505680721e-05,23478,FALSE,5000,0.000711314638491753,0.000172522208009133,0.000172522208009133,11005,FALSE,5000,0.000447951367496344,FALSE,TRUE,"829","-"
"833",-0.000135902243292638,0.000135902243292638,15951,FALSE,5000,0.000711314638491753,6.77181884636932e-05,6.77181884636932e-05,19338,FALSE,5000,0.000447951367496344,FALSE,TRUE,"833","Stxbp5"
"842",3.12715850322817e-05,3.12715850322817e-05,27413,FALSE,5000,0.000711314638491753,-0.000542392063846424,0.000542392063846424,4196,TRUE,5000,0.000447951367496344,TRUE,FALSE,"842","Stxbp5"
"845",-0.000101267733592949,0.000101267733592949,18797,FALSE,5000,0.000711314638491753,3.20297560730407e-05,3.20297560730407e-05,24775,FALSE,5000,0.000447951367496344,FALSE,TRUE,"845","Stxbp5"
"926",2.86818530991744e-05,2.86818530991744e-05,27764,FALSE,5000,0.000711314638491753,-1.7724041614966e-05,1.7724041614966e-05,27030,FALSE,5000,0.000447951367496344,FALSE,TRUE,"926","-"
"964",-0.000151699714256169,0.000151699714256169,14892,FALSE,5000,0.000711314638491753,-0.000171031634666522,0.000171031634666522,11081,FALSE,5000,0.000447951367496344,FALSE,TRUE,"964","-"
"969",-9.54546791064195e-05,9.54546791064195e-05,19370,FALSE,5000,0.000711314638491753,-3.02475998447687e-05,3.02475998447687e-05,24985,FALSE,5000,0.000447951367496344,FALSE,TRUE,"969","LOC120098778"
"984",-0.000328136772691278,0.000328136772691278,8962,FALSE,5000,0.000711314638491753,1.27441399775556e-06,1.27441399775556e-06,29701,FALSE,5000,0.000447951367496344,FALSE,TRUE,"984","Grm1"
"986",-6.55519265592095e-05,6.55519265592095e-05,22798,FALSE,5000,0.000711314638491753,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"986","Grm1"
"1106",-1.26713121278308e-05,1.26713121278308e-05,29970,FALSE,5000,0.000711314638491753,-0.000295538045886089,0.000295538045886089,7198,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1106","-"
"1110",-1.20453289553138e-05,1.20453289553138e-05,30024,FALSE,5000,0.000711314638491753,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"1110","Epm2a"
"1132",6.38415594347882e-05,6.38415594347882e-05,22979,FALSE,5000,0.000711314638491753,-1.7724041614966e-05,1.7724041614966e-05,27031,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1132","-"
"1137",-0.000270821149383835,0.000270821149383835,10273,FALSE,5000,0.000711314638491753,-0.000820230319342986,0.000820230319342986,2753,TRUE,5000,0.000447951367496344,TRUE,FALSE,"1137","Utrn"
"1138",-0.000191008076345492,0.000191008076345492,12832,FALSE,5000,0.000711314638491753,-7.56717232909934e-05,7.56717232909934e-05,18458,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1138","Utrn"
"1272",-8.7752616377896e-05,8.7752616377896e-05,20158,FALSE,5000,0.000711314638491753,-0.000364958610353487,0.000364958610353487,6012,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1272","-"
"1282",-0.000261484083802203,0.000261484083802203,10504,FALSE,5000,0.000711314638491753,-2.56288663227906e-05,2.56288663227906e-05,25758,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1282","Ltv1"
"1293",-1.78814759281024e-05,1.78814759281024e-05,29271,FALSE,5000,0.000711314638491753,2.40473100002511e-05,2.40473100002511e-05,25898,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1293","Phactr2"
"1295",0.000104372719642285,0.000104372719642285,18505,FALSE,5000,0.000711314638491753,-0.000222313141999623,0.000222313141999623,9058,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1295","Phactr2"
"1345",-9.83284406605603e-05,9.83284406605603e-05,19090,FALSE,5000,0.000711314638491753,2.91565684058534e-05,2.91565684058534e-05,25230,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1345","Pex3"
"1346",0.000247032898720138,0.000247032898720138,10884,FALSE,5000,0.000711314638491753,0.000152075143570971,0.000152075143570971,12092,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1346","Pex3"
"1367",0.00203838374942276,0.00203838374942276,2002,TRUE,5000,0.000711314638491753,-0.00203517413487677,0.00203517413487677,1017,TRUE,5000,0.000447951367496344,TRUE,FALSE,"1367","Aig1"
"1369",-0.000153908918314712,0.000153908918314712,14757,FALSE,5000,0.000711314638491753,-6.70853332467202e-05,6.70853332467202e-05,19402,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1369","Aig1"
"1473",-6.34295816153684e-05,6.34295816153684e-05,23038,FALSE,5000,0.000711314638491753,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"1473","Adgrg6"
"1501",-6.45349709124898e-05,6.45349709124898e-05,22904,FALSE,5000,0.000711314638491753,0.000198612023170461,0.000198612023170461,9895,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1501","Vta1"
"1540",-0.000754385360065372,0.000754385360065372,4762,TRUE,5000,0.000711314638491753,0.000529163826111711,0.000529163826111711,4294,TRUE,5000,0.000447951367496344,TRUE,FALSE,"1540","-"
"1576",-3.89130088470161e-05,3.89130088470161e-05,26298,FALSE,5000,0.000711314638491753,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"1576","-"
"1579",-4.40067318341589e-05,4.40067318341589e-05,25604,FALSE,5000,0.000711314638491753,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"1579","-"
"1634",-0.000854170780500351,0.000854170780500351,4317,TRUE,5000,0.000711314638491753,-0.00176264805173589,0.00176264805173589,1209,TRUE,5000,0.000447951367496344,TRUE,FALSE,"1634","Heca"
"1655",0.00221056400836062,0.00221056400836062,1839,TRUE,5000,0.000711314638491753,-0.000123547917156398,0.000123547917156398,13882,FALSE,5000,0.000447951367496344,TRUE,FALSE,"1655","Abracl"
"1656",0.000260658286725748,0.000260658286725748,10520,FALSE,5000,0.000711314638491753,-9.43324038791208e-05,9.43324038791208e-05,16348,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1656","Abracl"
"1683",-0.00167311679540422,0.00167311679540422,2414,TRUE,5000,0.000711314638491753,0.00039364178622244,0.00039364178622244,5652,FALSE,5000,0.000447951367496344,TRUE,FALSE,"1683","Ccdc28a"
"1693",0.000232833963685522,0.000232833963685522,11285,FALSE,5000,0.000711314638491753,0.000156469710241211,0.000156469710241211,11803,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1693","LOC102549339"
"1713",-5.1586250291155e-05,5.1586250291155e-05,24600,FALSE,5000,0.000711314638491753,0.000122678963330939,0.000122678963330939,13943,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1713","Hebp2"
"1741",-2.69306788654019e-05,2.69306788654019e-05,28036,FALSE,5000,0.000711314638491753,-0.000213883087777291,0.000213883087777291,9345,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1741","-"
"1742",7.13771793088343e-05,7.13771793088343e-05,22065,FALSE,5000,0.000711314638491753,7.30712039896942e-05,7.30712039896942e-05,18788,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1742","-"
"1866",2.17302731055996e-05,2.17302731055996e-05,28734,FALSE,5000,0.000711314638491753,-9.68986033931656e-05,9.68986033931656e-05,16107,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1866","Tnfaip3"
"1895",-4.20466578416317e-05,4.20466578416317e-05,25862,FALSE,5000,0.000711314638491753,-3.78094998059608e-05,3.78094998059608e-05,23667,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1895","-"
"1910",8.54059209420865e-05,8.54059209420865e-05,20420,FALSE,5000,0.000711314638491753,0.000205508486401841,0.000205508486401841,9609,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1910","Slc35d3"
"1918",-5.05131143688126e-05,5.05131143688126e-05,24740,FALSE,5000,0.000711314638491753,0.000161518480324303,0.000161518480324303,11539,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1918","Pex7"
"1922",0.00145961536686262,0.00145961536686262,2754,TRUE,5000,0.000711314638491753,-0.00155218765454309,0.00155218765454309,1394,TRUE,5000,0.000447951367496344,TRUE,FALSE,"1922","LOC102547604"
"1929",-7.35758471916818e-05,7.35758471916818e-05,21785,FALSE,5000,0.000711314638491753,8.57388085147174e-05,8.57388085147174e-05,17312,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1929","Map3k5"
"1941",-0.000173775148021628,0.000173775148021628,13656,FALSE,5000,0.000711314638491753,-0.00062532280299768,0.00062532280299768,3643,TRUE,5000,0.000447951367496344,TRUE,FALSE,"1941","Map7"
"1946",-0.000209198175872417,0.000209198175872417,12101,FALSE,5000,0.000711314638491753,-4.04459557007501e-05,4.04459557007501e-05,23298,FALSE,5000,0.000447951367496344,FALSE,TRUE,"1946","-"
"1955",-0.00105189918093189,0.00105189918093189,3661,TRUE,5000,0.000711314638491753,-0.000113027614793116,0.000113027614793116,14668,FALSE,5000,0.000447951367496344,TRUE,FALSE,"1955","Pde7b"
"2081",-5.90588048000034e-05,5.90588048000034e-05,23606,FALSE,5000,0.000711314638491753,3.42415358710578e-05,3.42415358710578e-05,24212,FALSE,5000,0.000447951367496344,FALSE,TRUE,"2081","Pde7b"
"2104",-5.47779308886897e-05,5.47779308886897e-05,24194,FALSE,5000,0.000711314638491753,-8.57894953846879e-05,8.57894953846879e-05,17306,FALSE,5000,0.000447951367496344,FALSE,TRUE,"2104","LOC120098802"
"2155",-2.61189782647417e-05,2.61189782647417e-05,28136,FALSE,5000,0.000711314638491753,0.00036701183906738,0.00036701183906738,5992,FALSE,5000,0.000447951367496344,FALSE,TRUE,"2155","Ptprk"
"2159",-0.000226986717440942,0.000226986717440942,11490,FALSE,5000,0.000711314638491753,0.000170033449887923,0.000170033449887923,11125,FALSE,5000,0.000447951367496344,FALSE,TRUE,"2159","Ptprk"
"2181",8.35047404115934e-05,8.35047404115934e-05,20632,FALSE,5000,0.000711314638491753,-3.02475998447687e-05,3.02475998447687e-05,24986,FALSE,5000,0.000447951367496344,FALSE,TRUE,"2181","Ptprk"
"2244",2.49169815716852e-05,2.49169815716852e-05,28329,FALSE,5000,0.000711314638491753,3.82773672430432e-06,3.82773672430432e-06,29416,FALSE,5000,0.000447951367496344,FALSE,TRUE,"2244","-"
"2383",0.000508222645943239,0.000508222645943239,6511,FALSE,5000,0.000711314638491753,-0.00304378688507263,0.00304378688507263,651,TRUE,5000,0.000447951367496344,TRUE,FALSE,"2383","Epb41l2"
"2456",0.000164990840704702,0.000164990840704702,14124,FALSE,5000,0.000711314638491753,-0.000223842331099405,0.000223842331099405,8982,FALSE,5000,0.000447951367496344,FALSE,TRUE,"2456","Med23"
"2485",-0.000871535305610851,0.000871535305610851,4251,TRUE,5000,0.000711314638491753,0.000182954280361163,0.000182954280361163,10511,FALSE,5000,0.000447951367496344,TRUE,FALSE,"2485","Ccn2"
"2500",-5.31068586486451e-05,5.31068586486451e-05,24406,FALSE,5000,0.000711314638491753,-0.000139891564510573,0.000139891564510573,12795,FALSE,5000,0.000447951367496344,FALSE,TRUE,"2500","Moxd1"
"2513",5.45584215332934e-05,5.45584215332934e-05,24216,FALSE,5000,0.000711314638491753,0.000284884077651354,0.000284884077651354,7421,FALSE,5000,0.000447951367496344,FALSE,TRUE,"2513","Stx7"
"2515",-6.48668449622989e-06,6.48668449622989e-06,30726,FALSE,5000,0.000711314638491753,0.000125642882169826,0.000125642882169826,13725,FALSE,5000,0.000447951367496344,FALSE,TRUE,"2515","Stx7"
"2554",-9.42118162601473e-05,9.42118162601473e-05,19495,FALSE,5000,0.000711314638491753,-3.5978731094801e-05,3.5978731094801e-05,23964,FALSE,5000,0.000447951367496344,FALSE,TRUE,"2554","-"
"2555",2.37938987703227e-05,2.37938987703227e-05,28483,FALSE,5000,0.000711314638491753,0.000110416165506261,0.000110416165506261,14946,FALSE,5000,0.000447951367496344,FALSE,TRUE,"2555","Slc18b1"
"2563",-3.12726621711118e-05,3.12726621711118e-05,27405,FALSE,5000,0.000711314638491753,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"2563","LOC100910237"
"2569",-0.000266183413396987,0.000266183413396987,10391,FALSE,5000,0.000711314638491753,0.000429168088582439,0.000429168088582439,5226,FALSE,5000,0.000447951367496344,FALSE,TRUE,"2569","-"
"2587",9.09131224711862e-05,9.09131224711862e-05,19821,FALSE,5000,0.000711314638491753,-1.9734988488012e-05,1.9734988488012e-05,26818,FALSE,5000,0.000447951367496344,FALSE,TRUE,"2587","-"
"2591",-0.000528508879609088,0.000528508879609088,6318,FALSE,5000,0.000711314638491753,-0.000591579865032577,0.000591579865032577,3852,TRUE,5000,0.000447951367496344,TRUE,FALSE,"2591","LOC120098884"
"2598",-4.1458472032593e-05,4.1458472032593e-05,25939,FALSE,5000,0.000711314638491753,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"2598","Tbpl1"
