"percentile","center_rank_trt","iod_amplitude_trt","cv2_amplitude_trt","iod_center_trt","cv2_center_trt","local_fourier_score_trt","center_rank_ctrl","iod_amplitude_ctrl","cv2_amplitude_ctrl","iod_center_ctrl","cv2_center_ctrl","local_fourier_score_ctrl","combined_center_rank","combined_iod_amplitude","combined_cv2_amplitude","combined_center_distance","combined_center_agreement","combined_fourier_score","regime_difference","regime_direction"
0.38,11480,0.034208312385698,0.189675770862586,10738,11065,0.216085528037118,11649,0.11091756196012,0.200894132292708,11649,12931.5,0.509083884464691,11564,0.145125874345818,0.390569903155295,804.75,0.00124107973937325,0.311306165592708,-0.245444028809477,"CV2_dominant"
0.39,11782,0.0600409602358003,0.216936066349829,12542.5,11796,0.301142707957929,11956,0.0715981336454888,0.283569686946086,12463,13074.5,0.564812660814482,11869,0.131639093881289,0.500505753295916,67.5,0.0145985401459854,0.397693626823658,-0.368866659414626,"CV2_dominant"
0.4,12084,0.0468757985717733,0.252429749009131,12588.5,10931.5,0.308308972741341,12262,0.0646680291072548,0.237108400696917,12262,12847.5,0.462272054563357,12173,0.111543827679028,0.489538149706048,535.75,0.00186306474149977,0.351581791371941,-0.37799432202702,"CV2_dominant"
0.41,12386,0.0505961669635669,0.374281131393905,12510.5,12386,0.452624773025985,12569,0.0377144786385585,0.347243011856587,12314,12569,0.600443528203307,12478,0.0883106456021255,0.721524143250492,65.25,0.0150943396226415,0.525280576325784,-0.633213497648367,"CV2_dominant"
0.42,12688,0.0471133620274929,0.0548445967668315,12490.5,13405,0.100806586521312,12876,0.0983231140977766,0.348874268556971,12876,11639.5,0.750215222246013,12782,0.145436476125269,0.403718865323802,161,0.00617283950617284,0.327313626511342,-0.258282389198533,"CV2_dominant"
0.43,12990,0.0454769589420051,0.0757666139306487,12399.5,12990,0.119811324090379,13182,0.117640869335491,0.227864957448471,13182,13915,0.57591140261083,13086,0.163117828277496,0.303631571379119,661.75,0.001508864579404,0.262736493463171,-0.140513743101623,"CV2_dominant"
0.44,13292,0.0420514954924473,0.108662123803892,13036.5,14666,0.14576013416622,13489,0.0405358971829969,0.242543463129242,13799.5,13938,0.418062347837319,13390,0.0825873926754442,0.351205586933133,884,0.00112994350282486,0.203067771423841,-0.268618194257689,"CV2_dominant"
0.45,13594,0.043103009379004,0.0488657406803662,13068.5,12584.5,0.0864623523017685,13795,0.0497627943403846,0.316211268650333,13869.5,14518,0.570778799282891,13694,0.0928658037193886,0.365077009330699,82.25,0.012012012012012,0.237742851251426,-0.272211205611311,"CV2_dominant"
0.46,13897,0.0999167288850467,0.142154411468421,13897,13897,1.31041045574535,14102,0.0498146032657483,0.229352934828499,13895,13921.5,0.445934109290786,14000,0.149731332150795,0.371507346296919,13.25,0.0701754385964912,0.37033584472117,-0.221776014146124,"CV2_dominant"
0.47,14199,0.0634286778536765,0.280773108421334,14291.5,14199,0.385477615390611,14408,0.0858912239014163,0.25139034037876,14408,12972,0.540017205613138,14304,0.149319901755093,0.532163448800094,764.25,0.00130676249591637,0.431673181813488,-0.382843547045001,"CV2_dominant"
0.48,14501,0.062230156380439,0.0898829724779988,14339.5,14501,0.176786179980778,14715,0.0483919390101069,0.268135341021792,14715,14788.5,0.490824988859297,14608,0.110622095390546,0.35801831349979,117.5,0.00843881856540084,0.25003394379719,-0.247396218109245,"CV2_dominant"
0.49,14803,0.0598517082822571,0.0440535545516875,14375,16110.5,0.11750132649185,15021,0.0632748375173743,0.316376039260696,15021,14725.5,0.606326600606571,14912,0.123126545799631,0.360429593812384,720,0.0013869625520111,0.260160152182551,-0.237303048012752,"CV2_dominant"
0.5,15105,0.0582364572741548,0.0833105546288347,15275.5,15105,0.160560411254255,15328,0.0323141774819442,0.555310177923283,14528.5,15328,0.967222593496379,15216,0.0905506347560989,0.638620732552117,314.5,0.00316957210776545,0.448632987485065,-0.548070097796018,"CV2_dominant"
0.51,15407,0.0565366988219145,0.164214561071569,15230,15407,0.241914694542308,15635,0.0862406097554624,0.0916998343590013,15635,14596,0.247357703612703,15521,0.142777308577377,0.255914395430571,431,0.00231481481481481,0.199968906875704,-0.113137086853194,"CV2_dominant"
0.52,15709,0.0578177139522951,0.0954304015236394,16118,17164.5,0.167534904473338,15941,0.090608129356349,0.149840244377381,15941,16447,0.366131511218284,15825,0.148425843308644,0.245270645901021,776.25,0.00128658732711483,0.197154666338728,-0.0968448025923768,"CV2_dominant"
0.53,16011,0.0581969424149843,0.234120959365277,15232,16011,0.315083218360064,16248,0.0910740289474538,0.205350105132375,17475.5,16248,0.468248905282919,16130,0.149270971362438,0.439471064497652,224.25,0.00443951165371809,0.359333673587069,-0.290200093135214,"CV2_dominant"
0.54,16313,0.0498143551301524,0.630509091274293,15366,16313,0.714370824365449,16554,0.067377538430988,0.171431155205388,17311,17481,0.352285777159938,16434,0.11719189356114,0.80194024647968,558.5,0.00178731009830206,0.612543251095053,-0.68474835291854,"CV2_dominant"
0.55,16616,0.105044809902874,0.124166858750513,16616,15164.5,0.303628833164361,16861,0.0668391413738452,0.285678352480163,16509.5,16861,0.558128582823118,16738,0.171883951276719,0.409845211230676,550,0.00181488203266788,0.360123090422089,-0.237961259953957,"CV2_dominant"
0.56,16918,0.0684353014704241,0.247941065955962,16918,18322,0.352084999637161,17167,0.0653208083667225,0.190552896798436,17373.5,17744,0.379222917861597,17042,0.133756109837147,0.438493962754398,887.25,0.00112580917534478,0.336345446665173,-0.304737852917251,"CV2_dominant"
0.57,17220,0.0486611782533999,0.0639268976241048,15982,16647.5,0.114274928028326,17474,0.074890302884523,0.208309428446147,17474,17664,0.43809691291451,17347,0.123551481137923,0.272236326070252,427.75,0.00233236151603499,0.189870320331989,-0.148684844932329,"CV2_dominant"
0.58,17522,0.0306400564111562,0.326288822325281,16194.5,17522,0.349955108701426,17780,0.0688831735564686,0.258686502667548,18213,18361.5,0.517377007875605,17651,0.0995232299676247,0.584975324992829,738,0.0013531799729364,0.414090222618347,-0.485452095025204,"CV2_dominant"
0.59,17824,0.0730539478826657,0.629407595928214,17824,17824,1.76433019675987,18087,0.0805335600850967,0.29639288861821,18376.5,18512.5,0.61616553514517,17956,0.153587507967762,0.925800484546424,68,0.0144927536231884,0.770307708453264,-0.772212976578662,"CV2_dominant"
0.6,18126,0.0570532472719835,0.143322634360064,18424,19402.5,0.216428724966216,18394,0.0775838085119071,0.287631388980957,18311.5,18500.5,0.590716599315372,18260,0.134637055783891,0.430954023341022,583.75,0.00171013253527148,0.331867419342649,-0.296316967557131,"CV2_dominant"
0.61,18428,0.0576884890693343,0.238852464600951,18428,19558.5,0.318536864438125,18700,0.0903859146795401,0.331634590931382,18700,18700,1.69806406029646,18564,0.148074403748874,0.570487055532333,565.25,0.00176600441501104,0.461796152999643,-0.422412651783459,"CV2_dominant"
0.62,18730,0.0437510697294495,0.333689649268467,18670,20196,0.387104230714717,19007,0.0938601184648516,0.307021964929982,19007,18631.5,0.664030026176307,18868,0.137611188194301,0.640711614198449,575.25,0.0017353579175705,0.50616646155658,-0.503100426004148,"CV2_dominant"
0.63,19032,0.0381407891205637,0.325497946177497,18611.5,18498,0.373941717904183,19313,0.0348207921137347,0.197736047193584,19529,19590,0.330456995695958,19172,0.0729615812342984,0.523233993371081,26.25,0.036697247706422,0.366880667199615,-0.450272412136783,"CV2_dominant"
0.64,19334,0.0414121366084118,0.334107961194221,18743.5,20271,0.38229377135481,19620,0.0496681049121864,0.234133756837136,20181.5,20246,0.433270869288716,19477,0.0910802415205982,0.568241718031356,796,0.00125470514429109,0.390103590118023,-0.477161476510758,"CV2_dominant"
0.65,19636,0.0359837253421086,0.455163525756072,19394,19636,0.501325175835109,19926,0.0957510970931497,0.2350201023362,19926,20392.5,0.53572416125349,19781,0.131734822435258,0.690183628092272,354.25,0.00281491907107671,0.54034471330739,-0.558448805657014,"CV2_dominant"
0.66,19939,0.0762945120462682,0.747733476579759,20350.5,19939,0.898907309486365,20233,0.0680399950594329,0.258857206272719,20475.5,20366,0.517966916217077,20086,0.144334507105701,1.00659068285248,260.5,0.00382409177820268,0.81410867420227,-0.862256175746777,"CV2_dominant"
0.67,20241,0.0593365129924202,0.342379123047403,20218,20245.5,0.465699540854958,20540,0.0671831283808852,0.260197556742278,20538.5,20385,0.515736731639893,20390,0.126519641373305,0.602576679789681,63,0.015625,0.475533291586358,-0.476057038416376,"CV2_dominant"
0.68,20543,0.0661439037462616,0.505287566871248,20152,21997,0.618365497328347,20846,0.0690574193798579,0.573805518277315,20495.5,20846,1.09370105653251,20694,0.135201323126119,1.07909308514856,1097.75,0.000910125142207053,0.859067347621586,-0.943891762022443,"CV2_dominant"
0.69,20845,0.0709370900212656,0.442249783796231,20845,21175.5,0.565073850107903,21153,0.07434234769101,0.11810081379422,20595,21153,0.267334837394798,20999,0.145279437712276,0.560350597590451,444.25,0.00224592925322852,0.450628142379437,-0.415071159878176,"CV2_dominant"
0.7,21147,0.0460113572818085,0.455761739859208,21765,21171,0.522035639913003,21459,0.0610729354715396,0.161582556003705,21459,21459,1.31272937851747,21303,0.107084292753348,0.617344295862913,297,0.00335570469798658,0.451628342940021,-0.510260003109565,"CV2_dominant"
0.71,21449,0.0319285114171613,0.411468994831157,21881.5,22137,0.445890181683154,21766,0.0707718590968346,0.0641900252116375,21766,23238.5,0.158213873303463,21608,0.102700370513996,0.475659020042795,864,0.00115606936416185,0.328821666890331,-0.372958649528799,"CV2_dominant"
0.72,21751,0.0338525346650912,0.539712240054422,21930,21272.5,0.583173631315041,22072,0.0478802902047727,0.083156739611432,22280.5,22822,0.13766770387492,21912,0.0817328248698639,0.622868979665854,58,0.0169491525423729,0.438867118506679,-0.54113615479599,"CV2_dominant"
0.73,22053,0.0742989100074194,0.455533679746185,22053,22737,0.585084341558534,22379,0.0483828042776999,0.230442117090576,22309,22379,0.422118340718263,22216,0.122681714285119,0.685975796836761,377,0.00264550264550265,0.525735429427457,-0.563294082551642,"CV2_dominant"
0.74,22355,0.0503123177917061,0.395597951238617,22234.5,22865.5,0.468098711591312,22685,0.0535852548701279,0.0801398791896159,22296.5,22685,0.146948375545049,22520,0.103897572661834,0.475737830428233,509.75,0.00195790504160548,0.331144460844856,-0.371840257766399,"CV2_dominant"
0.75,22658,0.0900952140446907,0.518748322166111,22658,21210,0.686494588121792,22992,0.0618602611584685,0.0302505829602289,22992,22896,0.0833687576225614,22825,0.151955475203159,0.54899890512634,772,0.00129366106080207,0.448564230125058,-0.397043429923181,"CV2_dominant"
0.76,22960,0.0433404628165948,0.389466772211322,23138.5,22114,0.445367960260235,23299,0.0879187755403303,0.0368561252736196,23299,24034,0.151006321316577,23130,0.131259238356925,0.426322897484941,144.75,0.00686106346483705,0.329140191068981,-0.295063659128016,"CV2_dominant"
0.77,23262,0.0733765458339957,0.842298397481287,23262,23262,1.98973248295527,23605,0.072903596649028,0.0411762112574189,24087.5,25039.5,0.121516301405438,23434,0.146280142483024,0.883474608738706,476,0.00209643605870021,0.714583768393401,-0.737194466255682,"CV2_dominant"
0.78,23564,0.0634893292367289,0.0606456161504189,22860,23887,0.143575995352777,23912,0.0732637284145466,0.0923313614460803,24043.5,23912,0.223016860699374,23738,0.136753057651275,0.152976977596499,447.75,0.00222841225626741,0.108803897699721,-0.0162239199452237,"CV2_dominant"
0.79,23866,0.0534996578730331,0.129011051782219,23051,23866,0.193550916653667,24218,0.0759753473788653,0.158307781070688,24082,24805.5,0.344934541717134,24042,0.129475005251898,0.287318832852907,769.25,0.00129827977929244,0.208315232164375,-0.157843827601009,"CV2_dominant"
0.8,24168,0.0450099822743906,0.120455020669468,24939,23577.5,0.164968897894838,24525,0.0832818861585238,0.104738362714434,24068,24700.5,0.264646081332242,24346,0.128291868432914,0.225193383383902,364.5,0.0027359781121751,0.157769152868906,-0.0969015149509875,"CV2_dominant"
0.81,24470,0.0412487712187563,0.087787145657709,23303.5,24470,0.122170338095061,24831,0.0768284224088162,0.148951572201229,24226,26323.5,0.328927238410816,24650,0.118077193627573,0.236738717858938,1632,0.000612369871402327,0.15260866955468,-0.118661524231366,"CV2_dominant"
0.82,24772,0.0430651476528423,0.0719755641620994,23441,25043.5,0.109328479759421,25138,0.0550714903867585,0.16644555115764,24946,24615.5,0.30985266701522,24955,0.0981366380396008,0.23842111531974,636,0.00156985871271586,0.130669855147647,-0.140284477280139,"CV2_dominant"
0.83,25074,0.0501402190716969,0.192460156549977,25074,25074,1.25174504742952,25444,0.0552648882290607,0.16555778766982,24911.5,26516.5,0.306303706965916,25259,0.105405107300758,0.358017944219797,802.5,0.00124455507156192,0.236490982227837,-0.252612836919039,"CV2_dominant"
0.84,25376,0.0428815065239115,0.150623314521776,24917.5,26838,0.191815233943768,25751,0.0807391681873065,0.221883173319115,26527.5,25751,0.473582314995482,25564,0.123620674711218,0.372506487840891,572,0.00174520069808028,0.270945206466155,-0.248885813129673,"CV2_dominant"
0.85,25678,0.0277829706792618,0.375811256356653,27028,25678,0.395792305154984,26058,0.0837347985648311,0.299969297283102,26687.5,26877,0.628611070117837,25868,0.111517769244093,0.675780553639755,580.25,0.00172043010752688,0.502930633264158,-0.564262784395662,"CV2_dominant"
0.86,25981,0.0586980918873252,0.245298290525291,25981,27432.5,0.327410988553529,26364,0.0781118364117913,0.276715256377283,26592,27042.5,0.568891100444366,26172,0.136809928299116,0.522013546902574,951,0.00105042016806723,0.407936062714019,-0.385203618603458,"CV2_dominant"
0.87,26283,0.0452109707296364,0.324612843184304,27015,27579.5,0.381916051485575,26671,0.0732093781012114,0.261119545315437,26586,26740,0.532313359098918,26477,0.118420348830848,0.585732388499741,359.25,0.00277585010409438,0.43912416673223,-0.467312039668893,"CV2_dominant"
0.88,26585,0.0774168078790918,0.244245441488592,27199,25884.5,0.3683981403931,26977,0.0608539680696651,0.323737548626212,26557,27417.5,0.611671796129632,26781,0.138270775948757,0.567982990114804,227,0.0043859649122807,0.450449111648751,-0.429712214166047,"CV2_dominant"
0.89,26887,0.0537821911168133,0.227971657435957,27022,27550.5,0.299288126165221,27284,0.227816505060441,0.356687298914985,28583.5,27284,1.08475218105115,27086,0.281598696177255,0.584658956350943,385.5,0.00258732212160414,0.636629192734854,-0.303060260173688,"CV2_dominant"
0.9,27189,0.0495721238188446,0.228744506674182,26923,27572.5,0.290300177574934,27590,0.185735940756701,0.318993667588648,28596.5,27406.5,0.911422516353138,27390,0.235308064575546,0.547738174262831,270.25,0.00368663594470046,0.551360785809286,-0.312430109687285,"CV2_dominant"
0.91,27491,0.0530150098592848,0.281439135434561,26920,28165,0.352907502674116,27897,0.182229682689411,0.372621173619234,28528,29250,1.00195667506831,27694,0.235244692548696,0.654060309053795,983.5,0.00101574403250381,0.635114392888969,-0.418815616505099,"CV2_dominant"
0.92,27793,0.0741463298564043,0.31135767469169,27793,28329,0.432985469240705,28204,0.173829613762918,0.387130437352868,28524,29397,1.007639893219,27998,0.247975943619322,0.698488112044559,704.5,0.00141743444365698,0.687153957788854,-0.450512168425236,"CV2_dominant"
0.93,28095,0.041625017764473,0.231216813907435,27484.5,28223.5,0.274880882431416,28510,0.176437836896614,0.337639335901202,28520.5,29356,0.923089835448333,28302,0.218062854661087,0.568856149808638,787.25,0.0012686330478909,0.545138772788824,-0.350793295147551,"CV2_dominant"
0.94,28397,0.0803996438428984,0.25350968650188,28397,28366,0.415362112048136,28817,0.174113910765347,0.333250785970748,28535.5,29370.5,0.909270316405095,28607,0.254513554608245,0.586760472472628,402,0.00248138957816377,0.60527390953114,-0.332246917864382,"CV2_dominant"
0.95,28700,0.0343733310194616,0.248448928458563,28673.5,28442,0.279735588278287,29123,0.174678700784869,0.346066252943899,28560,29381,0.934264395181845,28912,0.209052031804331,0.594515181402461,294.75,0.00338123415046492,0.557162059066095,-0.38546314959813,"CV2_dominant"
0.96,29002,0.0678970585092128,0.973258906750212,28699.5,28699.5,2.11564157836018,29430,0.174459374535729,0.385078536453242,28595.5,28707,1.01316688044924,29216,0.242356433044942,1.35833744320345,55.75,0.0176211453744493,1.2333599956478,-1.11598101015851,"CV2_dominant"
0.97,29304,0.095168255432344,0.150161442557689,28850.5,29335,0.310259443473123,29736,0.186382583214765,0.379325204116688,28684.5,29341,1.02469713838059,29520,0.281550838647109,0.529486646674378,570.5,0.00174978127734033,0.590846300741704,-0.247935808027269,"CV2_dominant"
0.98,29606,0.0863320555288745,0.158125135365597,29001.5,28124.5,0.297904563075052,30043,0.202976914258087,0.390393783014117,29889,29344.5,1.08640601428201,29824,0.289308969786961,0.548518918379714,710.75,0.00140498770635757,0.615426431143926,-0.259209948592752,"CV2_dominant"
0.99,29908,0.0676857946440824,0.127509291661064,29488.5,29372,0.231101365788339,30349,0.252907985661839,0.460940294439515,28799,29140.5,1.34074585655518,30128,0.320593780305921,0.588449586100579,112.5,0.00881057268722467,0.693388383747168,-0.267855805794658,"CV2_dominant"
1,30210,0.0926154492419327,0.128592881076076,29303.5,29455.5,0.286241433762491,30656,0.254656230408524,0.463447722302128,29743,29391,1.34959496292033,30433,0.347271679650456,0.592040603378204,100,0.0099009900990099,0.729863924981594,-0.244768923727747,"CV2_dominant"
