"feature_id","rank_index","mean_value","var_value","log_mean","log_var","log_mean_smooth","log_var_smooth"
"333600",1,80.0910909096312,14427.6341590799,4.39557310193825,9.57696999441763,3.742518109834,8.1492183863264
"402987",2,22.6610881357659,3816.56028899805,3.16383184801536,8.24736682976391,3.72306207111591,8.10404351871787
"196303",3,49.5132493443846,2601.25840272496,3.92223566512523,7.86413496341331,3.7041461358477,8.05739635321191
"86681",4,15.7539089847291,1807.19512900564,2.81863160326665,7.50008446046358,3.68567911262713,8.02438940282935
"167027",5,33.6876716349468,4609.9108348541,3.54638433952891,8.43618069453418,3.6769860047834,8.00412245073614
"401412",6,16.2494907774673,768.110251985176,2.84778262289481,6.64523432982097,3.65867596820282,7.95751245006374
"157980",7,49.1751888760682,2523.14333570749,3.91552065902147,7.83365701115623,3.6431773443729,7.93126030140209
"268905",8,75.2003259967288,6864.50108710351,4.33336574085574,8.83426430710474,3.6298893325821,7.88998876699376
"351154",9,16.2103588942418,283.186991730554,2.84551146382599,5.64963244308327,3.60779873954263,7.84618834103445
"579569",10,35.9067060079138,11089.9308643489,3.60839326916655,9.31388301409409,3.58905454940622,7.79535208945718
"77228",11,13.6001066646219,211.400379761379,2.68102883448363,5.35847307731995,3.56463969089801,7.74266769318408
"80920",12,24.4609335799109,745.482470127107,3.2371452609531,6.6153721339535,3.55042522134537,7.71722717486489
"84957",13,12.769333397432,242.62099513437,2.62244390179622,5.49561371904457,3.52599410093581,7.66486638718709
"277415",14,13.5241128082949,391.116360505672,2.67581022054856,5.97155863376745,3.50335511800231,7.61230455087432
"23285",15,70.5542157684693,13781.8574033427,4.27045542486027,9.53118088180494,3.48670407922606,7.58252296383065
"205134",16,62.5733769548931,8441.07301041518,4.15219478136992,9.04098317477877,3.48863028873099,7.58552876981628
"424825",17,10.7485586918905,219.59157050833,2.46373056854631,5.3963128944317,3.48701678208055,7.57311766084565
"537315",18,23.0706523456982,3608.43271767647,3.18099335345092,8.19130589706097,3.4644134111111,7.52507617249458
"449384",19,15.7331303494456,677.736458486217,2.81739060744478,6.52023292038425,3.45719205453021,7.50452800533974
"338003",20,20.2224682981818,682.948422611174,3.05506044584547,6.52788250924019,3.44625711427343,7.47723285942065
"327286",21,7.094482319919,169.667994076083,2.09118263448788,5.1397201141307,3.43069585289733,7.43385371697209
"129543",22,7.8256296227353,207.871100521528,2.17765994562684,5.34171731778391,3.40797920194102,7.37861947439464
"270331",23,66.4554718776829,2792.9782915487,4.21146770431043,7.93522177011911,3.38704234654501,7.32422869101719
"428544",24,25.6396111929739,2894.8176989626,3.28239925070734,7.97102280227097,3.37511576485383,7.28963343112861
"454351",25,9.67880199220668,165.832688903922,2.36826065422583,5.11699144736595,3.36757646885768,7.26052463528366
"445765",26,19.3028976508063,400.090888539714,3.01076361728019,5.99418805633677,3.35952084769642,7.25091762402559
"569659",27,15.8843967722614,538.528396321598,2.82638992754116,6.29069541782944,3.33342236358216,7.19628215718789
"121081",28,12.288566306392,171.781473784416,2.58690398928307,5.15202763872661,3.31246986493173,7.1435916922411
"31086",29,8.6458669960085,108.861489226581,2.26652953303923,4.69922038349874,3.32461001227335,7.17822926809076
"483841",30,13.9140411846775,175.313675055775,2.70230313059543,5.17226465335979,3.30503846408743,7.14709291203534
"50131",31,10.5311411009809,94.7636719837672,2.44505129737884,4.56188340620969,3.29323774319016,7.108878166259
"60785",32,17.9838096956068,350.309599002548,2.94358649462087,5.86166788313004,3.27376884939115,7.06261916326088
"465468",33,13.5952466863406,236.02864630769,2.68069590627633,5.46818100432747,3.24738064095598,7.01586571290158
"166510",34,8.59226621861078,205.548572011702,2.26095717157389,5.33053560029528,3.22944991424424,6.97267038088948
"378914",35,24.0949624319038,614.235859052017,3.22266712607066,6.42200570493879,3.21588521291309,6.94001268152211
"424062",36,33.9826547904577,11106.6524825582,3.55485236123485,9.31538956260764,3.19936539715094,6.89556365737299
"15944",37,11.2422124591746,88.194393587711,2.50489001721821,4.49081818545498,3.1753235585355,6.84229211823717
"181946",38,17.2821462161684,474.198396951666,2.90592496702091,6.16373239462453,3.15920281941696,6.79414340944039
"237867",39,9.87010092571004,168.781551848828,2.38601598588395,5.13451262161926,3.15102038541382,6.76659049935287
"59745",40,8.20502027401986,84.9402077542704,2.21974901718341,4.45365179577784,3.12697750699318,6.71187811190484
"450375",41,25.0076522501352,4696.0522661044,3.25839081203153,8.45469041351552,3.10696169632368,6.66343160514598
"278726",42,10.5228695361524,1107.30783274885,2.44433371592946,7.010589656111,3.08695953622966,6.61095103304274
"436077",43,221.29233780374,90998.5520317018,5.40399335255669,11.4186098627583,3.06888932594829,6.55931780745764
"180237",44,41.7180995411117,3784.80975322741,3.75462270726519,8.23901508043469,3.04949356799114,6.5041007717972
"312769",45,50.6238642168128,4784.55009234821,3.94398405039633,8.47335625910771,3.03245387998261,6.46484468317376
"247267",46,14.5580046040969,132.506396045499,2.74457527171569,4.89414938714581,3.0066558751255,6.40888390970311
"431039",47,14.8505647065564,197.722521115459,2.76320512786253,5.29190948543728,2.9839058884168,6.35232692894664
"329118",48,7.31817486357988,69.6640541836102,2.11844286341039,4.25793701622067,2.96414736060576,6.29949124360944
"485573",49,9.12787389656167,108.062745621609,2.31529141435291,4.69192336451212,2.94229182722784,6.24559817469821
"379434",50,238.395245132856,104076.382097364,5.47811593132619,11.5528899600776,2.92110142526364,6.19418019606184
"306109",51,15.2644916462125,214.231708704883,2.78898430497716,5.37171516271629,2.89754650106833,6.14502650853043
"419310",52,10.3647128567506,149.551973878263,2.43051319141125,5.01430836595613,2.87196341750507,6.09241021863609
"577896",53,11.0018840286135,128.749579126747,2.48506363984887,4.86560627831624,2.86999995156509,6.06664565753481
"436735",54,11.5585757217549,513.53727713487,2.53040375666057,6.2432680057785,2.85125046403082,6.02908843137767
"75794",55,32.7024053344757,1862.12009732528,3.51756920972151,7.53000783300333,2.84897712757926,6.00860160687533
"132847",56,11.7592871108533,129.237528621931,2.54625940730052,4.86935992650548,2.833802889914,5.96182377991043
"68989",57,15.9490552551856,1016.90612689415,2.83021209511589,6.92550297959152,2.82760019422673,5.94978566343446
"122813",58,20.1890366987873,222.306444604582,3.05348391106693,5.40854501917565,2.80902374333266,5.91413534368208
"350180",59,7.70957682698529,171.971522743233,2.16442320495225,5.1531269725277,2.78754265112942,5.8678700386989
"180982",60,11.2118879345084,83.9878737979633,2.50240989816072,4.44250858511281,2.79459604035538,5.87338251217061
"34761",61,5.88725355677758,69.5164468198013,1.92967239260875,4.25584597083489,2.78787158187323,5.84776431385168
"1941",62,18.2962673783698,1103.86412675546,2.95991167712216,7.00747764417912,2.78112187718466,5.83832288724769
"163168",63,5.87595085775875,71.8593185713195,1.92802994057225,4.28853043896078,2.77038104819086,5.81130426805946
"141038",64,7.24029237466877,70.3947635362172,2.10903582565461,4.26822452682715,2.77335213662478,5.80475256686371
"275468",65,14.0867697693082,711.677998221092,2.71381818553789,6.56902970300716,2.76932914251205,5.79224282178687
"417902",66,97.5062760050525,19545.5953424647,4.59012026193561,9.88055639896684,2.7478690863185,5.74269880907953
"379984",67,67.8967447051533,4118.33898271831,4.23260893024385,8.32344798838373,2.72694872620167,5.69823300641107
"164952",68,7.26998449366483,111.7056633076,2.11263263402354,4.72477967095976,2.72637426570388,5.70193617659445
"421686",69,38.1036607242049,1809.94685498404,3.66621608726878,7.50160511177863,2.71740826006872,5.66496608401641
"25153",70,25.8735931186362,915.131814477689,3.29114413600356,6.82016025658941,2.71325785649157,5.64651962488522
"370423",71,15.8421673487438,179.490222460677,2.8238857029522,5.1956766071128,2.71509067804347,5.64121791466342
"523865",72,7.17590452032333,53.5060385217357,2.10119135535051,3.99831149409545,2.71476920751044,5.62743600681395
"378395",73,8.78597958715434,58.3528935159289,2.28095070694143,4.08350087329488,2.71220600190192,5.61950579627437
"263350",74,23.3124448046166,437.27595475319,3.19098835112896,6.08284874567163,2.69844047070713,5.59649633520747
"421647",75,36.8679158596849,761.789122817851,3.63410420632705,6.63698161407799,2.69957040273441,5.58842793842114
"287749",76,34.9437553258176,5466.96533030476,3.58195536465081,8.60666185735277,2.70019637561609,5.58180549322115
"285912",77,4.81026514850386,56.9040797331893,1.75962620639804,4.05878784380975,2.70764580800654,5.58722214404297
"365891",78,8.77053025368651,69.4732379914001,2.27937073824483,4.25523303479192,2.7007231720364,5.55949372807155
"433098",79,275.366527650935,477043.546897941,5.621727983442,13.0753651552331,2.69150847541227,5.5453467905252
"94193",80,10.2328973364747,620.538609941382,2.41884673516024,6.43219803282065,2.69087844224608,5.53858249651677
"44964",81,23.6234758644847,303.07691248638,3.20370029131462,5.71728067100665,2.68377936685065,5.52615738207797
"56088",82,10.3499669069739,133.937362813626,2.42921482823805,4.90481069160847,2.68883383028595,5.54573266184903
"2104",83,4.64270776223272,127.364196399157,1.73036404998564,4.85487150812825,2.69174833634944,5.5514666421278
"220990",84,12.2575831781316,182.872293797964,2.58456970405296,5.21424146119516,2.68650190947738,5.54618337519725
"540830",85,19.6050927783683,532.011158017448,3.02553826749204,6.27854235831342,2.68934871141117,5.54051842839537
"315689",86,14.2880535543143,161.00359970005,2.72707170996129,5.08761855535619,2.68259900192007,5.52274980931888
"137597",87,6.15168076979127,65.4562968705029,1.96734740177874,4.19654454170061,2.67509286225387,5.48179863001474
"26110",88,14.9168524583308,110.491728684047,2.76737845096521,4.71395040594268,2.6805019577914,5.50077417321146
"450590",89,34.486319911994,891.588863440696,3.56914726762149,6.79412607557767,2.67749544010585,5.48795676903705
"535183",90,6.15092973738888,56.4559669446203,1.96724238145357,4.05101886216715,2.67635845596146,5.48276622753459
"116696",91,9.74001219245643,107.188255025477,2.3739762243181,4.68387281177264,2.67952757212154,5.4911789630071
"36579",92,9.75482974672046,70.9831606636618,2.37535493244288,4.27643221199058,2.6764146611882,5.46125048668546
"123346",93,12.0721219022256,77.4149196039341,2.57048186351982,4.362014210322,2.68303683454663,5.4478632122097
"80345",94,10.4341163463957,53.6008468505486,2.43660154826628,4.00004939271389,2.65717532454266,5.38832739582429
"312430",95,13.5060327275368,272.719824098081,2.67456461307661,5.61210504344958,2.64975762342009,5.35842067850669
"4655",96,4.98930040432098,49.6496273788358,1.78997461137002,3.92493187388255,2.63159920554996,5.31245235277636
"37827",97,7.1484232669588,46.6896759811181,2.09782444435933,3.864714938014,2.6288333292268,5.32493120095034
"342254",98,10.0227552264399,68.4471322020048,2.39996179302293,4.24056577536008,2.63363620443906,5.33203193844583
"127016",99,7.91882517222863,61.4127782703086,2.18816423076851,4.13377003438372,2.62999244571143,5.32859930706657
"345791",100,8.53855974134379,79.138320839047,2.25534250355396,4.38375415214405,2.62914062087767,5.32755793096398
"397665",101,6.51218041265425,99.7303912150822,2.01652575821158,4.61244755374614,2.60896374877161,5.27516985448861
"303810",102,5.12073178476149,70.0031835727855,1.81168166204944,4.26272471508939,2.59994963245835,5.25963916776699
"196968",103,18.4048258070766,281.914903628832,2.96552178807749,5.64514615853471,2.61557659084858,5.29431068113668
"396053",104,6.60295831984316,57.6070573275228,2.02853742416408,4.07085512154188,2.61428217249098,5.29347752920011
"9333",105,12.3167763713401,227.358139931004,2.58902462165843,5.43091518572659,2.60589403836648,5.26894869618546
"425839",106,6.491629535422,39.9200503314724,2.01378633533763,3.71162017107955,2.59753818824234,5.255301399501
"527136",107,8.21940367809813,227.00887776173,2.22131035848099,5.42938456574784,2.58864523598773,5.25058470129493
"77648",108,6.68522088336507,67.9219507741743,2.03929911872001,4.23297471616592,2.58001717830867,5.21874722605794
"256209",109,7.70393679365219,63.1656809936338,2.16377542832851,4.16146850380357,2.58558426210635,5.2349431602282
"115297",110,34.0895643973135,494.908911517904,3.55790377564841,6.20639226372665,2.58961829077104,5.2332616859878
"81216",111,17.7130840772069,833.176477658994,2.92922296246941,6.72644498388146,2.61567018957977,5.3026918965201
"49911",112,6.38394952120913,80.8500561900469,1.9993086609379,4.40488899031718,2.61770309850783,5.3030088588415
