"comparison_name","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_standard_significant","n_HBFSS_significant","n_overlap_significant","n_strong_effect","n_weak_effect","evs_cutoff_mode_main","evs_primary_preprocessing","trt_top_n_used","ctrl_top_n_used","trt_cutoff_method","ctrl_cutoff_method","trt_cutoff_quantile","ctrl_cutoff_quantile","trt_selected_reason","ctrl_selected_reason"
"RT0_ZT6","RT0_ZT6_leading_edge_dataset",31553,0.000532546091058572,3.27364279873213,3,34,3,3,3469,"shared_rank_exhaustive_search","normalized",31549,31549,"shared_rank_exhaustive_search","shared_rank_exhaustive_search",0.000126770830031986,0.000126770830031986,"comparison_specific_rank_from_score_weighted_median_of_top_k_local_lagrange_anchor_quantiles","comparison_specific_rank_from_score_weighted_median_of_top_k_local_lagrange_anchor_quantiles"
