"comparison_name","analysis_label","dataset_key","feature_id","orig_id","gene_symbol","baseMean","log2FoldChange","lfc_shrunk","regulation_direction","stat","pvalue","padj","greaterAbs_pvalue","greaterAbs_padj","lessAbs_pvalue","lessAbs_padj","empirical_p","empirical_p_calc","empirical_p_plot","empirical_bh","empirical_q","empirical_lfdr","neglog10_empirical_p_calc","neglog10_empirical_p_plot","neglog10_empirical_p","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","hc_pass","standard_flag","strong_alt_flag","strong_flag","lessAbs_alt_flag","weak_hbfss_flag","weak_flag","hbfss_flag","display_standard","display_strong","display_weak","display_hbfss","final_class","lfcSE","R4_1","R4_2","R4_3","R4_4","R4_5","ZT10_1","ZT10_2","ZT10_3","ZT10_4","ZT10_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier"
"RT4_ZT10","Rem_RawEVS","Rem","20","20","-",3.49076097837336,0.47681930204974,0.0218588819831667,"upregulated",0.290879303831239,0.771143630394376,0.96507797126605,1,1,0.374801966514777,NA,0.789866497555406,0.789866497555406,0.789866497555406,0.991766869335293,0.937966831561795,0.999999999999999,0.102446306525432,0.102446306525432,0.102446306525432,0.00223936172395073,0.0475021845337043,1.3232864175516,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.63923419703445,5.21644541499766,3.63038638909974,0,11.3993996356892,0,0,14.6613783439469,0,0,0,6.93334605625641,1.46565780571651,2.9115729044136,9,FALSE
"RT4_ZT10","Rem_RawEVS","Rem","25","25","-",17.4021234362073,-1.77186330039141,-1.28183794916144,"downregulated",-2.98449348560252,0.00284048249755818,0.0822325417529967,0.193562536547882,1,0.903218731726059,0.928749796079182,0.00625336801275544,0.00625336801275544,0.00625336801275544,0.209710862414303,0.198504946888426,0.460187469923761,2.20388601219476,2.20388601219476,2.20388601219476,2.82502472605731,0.0475021845337043,1.3232864175516,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Std",0.593689786537997,4.74222310454333,8.62216767411189,7.07657524664774,2.47813035558461,17.8935485565672,35.5620563213358,15.7891766780967,23.1067489493362,4.32480562311767,54.4258018527316,0.48801916447535,0.216308886887995,0.3492286191084,9,FALSE
"RT4_ZT10","Rem_RawEVS","Rem","31","31","Pcmt1",32.3722605358457,-0.00849002317173868,-0.00395575790081629,"downregulated",-0.0244316404523864,0.980508310421916,0.99702938355856,1,1,0.00216368269889299,0.0284510225016773,0.982142744658688,0.982142744658688,0.982142744658688,0.998607906703409,0.949497885134375,1,0.00782538725141785,0.00782538725141785,0.00782538725141785,3.09553374467432e-05,0.0475021845337043,1.3232864175516,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.347501150742803,25.1337824540797,26.3203013209731,39.6288213812273,26.2681817691969,46.0119820026013,28.9764903359032,31.5783533561934,28.2415820491886,14.4160187437256,57.1470919453682,0.105960042824827,0.11851568425725,0.112467689604409,7,FALSE
"RT4_ZT10","Rem_RawEVS","Rem","38","38","Pcmt1",42.9630037181425,-0.466259773014078,-0.272613474545573,"downregulated",-1.38108482157441,0.1672528819427,0.638221543184092,1,1,0.0569429849803327,0.122619804725935,0.205779337259828,0.205779337259828,0.205779337259828,0.830223420156401,0.797539385181282,0.999999999999999,0.686598235815361,0.686598235815361,0.686598235815361,0.187175930682486,0.0475021845337043,1.3232864175516,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.337604009348644,36.5151179049836,29.9506877100729,22.6450407892728,39.6500856893538,51.1244244473348,56.63586747472,18.0447733463962,55.1994558234141,74.963297467373,44.9012865285036,0.126805193136236,0.0993884636876493,0.112834702181719,9,FALSE
"RT4_ZT10","Rem_RawEVS","Rem","90","90","Tab2",18.1540322847893,0.235547608258227,0.114645978811307,"upregulated",0.63167612010921,0.527598535213799,0.897173515995282,1,1,0.0201793727679832,0.0724525352041949,0.562792284583311,0.562792284583311,0.562792284583311,0.97699271104877,0.91506369452995,0.999999999999999,0.249651865014587,0.249651865014587,0.249651865014587,0.0286215824266655,0.0475021845337043,1.3232864175516,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.37289300760254,14.22666931363,26.7740996196106,24.0603558386023,18.833790702443,14.0592167230171,15.8053583650381,13.5335800097972,20.5393323994099,18.7408243668433,14.9670955095012,1e-08,0.206789836710558,0.108480310686032,9,FALSE
"RT4_ZT10","Rem_RawEVS","Rem","143","143","Ust",15.7362089380841,0.950867447939917,0.510498291608898,"upregulated",2.02246922920594,0.0431278993757955,0.355978939206969,1,1,0.458384854407776,0.525016589465919,0.0639038976370099,0.0639038976370099,0.0639038976370099,0.579648131569485,0.550220534926414,0.999999999999998,1.19447265247347,1.19447265247347,1.19447265247347,0.609776248461256,0.0475021845337043,1.3232864175516,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.470151750250977,19.917337039082,20.4209234386861,29.7216160359205,23.2944253424953,10.224884889467,11.8540187737786,4.51119333659906,15.4044992995574,4.32480562311767,17.6883856021378,0.108981169205089,0.241021389688998,0.185776125241779,9,FALSE
"RT4_ZT10","Rem_RawEVS","Rem","214","214","LOC365036",1.64397849970869,3.75074877063872,0.0857137877415225,"upregulated",1.75717239933149,0.0788884282606444,NA,0.197507050217842,NA,0.901246474891079,NA,0.107440934576862,0.107440934576862,0.107440934576862,0.703135372508336,0.672854191108207,0.999999999999999,0.968830222604709,0.968830222604709,0.968830222604709,0.0830421080579121,0.0475021845337043,1.3232864175516,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",2.13453658392635,0,3.63038638909974,11.3225203946364,1.48687821335077,0,0,0,0,0,0,7.03968588313892,3.57463184042151,4.34691455255263,9,FALSE
"RT4_ZT10","Rem_RawEVS","Rem","224","224","Sash1",44.794256549086,-0.591533327585827,-0.447207530296489,"downregulated",-2.20455171886412,0.0274855669321957,0.281396737130666,1,1,0.0639680817701084,0.130843803620676,0.0434185185114144,0.0434185185114144,0.0434185185114144,0.498859110836667,0.472078770678189,0.69529676782582,1.36232499924398,1.36232499924398,1.36232499924398,0.609241998373064,0.0475021845337043,1.3232864175516,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.268323633564201,28.45333862726,48.1026196555716,38.2135063318978,28.2506860536645,35.7870971131343,39.5133959125953,48.4953283684399,51.3483309985248,57.6640749749023,72.1141874548694,0.0361611352591891,0.0976683802738222,0.0635876250999615,9,FALSE
"RT4_ZT10","Rem_RawEVS","Rem","304","304","Sash1",3.05566006174306,1.31213051424926,0.127415436113722,"upregulated",1.1775178161144,0.238988890754249,0.70838050335947,0.779394069861857,1,0.610302965069071,NA,0.280693698382408,0.280693698382408,0.280693698382408,0.873392045779868,0.843095839448355,0.999999999999999,0.551767337235413,0.551767337235413,0.551767337235413,0.0703036759071571,0.0475021845337043,1.3232864175516,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.11431903304788,2.845333862726,5.44557958364961,5.66126019731819,2.97375642670153,5.11244244473348,0,3.38339500244929,5.13483309985248,0,0,0.0780000600876194,1.7237060399423,1.02850189951571,8,FALSE
"RT4_ZT10","Rem_RawEVS","Rem","576","576","-",2.45351732455108,-0.807859428431723,-0.0405308525439374,"downregulated",-0.522773009435336,0.601132224322654,0.918828143900992,1,1,0.450524673764679,NA,0.631988902695184,0.631988902695184,0.631988902695184,0.981221508368755,0.923653390892846,0.999999999999999,0.19929054757293,0.19929054757293,0.19929054757293,0.00807741579707896,0.0475021845337043,1.3232864175516,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.545334999801,1.89688924181733,2.26899149318734,0,4.4606346400523,0,0,5.63899167074882,10.269666199705,0,0,2.81083259032968,2.24800562491964,2.44958334860878,5,FALSE
"RT4_ZT10","Rem_RawEVS","Rem","615","615","-",2.72981630609222,-1.03924733653949,-0.052461758937217,"downregulated",-0.678018204377748,0.497760150869596,0.882338364121296,0.979572029098561,1,0.51021398545072,NA,0.534497974753091,0.534497974753091,0.534497974753091,0.970016677830438,0.910967793724099,0.999999999999999,0.27205393602157,0.27205393602157,0.27205393602157,0.0142724280094847,0.0475021845337043,1.3232864175516,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.53277202563206,0,4.08418468773721,0,4.4606346400523,0,0,0,8.98595792474184,4.32480562311767,5.44258018527316,3.25243699556484,1.97657067188538,2.43029449338824,7,FALSE
"RT4_ZT10","Rem_RawEVS","Rem","672","672","-",0.860413186554866,2.88760650450862,0.0592070664758534,"upregulated",1.18182145039017,0.237276554662179,NA,0.439790087643209,NA,0.780104956178395,NA,0.278939377750687,0.278939377750687,0.278939377750687,0.872158896043314,0.842264684118563,0.999999999999999,0.55449017224285,0.55449017224285,0.55449017224285,0.0328297364881898,0.0475021845337043,1.3232864175516,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",2.4433525923525,3.31955617318033,1.81519319454987,0,3.46938249781845,0,0,0,0,0,0,3.03048701352442,6.78937480498984,5.94304095824643,8,FALSE
