"percentile","center_rank_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","window_n_trt","center_rank_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","window_n_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","regime_difference","local_window_n"
0.005,151,0.323347711975118,0.0609040563988329,153,153,0.376057436212508,0.0337245423042281,155,152,0.699405148187627,0.094628598703061,0.604776549484566,155
0.01,302,0.153928513871097,0.0437409237659935,153,307,0.309623324084054,0.0926742169463423,155,304,0.463551837955151,0.136415140712336,0.327136697242815,155
0.015,453,0.114795042111942,0.076085148848307,153,460,0.0938857410762281,0.0255886780516561,155,456,0.20868078318817,0.101673826899963,0.107006956288207,155
0.02,604,0.115795908091595,0.0661001286459534,153,613,0.213781914919793,0.0779830900187227,155,608,0.329577823011388,0.144083218664676,0.185494604346712,155
0.025,755,0.177969802753711,0.136186591480473,153,766,0.157812401706662,0.0825703999715376,155,760,0.335782204460372,0.21875699145201,0.117025213008362,155
0.03,906,0.0854234319777709,0.107337462633014,153,920,0.173235671053293,0.120016085219478,155,913,0.258659103031064,0.227353547852492,0.0313055551785721,155
0.035,1057,0.128651631021285,0.0243929704735404,153,1073,0.212399938363172,0.05254272224954,155,1065,0.341051569384457,0.0769356927230804,0.264115876661377,155
0.04,1208,0.027089230873528,0.0949125514847926,153,1226,0.104394471059066,0.0784410392766775,155,1217,0.131483701932594,0.17335359076147,-0.0418698888288764,155
0.045,1359,0.135653306875258,0.057982220903126,153,1380,0.117315846419814,0.11726549631758,155,1370,0.252969153295071,0.175247717220706,0.0777214360743656,155
0.05,1510,0.201540909177212,0.0813754080984021,153,1533,0.210035027641468,0.0822404449190744,155,1522,0.411575936818681,0.163615853017477,0.247960083801204,155
0.055,1662,0.0808512854574725,0.0974200973042878,153,1686,0.207495859386907,0.0440282787788107,155,1674,0.28834714484438,0.141448376083098,0.146898768761281,155
0.06,1813,0.168150868288052,0.132654292988893,153,1839,0.0623131969810812,0.113432749903429,155,1826,0.230464065269133,0.246087042892322,-0.015622977623189,155
0.065,1964,0.128497738257688,0.144753209944601,153,1993,0.129400863451226,0.146695509682119,155,1978,0.257898601708914,0.29144871962672,-0.033550117917806,155
0.07,2115,0.328117365019577,0.150907013340875,153,2146,0.111720248442922,0.0730025691408211,155,2130,0.439837613462498,0.223909582481696,0.215928030980802,155
0.075,2266,0.114228515988586,0.141237642113299,153,2299,0.349924840681753,0.12324371458223,155,2282,0.464153356670339,0.264481356695529,0.19967199997481,155
0.08,2417,0.197186533184769,0.111604062970029,153,2452,0.291713547874622,0.149630946726379,155,2434,0.488900081059392,0.261235009696408,0.227665071362984,155
0.085,2568,0.161235894424038,0.0764275526954408,153,2606,0.49650351458179,0.172783297543463,155,2587,0.657739409005828,0.249210850238904,0.408528558766925,155
0.09,2719,0.100980411310907,0.0702740082301389,153,2759,0.481402354363086,0.27209343866097,155,2739,0.582382765673993,0.342367446891109,0.240015318782883,155
0.095,2870,0.219564288068453,0.178730367514779,153,2912,0.0754181212023677,0.316709836250975,155,2891,0.294982409270821,0.495440203765753,-0.200457794494932,155
0.1,3021,0.331121514567324,0.169143792357139,153,3066,0.173571854448307,0.127057351000987,155,3044,0.504693369015631,0.296201143358127,0.208492225657504,155
0.105,3172,0.487562299952142,0.284530044125181,153,3219,0.114536174550615,0.089077630547674,155,3196,0.602098474502757,0.373607674672855,0.228490799829901,155
0.11,3323,0.146879787503815,0.238997568272314,153,3372,0.143128782322944,0.123772390954332,155,3348,0.290008569826759,0.362769959226645,-0.0727613893998861,155
0.115,3474,0.259249715717423,0.213006646895285,153,3525,0.516021574189783,0.0757380337812986,155,3500,0.775271289907206,0.288744680676583,0.486526609230623,155
0.12,3625,0.210274225696547,0.06234008029409,153,3679,0.131620738720093,0.427943031128876,155,3652,0.34189496441664,0.490283111422966,-0.148388147006325,155
0.125,3776,0.362123474738777,0.273432481331814,153,3832,0.315510094197752,0.0875196460549473,155,3804,0.677633568936528,0.360952127386761,0.316681441549767,155
0.13,3927,0.426643319277744,0.304067820350819,153,3985,0.56450013645349,0.370111195687207,155,3956,0.991143455731235,0.674179016038026,0.316964439693209,155
0.135,4078,0.287122571039496,0.256856992611695,153,4139,0.171579226290354,0.17733708918309,155,4108,0.458701797329851,0.434194081794785,0.0245077155350658,155
0.14,4229,0.219572263131402,0.200191909597021,153,4292,0.192803647087329,0.28541171070463,155,4260,0.412375910218731,0.485603620301652,-0.0732277100829202,155
0.145,4380,0.187759859511281,0.283256211929435,153,4445,0.0730799623294038,0.275869407155769,155,4412,0.260839821840685,0.559125619085204,-0.298285797244519,155
0.15,4532,0.284588395395162,0.342587068693934,153,4598,0.186441836473047,0.246885578369051,155,4565,0.471030231868209,0.589472647062985,-0.118442415194776,155
