"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled"
0.005,151,75,227,0.130764225316951,0.0650310063626725,1.68726417439587,0.497631830247998,75,227,102,178,153,0.323347711975118,0.0609040563988329
0.01,302,226,378,0.062249838564166,0.046704874189464,1.52322700354976,0.498774533098411,226,378,378,314,153,0.153928513871097,0.0437409237659935
0.015,453,377,529,0.0464239708402512,0.0812407923448912,1.45163144648941,0.506101883360178,408,483,377,529,153,0.114795042111942,0.076085148848307
0.02,604,528,680,0.0468287285039936,0.0705791722377105,1.39546847246127,0.488170687042445,585,660,616,541,153,0.115795908091595,0.0661001286459534
0.025,755,679,831,0.0719723150188559,0.145414798631491,1.37783524638462,0.49354737651714,831,775,831,679,153,0.177969802753711,0.136186591480473
0.03,906,830,982,0.0345458727332761,0.11461080965987,1.31154421631354,0.471735045981708,982,830,982,830,153,0.0854234319777709,0.107337462633014
0.035,1057,981,1133,0.0520276786976465,0.026045874640621,1.25825641525887,0.400152892479827,1046,981,1069,992,153,0.128651631021285,0.0243929704735404
0.04,1208,1132,1284,0.0109550869185724,0.101343967946662,1.24886002215481,0.429597129651402,1221,1146,1132,1182,153,0.027089230873528,0.0949125514847926
0.045,1359,1283,1435,0.054859208611288,0.0619111829232006,1.22407819807887,0.405121619603864,1283,1435,1354,1433,153,0.135653306875258,0.057982220903126
0.05,1510,1434,1586,0.0815046461818171,0.0868895274751134,1.2337147720277,0.424780130936308,1434,1488,1586,1434,153,0.201540909177212,0.0813754080984021
0.055,1662,1586,1738,0.0326968625945917,0.104021428821754,1.17948585996674,0.414820139748672,1738,1586,1719,1643,153,0.0808512854574725,0.0974200973042878
0.06,1813,1737,1889,0.0680014647196628,0.141643146310396,1.17295999573918,0.438336221078508,1889,1737,1889,1807,153,0.168150868288052,0.132654292988893
0.065,1964,1888,2040,0.0519654433167597,0.154561903976974,1.18502868714547,0.457868458690308,1932,2025,2040,1971,153,0.128497738257688,0.144753209944601
0.07,2115,2039,2191,0.132693108566439,0.161132698296436,1.19688216074919,0.454097851295433,2191,2039,2191,2039,153,0.328117365019577,0.150907013340875
0.075,2266,2190,2342,0.0461948634524491,0.150808116010722,1.11751934111729,0.394977830538308,2190,2342,2190,2342,153,0.114228515988586,0.141237642113299
0.08,2417,2341,2493,0.0797437040681016,0.119166521217839,1.17847463993591,0.480798082288528,2341,2418,2341,2493,153,0.197186533184769,0.111604062970029
0.085,2568,2492,2644,0.0652049977371338,0.0816063979888855,1.1185171589515,0.400139486677092,2593,2644,2644,2492,153,0.161235894424038,0.0764275526954408
0.09,2719,2643,2795,0.0408372311546583,0.0750358801459442,1.0799123641702,0.370749018727876,2780,2702,2692,2771,153,0.100980411310907,0.0702740082301389
0.095,2870,2794,2946,0.0887934349717882,0.190841404568235,1.15275738205453,0.447114393884378,2794,2864,2794,2846,153,0.219564288068453,0.178730367514779
0.1,3021,2945,3097,0.133908009039827,0.180605228738006,1.10725681903368,0.419674938062685,2945,3097,2981,3052,153,0.331121514567324,0.169143792357139
0.105,3172,3096,3248,0.197173828933413,0.303810225524331,1.01652209866186,0.389750843993182,3248,3096,3248,3096,153,0.487562299952142,0.284530044125181
0.11,3323,3247,3399,0.0593992810721751,0.255192400998726,1.10310948222329,0.41616341734045,3269,3349,3289,3365,153,0.146879787503815,0.238997568272314
0.115,3474,3398,3550,0.104842517772438,0.22744029591113,1.09061513497206,0.474423191073603,3550,3493,3550,3493,153,0.259249715717423,0.213006646895285
0.12,3625,3549,3701,0.0850364644901107,0.0665643373851231,1.02209178455716,0.274195715902522,3549,3701,3634,3558,153,0.210274225696547,0.06234008029409
0.125,3776,3700,3852,0.146445432856325,0.291960675275992,1.00470617362705,0.44070441561467,3765,3852,3852,3700,153,0.362123474738777,0.273432481331814
0.13,3927,3851,4003,0.172537738990712,0.324671910692254,1.02006858684863,0.499834268362853,3908,3851,3885,3975,153,0.426643319277744,0.304067820350819
0.135,4078,4002,4154,0.116114508260012,0.274262006646047,0.994755903650877,0.454538125093552,4154,4002,4154,4002,153,0.287122571039496,0.256856992611695
0.14,4229,4153,4305,0.0887966601466995,0.213757212844838,1.01599068683593,0.197888957112089,4305,4258,4305,4153,153,0.219572263131402,0.200191909597021
0.145,4380,4304,4456,0.0759314869576115,0.302450076553562,0.992250279548763,0.488547375027974,4411,4325,4456,4304,153,0.187759859511281,0.283256211929435
0.15,4532,4456,4608,0.115089668736874,0.365801280921434,1.03015006774156,0.570284740739597,4608,4456,4608,4538,153,0.284588395395162,0.342587068693934
0.155,4683,4607,4759,0.204767603030011,0.630929904245015,1.01841725943681,0.740498976428202,4607,4675,4607,4759,153,0.506339832365454,0.590890294047571
0.16,4834,4758,4910,0.40440745511449,0.187979930814661,1.02121304005862,0.24093102765957,4758,4910,4797,4870,153,1,0.176050486506948
0.165,4985,4909,5061,0.107888213257029,0.219953603342406,1.02036263911774,0.362370230305215,4954,5031,4982,5058,153,0.266780970262987,0.205995069311764
0.17,5136,5060,5212,0.169707363754319,0.231928713630397,0.906437812110954,0.423657363643819,5107,5188,5212,5060,153,0.419644498656123,0.217210223945765
0.175,5287,5211,5363,0.127531465196534,0.04586731694755,0.988028698635357,0.0916398700143593,5333,5251,5290,5363,153,0.31535389267349,0.042956518966623
0.18,5438,5362,5514,0.109979015810955,0.295236696462087,1.03139088752349,0.247701979790072,5469,5399,5474,5399,153,0.271951009854204,0.276500602067466
0.185,5589,5513,5665,0.081050645634846,0.332730722373274,1.0324117559842,0.683816813218471,5554,5637,5562,5513,153,0.200418277679624,0.311615209643723
0.19,5740,5664,5816,0.138258880590489,0.0607861480507907,0.959502381357255,0.115359460618347,5782,5711,5731,5664,153,0.341880147959554,0.0569285821675084
0.195,5891,5815,5967,0.273952465657647,0.18042591159566,1.00953148541059,0.230165466111435,5967,5815,5821,5907,153,0.677416952118474,0.168975854907582
0.2,6042,5966,6118,0.0600174400894971,0.414366055262303,1.04548849319781,0.361787690879025,6072,6118,6072,6003,153,0.14840834245379,0.388069860993926
0.205,6193,6117,6269,0.124443638274622,0.418641826641415,0.842606918910934,0.263221633374798,6269,6117,6168,6117,153,0.307718457463627,0.392074286510112
0.21,6344,6268,6420,0.0967717531299658,0.0923226179956637,1.04128592389144,0.0771573678092995,6268,6420,6338,6417,153,0.239292703203429,0.0864637078186645
0.215,6495,6419,6571,0.173189824429263,0.0547865960446864,1.06580093416807,0.209770864662485,6420,6499,6472,6558,153,0.428255765908746,0.0513097693244513
0.22,6646,6570,6722,0.119144376516623,0.625892029637779,1.04292382733572,0.64655727771794,6656,6722,6722,6570,153,0.294614688749722,0.586172129338598
0.225,6797,6721,6873,0.0838025195925753,0.597695396685824,0.953721476183555,0.52833059496371,6728,6816,6744,6834,153,0.207222983979982,0.559764890398055
0.23,6948,6872,7024,0.106421364190753,0.469387782396151,1.07774093014899,0.398801836807534,7024,6956,6895,6977,153,0.263153813919244,0.439599839691051
0.235,7099,7023,7175,0.0697518156883315,0.0918718979694197,1.03859351792976,0.10476211622282,7175,7023,7082,7172,153,0.172479054988203,0.0860415910556951
