"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled"
0.005,153,76,230,0.159708153828301,0.0457025242772454,1.639765979541,0.545748749955664,76,230,76,230,155,0.376057436212508,0.0337245423042281
0.01,307,230,384,0.131494193997808,0.125589418283488,1.59034060740961,0.459220542407592,230,384,230,384,155,0.309623324084054,0.0926742169463423
0.015,460,383,537,0.0398724155785954,0.0346770363650515,1.44194737347216,0.48541899697118,484,537,468,385,155,0.0938857410762281,0.0255886780516561
0.02,613,536,690,0.0907912240682968,0.105680427999417,1.38266096740138,0.457767853794507,561,636,690,536,155,0.213781914919793,0.0779830900187227
0.025,766,689,843,0.0670214836904289,0.111897017763468,1.35839969118084,0.480455332114072,780,689,843,689,155,0.157812401706662,0.0825703999715376
0.03,920,843,997,0.0735716051244197,0.162642327327165,1.32871424451125,0.411350260203622,877,952,997,843,155,0.173235671053293,0.120016085219478
0.035,1073,996,1150,0.090204311263926,0.0712043774394262,1.27025659759518,0.410672622978575,1031,1115,1043,996,155,0.212399938363172,0.05254272224954
0.04,1226,1149,1303,0.0443353770919817,0.106301027588008,1.25047298143703,0.452900096852662,1242,1303,1303,1149,155,0.104394471059066,0.0784410392766775
0.045,1380,1303,1457,0.0498229670318902,0.158914808805736,1.24136860999119,0.309592217753525,1414,1325,1303,1457,155,0.117315846419814,0.11726549631758
0.05,1533,1456,1610,0.089199955309325,0.111449872220036,1.26246293369091,0.387828566875102,1610,1547,1456,1542,155,0.210035027641468,0.0822404449190744
0.055,1686,1609,1763,0.088121593774237,0.0596658499208645,1.20721223702004,0.359003248347211,1763,1702,1763,1609,155,0.207495859386907,0.0440282787788107
0.06,1839,1762,1916,0.0264638448563053,0.153720781724179,1.18221048559848,0.435738261312936,1783,1859,1916,1852,155,0.0623131969810812,0.113432749903429
0.065,1993,1916,2070,0.0549553632384625,0.198797511679478,1.21783417279424,0.42874578382376,2049,1970,2028,1961,155,0.129400863451226,0.146695509682119
0.07,2146,2069,2223,0.0474465677471018,0.0989309701629767,1.15559970039927,0.32490038610859,2122,2206,2069,2223,155,0.111720248442922,0.0730025691408211
0.075,2299,2222,2376,0.148609879508842,0.167016317283157,1.16644088927794,0.353078955869345,2376,2222,2376,2311,155,0.349924840681753,0.12324371458223
0.08,2452,2375,2529,0.123888075840182,0.202775531056862,1.20518889132286,0.41972437829698,2529,2451,2375,2529,155,0.291713547874622,0.149630946726379
0.085,2606,2529,2683,0.21086050174078,0.234150927222295,1.15661514587687,0.30598742712758,2529,2683,2683,2623,155,0.49650351458179,0.172783297543463
0.09,2759,2682,2836,0.204447177107486,0.368733158004133,1.22374227852385,0.486280926095365,2682,2836,2682,2743,155,0.481402354363086,0.27209343866097
0.095,2912,2835,2989,0.0320293863185906,0.429196009527095,1.13106787152664,0.391565716967188,2989,2835,2835,2989,155,0.0754181212023677,0.316709836250975
0.1,3066,2989,3143,0.0737143791376293,0.172184447051696,1.09247080178493,0.269669961371405,3084,3143,3143,2989,155,0.173571854448307,0.127057351000987
0.105,3219,3142,3296,0.048642465811254,0.120715428424187,1.0591504185033,0.216256031019294,3174,3272,3178,3257,155,0.114536174550615,0.089077630547674
0.11,3372,3295,3449,0.0607854848310265,0.167732764211119,1.18624747417011,0.439643033257395,3369,3295,3402,3333,155,0.143128782322944,0.123772390954332
0.115,3525,3448,3602,0.2191496431488,0.102637992722785,0.99795701718586,0.218583428749391,3504,3448,3502,3577,155,0.516021574189783,0.0757380337812986
0.12,3679,3602,3756,0.0558981239627035,0.57993601790092,1.19775508640534,0.524341799167978,3756,3602,3602,3653,155,0.131620738720093,0.427943031128876
0.125,3832,3755,3909,0.133994251426108,0.118604092903009,1.17544813472732,0.141498951991132,3758,3852,3909,3855,155,0.315510094197752,0.0875196460549473
0.13,3985,3908,4062,0.239738045168889,0.501563987246582,1.10781595533471,0.325936366900219,4062,3908,4062,3908,155,0.56450013645349,0.370111195687207
0.135,4139,4062,4216,0.0728681281830462,0.240322093937803,1.14715595388382,0.248815961729566,4216,4062,4216,4062,155,0.171579226290354,0.17733708918309
0.14,4292,4215,4369,0.0818819455820575,0.386781695058112,1.09372961510461,0.253011224280532,4369,4215,4215,4369,155,0.192803647087329,0.28541171070463
0.145,4445,4368,4522,0.0310363916294834,0.373850241291636,1.17080835997647,0.376582617468584,4421,4368,4465,4386,155,0.0730799623294038,0.275869407155769
0.15,4598,4521,4675,0.0791801427977662,0.334572194852251,1.12400140343338,0.330485274946048,4521,4578,4675,4599,155,0.186441836473047,0.246885578369051
0.155,4752,4675,4829,0.205764114368445,0.101947873445186,1.03360807457959,0.0593008241956983,4795,4719,4769,4829,155,0.484503285894365,0.0752287849566352
0.16,4905,4828,4982,0.0947585046697503,0.512368176106717,1.14949749491854,0.498867368646673,4982,4828,4961,4862,155,0.22312348788245,0.378083760223602
0.165,5058,4981,5135,0.14853208822449,0.530388484518293,1.15065171665329,0.203716815773036,5135,4981,4981,5135,155,0.349741669126313,0.391381201950776
0.17,5212,5135,5289,0.129966602843793,0.358640611013897,1.09701400133633,0.196608674341281,5135,5289,5226,5289,155,0.306026375530146,0.26464600477603
0.175,5365,5288,5442,0.230124002105145,0.446337192155015,0.969144859729113,0.37429255076942,5353,5288,5442,5359,155,0.541862391920577,0.329358558566027
0.18,5518,5441,5595,0.149468876032486,0.534087673089545,1.07840319676651,0.404565807131319,5543,5595,5546,5595,155,0.351947480244314,0.394110885779742
0.185,5671,5594,5748,0.120598851229448,0.0835939957270591,1.10916962606881,0.00314235444762206,5594,5748,5684,5748,155,0.283968562132882,0.061685197696625
0.19,5825,5748,5902,0.13767393619813,0.0579729028802209,1.0039376902446,0.0472768584615528,5825,5748,5831,5750,155,0.324174478502916,0.0427790290930679
0.195,5978,5901,6055,0.168350934273357,0.154967706181684,1.00173772001192,0.105152497478709,6055,5901,5945,6016,155,0.396408193378042,0.11435287318507
0.2,6131,6054,6208,0.16523622679591,0.375605833879185,1.09860250526537,-0.000969033295400518,6054,6131,6119,6054,155,0.389074135094582,0.27716488388105
0.205,6284,6207,6361,0.132168213527977,0.630083961124709,1.037278890125,0.486916495201298,6207,6361,6249,6327,155,0.311210406837167,0.464947911263314
0.21,6438,6361,6515,0.124934809029743,0.197695271720438,1.08477943378811,0.0813686888479979,6361,6515,6361,6432,155,0.294178242320268,0.145882151148516
0.215,6591,6514,6668,0.0929465459141876,0.0681463703571513,1.03657045621921,-0.0102727335583808,6668,6514,6514,6668,155,0.218856952030609,0.0502861753553862
0.22,6744,6667,6821,0.0691293784174858,0.294170381764423,1.13915232543311,0.231358182045289,6667,6821,6821,6667,155,0.162775764364495,0.217072506198629
0.225,6898,6821,6975,0.100264372181696,0.193771513749334,0.964900489240499,-0.0594100001963228,6821,6975,6924,6975,155,0.2360879006005,0.142986754367251
0.23,7051,6974,7128,0.113939492836835,0.698800466758175,1.052561549722,0.47755742208266,7128,7079,7022,7098,155,0.268288077549494,0.5156547975433
0.235,7204,7127,7281,0.0231661498940721,0.326581837731814,1.07228288085502,-0.0251427651187983,7215,7127,7281,7127,155,0.0545482664926757,0.240989380270684
0.24,7357,7280,7434,0.07816036856675,0.136500402889698,1.0306681200637,-0.105096528917856,7339,7434,7280,7434,155,0.184040621045788,0.100725587581818
0.245,7511,7434,7588,0.125230925608329,0.232385818556677,0.967260356744718,-0.0442108248362459,7434,7588,7434,7588,155,0.294875494393463,0.171480798768907
0.25,7664,7587,7741,0.0868037788468525,0.25668784315988,1.04220862210784,0.0211390221516442,7587,7667,7648,7587,155,0.204392861254905,0.189413608165547
0.255,7817,7740,7894,0.0979618903861825,0.575268316946058,1.01177195100937,0.154073115203231,7894,7815,7740,7894,155,0.230666352732145,0.424498668245093
0.26,7971,7894,8048,0.046264200043508,0.795473931356881,1.02207010557081,0.677915751702016,7894,7939,8048,7976,155,0.108936181652243,0.586991521238858
0.265,8124,8047,8201,0.0883392712959539,0.603535233909242,1.04198423880423,0.501943837519975,8142,8201,8084,8195,155,0.208008414624544,0.445357228073256
0.27,8277,8200,8354,0.0972137382333867,0.0514093218659511,1.00708217324949,-0.00758033767984775,8223,8299,8340,8254,155,0.228904713305897,0.0379356693643979
0.275,8430,8353,8507,0.191982001130227,0.127387098543998,1.01155991730651,-0.0896132321310174,8507,8353,8465,8393,155,0.452051178436366,0.094000750763759
0.28,8584,8507,8661,0.0463419122409248,0.0422018088438183,1.01010451775478,-0.142976373006689,8548,8615,8507,8661,155,0.109119166985318,0.0311413146248664
0.285,8737,8660,8814,0.225092278610737,0.324991717421461,0.942194103278353,0.00912892214847338,8814,8660,8772,8702,155,0.53001442428912,0.239816007890857
0.29,8890,8813,8967,0.047786667844866,0.235938857814744,0.958111321085818,-0.0699179226803853,8859,8929,8921,8849,155,0.112521066483548,0.17410263694223
0.295,9044,8967,9121,0.0726959930538723,0.146575992809945,0.987796800771401,-0.108173055691527,9121,8967,9052,8967,155,0.171173907627484,0.108160508603776
0.3,9197,9120,9274,0.159480772261908,0.766411155805704,1.01076483583961,0.211121592003513,9274,9120,9175,9120,155,0.375522031307687,0.565545686045857
0.305,9350,9273,9427,0.0290849777519734,0.608531256023598,0.947725430349944,0.515048590863158,9329,9273,9369,9273,155,0.0684850579229898,0.449043863807562
0.31,9503,9426,9580,0.102145801431296,0.7387323621428,0.977536905032019,0.453175457009944,9505,9580,9426,9580,155,0.240518015425948,0.545121110760868
0.315,9657,9580,9734,0.0918249466085918,0.0403147423994719,0.97339653867151,-0.0186149388914555,9694,9619,9580,9656,155,0.216215973788674,0.0297488214718146
0.32,9810,9733,9887,0.107990677063538,0.327166638059602,0.972113932782387,-0.0552591917613152,9733,9792,9733,9887,155,0.254280674955561,0.241420912745222
0.325,9963,9886,10040,0.0194096720794912,0.283461914403322,0.950765058907471,0.17198035755984,9886,10040,10040,9886,155,0.0457030611460586,0.209170575917008
0.33,10116,10039,10193,0.0960020487030998,0.185910970717754,1.01402883524833,-0.0679236872024408,10039,10193,10164,10092,155,0.226051603759999,0.137186347930298
0.335,10270,10193,10347,0.0795963045402269,0.372429269134093,0.81158215929259,0.0180785471962643,10193,10247,10233,10302,155,0.187421753366255,0.274820851602262
