"comparison_name","final_selected_rank","method","crossing_rank_reference","treatment_backup_rank","control_backup_rank","raw_wald_selected_rank","cutoff_quantile"
"RT8_ZT14",5010,"raw_wald_bracket_total_distortion",NA,NA,NA,5010,0.841355288157061
