"comparison_name","dataset_key","dataset_label","dataset_name","n_features","n_standard_significant","n_HBFSS_significant","n_overlap","n_strong_effect","n_weak_effect","hc_p_threshold","hbfss_threshold","evs_fixed_top_n","evs_cutoff_mode_main","evs_primary_preprocessing"
"RT4_ZT10","raw_dataset","Original dataset","RT4_ZT10_raw_dataset",31658,743,1100,743,41,6128,0.0223630001696145,1.65046993290979,5000,"matched_curvature_wave","normalized"
"RT4_ZT10","leading_edge_dataset","Leading-edge dataset","RT4_ZT10_leading_edge_dataset",6689,270,332,263,15,3613,0.0184548920109484,1.73388849174096,5000,"matched_curvature_wave","normalized"
"RT4_ZT10","remainder_dataset","Remainder dataset","RT4_ZT10_remainder_dataset",24969,701,1127,701,54,3086,0.0396761514113078,1.40147046106155,5000,"matched_curvature_wave","normalized"
