"feature_id","mu","alpha","stat","rank","x","iod","cv2","iod_fit","cv2_fit","delta_fit"
"90347",146.02648381443,4.36440060904587,1.5046542636206,1,0,638.318074896524,4.37124868190142,260.811711129757,3.59871957531907,257.212991554438
"77636",50.6848900406794,7.91775386651683,1.87029103030712,2,3.16937119675456e-05,402.31048409357,7.93748361238778,254.928047870128,3.59921597140336,251.328831898724
"49798",25.6736406808832,5.22075520429738,1.05167015133403,3,6.33874239350913e-05,135.035793197982,5.25970565984164,249.186189898148,3.59970914605561,245.586480752092
"386531",21.9845560538768,3.55517115692489,1.13457244098532,4,9.50811359026369e-05,79.158859580541,3.60065763377479,243.582742772043,3.60019908120783,239.982543690835
"178462",135.066089689785,2.14175538288475,-1.14654505221307,5,0.000126774847870183,290.27852463829,2.14915916574613,238.114392650376,3.6006857588843,234.513706891491
"377906",34.3693980671599,1.82764484948243,0.186619198146567,6,0.000158468559837728,63.8150533572562,1.85674050015533,232.777904396795,3.60116916120209,229.176735235593
"73573",23.7086256784166,8.38384745103214,0.331175630051816,7,0.000190162271805274,199.769500961468,8.42602619279322,227.570119728797,3.60164927037156,223.968470458425
"579569",35.9067060079138,10,-1.53101375675325,8,0.000221855983772819,360.067060079138,10.0278499509195,222.487955409521,3.60212606869686,218.885829340824
"320904",190.764618630632,4.07588260135119,-2.40400463103357,9,0.000253549695740365,778.534190029989,4.08112466356995,217.528401481596,3.60259953857644,213.92580194302
"324904",27.6228943329948,1.93413558536981,0.0165957668071028,10,0.000285243407707911,54.4264229003553,1.97033743981507,212.688519542042,3.60306966250355,209.085449879538
"140286",27.4639301360847,2.09911434885979,-0.177727991120654,11,0.000316937119675456,58.6499298247383,2.13552574355258,207.965441057331,3.60353642306673,204.361904634265
"356876",23.1605742428865,1.98166881978866,-0.391917163631396,12,0.000348630831643002,46.8965878255286,2.02484564215554,203.356365717651,3.6039998029503,199.752365914701
"433694",23.3804377665493,3.00645602832869,-0.214316809933193,13,0.000380324543610548,71.292258068206,3.04922682714713,198.858559829492,3.60445978493489,195.254100044558
"506428",12.6238883956792,6.32289129626722,0.675746315096001,14,0.000412018255578093,80.8194740620889,6.40210619176188,194.46935474567,3.60491635189788,190.864438393772
"426214",24.0959409065957,3.20599571276843,0.949683641945823,15,0.000443711967545639,78.2514832416671,3.24749647855618,190.186145331924,3.60536948681391,186.58077584511
"205134",62.5733769548931,3.10984296259101,-0.356836116119411,16,0.000475405679513185,195.593375968729,3.12582420011829,186.006388469264,3.60581917275536,182.400569296509
"247243",9.02539257411305,8.37465739258998,1.34796011740062,17,0.00050709939148073,76.5845706418226,8.48545589711911,181.927601591219,3.60626539289284,178.321336198326
"523232",41.7163076976721,6.5487705852375,-0.219664994967034,18,0.000538793103448276,274.190528775232,6.57274202602865,177.947361255219,3.60670813049565,174.340653124723
