"feature_id","gene","baseMean","lfc","stat","pvalue","padj","emp_p","emp_q","lfdr","hc","hbfss_thr","hbfss","std","weak","strong","hbfss_sig","hbfss_only","overlap","dir"
"20","-",8.77937872734235,5.63093439683031e-07,0.692302133761533,0.488747610388101,0.999984658715656,0.441438414138765,0.991720607940282,1,0.00725115390107756,2.13959287715383,1.99971304007278e-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"37","Pcmt1",92.6015746510706,-1.18972081690486e-06,-0.573102457629044,0.566575323309956,0.999984658715656,0.523975617812172,0.993015677890459,1,0.00725115390107756,2.13959287715383,3.33941453097838e-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"90","Tab2",11.339732881591,-4.44106717480353e-07,-0.35870992195864,0.719812105081825,0.999984658715656,0.690005674692791,0.994687326144267,1,0.00725115390107756,2.13959287715383,7.1566615112708e-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"576","-",3.29349062364823,-1.73998870637626e-07,-0.27442907612333,0.783754900875795,0.999984658715656,0.760262567293483,0.995175909130105,1,0.00725115390107756,2.13959287715383,2.07121977987329e-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"708","-",4.91829777385255,-3.7672984671435e-07,-0.491770099490296,0.622881876343945,0.999984658715656,0.58451878092474,0.993734565989782,1,0.00725115390107756,2.13959287715383,8.78539767055975e-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"774","-",7.16011583252234,-3.01694288567584e-07,-0.266933541006621,0.789520331331492,0.999984658715656,0.766617854890241,0.995215709671645,1,0.00725115390107756,2.13959287715383,3.48218776117955e-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"829","-",3.01608417382632,7.14901437022589e-07,1.28073639490652,0.200286271648308,0.999984658715656,0.154434039038295,0.976692585787217,1,0.00725115390107756,2.13959287715383,5.79968773612544e-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"845","Stxbp5",1.85271631949619,-9.03384533981786e-07,-2.17271486968451,0.0298017839282495,0.999984658715656,0.0156994602292317,0.809884473855502,1,0.00725115390107756,2.13959287715383,1.62980984059018e-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"969","LOC120098778",2.27056397714877,-1.84389560067094e-07,-0.323892320448348,0.746019558258317,0.999984658715656,0.718747012560865,0.994898686212417,1,0.00725115390107756,2.13959287715383,2.64458785685501e-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"984","Grm1",7.87234778505626,-5.15903346086013e-08,-0.052808102241546,0.957884805855163,0.999984658715656,0.953177514386044,0.996148503287006,1,0.00725115390107756,2.13959287715383,1.07443120871044e-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"986","Grm1",2.66419910776839,4.26846071888792e-07,0.563607325882073,0.573021400011073,0.999984658715656,0.530874567814565,0.993105816501773,1,0.00725115390107756,2.13959287715383,1.17386118498134e-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"1106","-",15.3545074078929,-1.0205481972112e-07,-0.0856341998158734,0.931757210785583,0.999984658715656,0.924143148656036,0.996027979112733,1,0.00725115390107756,2.13959287715383,3.49647485654256e-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"1132","-",1.93933212542094,2.14450607203647e-07,0.373537613435526,0.708748356322605,0.999984658715656,0.677897280081077,0.994592945876558,1,0.00725115390107756,2.13959287715383,3.62070060074867e-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
