"feature_id","gene","baseMean","lfc","stat","pvalue","padj","emp_p","emp_q","lfdr","hc","hbfss_thr","hbfss","std","weak","strong","hbfss_sig","hbfss_only","overlap","dir"
"20","-",8.44688208407272,0.00226177785639929,0.847660320125681,0.396627170661559,0.997411928476583,0.386540940753494,0.987177596236162,1,0.000532546091058572,3.27364279873213,0.000933672078719625,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"25","-",13.4624674030895,0.00535562337441125,1.13341200358276,0.257041275598471,0.997411928476583,0.246941459255246,0.980073352964024,1,0.000532546091058572,3.27364279873213,0.00325303771672977,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"31","Pcmt1",25.4259889217766,0.0135953899256678,1.70480973881469,0.0882299146051392,0.997411928476583,0.0815945408166756,0.942033773751248,1,0.000532546091058572,3.27364279873213,0.0147963916798166,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"35","Pcmt1",90.9538552117638,0.0047909311632006,0.48576393491842,0.627134547425195,0.997411928476583,0.619738714641168,0.991963687722879,1,0.000532546091058572,3.27364279873213,0.000995514164025949,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"37","Pcmt1",91.9669124303543,-0.0051037246862266,-0.602186184192647,0.547050211091494,0.997411928476583,0.538456263122985,0.990761776450556,1,0.000532546091058572,3.27364279873213,0.00137213417259858,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"38","Pcmt1",35.1885751924056,-0.00669649087702691,-0.88660699064161,0.375290528871381,0.997411928476583,0.36509865457148,0.986434750444921,1,0.000532546091058572,3.27364279873213,0.00293031588574348,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"89","Tab2",41.5587341380609,0.00472504449214663,0.634924873943954,0.525477413388621,0.997411928476583,0.516601785313663,0.990374721572464,1,0.000532546091058572,3.27364279873213,0.00135535112200768,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"90","Tab2",12.4725720877704,-0.00218127038407549,-0.543611048607549,0.586709155139665,0.997411928476583,0.57868055755562,0.991398405170546,1,0.000532546091058572,3.27364279873213,0.000518185010965007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"143","Ust",17.1843075545712,0.00456308198703879,1.623390764256,0.104505897782121,0.997411928476583,0.0972495564076861,0.950906946217586,1,0.000532546091058572,3.27364279873213,0.00461835172888021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"214","LOC365036",1.5254309303532,-0.00136334720313154,-0.957400432045105,0.338365180474957,0.997411928476583,0.328069462221305,0.984926719893008,1,0.000532546091058572,3.27364279873213,0.000659906663633226,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
