"feature_id","gene_symbol","rank","abs_loading","mu","variance","alpha","nb1","nb2","alpha_mu","log_variance","log_nb1","log_nb2","nb_gap","log_alpha_mu"
"461291","Daam1",1475,0,0,0,NA,0,0,NA,0,0,0,0,NA
"461368","Pcnx4",1476,0,0,0,NA,0,0,NA,0,0,0,0,NA
"461410","Ppm1a",1477,0,0,0,NA,0,0,NA,0,0,0,0,NA
"461838","Zbtb1",1478,0,0,0,NA,0,0,NA,0,0,0,0,NA
"462374","Arg2",1479,0,0,0,NA,0,0,NA,0,0,0,0,NA
"463500","Fcf1",1480,0,0,0,NA,0,0,NA,0,0,0,0,NA
"463946","Vash1",1481,0,0,0,NA,0,0,NA,0,0,0,0,NA
"464062","Ism2",1482,0,0,0,NA,0,0,NA,0,0,0,0,NA
"464201","Nrxn3",1483,0,0,0,NA,0,0,NA,0,0,0,0,NA
"464280","Nrxn3",1484,0,0,0,NA,0,0,NA,0,0,0,0,NA
"464500","Nrxn3",1485,0,0,0,NA,0,0,NA,0,0,0,0,NA
"464816","Nrxn3",1486,0,0,0,NA,0,0,NA,0,0,0,0,NA
"465233","Flrt2",1487,0,0,0,NA,0,0,NA,0,0,0,0,NA
"465270","LOC108351289",1488,0,0,0,NA,0,0,NA,0,0,0,0,NA
"465461","Foxn3",1489,0,0,0,NA,0,0,NA,0,0,0,0,NA
"465865","Chga",1490,0,0,0,NA,0,0,NA,0,0,0,0,NA
"466315","Papola",1491,0,0,0,NA,0,0,NA,0,0,0,0,NA
"466692","RGD1566401",1492,0,0,0,NA,0,0,NA,0,0,0,0,NA
"466754","RGD1566401",1493,0,0,0,NA,0,0,NA,0,0,0,0,NA
"466758","RGD1566401",1494,0,0,0,NA,0,0,NA,0,0,0,0,NA
"467291","Ppp2r5c",1495,0,0,0,NA,0,0,NA,0,0,0,0,NA
"467421","Dync1h1",1496,0,0,0,NA,0,0,NA,0,0,0,0,NA
"467554","Rcor1",1497,0,0,0,NA,0,0,NA,0,0,0,0,NA
"467780","Klc1",1498,0,0,0,NA,0,0,NA,0,0,0,0,NA
"467814","Zfyve21",1499,0,0,0,NA,0,0,NA,0,0,0,0,NA
"468679","Rapgef5",1500,0,0,0,NA,0,0,NA,0,0,0,0,NA
"468809","-",1501,0,0,0,NA,0,0,NA,0,0,0,0,NA
"469078","Rab5b",1502,0,0,0,NA,0,0,NA,0,0,0,0,NA
"469310","LOC100910577",1503,0,0,0,NA,0,0,NA,0,0,0,0,NA
"469318","LOC103690119",1504,0,0,0,NA,0,0,NA,0,0,0,0,NA
"469396","LOC100909569",1505,0,0,0,NA,0,0,NA,0,0,0,0,NA
"469703","Diras1",1506,0,0,0,NA,0,0,NA,0,0,0,0,NA
"469931","-",1507,0,0,0,NA,0,0,NA,0,0,0,0,NA
"470050","Cfd",1508,0,0,0,NA,0,0,NA,0,0,0,0,NA
"470072","Misp",1509,0,0,0,NA,0,0,NA,0,0,0,0,NA
"470888","Btbd11",1510,0,0,0,NA,0,0,NA,0,0,0,0,NA
"471024","Ric8b",1511,0,0,0,NA,0,0,NA,0,0,0,0,NA
"471099","Polr3b",1512,0,0,0,NA,0,0,NA,0,0,0,0,NA
"471535","-",1513,0,0,0,NA,0,0,NA,0,0,0,0,NA
"471697","Nr1h4",1514,0,0,0,NA,0,0,NA,0,0,0,0,NA
"471819","Anks1b",1515,0,0,0,NA,0,0,NA,0,0,0,0,NA
"472020","-",1516,0,0,0,NA,0,0,NA,0,0,0,0,NA
"472694","RGD1307947",1517,0,0,0,NA,0,0,NA,0,0,0,0,NA
"472879","-",1518,0,0,0,NA,0,0,NA,0,0,0,0,NA
"472888","-",1519,0,0,0,NA,0,0,NA,0,0,0,0,NA
"473031","-",1520,0,0,0,NA,0,0,NA,0,0,0,0,NA
"473128","Lin7a",1521,0,0,0,NA,0,0,NA,0,0,0,0,NA
"473750","Nav3",1522,0,0,0,NA,0,0,NA,0,0,0,0,NA
"475298","-",1523,0,0,0,NA,0,0,NA,0,0,0,0,NA
"475669","Kif5a",1524,0,0,0,NA,0,0,NA,0,0,0,0,NA
"476190","Stk3",1525,0,0,0,NA,0,0,NA,0,0,0,0,NA
"477783","Trps1",1526,0,0,0,NA,0,0,NA,0,0,0,0,NA
"478670","Derl1",1527,0,0,0,NA,0,0,NA,0,0,0,0,NA
"478765","LOC102549374",1528,0,0,0,NA,0,0,NA,0,0,0,0,NA
"479583","Kcnq3",1529,0,0,0,NA,0,0,NA,0,0,0,0,NA
"479606","Kcnq3",1530,0,0,0,NA,0,0,NA,0,0,0,0,NA
"479920","-",1531,0,0,0,NA,0,0,NA,0,0,0,0,NA
"480483","LOC103692937",1532,0,0,0,NA,0,0,NA,0,0,0,0,NA
"480743","Nrbp2",1533,0,0,0,NA,0,0,NA,0,0,0,0,NA
"480979","Tonsl",1534,0,0,0,NA,0,0,NA,0,0,0,0,NA
"481004","Cyhr1",1535,0,0,0,NA,0,0,NA,0,0,0,0,NA
"481198","Rbfox2",1536,0,0,0,NA,0,0,NA,0,0,0,0,NA
"481245","Rbfox2",1537,0,0,0,NA,0,0,NA,0,0,0,0,NA
"481268","LOC100362333",1538,0,0,0,NA,0,0,NA,0,0,0,0,NA
"481369","Cacng2",1539,0,0,0,NA,0,0,NA,0,0,0,0,NA
"481747","Ddx17",1540,0,0,0,NA,0,0,NA,0,0,0,0,NA
"481940","-",1541,0,0,0,NA,0,0,NA,0,0,0,0,NA
"481961","LOC120093694",1542,0,0,0,NA,0,0,NA,0,0,0,0,NA
"481976","Cacna1i",1543,0,0,0,NA,0,0,NA,0,0,0,0,NA
"482183","Tob2",1544,0,0,0,NA,0,0,NA,0,0,0,0,NA
"482586","Ttll1",1545,0,0,0,NA,0,0,NA,0,0,0,0,NA
"483050","LOC120093825",1546,0,0,0,NA,0,0,NA,0,0,0,0,NA
"483113","Trabd",1547,0,0,0,NA,0,0,NA,0,0,0,0,NA
"483494","Abcd2",1548,0,0,0,NA,0,0,NA,0,0,0,0,NA
"483665","Gxylt1",1549,0,0,0,NA,0,0,NA,0,0,0,0,NA
"484019","LOC679791",1550,0,0,0,NA,0,0,NA,0,0,0,0,NA
"484150","Slc38a1",1551,0,0,0,NA,0,0,NA,0,0,0,0,NA
"484290","Endou",1552,0,0,0,NA,0,0,NA,0,0,0,0,NA
"484404","Asb8",1553,0,0,0,NA,0,0,NA,0,0,0,0,NA
"484406","Asb8",1554,0,0,0,NA,0,0,NA,0,0,0,0,NA
"484656","Prkag1",1555,0,0,0,NA,0,0,NA,0,0,0,0,NA
"484921","LOC108351553",1556,0,0,0,NA,0,0,NA,0,0,0,0,NA
"485036","Csrnp2",1557,0,0,0,NA,0,0,NA,0,0,0,0,NA
"485174","-",1558,0,0,0,NA,0,0,NA,0,0,0,0,NA
"485536","Gtsf2",1559,0,0,0,NA,0,0,NA,0,0,0,0,NA
"485870","Smarcc2",1560,0,0,0,NA,0,0,NA,0,0,0,0,NA
"486023","Sarnp",1561,0,0,0,NA,0,0,NA,0,0,0,0,NA
"486649","-",1562,0,0,0,NA,0,0,NA,0,0,0,0,NA
"486909","Fgf22",1563,0,0,0,NA,0,0,NA,0,0,0,0,NA
"487133","-",1564,0,0,0,NA,0,0,NA,0,0,0,0,NA
"487191","LOC108351412",1565,0,0,0,NA,0,0,NA,0,0,0,0,NA
"488878","-",1566,0,0,0,NA,0,0,NA,0,0,0,0,NA
"488946","RGD1565866",1567,0,0,0,NA,0,0,NA,0,0,0,0,NA
"489081","Vezt",1568,0,0,0,NA,0,0,NA,0,0,0,0,NA
"489271","Tmcc3",1569,0,0,0,NA,0,0,NA,0,0,0,0,NA
"489389","Ube2n",1570,0,0,0,NA,0,0,NA,0,0,0,0,NA
"489531","-",1571,0,0,0,NA,0,0,NA,0,0,0,0,NA
"489634","Atp2b1",1572,0,0,0,NA,0,0,NA,0,0,0,0,NA
"489850","-",1573,0,0,0,NA,0,0,NA,0,0,0,0,NA
"490289","-",1574,0,0,0,NA,0,0,NA,0,0,0,0,NA
"492830","Ndufa4l2",1575,0,0,0,NA,0,0,NA,0,0,0,0,NA
"493108","Pop1",1576,0,0,0,NA,0,0,NA,0,0,0,0,NA
"494082","Oxr1",1577,0,0,0,NA,0,0,NA,0,0,0,0,NA
"494348","-",1578,0,0,0,NA,0,0,NA,0,0,0,0,NA
"494994","Tbc1d31",1579,0,0,0,NA,0,0,NA,0,0,0,0,NA
"495828","-",1580,0,0,0,NA,0,0,NA,0,0,0,0,NA
"496081","Rhpn1",1581,0,0,0,NA,0,0,NA,0,0,0,0,NA
"496206","Mroh1",1582,0,0,0,NA,0,0,NA,0,0,0,0,NA
"496800","Syngr1",1583,0,0,0,NA,0,0,NA,0,0,0,0,NA
"497323","Ep300",1584,0,0,0,NA,0,0,NA,0,0,0,0,NA
"497656","Septin3",1585,0,0,0,NA,0,0,NA,0,0,0,0,NA
"497718","-",1586,0,0,0,NA,0,0,NA,0,0,0,0,NA
"497869","Prr5",1587,0,0,0,NA,0,0,NA,0,0,0,0,NA
"498073","Mirlet7b",1588,0,0,0,NA,0,0,NA,0,0,0,0,NA
"498371","-",1589,0,0,0,NA,0,0,NA,0,0,0,0,NA
"498591","Syce3",1590,0,0,0,NA,0,0,NA,0,0,0,0,NA
"499055","Cntn1",1591,0,0,0,NA,0,0,NA,0,0,0,0,NA
"499575","-",1592,0,0,0,NA,0,0,NA,0,0,0,0,NA
"499727","LOC102548155",1593,0,0,0,NA,0,0,NA,0,0,0,0,NA
"499747","Vdr",1594,0,0,0,NA,0,0,NA,0,0,0,0,NA
"499806","Asb8",1595,0,0,0,NA,0,0,NA,0,0,0,0,NA
"500291","-",1596,0,0,0,NA,0,0,NA,0,0,0,0,NA
"500431","Scn8a",1597,0,0,0,NA,0,0,NA,0,0,0,0,NA
"500520","Tamalin",1598,0,0,0,NA,0,0,NA,0,0,0,0,NA
"500815","Copz1",1599,0,0,0,NA,0,0,NA,0,0,0,0,NA
"501428","-",1600,0,0,0,NA,0,0,NA,0,0,0,0,NA
"502067","Endod1",1601,0,0,0,NA,0,0,NA,0,0,0,0,NA
"502856","Col5a3",1602,0,0,0,NA,0,0,NA,0,0,0,0,NA
"503173","Rab3d",1603,0,0,0,NA,0,0,NA,0,0,0,0,NA
"503584","-",1604,0,0,0,NA,0,0,NA,0,0,0,0,NA
"505054","LOC103693048",1605,0,0,0,NA,0,0,NA,0,0,0,0,NA
"505294","LOC688977",1606,0,0,0,NA,0,0,NA,0,0,0,0,NA
"505452","Sorl1",1607,0,0,0,NA,0,0,NA,0,0,0,0,NA
"505519","Sc5d",1608,0,0,0,NA,0,0,NA,0,0,0,0,NA
"505743","Grik4",1609,0,0,0,NA,0,0,NA,0,0,0,0,NA
"506452","Rnf214",1610,0,0,0,NA,0,0,NA,0,0,0,0,NA
"506463","Pcsk7",1611,0,0,0,NA,0,0,NA,0,0,0,0,NA
"506507","Pafah1b2",1612,0,0,0,NA,0,0,NA,0,0,0,0,NA
"507018","Ncam1",1613,0,0,0,NA,0,0,NA,0,0,0,0,NA
"507374","Sik2",1614,0,0,0,NA,0,0,NA,0,0,0,0,NA
"507742","Elmod1",1615,0,0,0,NA,0,0,NA,0,0,0,0,NA
"507754","Elmod1",1616,0,0,0,NA,0,0,NA,0,0,0,0,NA
"508364","Neil1",1617,0,0,0,NA,0,0,NA,0,0,0,0,NA
"508458","Cplx3",1618,0,0,0,NA,0,0,NA,0,0,0,0,NA
"508646","Neo1",1619,0,0,0,NA,0,0,NA,0,0,0,0,NA
"508988","Paqr5",1620,0,0,0,NA,0,0,NA,0,0,0,0,NA
"509304","Lctl",1621,0,0,0,NA,0,0,NA,0,0,0,0,NA
"509891","Tln2",1622,0,0,0,NA,0,0,NA,0,0,0,0,NA
"510190","-",1623,0,0,0,NA,0,0,NA,0,0,0,0,NA
"510292","Polr2m",1624,0,0,0,NA,0,0,NA,0,0,0,0,NA
"510716","Tmod3",1625,0,0,0,NA,0,0,NA,0,0,0,0,NA
"510830","Tmod2",1626,0,0,0,NA,0,0,NA,0,0,0,0,NA
"510890","Scg3",1627,0,0,0,NA,0,0,NA,0,0,0,0,NA
"511022","Mlip",1628,0,0,0,NA,0,0,NA,0,0,0,0,NA
"511414","Phip",1629,0,0,0,NA,0,0,NA,0,0,0,0,NA
"512281","-",1630,0,0,0,NA,0,0,NA,0,0,0,0,NA
"512351","Zic1",1631,0,0,0,NA,0,0,NA,0,0,0,0,NA
"512375","-",1632,0,0,0,NA,0,0,NA,0,0,0,0,NA
"512706","Rnf7",1633,0,0,0,NA,0,0,NA,0,0,0,0,NA
"512912","Clstn2",1634,0,0,0,NA,0,0,NA,0,0,0,0,NA
"513180","-",1635,0,0,0,NA,0,0,NA,0,0,0,0,NA
"513215","-",1636,0,0,0,NA,0,0,NA,0,0,0,0,NA
"513394","Stag1",1637,0,0,0,NA,0,0,NA,0,0,0,0,NA
"513435","Ppp2r3a",1638,0,0,0,NA,0,0,NA,0,0,0,0,NA
"513699","Tf",1639,0,0,0,NA,0,0,NA,0,0,0,0,NA
"513774","Cdv3",1640,0,0,0,NA,0,0,NA,0,0,0,0,NA
"513984","Cpne4",1641,0,0,0,NA,0,0,NA,0,0,0,0,NA
"514049","Atp2c1",1642,0,0,0,NA,0,0,NA,0,0,0,0,NA
"514263","Manf",1643,0,0,0,NA,0,0,NA,0,0,0,0,NA
"514283","Dock3",1644,0,0,0,NA,0,0,NA,0,0,0,0,NA
"514314","Dock3",1645,0,0,0,NA,0,0,NA,0,0,0,0,NA
"515229","LOC100360828",1646,0,0,0,NA,0,0,NA,0,0,0,0,NA
"515395","Arpp21",1647,0,0,0,NA,0,0,NA,0,0,0,0,NA
"515465","-",1648,0,0,0,NA,0,0,NA,0,0,0,0,NA
"515490","Pdcd6ip",1649,0,0,0,NA,0,0,NA,0,0,0,0,NA
"516091","-",1650,0,0,0,NA,0,0,NA,0,0,0,0,NA
"516221","LOC120094292",1651,0,0,0,NA,0,0,NA,0,0,0,0,NA
"516282","-",1652,0,0,0,NA,0,0,NA,0,0,0,0,NA
"516295","-",1653,0,0,0,NA,0,0,NA,0,0,0,0,NA
"516478","Ano10",1654,0,0,0,NA,0,0,NA,0,0,0,0,NA
"516885","Msantd4",1655,0,0,0,NA,0,0,NA,0,0,0,0,NA
"517013","Dync2h1",1656,0,0,0,NA,0,0,NA,0,0,0,0,NA
"517092","Trpc6",1657,0,0,0,NA,0,0,NA,0,0,0,0,NA
"517205","-",1658,0,0,0,NA,0,0,NA,0,0,0,0,NA
"517783","LOC108351657",1659,0,0,0,NA,0,0,NA,0,0,0,0,NA
"517970","Zfp846",1660,0,0,0,NA,0,0,NA,0,0,0,0,NA
"518209","Carm1",1661,0,0,0,NA,0,0,NA,0,0,0,0,NA
"518406","LOC100911320",1662,0,0,0,NA,0,0,NA,0,0,0,0,NA
"518610","-",1663,0,0,0,NA,0,0,NA,0,0,0,0,NA
"519122","Opcml",1664,0,0,0,NA,0,0,NA,0,0,0,0,NA
"519349","Opcml",1665,0,0,0,NA,0,0,NA,0,0,0,0,NA
"519555","Prdm10",1666,0,0,0,NA,0,0,NA,0,0,0,0,NA
"520024","Kirrel3",1667,0,0,0,NA,0,0,NA,0,0,0,0,NA
"520297","Fez1",1668,0,0,0,NA,0,0,NA,0,0,0,0,NA
"520683","-",1669,0,0,0,NA,0,0,NA,0,0,0,0,NA
"521052","Usp2",1670,0,0,0,NA,0,0,NA,0,0,0,0,NA
"521059","Mfrp",1671,0,0,0,NA,0,0,NA,0,0,0,0,NA
"521077","Ccdc153",1672,0,0,0,NA,0,0,NA,0,0,0,0,NA
"521106","Hyou1",1673,0,0,0,NA,0,0,NA,0,0,0,0,NA
"521173","Ddx6",1674,0,0,0,NA,0,0,NA,0,0,0,0,NA
"521533","Pcsk7",1675,0,0,0,NA,0,0,NA,0,0,0,0,NA
"521648","Sik3",1676,0,0,0,NA,0,0,NA,0,0,0,0,NA
"521691","Apoa1",1677,0,0,0,NA,0,0,NA,0,0,0,0,NA
"521721","-",1678,0,0,0,NA,0,0,NA,0,0,0,0,NA
"522256","Alg9",1679,0,0,0,NA,0,0,NA,0,0,0,0,NA
"522296","LOC103693092",1680,0,0,0,NA,0,0,NA,0,0,0,0,NA
"522416","-",1681,0,0,0,NA,0,0,NA,0,0,0,0,NA
"522426","-",1682,0,0,0,NA,0,0,NA,0,0,0,0,NA
"522608","Slc35f2",1683,0,0,0,NA,0,0,NA,0,0,0,0,NA
"522655","Idh3a",1684,0,0,0,NA,0,0,NA,0,0,0,0,NA
"522755","LOC120094166",1685,0,0,0,NA,0,0,NA,0,0,0,0,NA
"522799","LOC690923",1686,0,0,0,NA,0,0,NA,0,0,0,0,NA
"523165","-",1687,0,0,0,NA,0,0,NA,0,0,0,0,NA
"523866","Aagab",1688,0,0,0,NA,0,0,NA,0,0,0,0,NA
"524203","Igdcc3",1689,0,0,0,NA,0,0,NA,0,0,0,0,NA
"524333","Trip4",1690,0,0,0,NA,0,0,NA,0,0,0,0,NA
"524628","-",1691,0,0,0,NA,0,0,NA,0,0,0,0,NA
"524759","Rora",1692,0,0,0,NA,0,0,NA,0,0,0,0,NA
"524994","Rora",1693,0,0,0,NA,0,0,NA,0,0,0,0,NA
"525226","Ice2",1694,0,0,0,NA,0,0,NA,0,0,0,0,NA
"525456","Cgnl1",1695,0,0,0,NA,0,0,NA,0,0,0,0,NA
"526024","Myo5a",1696,0,0,0,NA,0,0,NA,0,0,0,0,NA
"526641","Impg1",1697,0,0,0,NA,0,0,NA,0,0,0,0,NA
"526860","LOC102554179",1698,0,0,0,NA,0,0,NA,0,0,0,0,NA
"527117","Dop1a",1699,0,0,0,NA,0,0,NA,0,0,0,0,NA
"527191","-",1700,0,0,0,NA,0,0,NA,0,0,0,0,NA
"527260","-",1701,0,0,0,NA,0,0,NA,0,0,0,0,NA
"528129","-",1702,0,0,0,NA,0,0,NA,0,0,0,0,NA
"528823","Bfsp2",1703,0,0,0,NA,0,0,NA,0,0,0,0,NA
"529031","Pik3r4",1704,0,0,0,NA,0,0,NA,0,0,0,0,NA
"529171","Dcaf1",1705,0,0,0,NA,0,0,NA,0,0,0,0,NA
"529805","Col7a1",1706,0,0,0,NA,0,0,NA,0,0,0,0,NA
"530169","Setd2",1707,0,0,0,NA,0,0,NA,0,0,0,0,NA
"530340","Lrrfip2",1708,0,0,0,NA,0,0,NA,0,0,0,0,NA
"530684","Ubp1",1709,0,0,0,NA,0,0,NA,0,0,0,0,NA
"530860","-",1710,0,0,0,NA,0,0,NA,0,0,0,0,NA
"530863","-",1711,0,0,0,NA,0,0,NA,0,0,0,0,NA
"530970","Azi2",1712,0,0,0,NA,0,0,NA,0,0,0,0,NA
"531211","Acaa1a",1713,0,0,0,NA,0,0,NA,0,0,0,0,NA
"531398","-",1714,0,0,0,NA,0,0,NA,0,0,0,0,NA
"532027","Lars2",1715,0,0,0,NA,0,0,NA,0,0,0,0,NA
"532218","Lrg1",1716,0,0,0,NA,0,0,NA,0,0,0,0,NA
"532261","Dpp9",1717,0,0,0,NA,0,0,NA,0,0,0,0,NA
"532488","Gtf2f1",1718,0,0,0,NA,0,0,NA,0,0,0,0,NA
"532516","Khsrp",1719,0,0,0,NA,0,0,NA,0,0,0,0,NA
"532932","LOC120094624",1720,0,0,0,NA,0,0,NA,0,0,0,0,NA
"533456","LOC120094634",1721,0,0,0,NA,0,0,NA,0,0,0,0,NA
"533610","-",1722,0,0,0,NA,0,0,NA,0,0,0,0,NA
"533674","Zfp318",1723,0,0,0,NA,0,0,NA,0,0,0,0,NA
"534702","Kcnq5",1724,0,0,0,NA,0,0,NA,0,0,0,0,NA
"535921","-",1725,0,0,0,NA,0,0,NA,0,0,0,0,NA
"536149","Bend6",1726,0,0,0,NA,0,0,NA,0,0,0,0,NA
"536252","Fam168b",1727,0,0,0,NA,0,0,NA,0,0,0,0,NA
"536257","Fam168b",1728,0,0,0,NA,0,0,NA,0,0,0,0,NA
"536564","Tsga10",1729,0,0,0,NA,0,0,NA,0,0,0,0,NA
"536621","Txndc9",1730,0,0,0,NA,0,0,NA,0,0,0,0,NA
"537022","Rnf149",1731,0,0,0,NA,0,0,NA,0,0,0,0,NA
"537184","LOC102547455",1732,0,0,0,NA,0,0,NA,0,0,0,0,NA
"537740","Tmeff2",1733,0,0,0,NA,0,0,NA,0,0,0,0,NA
"538001","Slc39a10",1734,0,0,0,NA,0,0,NA,0,0,0,0,NA
"538138","Hecw2",1735,0,0,0,NA,0,0,NA,0,0,0,0,NA
"538215","Hecw2",1736,0,0,0,NA,0,0,NA,0,0,0,0,NA
"538486","-",1737,0,0,0,NA,0,0,NA,0,0,0,0,NA
"538500","-",1738,0,0,0,NA,0,0,NA,0,0,0,0,NA
"539205","-",1739,0,0,0,NA,0,0,NA,0,0,0,0,NA
"540707","Epha4",1740,0,0,0,NA,0,0,NA,0,0,0,0,NA
"541765","-",1741,0,0,0,NA,0,0,NA,0,0,0,0,NA
"541772","Gigyf2",1742,0,0,0,NA,0,0,NA,0,0,0,0,NA
"541773","Gigyf2",1743,0,0,0,NA,0,0,NA,0,0,0,0,NA
"542313","Kif1a",1744,0,0,0,NA,0,0,NA,0,0,0,0,NA
"542388","Kif1a",1745,0,0,0,NA,0,0,NA,0,0,0,0,NA
"543181","-",1746,0,0,0,NA,0,0,NA,0,0,0,0,NA
"543207","Pja2",1747,0,0,0,NA,0,0,NA,0,0,0,0,NA
"543446","Ankrd12",1748,0,0,0,NA,0,0,NA,0,0,0,0,NA
"544668","LOC120094618",1749,0,0,0,NA,0,0,NA,0,0,0,0,NA
"545095","LOC108351885",1750,0,0,0,NA,0,0,NA,0,0,0,0,NA
"545747","Rrp36",1751,0,0,0,NA,0,0,NA,0,0,0,0,NA
"546407","Tfap2d",1752,0,0,0,NA,0,0,NA,0,0,0,0,NA
"546729","-",1753,0,0,0,NA,0,0,NA,0,0,0,0,NA
"546914","-",1754,0,0,0,NA,0,0,NA,0,0,0,0,NA
"547057","-",1755,0,0,0,NA,0,0,NA,0,0,0,0,NA
"548117","Eif5b",1756,0,0,0,NA,0,0,NA,0,0,0,0,NA
"548276","Tbc1d8",1757,0,0,0,NA,0,0,NA,0,0,0,0,NA
"548514","-",1758,0,0,0,NA,0,0,NA,0,0,0,0,NA
"548687","Nck2",1759,0,0,0,NA,0,0,NA,0,0,0,0,NA
"548834","Gulp1",1760,0,0,0,NA,0,0,NA,0,0,0,0,NA
"548944","LOC685203",1761,0,0,0,NA,0,0,NA,0,0,0,0,NA
"549613","Plcl1",1762,0,0,0,NA,0,0,NA,0,0,0,0,NA
"549872","RGD1306941",1763,0,0,0,NA,0,0,NA,0,0,0,0,NA
"550107","Cdk15",1764,0,0,0,NA,0,0,NA,0,0,0,0,NA
"550347","Wdr12",1765,0,0,0,NA,0,0,NA,0,0,0,0,NA
"550360","Carf",1766,0,0,0,NA,0,0,NA,0,0,0,0,NA
"550443","-",1767,0,0,0,NA,0,0,NA,0,0,0,0,NA
"551034","LOC120094694",1768,0,0,0,NA,0,0,NA,0,0,0,0,NA
"551315","Map2",1769,0,0,0,NA,0,0,NA,0,0,0,0,NA
"551407","Map2",1770,0,0,0,NA,0,0,NA,0,0,0,0,NA
"551861","-",1771,0,0,0,NA,0,0,NA,0,0,0,0,NA
"551864","-",1772,0,0,0,NA,0,0,NA,0,0,0,0,NA
"551896","LOC102554284",1773,0,0,0,NA,0,0,NA,0,0,0,0,NA
"552475","Speg",1774,0,0,0,NA,0,0,NA,0,0,0,0,NA
"553059","Mff",1775,0,0,0,NA,0,0,NA,0,0,0,0,NA
"553097","Agfg1",1776,0,0,0,NA,0,0,NA,0,0,0,0,NA
"553205","LOC120094727",1777,0,0,0,NA,0,0,NA,0,0,0,0,NA
"553416","Armc9",1778,0,0,0,NA,0,0,NA,0,0,0,0,NA
"553628","Eif4e2",1779,0,0,0,NA,0,0,NA,0,0,0,0,NA
"553826","Dgkd",1780,0,0,0,NA,0,0,NA,0,0,0,0,NA
"554258","Ramp1",1781,0,0,0,NA,0,0,NA,0,0,0,0,NA
"554430","LOC120094747",1782,0,0,0,NA,0,0,NA,0,0,0,0,NA
"554594","Farp2",1783,0,0,0,NA,0,0,NA,0,0,0,0,NA
"554659","-",1784,0,0,0,NA,0,0,NA,0,0,0,0,NA
"555118","-",1785,0,0,0,NA,0,0,NA,0,0,0,0,NA
"555955","Dlgap1",1786,0,0,0,NA,0,0,NA,0,0,0,0,NA
"555998","Dlgap1",1787,0,0,0,NA,0,0,NA,0,0,0,0,NA
"556048","Dlgap1",1788,0,0,0,NA,0,0,NA,0,0,0,0,NA
"556255","Dlgap1",1789,0,0,0,NA,0,0,NA,0,0,0,0,NA
"556459","Yes1",1790,0,0,0,NA,0,0,NA,0,0,0,0,NA
"556542","LOC102551714",1791,0,0,0,NA,0,0,NA,0,0,0,0,NA
"556595","LOC108349479",1792,0,0,0,NA,0,0,NA,0,0,0,0,NA
"557013","-",1793,0,0,0,NA,0,0,NA,0,0,0,0,NA
"557209","LOC103690789",1794,0,0,0,NA,0,0,NA,0,0,0,0,NA
"557254","Cask",1795,0,0,0,NA,0,0,NA,0,0,0,0,NA
"557504","RGD1564613",1796,0,0,0,NA,0,0,NA,0,0,0,0,NA
"557717","Xk",1797,0,0,0,NA,0,0,NA,0,0,0,0,NA
"557828","Otud5",1798,0,0,0,NA,0,0,NA,0,0,0,0,NA
"558271","RragB",1799,0,0,0,NA,0,0,NA,0,0,0,0,NA
"559087","Gpm6b",1800,0,0,0,NA,0,0,NA,0,0,0,0,NA
"559124","Gpm6b",1801,0,0,0,NA,0,0,NA,0,0,0,0,NA
"559599","Map7d2",1802,0,0,0,NA,0,0,NA,0,0,0,0,NA
"560330","Il1rapl1",1803,0,0,0,NA,0,0,NA,0,0,0,0,NA
"560588","Il1rapl1",1804,0,0,0,NA,0,0,NA,0,0,0,0,NA
"560627","Il1rapl1",1805,0,0,0,NA,0,0,NA,0,0,0,0,NA
"560656","Il1rapl1",1806,0,0,0,NA,0,0,NA,0,0,0,0,NA
"561631","Pdzd11",1807,0,0,0,NA,0,0,NA,0,0,0,0,NA
"562206","Zdhhc15",1808,0,0,0,NA,0,0,NA,0,0,0,0,NA
"564181","-",1809,0,0,0,NA,0,0,NA,0,0,0,0,NA
"564613","LOC100911253",1810,0,0,0,NA,0,0,NA,0,0,0,0,NA
"564874","Upf3b",1811,0,0,0,NA,0,0,NA,0,0,0,0,NA
"565181","Stag2",1812,0,0,0,NA,0,0,NA,0,0,0,0,NA
"566692","RGD1565338",1813,0,0,0,NA,0,0,NA,0,0,0,0,NA
"566857","-",1814,0,0,0,NA,0,0,NA,0,0,0,0,NA
"567073","L1cam",1815,0,0,0,NA,0,0,NA,0,0,0,0,NA
"567942","LOC102547042",1816,0,0,0,NA,0,0,NA,0,0,0,0,NA
"568069","-",1817,0,0,0,NA,0,0,NA,0,0,0,0,NA
"568690","Alas2",1818,0,0,0,NA,0,0,NA,0,0,0,0,NA
"569450","Frmpd4",1819,0,0,0,NA,0,0,NA,0,0,0,0,NA
"569855","Zrsr2",1820,0,0,0,NA,0,0,NA,0,0,0,0,NA
"569935","Syap1",1821,0,0,0,NA,0,0,NA,0,0,0,0,NA
"570338","Cnksr2",1822,0,0,0,NA,0,0,NA,0,0,0,0,NA
"570357","Cnksr2",1823,0,0,0,NA,0,0,NA,0,0,0,0,NA
"570396","Klhl34",1824,0,0,0,NA,0,0,NA,0,0,0,0,NA
"570800","-",1825,0,0,0,NA,0,0,NA,0,0,0,0,NA
"570946","-",1826,0,0,0,NA,0,0,NA,0,0,0,0,NA
"571654","-",1827,0,0,0,NA,0,0,NA,0,0,0,0,NA
"572981","LOC100362755",1828,0,0,0,NA,0,0,NA,0,0,0,0,NA
