"comparison_name","selected_reason","crossing_id","terminal_crossing","n_later_recrossings","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT8_ZT14","first_terminal_crossing","crossing_3",TRUE,0,0.8705271918038,26951,0.87,0.88,0.0146729168635262,-0.263649256541946
