"cutoff_rule","cutoff_mode","fixed_top_n_requested","empiric_rank_selected","normalized_cutoff_quantile","raw_cutoff_quantile","treatment_cutoff_normalized","control_cutoff_normalized","composite_cutoff_normalized","treatment_cutoff_raw","control_cutoff_raw","composite_cutoff_raw","selected_reason","comparison_name"
"first_terminal_crossing_no_later_recrossing","terminal_crossing",5000,26951,0.1465801139962,0.1465801139962,2.64965266146077e-05,3.25628682130087e-05,2.95296974138082e-05,1.90290382321694e-05,4.03874132452701e-05,2.97082257387198e-05,"first_terminal_crossing","RT8_ZT14"
