"comparison_name","final_selected_rank","final_selected_method","crossing_rank_reference","treatment_backup_rank","control_backup_rank","raw_wald_selected_rank","cutoff_quantile"
"RT0_ZT6",6217,"raw_wald_bracket_total_distortion",6213,6253,6232,6217,0.802966437422749
