"feature_id","gene_symbol","rank","abs_loading","mu","variance","alpha","nb1","nb2","alpha_mu","log_variance","log_nb1","log_nb2","nb_gap","log_alpha_mu","var_smooth","d1_sm","d2_sm","nb2_smooth","nb_gap_smooth","alpha_mu_smooth","combined_nb_support"
"672","-",1,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.534481000246931,0.00177513966997236,-1.09370832094914e-07,0,0,NA,0
"926","-",2,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.532705914543447,0.0017750324559265,-1.05057259629583e-07,0,0,NA,0
"1110","Epm2a",3,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.530930933897221,0.0017749295554531,-1.00743687164253e-07,0,0,NA,0
"4605","-",4,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.529156053994683,0.00177483096855217,-9.64301146989219e-08,0,0,NA,0
"6569","Prkcg",5,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.527381270522259,0.00177473669522371,-9.21165422335912e-08,0,0,NA,0
"6683","Usp29",6,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.525606579166378,0.00177464673546771,-8.78029697682606e-08,0,0,NA,0
"7324","-",7,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.523831975613466,0.00177456108928417,-8.34893973029299e-08,0,0,NA,0
"7942","Slc1a5",8,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.522057455549952,0.0017744797566731,-7.91758248375992e-08,0,0,NA,0
"7955","Fkrp",9,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.520283014662263,0.0017744027376345,-7.48622523722686e-08,0,0,NA,0
"8482","Atp1a3",10,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.518508648636826,0.00177433003216836,-7.05486799069379e-08,0,0,NA,0
"8739","Tmem91",11,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.516734353160068,0.00177426164027468,-6.62351074416072e-08,0,0,NA,0
"8841","Epc2l1",12,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.514960123918419,0.00177419756195347,-6.19215349762766e-08,0,0,NA,0
"9271","Dyrk1b",13,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.513185956598304,0.00177413779720473,-5.76079625109459e-08,0,0,NA,0
