"manual_cutoff_rank","cutoff_center_rank","terminal_start_rank","cutoff_range_rank_min","cutoff_range_rank_max","midpoint_rank","midpoint_distance_to_manual","pair_width","support_score","all_supported"
5000,5000,7034.83060521075,2456.33264423732,7034.83060521075,4745.58162472404,254.418375275962,4578.49796097343,0.950308790942101,FALSE
