"index_left","index_right","rank","d2_left","d2_right","crossing_type","local_support"
26,27,26.3550468837504,-1.5315204616472e-09,2.78205200368348e-09,"neg_to_pos",0
821,822,821.927838553062,3.02438454982072e-08,-2.3521760816232e-09,"pos_to_neg",0.0729898070363634
2378,2379,2378.29812023562,-2.18365526645481e-09,5.14109161604691e-09,"neg_to_pos",0.159402401225098
3412,3413,3412.39911551258,1.37687291682657e-09,-2.07293766039371e-09,"pos_to_neg",0.278123670870711
3664,3665,3664.72289646432,-2.80637821166944e-09,1.07575201052569e-09,"neg_to_pos",0.249592012101015
4257,4258,4257.24897808354,1.41745316909993e-09,-4.27563093281103e-09,"pos_to_neg",0.295127757720545
5120,5121,5120.06236629427,-1.21385261128351e-10,1.82494267995970e-09,"neg_to_pos",0.273538795529747
5385,5386,5385.28442367227,4.71108064382833e-10,-1.18525218377961e-09,"pos_to_neg",0.340585040461593
6080,6081,6080.63841701767,-3.9241216667263e-09,2.22252160583396e-09,"neg_to_pos",0.415360099518784
6791,6792,6791.16807497719,2.29420951393331e-09,-1.13557076376908e-08,"pos_to_neg",0.229498731386719
7387,7388,7387.80399906675,-7.5137706771187e-09,1.8317260875666e-09,"neg_to_pos",0.409424413259349
8023,8024,8023.58157457333,3.51767692785569e-09,-2.53086282812103e-09,"pos_to_neg",0.402804991711907
8580,8581,8580.64148706396,-7.38273267533799e-09,4.12604605163091e-09,"neg_to_pos",0.531729331998702
9026,9027,9026.76684092291,2.78966635183115e-09,-8.48202035824852e-10,"pos_to_neg",0.534089169617416
9138,9139,9138.53844667402,-3.18802855780669e-09,2.73275935234288e-09,"neg_to_pos",0.546530927632912
9327,9328,9327.80113425492,6.79553992888862e-09,-1.68685847955387e-09,"pos_to_neg",0.436964900047193
10335,10336,10335.5298764051,-1.30609473931053e-08,1.15880976816685e-08,"neg_to_pos",0.512320152644606
10955,10956,10955.8501973543,1.93222165357533e-08,-3.40452618867805e-09,"pos_to_neg",0.643581412442311
11727,11728,11727.1404385386,-4.5702759478296e-09,2.79726143061096e-08,"neg_to_pos",0.564477963909608
12149,12150,12149.781636291,2.48623334255557e-08,-6.94572578454053e-09,"pos_to_neg",0.529637165775078
12878,12879,12878.8947313657,-3.20035220830216e-08,3.7653391767376e-09,"neg_to_pos",0.693029104930025
13534,13535,13534.883320521,3.57696126723513e-08,-4.72487582096543e-09,"pos_to_neg",0.619973206754437
14388,14389,14388.9118309048,-1.2915012323062e-08,1.24881153347559e-09,"neg_to_pos",0.495759232061558
15311,15312,15311.476001321,8.34103520803398e-09,-9.18209937111884e-09,"pos_to_neg",0.409990305496724
15832,15833,15832.1316503797,-2.84122819058775e-09,1.87403897106453e-08,"neg_to_pos",0.687341540842046
16155,16156,16155.7699189279,1.62731919144688e-08,-4.86304895942026e-09,"pos_to_neg",0.634514146699836
16442,16443,16442.6907252263,-3.66356528567042e-09,1.64037490127674e-09,"neg_to_pos",0.575518586327501
17073,17074,17073.4430780758,6.17488749589075e-09,-7.76145427594875e-09,"pos_to_neg",0.649524178776418
17836,17837,17836.1395697643,-2.07156969077614e-09,1.27709694584729e-08,"neg_to_pos",0.622019690691735
18407,18408,18407.0565217763,5.05198385329416e-10,-8.43292101777122e-09,"pos_to_neg",0.568381619260216
19161,19162,19161.923667545,-1.94054431666667e-09,1.60367777967823e-10,"neg_to_pos",0.542087197806911
19839,19840,19839.847203734,6.43783771570899e-09,-1.16108738019058e-09,"pos_to_neg",0.638773681391554
20570,20571,20570.1980440521,-1.28598313058011e-09,5.20743647399504e-09,"neg_to_pos",0.62492133239524
20949,20950,20949.9681368486,1.22029852761183e-08,-4.01622527304916e-10,"pos_to_neg",0.72382227601649
21609,21610,21609.0915581904,-6.72699612084852e-10,6.67453616404234e-09,"neg_to_pos",0.681819822239429
22170,22171,22170.8223988538,1.20870964847844e-08,-2.61026894753260e-09,"pos_to_neg",0.635727893005701
23083,23084,23083.4079933502,-2.84219651088595e-09,4.12408494779145e-09,"neg_to_pos",0.605800531174162
23615,23616,23615.1780361853,1.26393059179005e-09,-5.83535986697372e-09,"pos_to_neg",0.611342890927879
24287,24288,24287.566496963,-7.99934292239849e-09,6.12137341784958e-09,"neg_to_pos",0.621713716739294
24813,24814,24813.9183483411,1.25731660342914e-08,-1.11789809844546e-09,"pos_to_neg",0.520906463992121
25503,25504,25503.3777990191,-4.06543806725873e-09,6.69541058956082e-09,"neg_to_pos",0.640914563061269
26003,26004,26003.9478633145,9.36229303912302e-09,-5.14967633070155e-10,"pos_to_neg",0.610075070422065
26536,26537,26536.7638307676,-3.91594958059673e-09,1.21077448787085e-09,"neg_to_pos",0.490285779432427
26884,26885,26884.6302007931,4.56175455498977e-09,-2.67681861871531e-09,"pos_to_neg",0.498276929941951
27357,27358,27357.4453891053,-3.09226652969006e-09,3.8505762408865e-09,"neg_to_pos",0.437266015025683
28102,28103,28102.7386184322,4.30794883739213e-09,-1.5244927176399e-09,"pos_to_neg",0.480418883548977
28645,28646,28645.723846804,-4.1908971308713e-09,1.598859911284e-09,"neg_to_pos",0.484246885189611
29591,29592,29591.2015193453,6.12263240800296e-10,-2.42597231818165e-09,"pos_to_neg",0.549281447255891
29631,29632,29631.2927727378,-1.81641038465616e-10,4.3877546558555e-10,"neg_to_pos",0.586865658729219
29908,29909,29908.0059216401,7.42834376790223e-12,-1.24701190901963e-09,"pos_to_neg",0.561509465249917
30265,30266,30265.6069796504,-2.10440399783844e-09,1.36260514554892e-09,"neg_to_pos",0.573634030254754
31743,31744,31743.0423110753,3.28979853813523e-10,-7.44628587216069e-09,"pos_to_neg",0.972243529333795
