"feature_id","gene_symbol","rank","abs_loading","mu","variance","alpha","nb1","nb2","alpha_mu","log_variance","log_nb1","log_nb2","nb_gap","log_alpha_mu","var_smooth","d1_sm","d2_sm","nb2_smooth","nb_gap_smooth","alpha_mu_smooth","combined_nb_support"
"1576","-",1,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.748187764246679,0.0030782019704434,-1.47193957528187e-07,0,0,NA,0
"4318","-",2,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.745109634899656,0.00307805769716071,-1.4135260786456e-07,0,0,NA,0
"7312","Lair1",3,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.742031646905241,0.00307791926522768,-1.35511258200932e-07,0,0,NA,0
"7955","Fkrp",4,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.738953794422084,0.00307778667464431,-1.29669908537305e-07,0,0,NA,0
"8860","Sdccag1-ps1",5,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.735876071608836,0.0030776599254106,-1.23828558873678e-07,0,0,NA,0
"10440","-",6,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.732798472624146,0.00307753901752656,-1.17987209210051e-07,0,0,NA,0
"10986","Zfp819",7,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.729720991626666,0.00307742395099218,-1.12145859546424e-07,0,0,NA,0
"11556","Dhdh",8,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.726643622775045,0.00307731472580747,-1.06304509882797e-07,0,0,NA,0
"12336","Cyfip1",9,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.723566360227935,0.00307721134197242,-1.0046316021917e-07,0,0,NA,0
"13454","LOC102551177",10,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.720489198143984,0.00307711379948703,-9.46218105555427e-08,0,0,NA,0
"15724","Mef2a",11,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.717412130681844,0.0030770220983513,-8.87804608919156e-08,0,0,NA,0
"15997","-",12,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.714335152000165,0.00307693623856524,-8.29391112282885e-08,0,0,NA,0
"16357","-",13,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.711258256257597,0.00307685622012885,-7.70977615646614e-08,0,0,NA,0
"16970","Fes",14,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.708181437612791,0.00307678204304212,-7.12564119010343e-08,0,0,NA,0
"19175","-",15,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.705104690224396,0.00307671370730505,-6.54150622374071e-08,0,0,NA,0
"21269","-",16,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.702028008251064,0.00307665121291764,-5.957371257378e-08,0,0,NA,0
"22152","-",17,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.698951385851444,0.0030765945598799,-5.37323629101529e-08,0,0,NA,0
"22345","Hsd3b7",18,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.695874817184188,0.00307654374819182,-4.78910132465258e-08,0,0,NA,0
"22963","-",19,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.692798296407944,0.0030764987778534,-4.20496635828987e-08,0,0,NA,0
"23810","LOC120097362",20,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.689721817681364,0.00307645964886465,-3.62083139192716e-08,0,0,NA,0
"25630","Vegfb",21,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.686645375163098,0.00307642636122557,-3.03669642556444e-08,0,0,NA,0
"26275","Syt7",22,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.683568963011797,0.00307639891493614,-2.45256145920173e-08,0,0,NA,0
"26562","Lpxn",23,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.680492575386109,0.00307637730999638,-1.86842649283902e-08,0,0,NA,0
"27482","-",24,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.677416206444687,0.00307636154640629,-1.28429152647631e-08,0,0,NA,0
"27833","Ak3",25,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.67433985034618,0.00307635162416585,-7.00156560113601e-09,0,0,NA,0
"29101","Sorbs1",26,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.671263501249239,0.00307634754327508,-1.16021593750889e-09,0,0,NA,0
"29706","Entpd7",27,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.668187153312513,0.00307634930373398,4.68113372611825e-09,0,0,NA,0
"31694","-",28,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.665110800694654,0.00307635690554254,1.05224833897454e-08,0,0,NA,0
"32675","Reps1",29,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.662034437554312,0.00307637034870076,1.63638330533725e-08,0,0,NA,0
"33459","Tmem200a",30,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.658958058050137,0.00307638963320864,2.22051827169996e-08,0,0,NA,0
"33486","LOC686007",31,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.655881656340778,0.00307641475906619,2.80465323806267e-08,0,0,NA,0
"36051","-",32,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.652805226584887,0.0030764457262734,3.38878820442538e-08,0,0,NA,0
"36548","-",33,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.649728762941115,0.00307648253483028,3.97292317078809e-08,0,0,NA,0
"36977","-",34,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.64665225956811,0.00307652518473682,4.5570581371508e-08,0,0,NA,0
"37462","-",35,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.643575710624524,0.00307657367599302,5.14119310351352e-08,0,0,NA,0
"37691","LOC100365363",36,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.640499110269008,0.00307662800859889,5.72532806987623e-08,0,0,NA,0
"39507","Irf2bp1",37,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.63742245266021,0.00307668818255442,6.30946303623894e-08,0,0,NA,0
