"comparison","group","manual_leading_edge_n","cutoff_center_rank","terminal_start_rank","cutoff_range_rank_min","cutoff_range_rank_max","pre_cutoff_size","post_cutoff_size","pre_cutoff_median_log_nb2","post_cutoff_median_log_nb2","post_minus_pre_log_nb2","pre_cutoff_median_nb2_nb1_contrast","post_cutoff_median_nb2_nb1_contrast","post_minus_pre_nb2_nb1_contrast","pre_cutoff_median_log_alpha_mu","post_cutoff_median_log_alpha_mu","post_minus_pre_log_alpha_mu","pre_cutoff_mean_combined_nb_support","post_cutoff_mean_combined_nb_support","post_minus_pre_mean_combined_nb_support","post_cutoff_more_nb2","selection_mode"
"RT8_ZT14","control",5000,5000,7034.83060521075,2456.33264423732,7034.83060521075,4999,26758,3.75419892023458,3.96081316959758,0.206614249362999,1.03759818291296,1.53200617230128,0.494407989388321,1.31058253938419,1.68175857401373,0.371176034629532,0.36651433011894,0.532421839027671,0.165907508908731,TRUE,"manual_5000_local_pair"
"RT8_ZT14","treatment",5000,5000,5120.06236629427,3664.72289646432,5120.06236629427,4999,26758,2.12823170584927,4.15731936138349,2.02908765553422,0.421594490038048,1.68562705079165,1.2640325607536,0.838329190404443,1.81237875643079,0.974049566026348,0.18475370633274,0.509822635094974,0.325068928762235,TRUE,"manual_5000_local_pair"
