"index_left","index_right","rank","d2_left","d2_right","crossing_type","local_support"
26,27,26.1986212098778,-1.16021593750889e-09,4.68113372611825e-09,"neg_to_pos",0
687,688,687.861872059611,3.10556651665059e-08,-4.97713670960445e-09,"pos_to_neg",0.131020407106252
2456,2457,2456.33264423732,-8.87269054715513e-10,1.780052230805e-09,"neg_to_pos",0.441002130566444
3152,3153,3152.73229972436,1.52305078527548e-09,-5.56768084800402e-10,"pos_to_neg",0.432491714598087
3796,3797,3796.51051123601,-2.67181750295535e-09,2.56179405049588e-09,"neg_to_pos",0.403819900463225
3953,3954,3953.51196780842,1.5479512243037e-09,-1.47558111279778e-09,"pos_to_neg",0.423377583248579
4545,4546,4545.03866203787,-7.75699812636697e-11,1.9287904056681e-09,"neg_to_pos",0.460860531225662
5701,5702,5701.48909902604,1.20753705450356e-09,-1.26136390465419e-09,"pos_to_neg",0.464516874417199
7034,7035,7034.83060521075,-9.88545843638774e-09,2.01605422979101e-09,"neg_to_pos",0.509306660375657
7823,7824,7823.54028929577,1.43138628420195e-08,-1.21790974184238e-08,"pos_to_neg",0.518518913795469
8562,8563,8562.84743234813,-8.90165356092143e-09,1.60261097483497e-09,"neg_to_pos",0.497070394544974
9121,9122,9121.07051114779,4.01124239103851e-10,-5.28768173973827e-09,"pos_to_neg",0.480102170959795
9619,9620,9619.45769725087,-1.55013671692658e-09,1.83668003578905e-09,"neg_to_pos",0.526116846991209
9755,9756,9755.84447417836,6.03675443528527e-09,-1.1117820030948e-09,"pos_to_neg",0.351143878687612
10283,10284,10283.3076037557,-2.27102195378123e-09,5.1119241627932e-09,"neg_to_pos",0.484537678390863
10661,10662,10661.2817211906,1.40191686428665e-09,-3.57433948781215e-09,"pos_to_neg",0.418662526244858
11564,11565,11564.8968409919,-2.18738221740787e-08,2.5160332975037e-09,"neg_to_pos",0.569231806910024
12132,12133,12132.1902255626,8.33104545652116e-10,-3.54645693015424e-09,"pos_to_neg",0.314712179975463
12472,12473,12472.4897659066,-4.50740769610148e-09,4.69578026608235e-09,"neg_to_pos",0.525230752321731
12970,12971,12970.8632218489,1.38416257133375e-08,-2.1932160023722e-09,"pos_to_neg",0.576883039838414
13486,13487,13486.3200793038,-3.4803962913558e-09,7.39314739148225e-09,"neg_to_pos",0.661351210217262
14135,14136,14135.1998418282,7.65210076538518e-10,-3.06386856753603e-09,"pos_to_neg",0.518783258830722
14731,14732,14731.4787578073,-3.89655678988819e-09,4.24233249910952e-09,"neg_to_pos",0.590114870868602
15373,15374,15373.1086492768,1.18909273029794e-09,-9.75522982354469e-09,"pos_to_neg",0.641148339343562
15847,15848,15847.9216623875,-7.254423983694e-09,6.1659699123469e-10,"neg_to_pos",0.473658443893996
16211,16212,16211.392261796,2.71413603707495e-09,-4.20505942031042e-09,"pos_to_neg",0.614404740686143
16621,16622,16621.1329255409,-6.64364086529661e-10,4.33365271455203e-09,"neg_to_pos",0.596974876107348
17155,17156,17155.2160416493,1.89945755770857e-09,-6.89263213473802e-09,"pos_to_neg",0.54682907039438
17948,17949,17948.0434110735,-3.79879169602467e-10,8.37086433524452e-09,"neg_to_pos",0.638708871352634
18753,18754,18753.0915517378,6.06497682708904e-10,-6.01814644740549e-09,"pos_to_neg",0.600666903870313
20051,20052,20051.5559040693,-2.2012587708754e-09,1.75852294772419e-09,"neg_to_pos",0.613111252248399
20246,20247,20246.1944343086,2.15726787208277e-09,-8.93783096778738e-09,"pos_to_neg",0.383701424021154
20692,20693,20692.6604809736,-1.4663831415215e-08,7.53791549415818e-09,"neg_to_pos",0.67768453673603
21411,21412,21411.6212343807,1.76684274156907e-08,-1.07724122469044e-08,"pos_to_neg",0.681291071578445
22718,22719,22718.3989735535,-8.17221815549989e-09,1.23108892665838e-08,"neg_to_pos",0.619259194532491
23405,23406,23405.2183314073,2.98943583824814e-09,-1.07027574911046e-08,"pos_to_neg",0.690122493310254
24321,24322,24321.2672656505,-5.6373850471379e-09,1.5455430420575e-08,"neg_to_pos",0.530208417455959
24890,24891,24890.1977701911,4.05964067654426e-09,-1.64674198198113e-08,"pos_to_neg",0.693587591178244
25515,25516,25515.3635737444,-3.87016509737779e-09,6.77462198380252e-09,"neg_to_pos",0.493333587820114
26161,26162,26161.5066292404,1.47777301489993e-09,-1.43909971369499e-09,"pos_to_neg",0.54982720492934
26519,26520,26519.080750109,-4.03930886639752e-10,4.59830244049927e-09,"neg_to_pos",0.559382556742349
26936,26937,26936.90626262,7.45947845846755e-09,-7.71555563720401e-10,"pos_to_neg",0.573199384096681
27889,27890,27889.2515410113,-1.14524689740133e-09,3.40767626728455e-09,"neg_to_pos",0.494054602977081
28953,28954,28953.5488287972,1.55536764624905e-09,-1.2786083660646e-09,"pos_to_neg",0.552644305319723
29302,29303,29302.117560548,-3.01814682859941e-10,2.2654979753166e-09,"neg_to_pos",0.560077528664332
29776,29777,29776.7486789356,9.04328152913188e-10,-3.03570333201338e-10,"pos_to_neg",0.539023767565968
29992,29993,29992.2865411776,-5.28590207561426e-10,1.316136655033e-09,"neg_to_pos",0.598946510114905
31738,31739,31738.2643544508,1.37805805367856e-09,-3.83485986546582e-09,"pos_to_neg",0.969663793819811
