"manual_cutoff_rank","cutoff_center_rank","terminal_start_rank","cutoff_range_rank_min","cutoff_range_rank_max","midpoint_rank","midpoint_distance_to_manual","pair_width","support_score","all_supported"
5000,5000,5120.06236629427,3664.72289646432,5120.06236629427,4392.3926313793,607.607368620701,1455.33946982995,0.523130807630761,FALSE
