"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","var_ctrl","var_trt","nb1_ctrl","nb1_trt","nb2_ctrl","nb2_trt","alpha_mu_ctrl","alpha_mu_trt","log_var_ctrl","log_var_trt","log_nb1_ctrl","log_nb1_trt","log_nb2_ctrl","log_nb2_trt","log_alpha_mu_ctrl","log_alpha_mu_trt","gene_symbol"
"224",0.000724965789953439,0.00395643241160734,26961,19821,41.2,55.6,67.7,1035.3,41.2,55.6,26.5,979.7,0.643203883495146,17.6205035971223,4.2297491992283,6.94341195619017,3.74242022104197,4.03600898520914,3.31418600467253,6.88826660239827,-0.441293523363304,2.86906320109406,"Sash1"
"304",0.00731891132812865,0.00230639348549688,5878,26281,1.4,6.4,3.8,10.8,1.4,6.4,2.4,4.4,1.71428571428571,0.6875,1.56861591791385,2.46809953147162,0.8754687373539,2.00148000021012,1.22377543162212,1.68639895357023,0.538996500732687,-0.374693449441411,"Sash1"
"576",0.00955577953491304,0.00797906647154662,3247,4233,2.6,3.6,13.8,14.3,2.6,3.6,11.2,10.7,4.30769230769231,2.97222222222222,2.69462718077007,2.72785282839839,1.28093384546206,1.52605630349505,2.50143595173921,2.45958884180371,1.46040233327361,1.0893098960058,"-"
"615",0.00745379331418747,0.00622752398338399,5694,9145,2.8,3.6,8.7,24.3,2.8,3.6,5.9,20.7,2.10714285714286,5.75,2.27212588550934,3.23080439573347,1.33500106673234,1.52605630349505,1.93152141160321,3.07731226054641,0.745332933730516,1.74919985480926,"-"
"672",0,0.00815672951498686,29911,3906,0,3.6,0,12.3,0,3.6,0,8.7,NA,2.41666666666667,0,2.58776403522771,0,1.52605630349505,0,2.27212588550934,NA,0.882389180198474,"-"
"673",0.00696102832323499,0.00583677474401406,6416,10723,0.8,5.6,3.2,27.3,0.8,5.6,2.4,21.7,3,3.875,1.43508452528932,3.34286180464919,0.587786664902119,1.88706964903238,1.22377543162212,3.12236492448736,1.09861228866811,1.35454566280531,"-"
"708",0.00471396924317502,0.0058989351545902,10965,10451,11.6,10.2,35.3,55.2,11.6,10.2,23.7,45,2.04310344827586,4.41176470588235,3.5918177412708,4.02891675689965,2.53369681395743,2.41591377830105,3.20680324363393,3.8286413964891,0.714469950028766,1.48427476948009,"-"
"774",0.0078886998126374,0.0109950408081773,5158,690,2.4,10.2,15.3,210.2,2.4,10.2,12.9,200,5.375,19.6078431372549,2.79116510781272,5.35280555183211,1.22377543162212,2.41591377830105,2.63188884013665,5.30330490805908,1.68175857401373,2.97592964625781,"-"
"829",0.00371877223053324,0.00469603890416161,14056,16032,3.4,4.2,16.8,20.7,3.4,4.2,13.4,16.5,3.94117647058824,3.92857142857143,2.87919845729804,3.07731226054641,1.48160454092422,1.64865862558738,2.66722820658195,2.86220088092947,1.37147927533475,1.36827585561721,"-"
"833",0.0080652709067978,0.00327203298215269,4963,22789,7.4,5.8,70.8,18.7,7.4,5.8,63.4,12.9,8.56756756756757,2.22413793103448,4.27388447605418,2.98061863574394,2.12823170584927,1.91692261218206,4.16511363311031,2.63188884013665,2.14798386123306,0.799369393815253,"Stxbp5"
"842",0.00594034104870723,0.00450716289393679,8278,16994,36.8,41.6,487.7,507.8,36.8,41.6,450.9,466.2,12.2527173913043,11.2067307692308,6.19174880427611,6.23205501202591,3.63230910262554,3.75185425327532,6.11346091641723,6.14675743151402,2.50574774025215,2.41651455933444,"Stxbp5"
"845",0.00154607304831786,0.00629709770896365,22968,8866,2.2,5.4,4.2,23.3,2.2,5.4,2,17.9,0.909090909090909,3.31481481481481,1.64865862558738,3.1904763503465,1.16315080980568,1.85629799036563,1.09861228866811,2.9391619220656,-0.0953101798043249,1.19840175927648,"Stxbp5"
"926",0.00132300789032415,0.00227795709080313,24179,26467,0.8,5.8,3.2,16.7,0.8,5.8,2.4,10.9,3,1.87931034482759,1.43508452528932,2.87356463957978,0.587786664902119,1.91692261218206,1.22377543162212,2.47653840011748,1.09861228866811,0.630904871682724,"-"
"964",0.0141611938666351,0.00650465791133596,598,8137,5.6,9.8,59.3,76.2,5.6,9.8,53.7,66.4,9.58928571428571,6.77551020408163,4.09933210373314,4.34639945703073,1.88706964903238,2.37954613413017,4.00186370942794,4.21064501791826,2.26064640377372,1.91331467080586,"-"
"969",0.00696102832323499,0.0103981586169965,6417,1117,0.8,6.6,3.2,42.8,0.8,6.6,2.4,36.2,3,5.48484848484848,1.43508452528932,3.7796338173824,0.587786664902119,2.02814824729229,1.22377543162212,3.6163087612791,1.09861228866811,1.70198946979935,"LOC120098778"
"984",0.00373925964032525,0.0074871719155548,13719,5330,8.6,31.6,29.3,583.3,8.6,31.6,20.7,551.7,2.40697674418605,17.4588607594937,3.41114771251532,6.37041454956039,2.26176309847379,3.48431228837266,3.07731226054641,6.31481535883922,0.878371497011861,2.85984729968552,"Grm1"
"986",0,0.00922522029391748,29912,2223,0,5.4,0,36.8,0,5.4,0,31.4,NA,5.81481481481481,0,3.63230910262554,0,1.85629799036563,0,3.47815842279828,NA,1.76040893934398,"Grm1"
"1106",0.0165993463917009,0.0039553228750352,218,19825,8.4,14.4,66.8,88.3,8.4,14.4,58.4,73.9,6.95238095238095,5.13194444444444,4.21656219494635,4.49200148788245,2.24070968927596,2.73436750941958,4.0842942263686,4.31615389052317,1.93908418398491,1.6354846213722,"-"
"1110",0,0.00213320330473268,29913,26816,0,0.6,0,1.8,0,0.6,0,1.2,NA,2,0,1.02961941718116,0,0.470003629245736,0,0.78845736036427,NA,0.693147180559946,"Epm2a"
"1132",0.00132300789032415,0.0028280034082496,24180,24477,0.8,4.2,3.2,21.2,0.8,4.2,2.4,17,3,4.04761904761905,1.43508452528932,3.10009228887823,0.587786664902119,1.64865862558738,1.22377543162212,2.89037175789616,1.09861228866811,1.39812881876689,"-"
"1137",0.0041294248548684,0.00469384706957148,12580,16041,55.2,127.6,525.7,5225.3,55.2,127.6,470.5,5097.7,8.52355072463768,39.9506269592476,6.26663112648934,8.56145884971422,4.02891675689965,4.85670681180352,6.15591910207351,8.53674088425861,2.14283300574238,3.68764436568733,"Utrn"
"1138",0.00430253892508996,0.00973887191428664,12118,1682,3.2,11.4,21.2,96.3,3.2,11.4,18,84.9,5.625,7.44736842105263,3.10009228887823,4.57779898919196,1.43508452528932,2.51769647261099,2.94443897916644,4.45318382899021,1.72722094809048,2.00786073791685,"Utrn"
"1272",0.0142926662266238,0.00821793217625792,570,3788,10.6,8.4,100.3,150.3,10.6,8.4,89.7,141.9,8.4622641509434,16.8928571428571,4.61808641125464,5.01926462079431,2.45100509811232,2.24070968927596,4.50755735712109,4.96214508493582,2.13561676794673,2.82689087831673,"-"
"1282",0.00212990766211883,0.0137725698724989,20375,53,7.8,15.8,13.7,285.2,7.8,15.8,5.9,269.4,0.756410256410256,17.0506329113924,2.68784749378469,5.65669086712235,2.17475172148416,2.82137888640921,1.93152141160321,5.59990234416881,-0.279171382783872,2.83618732394334,"Ltv1"
"1293",0.000120033749325268,0.00275892998808507,29474,24744,6.6,18.6,2.3,205.3,6.6,18.6,0,186.7,-0.651515151515151,10.0376344086022,1.19392246847243,5.32933142007721,2.02814824729229,2.97552956623647,0,5.23484494359246,NA,2.30634146982852,"Phactr2"
"1295",0.00588436172551255,0.00418875156728432,8378,18653,15.6,26.6,104.8,259.3,15.6,26.6,89.2,232.7,5.71794871794872,8.74812030075188,4.6615505194242,5.56183481200052,2.8094026953625,3.3178157727231,4.50202942706858,5.45403824154481,1.74361012533047,2.16883885452059,"Phactr2"
"1345",0.00401048355378363,0.00674801565789784,12871,7379,1.6,5.8,5.3,22.7,1.6,5.8,3.7,16.9,2.3125,2.91379310344828,1.84054963339749,3.16547504814109,0.955511445027436,1.91692261218206,1.54756250871601,2.88480071284671,0.838329190404443,1.06945570437665,"Pex3"
"1346",0.00135706780658156,0.00192766119848441,24060,27587,8.4,15.6,6.8,21.3,8.4,15.6,0,5.7,-0.190476190476191,0.365384615384615,2.05412373369555,3.10458667846607,2.24070968927596,2.8094026953625,0,1.90210752639692,NA,-1.00680473941499,"Pex3"
"1367",0.00190477076743882,0.00456039705878838,21316,16705,198.6,444,4804.3,49954,198.6,444,4605.7,49510,23.1908358509567,111.509009009009,8.47747475441899,10.8188778791671,5.29631536387736,6.09807428216624,8.43526704451739,10.8099501460913,3.1437571942124,4.71410538592324,"Aig1"
"1369",0.00102755742763621,0.00412749075927841,25806,18974,8.8,15,8.7,88.5,8.8,15,0,73.5,-0.0113636363636365,4.9,2.27212588550934,4.49423862528081,2.28238238567653,2.77258872223978,0,4.31079912538551,NA,1.58923520511658,"Aig1"
"1473",0,0.00917231160518601,29914,2303,0,5,0,27,0,5,0,22,NA,4.4,0,3.3322045101752,0,1.79175946922805,0,3.13549421592915,NA,1.48160454092422,"Adgrg6"
"1501",0.00123369007272781,0.00316011257253149,24660,23267,18.4,18.4,33.3,71.3,18.4,18.4,14.9,52.9,0.809782608695652,2.875,3.53514535417189,4.28082412916472,2.96527306606928,2.96527306606928,2.76631910922619,3.98713047791495,-0.210989451663527,1.05605267424931,"Vta1"
"1540",0.000378873831943296,0.0088962748642948,28445,2682,49,54,485.5,2222,49,54,436.5,2168,8.90816326530612,40.1481481481481,6.18723690162606,7.7066129139642,3.91202300542815,4.00733318523247,6.08107670579767,7.68202151082687,2.18696807716903,3.69257631599526,"-"
"1576",0,0.00542798497412446,29915,12471,0,2.2,0,10.2,0,2.2,0,8,NA,3.63636363636364,0,2.41591377830105,0,1.16315080980568,0,2.19722457733622,NA,1.29098418131557,"-"
"1579",0,0.00647673745003978,29916,8247,0,4.6,0,54.8,0,4.6,0,50.2,NA,10.9130434782609,0,4.02177386938726,0,1.7227665977411,0,3.93573953204546,NA,2.38995872320263,"-"
"1634",0.00416470867511656,0.00579181426649905,12485,10891,136.6,226.2,3101.8,18332.7,136.6,226.2,2965.2,18106.5,21.7071742313324,80.0464190981432,8.04006020861672,9.8164961753465,4.92435092549924,5.425830686847,7.99503695130786,9.80408149606948,3.07764281564588,4.38260670512727,"Heca"
"1655",0.00143993026153315,0.00166502140522322,23472,28301,42.4,76.4,290.8,1226.8,42.4,76.4,248.4,1150.4,5.85849056603774,15.0575916230366,5.67606863608869,7.1129792289934,3.77045944110636,4.34898678059568,5.51905803324594,7.04873387224171,1.76789198782141,2.71188229079431,"Abracl"
"1656",0.000408786874025556,0.00226198827362293,28296,26501,5,9.4,28,39.8,5,9.4,23,30.4,4.6,3.23404255319149,3.36729582998647,3.70868208141012,1.79175946922805,2.34180580614733,3.17805383034795,3.44680789291421,1.52605630349505,1.17373291913622,"Abracl"
"1683",0.00169916521084681,0.00970451799443212,22197,1717,43.2,100.2,248.7,6174.2,43.2,100.2,205.5,6074,4.75694444444444,60.6187624750499,5.52026019728573,8.72829654963564,3.78872478908365,4.61709875685337,5.33030041240109,8.71193726820875,1.55960553868622,4.10460445695493,"Ccdc28a"
"1693",0.00178584716838411,0.00176663186550802,21833,28061,22.8,34.2,76.2,303.7,22.8,34.2,53.4,269.5,2.3421052631579,7.88011695906433,4.34639945703073,5.71932768599166,3.16968558067743,3.56104608260405,3.9963641538619,5.60027209828654,0.851050210005754,2.06434274628049,"LOC102549339"
"1713",0.00461576401571053,0.00509683229461785,11194,14008,4.2,17.2,18.2,123.7,4.2,17.2,14,106.5,3.33333333333333,6.19186046511628,2.95491027903374,4.82591085268599,1.64865862558738,2.90142159408275,2.70805020110221,4.67749084756772,1.20397280432594,1.82323560133007,"Hebp2"
"1741",0.0032864879913653,0.00373592867629975,15642,20880,73.2,186.6,422.7,6099.3,73.2,186.6,349.5,5912.7,4.77459016393443,31.6864951768489,6.04902565763251,8.71609322927996,4.30676415017333,5.23431203657212,5.85936070647464,8.68502697203749,1.5633081407066,3.45589057045331,"-"
"1742",0.00223319630849412,0.00671337223635534,19936,7498,2.8,9,3.2,36,2.8,9,0.4,27,0.142857142857143,3,1.43508452528932,3.61091791264422,1.33500106673234,2.30258509299405,0.336472236621213,3.3322045101752,-1.94591014905531,1.09861228866811,"-"
"1866",0.0106491765115746,0.00380484772217646,2272,20562,2.2,13.2,10.2,42.2,2.2,13.2,8,29,3.63636363636364,2.1969696969697,2.41591377830105,3.76584049525006,1.16315080980568,2.65324196460721,2.19722457733622,3.40119738166216,1.29098418131557,0.787079000394149,"Tnfaip3"
"1895",0.00774959277233484,0.00772029211558608,5300,4804,1,3.4,5,13.8,1,3.4,4,10.4,4,3.05882352941176,1.79175946922805,2.69462718077007,0.693147180559945,1.48160454092422,1.6094379124341,2.43361335540045,1.38629436111989,1.11803037452521,"-"
"1910",0.00165318068644096,0.00396525929296573,22502,19782,11,11.2,8.5,39.7,11,11.2,0,28.5,-0.227272727272727,2.54464285714286,2.2512917986065,3.70622809244855,2.484906649788,2.50143595173921,0,3.38439026334577,NA,0.933990308973556,"Slc35d3"
"1918",0.00192692321858903,0.00906864088230725,21233,2443,6.4,12.4,14.8,98.3,6.4,12.4,8.4,85.9,1.3125,6.92741935483871,2.76000994003292,4.59814557105113,2.00148000021012,2.59525470695687,2.24070968927596,4.46475803227135,0.271933715483642,1.93548735637922,"Pex7"
"1922",0.00395870549898164,0.0029128365639941,13025,24222,360.6,190.2,28142.3,10928.7,360.6,190.2,27781.7,10738.5,77.0429839156961,56.4589905362776,10.2450645945816,9.2992391334014,5.89053862851802,5.2533200006173,10.2321688038101,9.28168381204432,4.34436349877117,4.03351454339306,"LOC102547604"
"1929",0.000487166833792009,0.00265749858790916,27951,25131,5,4.6,14,28.3,5,4.6,9,23.7,1.8,5.15217391304348,2.70805020110221,3.37758751602302,1.79175946922805,1.7227665977411,2.30258509299405,3.20680324363393,0.587786664902119,1.63941874464604,"Map3k5"
"1941",0.0174702525099567,0.00682585447698182,154,7136,17,18.2,710,219.7,17,18.2,693,201.5,40.7647058823529,11.0714285714286,6.56667242980324,5.39680431326269,2.89037175789616,2.95491027903374,6.5424719605068,5.31073988654659,3.70781665513369,2.40436778730399,"Map7"
"1946",0.00180756885172436,0.00469618654659452,21735,16031,11.6,35.4,6.3,384.3,11.6,35.4,0,348.9,-0.456896551724138,9.85593220338983,1.98787434815435,5.95402225163211,2.53369681395743,3.5945687746427,0,5.85764739937364,NA,2.288073528053,"-"
"1955",0.00319629425628651,0.0082468723489429,16019,3731,57.4,85.4,643.3,3473.3,57.4,85.4,585.9,3387.9,10.2073170731707,39.6709601873536,6.4681644561446,8.15314829885844,4.06731588983418,4.45898767581001,6.37485444756429,8.12826066394243,2.32310482322522,3.68061943860321,"Pde7b"
"2081",0.00676879575993529,0.00255041527924191,6788,25462,1.2,2.8,7.2,10.7,1.2,2.8,6,7.9,5,2.82142857142857,2.10413415427021,2.45958884180371,0.78845736036427,1.33500106673234,1.94591014905531,2.18605127673809,1.6094379124341,1.03724334229182,"Pde7b"
"2104",0.00629178642397202,0.00861932092144776,7426,3095,4,4.2,11,18.2,4,4.2,7,14,1.75,3.33333333333333,2.484906649788,2.95491027903374,1.6094379124341,1.64865862558738,2.07944154167984,2.70805020110221,0.559615787935423,1.20397280432594,"LOC120098802"
"2155",0.00700815696931442,0.00397702437672205,6356,19734,8,13.4,38.5,43.3,8,13.4,30.5,29.9,3.8125,2.23134328358209,3.67630067190708,3.79098467705109,2.19722457733622,2.66722820658195,3.44998754583159,3.4307561839037,1.33828514193353,0.802603773439775,"Ptprk"
"2159",0.00125121261131306,0.00420233305403178,24577,18582,8,35.6,11.5,280.3,8,35.6,3.5,244.7,0.4375,6.87359550561798,2.52572864430826,5.63942171549581,2.19722457733622,3.60004824040732,1.50407739677627,5.50411127952713,-0.826678573184468,1.92768733259064,"Ptprk"
"2181",0.00696102832323499,0.00318450952808972,6418,23147,0.8,6.6,3.2,54.3,0.8,6.6,2.4,47.7,3,7.22727272727273,1.43508452528932,4.01277290852829,0.587786664902119,2.02814824729229,1.22377543162212,3.88567903008854,1.09861228866811,1.97786174886192,"Ptprk"
"2244",0.00368261042649302,0.00587574227165598,14160,10560,1.2,5.2,2.7,15.7,1.2,5.2,1.5,10.5,1.25,2.01923076923077,1.30833281965018,2.81540871942271,0.78845736036427,1.82454929205105,0.916290731874155,2.4423470353692,0.22314355131421,0.702716631576096,"-"
"2383",0.00338166350704745,0.0040882095874803,15330,19199,278.8,395.6,12391.7,32381.3,278.8,395.6,12112.9,31985.7,43.4465566714491,80.8536400404449,9.42486286855813,10.3853672562099,5.63407506223138,5.9829282160857,9.40210883259515,10.3730754703859,3.77153160050319,4.39264060715492,"Epb41l2"
"2456",0.00394559350926517,0.00398372032266556,13074,19712,28.2,71.2,140.7,1338.7,28.2,71.2,112.5,1267.5,3.98936170212766,17.8019662921348,4.95371214669663,7.20020098728294,3.37416870927424,4.27944004589878,4.73180283692146,7.14559037903934,1.38363124370041,2.87930891704741,"Med23"
"2485",0.00331182593465368,0.0122075811990858,15557,237,27.2,53.4,256.7,1511.8,27.2,53.4,229.5,1458.4,8.4375,27.310861423221,5.55179611765832,7.32171751734425,3.33932197794407,3.9963641538619,5.4402508624367,7.28578067133152,2.13268605619865,3.3072844773983,"Ccn2"
"2500",0.00278615819283009,0.00550603903539427,17511,12101,12,17,37.5,270.5,12,17,25.5,253.5,2.125,14.9117647058824,3.65065824129374,5.60396213937399,2.56494935746154,2.89037175789616,3.27714473299218,5.53930083599058,0.75377180237638,2.70215047897502,"Moxd1"
"2513",0.00129681094437613,0.00370757127815593,24405,20992,79,148,442,4344.5,79,148,363,4196.5,4.59493670886076,28.3547297297297,6.09356977004514,8.37689610587752,4.38202663467388,5.00394630594546,5.89715386763674,8.3422443889517,1.52495498179783,3.34479384975877,"Stx7"
"2515",0.00306750725920228,0.00651517854526667,16471,8093,3,6.4,17,39.3,3,6.4,14,32.9,4.66666666666667,5.140625,2.89037175789616,3.69635146895264,1.38629436111989,2.00148000021012,2.70805020110221,3.5234150143864,1.54044504094715,1.6371746674057,"Stx7"
"2554",0.00713548040682199,0.00993620353142041,6144,1500,1.2,5.8,2.7,36.2,1.2,5.8,1.5,30.4,1.25,5.24137931034483,1.30833281965018,3.6163087612791,0.78845736036427,1.91692261218206,0.916290731874155,3.44680789291421,0.22314355131421,1.6565846908598,"-"
"2555",0.000699858465200396,0.00354868871398642,27063,21686,19.6,29.8,29.8,190.7,19.6,29.8,10.2,160.9,0.520408163265306,5.3993288590604,3.42751468997953,5.2559316500516,3.02529107579554,3.42751468997953,2.41591377830105,5.08697886068359,-0.653141845946246,1.68627466048698,"Slc18b1"
"2563",0,0.00529718798096587,29917,13057,0,2.2,0,9.2,0,2.2,0,7,NA,3.18181818181818,0,2.32238772029023,0,1.16315080980568,0,2.07944154167984,NA,1.15745278869104,"LOC100910237"
"2569",0.00865807252915993,0.00954290274768156,4155,1856,10.4,17.6,101.3,218.3,10.4,17.6,90.9,200.7,8.74038461538461,11.4034090909091,4.62790967295758,5.39044065542384,2.43361335540045,2.92316158071916,4.52070102936164,5.30678144496017,2.16795419503611,2.43391235375819,"-"
"2587",0.00713579212396728,0.000675165782055924,6143,30249,4.6,7,7.3,40,4.6,7,2.7,33,0.58695652173913,4.71428571428571,2.11625551480255,3.71357206670431,1.7227665977411,2.07944154167984,1.30833281965018,3.52636052461616,-0.532804530484766,1.55059741241117,"-"
"2591",0.0220892563725477,0.0100363676169557,21,1412,15.8,39.6,456.2,1945.3,15.8,39.6,440.4,1905.7,27.873417721519,48.1237373737374,6.12512093192066,7.57368541324853,2.82137888640921,3.70376806660769,6.08995149382264,7.5531292780704,3.3276734648156,3.8737755558739,"LOC120098884"
"2598",0,0.00706038664929844,29918,6472,0,2.6,0,6.8,0,2.6,0,4.2,NA,1.61538461538461,0,2.05412373369555,0,1.28093384546206,0,1.64865862558738,NA,0.479573080261886,"Tbpl1"
"2605",0.00196263323949966,0.00119768789130165,21073,29303,6.6,14,3.8,40.5,6.6,14,0,26.5,-0.424242424242424,1.89285714285714,1.56861591791385,3.72569342723665,2.02814824729229,2.70805020110221,0,3.31418600467253,NA,0.638087403376918,"Slc2a12"
"2625",0.000627167790082505,0.00421278318626369,27360,18524,53.4,92.6,114.3,2282.3,53.4,92.6,60.9,2189.7,1.14044943820225,23.64686825054,4.74753742727501,7.73337704394146,3.9963641538619,4.53903038348355,4.12552017969055,7.69197640644145,0.131422428749702,3.16323068547356,"Sgk1"
"2665",0,0.00427046700328165,29919,18213,0,1.6,0,5.3,0,1.6,0,3.7,NA,2.3125,0,1.84054963339749,0,0.955511445027436,0,1.54756250871601,NA,0.838329190404443,"Sgk1"
"2674",0,0.00764887891447264,29920,4963,0,7.8,0,36.2,0,7.8,0,28.4,NA,3.64102564102564,0,3.6163087612791,0,2.17475172148416,0,3.38099467434464,NA,1.29226541147161,"-"
"2704",0.00472821098218087,0.00593785765443691,10934,10303,7.6,10.8,42.3,64.7,7.6,10.8,34.7,53.9,4.56578947368421,4.99074074074074,3.76815263500844,4.18509892549057,2.15176220325946,2.46809953147162,3.57515068878559,4.00551334851549,1.51859143966053,1.60758434378478,"Trdn"
"2816",0.00285619342480185,0.00488791873856638,17204,15060,21.6,64.2,99.3,1419.7,21.6,64.2,77.7,1355.5,3.59722222222222,21.113707165109,4.60816569496789,7.25890498687803,3.11794990627824,4.17745946893261,4.36564315542336,7.21266313209899,1.28016194268348,3.0499224582428,"Hddc2"
"2817",0.0120686752831224,0.00297295134439293,1382,23983,2.8,8.8,10.7,22.7,2.8,8.8,7.9,13.9,2.82142857142857,1.57954545454545,2.45958884180371,3.16547504814109,1.33500106673234,2.28238238567653,2.18605127673809,2.70136121295141,1.03724334229182,0.457137118652485,"Hddc2"
"2845",0.00971828380023576,0.00720857828514472,3096,6056,4.4,8.8,24.3,72.7,4.4,8.8,19.9,63.9,4.52272727272727,7.26136363636364,3.23080439573347,4.30000279919529,1.68639895357023,2.28238238567653,3.03974915897077,4.17284762371004,1.50911519080623,1.98256763989933,"-"
"2900",0.00111405609508845,0.00427772623147113,25479,18166,42.8,120.2,266.7,4059.7,42.8,120.2,223.9,3939.5,5.23130841121495,32.7745424292845,5.58986695052631,8.30911065152733,3.7796338173824,4.79744207363521,5.41565585896527,8.2790628977937,1.65466142101696,3.48965206858464,"Echdc1"
"2935",0.00445880922720629,0.0067402866432896,11584,7412,1.4,7.8,3.8,45.2,1.4,7.8,2.4,37.4,1.71428571428571,4.7948717948718,1.56861591791385,3.83297979808769,0.8754687373539,2.17475172148416,1.22377543162212,3.64805745959368,0.538996500732687,1.56754697072494,"Kiaa0408L"
"2937",0.00142581620723974,0.000311493837043145,23510,30870,0.6,25.6,1.8,458.3,0.6,25.6,1.2,432.7,2,16.90234375,1.02961941718116,6.12970359133175,0.470003629245736,3.28091121578765,0.78845736036427,6.07235305084132,0.693147180559946,2.82745229574532,"Kiaa0408L"
"2944",0.00549834703307018,0.00750011102286223,9094,5297,23.8,57.6,110.7,1592.3,23.8,57.6,86.9,1534.7,3.65126050420168,26.6440972222222,4.71581670607516,7.37356261609646,3.21084365317094,4.07073469658297,4.47619980469113,7.33674158213165,1.29507245159392,3.2825676334792,"Kiaa0408L"
"2954",0.00280765068632445,0.00620048009398508,17392,9256,2.6,3.6,12.8,24.8,2.6,3.6,10.2,21.2,3.92307692307692,5.88888888888889,2.62466859216316,3.25037449192757,1.28093384546206,1.52605630349505,2.41591377830105,3.10009228887823,1.36687627526279,1.7730673362159,"Kiaa0408L"
"3037",0.000318587008222419,0.00444757793948679,28694,17338,578,2258,6934.5,1717401.5,578,2258,6356.5,1715143.5,10.9974048442907,759.585252435784,8.84440842820334,14.3563235329083,6.361302477573,7.722677516468,8.75739049729627,14.3550078915926,2.3976593217178,6.63277256384153,"Rpl26-ps2"
"3038",0.0186944000679724,0.00150282375821918,87,28684,22,54.2,413.5,753.7,22,54.2,391.5,699.5,17.7954545454545,12.9059040590406,6.02707297457535,6.62632031929082,3.13549421592915,4.01096295328305,5.97253653722246,6.55179436577706,2.87894306207254,2.55768488565994,"Rpl26-ps2"
"3039",0.00133741161967483,0.00166954390602327,24117,28292,61.6,77.8,998.3,617.7,61.6,77.8,936.7,539.9,15.2061688311688,6.93958868894602,6.90705503386774,6.42762050253694,4.13676527810605,4.36691299686383,6.84343006842558,6.29323441887738,2.72170118967561,1.9372425060399,"Lrrc14b"
"3046",0.00429081018372534,0.00948570364872759,12141,1931,3,15.4,8,126.3,3,15.4,5,110.9,1.66666666666667,7.2012987012987,2.19722457733622,4.84654650556336,1.38629436111989,2.79728133483015,1.79175946922805,4.71760561531788,0.510825623765991,1.97426138493674,"Ccdc127"
