"Comparison","Analysis","PAS","Gene","Direction","Apeglm_LFC","Std_p","Std_BH","Strong_p","Strong_BH","Weak_p","Weak_BH","EmpP","HBFSS","HCp","Htau","Std","Strong","Weak","HBFSS_sig","Ovlp","Support"
"RT4_ZT10","NormEVS Lead","340122","Rnf208","upregulated",3.90124098671627,6.31092434076292e-29,2.97027958052943e-25,7.0592742191772e-17,4.99443651006787e-13,1,1,2.22044604925031e-16,61.068308980398,0.017917484790559,1.7467229555136,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","NormEVS Lead","4512","RGD1560015","upregulated",3.01502583758692,8.3965500509666e-29,2.97027958052943e-25,6.33773391774045e-14,2.24197337340068e-10,0.999999999999968,1,2.22044604925031e-16,47.1958871704102,0.017917484790559,1.7467229555136,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","NormEVS Lead","270331","LOC100360846","upregulated",3.30617671199811,1.33615412424965e-18,3.15109680968876e-15,5.33484849306123e-10,9.43601327210204e-07,0.999999999733258,1,1.629008039572e-11,35.6672881919307,0.017917484790559,1.7467229555136,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","NormEVS Lead","3192","LOC120098984","downregulated",-2.09221836697754,5.87347073284806e-15,1.0388701358725e-11,2.69115000639431e-05,0.018435223327796,0.999986544249968,1,2.3186583764101e-09,18.0658102330668,0.017917484790559,1.7467229555136,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","NormEVS Lead","281697","LOC103691697","upregulated",5.55423173268764,3.82627645805166e-14,5.4141811881431e-11,4.06970337939346e-10,9.43601327210204e-07,0.999999999796515,1,7.03044955585597e-09,45.2837452026535,0.017917484790559,1.7467229555136,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","NormEVS Lead","348412","Alkbh3","downregulated",-2.84210105287309,5.78246067255543e-14,6.81848487638828e-11,6.81353927395337e-07,0.000803429839387002,0.999999659323036,1,8.9779073064733e-09,22.8698894718018,0.017917484790559,1.7467229555136,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","NormEVS Lead","92652","Septin4","upregulated",3.50251635938867,7.10959108994606e-14,7.18576528019548e-11,5.75679465904882e-08,8.14586444255409e-05,0.999999971216027,1,1.01464630031245e-08,27.9980136185982,0.017917484790559,1.7467229555136,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","NormEVS Lead","77571","Aarsd1","upregulated",2.17490647734832,1.82106938483453e-12,1.61050823721304e-09,8.22772773684372e-05,0.0447778259524379,0.999958861361316,1,6.93384691885512e-08,15.5702114766059,0.017917484790559,1.7467229555136,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","NormEVS Lead","77047","Krt222","downregulated",-2.0274178411033,5.2356426710356e-12,4.10631233078116e-09,0.000271847132463093,0.120207403886024,0.999864076433768,1,1.29721514197101e-07,13.9628023235885,0.017917484790559,1.7467229555136,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT4_ZT10","NormEVS Lead","486755","Gamt","upregulated",1.45549430330608,5.97324848315519e-12,4.10631233078116e-09,0.019044220033001,1,0.9904778899835,0.999871871157024,1.4027261485694e-07,9.97454191484819,0.017917484790559,1.7467229555136,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT4_ZT10","NormEVS Lead","150946","-","downregulated",-2.40664591493683,6.6595871493976e-12,4.10631233078116e-09,3.52427348070384e-05,0.0207785290633164,0.999982378632597,1,1.49623603951099e-07,16.4253581016089,0.017917484790559,1.7467229555136,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","NormEVS Lead","65070","Cluap1","upregulated",1.9849708515169,6.96477003100691e-12,4.10631233078116e-09,0.000385496661342512,0.12987566090468,0.999807251669329,1,1.53654943435555e-07,13.5245065220692,0.017917484790559,1.7467229555136,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT4_ZT10","NormEVS Lead","496624","Polr2f","upregulated",2.52761433947766,8.03413016826283e-12,4.37242084157381e-09,2.13614554362115e-05,0.018435223327796,0.999989319272282,1,1.67245883364586e-07,17.1287439716657,0.017917484790559,1.7467229555136,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","NormEVS Lead","321277","Grin1","upregulated",1.22004325048269,2.96438197495889e-11,1.49807160520244e-08,0.15284364348055,1,0.923578178259725,0.94793047315131,3.63016241067271e-07,7.85716874863121,0.017917484790559,1.7467229555136,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT4_ZT10","NormEVS Lead","248301","-","downregulated",-2.22173630852261,3.62130920654830e-11,1.70805084242195e-08,0.000157790628623719,0.077365293289257,0.999921104685688,1,4.08836387633116e-07,14.1934523370149,0.017917484790559,1.7467229555136,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","NormEVS Lead","466842","RGD1566401","upregulated",1.55114916248109,3.9241769861478e-11,1.73522201106223e-08,0.0111401593352349,1,0.994429920332383,1,4.28811184338684e-07,9.87730509939187,0.017917484790559,1.7467229555136,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT4_ZT10","NormEVS Lead","218802","LOC688682","upregulated",1.77201457088844,7.86001741909304e-11,3.27115430824019e-08,0.00271375860485061,0.468288832422391,0.998643120697575,1,6.47838053424721e-07,10.9661716150743,0.017917484790559,1.7467229555136,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT4_ZT10","NormEVS Lead","167600","Cox7a2l2","upregulated",2.06658828101508,1.12514092618139e-10,4.42242891818517e-08,0.000497824034453825,0.16009568380731,0.999751087982773,1,8.01739220790409e-07,12.5978536957322,0.017917484790559,1.7467229555136,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
