"rank_index","n_leading_edge","n_remainder","leading_mean_abs","leading_sd_dev","leading_skew_abs","leading_distortion","remainder_mean_abs","remainder_sd_dev","remainder_skew_abs","remainder_distortion","total_distortion","balance_penalty","split_score"
3864,3864,27716,0.091176855673805,0.126112638391142,0.0891662811214907,0.261872634625693,0.0193865240179375,0.0830762372949614,0.0385417176169102,0.121733620121354,0.383606254747047,0.140139014504339,-0.453675761999216
3889,3889,27691,0.0901794336132093,0.125454805493409,0.0890183434173081,0.260143410815273,0.0194617909314567,0.0831648941017874,0.0387023558919818,0.121977862979235,0.382121273794508,0.138165547836038,-0.451204047712526
3914,3914,27666,0.0896196125016459,0.127075780029643,0.0858966064034726,0.259643695733026,0.0194770876409057,0.0836530223836887,0.0392562640212173,0.122758242035203,0.382401937768229,0.136885453697823,-0.45084466461714
3939,3939,27641,0.088058175373016,0.128517099439419,0.0829431988671425,0.258046874246006,0.0196361606747378,0.0841039859259196,0.0400522022272895,0.123766247714302,0.381813121960308,0.134280626531704,-0.44895343522616
3964,3964,27616,0.0862169583056586,0.12950759088922,0.0737956321217558,0.252622365255757,0.0198385083748953,0.0844769681005483,0.0426686545261937,0.12564980373854,0.378272168994297,0.126972561517216,-0.441758449752905
3989,3989,27591,0.0880251926171599,0.129293904598933,0.0723440148719056,0.253491104652045,0.0195169358361382,0.0846768936261459,0.0424781339949089,0.125432896459739,0.378924001111784,0.128058208192307,-0.442953105207937
4014,4014,27566,0.0878476486207277,0.129735922031694,0.072996832441811,0.254081986873327,0.0194806576377109,0.0849734862619105,0.0421314469411735,0.125519867370208,0.379601854243535,0.128562119503119,-0.443882913995095
4039,4039,27541,0.0897455051049148,0.129681549120961,0.0737088770710293,0.25628149276139,0.0191402699570091,0.085204913656057,0.0412966176749207,0.124993492450526,0.381274985211917,0.131288000310864,-0.446918985367348
4064,4064,27516,0.0890096340575471,0.127848543466986,0.0750400553776898,0.254378205213378,0.0191848058291491,0.085083249583735,0.0411682630098597,0.124852186917814,0.379230392131192,0.129526018295564,-0.443993401278974
4089,4089,27491,0.0891782933119388,0.126847833742433,0.0748316031421288,0.253441928625436,0.0190962216235212,0.0851204064286778,0.0411365792549683,0.124784917679683,0.378226846305119,0.128657010945753,-0.442555351777995
4114,4114,27466,0.0884194892872394,0.127568646665088,0.0723029529877889,0.252139612446222,0.0191460893860422,0.0854625479934694,0.0417826784256804,0.125499976592352,0.377639589038574,0.12663963585387,-0.440959406965509
4139,4139,27441,0.0889741847887104,0.127655016175922,0.0777128444344174,0.255485623181841,0.0189993119479708,0.0857040978178925,0.0399338802564225,0.124670349894074,0.380155973075915,0.130815273287766,-0.445563609719798
