"rank_index","n_leading_edge","n_remainder","leading_mean_abs","leading_sd_dev","leading_skew_abs","leading_distortion","remainder_mean_abs","remainder_sd_dev","remainder_skew_abs","remainder_distortion","total_distortion","balance_penalty","split_score"
5609,5609,25971,0.0593761773836743,0.103190933856566,0.083523668014572,0.204328945247526,0.0214309534118713,0.0925398129820956,0.0408439241605266,0.13439272847423,0.338721673721756,0.0699362167732957,-0.373689782108404
5610,5610,25970,0.0594893983889087,0.103125184644925,0.0832498853907221,0.204239525729194,0.021405034464496,0.0925319545490199,0.0409144034091782,0.134394190718105,0.338633716447299,0.0698453350110894,-0.373556383952844
5611,5611,25969,0.059319771722079,0.103100043459001,0.0835874986200011,0.204213564491081,0.0214402183708327,0.0925321956868672,0.0408390065575056,0.134391917336453,0.338605481827533,0.0698216471546279,-0.373516305404847
5612,5612,25968,0.0592288034768287,0.103022792778598,0.0838198692581565,0.204161530884505,0.0214584190115826,0.0925194623570711,0.0407841340293592,0.134369948383333,0.338531479267838,0.0697915825011713,-0.373427270518424
5613,5613,25967,0.0590040609232337,0.103053032991642,0.0841426973816105,0.204128442605681,0.0215055445774494,0.0925337642045823,0.0407262788366717,0.134402448200367,0.338530890806049,0.0697259944053139,-0.373393888008706
5614,5614,25966,0.0591349268953943,0.102998354089979,0.0838369859060826,0.204051773938414,0.0214758064551335,0.0925289427581676,0.0408017777877537,0.134405638107178,0.338457412045592,0.0696461358312365,-0.37328047996121
5615,5615,25965,0.0590938129329901,0.10290441621159,0.0839536555404688,0.203975056914815,0.0214832470782207,0.0925122594437247,0.0407768739687966,0.134383943506344,0.338359000421158,0.0695911134084711,-0.373154557125394
5616,5616,25964,0.0589752782845513,0.102841976446209,0.0842361895906299,0.203935349526075,0.0215074374964835,0.092503154774043,0.0407100200604676,0.13436560230076,0.338300951826836,0.0695697472253149,-0.373085825439493
5617,5617,25963,0.0588806433878233,0.102766593141026,0.084475928227568,0.203885200642633,0.0215264682854576,0.0924908586085519,0.0406532408248448,0.134343947306432,0.338229147949065,0.0695412533362012,-0.372999774617166
5618,5618,25962,0.0586539919240915,0.102799282804338,0.0847958430659385,0.203851196261399,0.0215740753168166,0.0925058018925158,0.0405967516267225,0.134378253022694,0.338229449284093,0.0694729432387054,-0.372965920903445
5619,5619,25961,0.0587283361349963,0.102715211641421,0.0846075984354144,0.203747346994124,0.0215565559594081,0.0924927138193102,0.0406496224773546,0.134374081017396,0.33812142801152,0.0693732659767285,-0.372808060999884
5620,5620,25960,0.0586165945557815,0.102648903829556,0.0848788986832454,0.20370494772696,0.021579314661065,0.0924826431353918,0.0405852328619346,0.134354574227424,0.338059521954384,0.0693503734995363,-0.372734708704153
5621,5621,25959,0.0583449600553763,0.102738868282483,0.0851096384921777,0.203638647583948,0.0216367059414257,0.0925122747740543,0.040571501488065,0.134434731459513,0.33807337904346,0.0692039161244352,-0.372675337105678
5622,5622,25958,0.0584494031448875,0.10266858163658,0.0848535270741241,0.20354474831853,0.0216126714509662,0.0925030565771491,0.0406387608031101,0.13443510842967,0.3379798567482,0.0691096398888597,-0.37253467669263
5623,5623,25957,0.0586049286704652,0.10263218694266,0.0845124906556349,0.203493360940943,0.0215775612008596,0.0925032062788407,0.0407173904751134,0.134439462717257,0.3379328236582,0.0690538982236858,-0.372459772770043
5624,5624,25956,0.058622415033796,0.102534915841948,0.0844723840832928,0.20339352291739,0.0215723458103972,0.0924861133389692,0.0407337705731562,0.134425344435944,0.337818867353334,0.0689681784814455,-0.372302956594057
5625,5625,25955,0.0584740244727037,0.10249306559287,0.0847935495861222,0.203363864858635,0.0216030777247459,0.0924821369631316,0.0406593777856077,0.134414903580681,0.337778768439316,0.0689489612779532,-0.372253249078292
5626,5626,25954,0.0582604042701754,0.102511499704744,0.0851251574810959,0.203334482715468,0.0216479631494464,0.0924934644890928,0.0405955955346389,0.134439225405859,0.337773708121327,0.0688952573096092,-0.372221336776131
5627,5627,25953,0.0583567503705726,0.102437201799102,0.0848862384634684,0.203237071401409,0.0216256631475948,0.0924830915548396,0.0406594887839539,0.134438499094411,0.33767557049582,0.0687985723069977,-0.372074856649319
5628,5628,25952,0.0581336345750683,0.102466308268484,0.0852089175472992,0.203204401617202,0.0216726331156078,0.0924971536111163,0.0406010605392943,0.134470316996371,0.337674718613573,0.0687340846208304,-0.372041760923988
5629,5629,25951,0.0584038271436409,0.102554732838851,0.0849045514164543,0.203410835690719,0.021612620978505,0.0925311663361231,0.0406108034009253,0.134449189015091,0.33786002470581,0.0689616466756281,-0.372340848043624
5630,5630,25950,0.0584646970932062,0.102466253913641,0.0847496376239861,0.20330576981884,0.0215979971240843,0.0925167387956163,0.0406559557059219,0.134442713772662,0.337748483591501,0.0688630560461783,-0.37218001161459
5631,5631,25949,0.0585605133325074,0.102391787413715,0.0845118759260382,0.203208238709242,0.0215757840159309,0.0925063073969797,0.0407196748572415,0.134441928841531,0.337650167550773,0.0687663098677102,-0.372033322484628
5632,5632,25948,0.0585171283657254,0.102298705633709,0.0846343986413889,0.203133033320129,0.0215837753602965,0.0924897331677363,0.0406930564419771,0.134420036749021,0.33755307006915,0.0687129965711073,-0.371909568354704
5633,5633,25947,0.0584301693259183,0.102220163969653,0.0848585239860048,0.203079595288574,0.0216012304386573,0.0924766007681254,0.0406399494681431,0.134397805940854,0.337477401229428,0.0686817893477194,-0.371818295903288
5634,5634,25946,0.0581865173497169,0.102274052099294,0.0851512092166567,0.20303617405734,0.0216527183865117,0.09249701058224,0.04059700268999,0.134448230313747,0.337484404371086,0.0685879437435929,-0.371778376242883
5635,5635,25945,0.058303326286026,0.10221110288826,0.084870605300569,0.20294973182457,0.0216259405042583,0.0924897718499383,0.0406688200036493,0.134450122356021,0.337399854180592,0.0684996094685492,-0.371649658914866
5636,5636,25944,0.0581430098717606,0.102179012077449,0.0852014929078116,0.202922768403115,0.0216593534677573,0.0924882408723654,0.0405933253708227,0.134444257025534,0.337367025428649,0.0684785113775809,-0.371606281117439
5637,5637,25943,0.058030548897048,0.102113572083999,0.0854738610949986,0.202881051528546,0.0216823831427391,0.0924783311170588,0.0405284323387694,0.134424930429183,0.337305981957729,0.0684561210993639,-0.371534042507411
5638,5638,25942,0.058179563969745,0.102072611707804,0.0851412409407645,0.202822796147932,0.0216485964206043,0.092477156150119,0.0406067943045179,0.134429149722982,0.337251945870914,0.0683936464249494,-0.371448769083388
5639,5639,25941,0.0581878458067517,0.101975046733285,0.085126225753868,0.20272600541697,0.0216453878994821,0.0924598107296196,0.0406166073775385,0.134413502317871,0.337139507734841,0.0683125030990994,-0.371295759284391
5640,5640,25940,0.0581224459782139,0.101888278542516,0.0853026153823036,0.202662032211882,0.0216581987157908,0.0924446627562419,0.0405756863073253,0.134390704625695,0.337052736837577,0.0682713275861864,-0.37118840063067
5641,5641,25939,0.0578263388574963,0.102015018879014,0.0854467161517092,0.202564715812365,0.0217211878834806,0.092483873113035,0.0405992719511252,0.134504696972078,0.337069412784443,0.0680600188402871,-0.371099422204587
5642,5642,25938,0.0573001423700231,0.102625950500721,0.0832614590426948,0.201556822392091,0.0218342534795693,0.0926490969084438,0.0415509861883629,0.135258843482195,0.336815665874286,0.0662979789098967,-0.369964655329234
5643,5643,25937,0.057596267330382,0.102752616510558,0.0830291770348851,0.201863472358383,0.0217684594771713,0.0926934816442937,0.0415196965674397,0.135221789405185,0.337085261763568,0.066641682953198,-0.370406103240167
5644,5644,25936,0.0575374889583094,0.102663744403012,0.0831896039763893,0.201796035349516,0.0217798689976882,0.0926778505934919,0.0414827657401651,0.135199102461263,0.336995137810779,0.0665969328882533,-0.370293604254905
