"dataset_name","feature_id","orig_id","gene_symbol","baseMean","log2FoldChange","lfc_shrunk","Apeglm_L2FC","regulation_direction","stat","pvalue","padj","empirical_p","empirical_q","empirical_bh","lfdr","HBFSS","pi_valueE","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","weak_cnh_flag","strong_cnh_flag","standard_flag","hbfss_flag","hbfss_weak_effect_flag","final_class","weak_hbfss_overlap","strong_hbfss_overlap","standard_hbfss_overlap","any_overlap","lfcSE","pval","padjc","qval","gene_empirical_pvalue","HBFSS_core_pass","raw_lfc_pass","shrunk_lfc_pass","padj_strong_effect","padj_weak_effect","effect_class","hc_pass","standard_significant","HBFSS_significant","display_weak_flag","display_strong_flag","display_standard_flag","display_hbfss_flag","R2_1","R2_2","R2_3","R2_4","R2_5","ZT8_1","ZT8_2","ZT8_3","ZT8_4","ZT8_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier","neglog10_padj","neglog10_empirical_p","neglog10_padjc"
"RT2_ZT8_NormEVS_remainder_dataset","25","25","-",14.1252762122758,-0.102479080251904,-3.2529692765337e-07,-3.2529692765337e-07,"downregulated",-0.179811109589134,0.857300861584559,0.999955651828046,0.815902299533929,0.983114083053092,0.991994358454908,1,2.87438360028422e-08,2.87438360028422e-08,0.0147670029999456,1.83070763689228,0.102687215306421,1,TRUE,FALSE,FALSE,FALSE,FALSE,"Weak",FALSE,FALSE,FALSE,FALSE,0.569926299248514,0.815902299533929,0.991994358454908,0.983114083053092,0.815902299533929,FALSE,FALSE,FALSE,1,0.102687215306421,"weak_effect",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,27.2642770005143,18.5625565889314,6.77228986462055,7.93879016294994,6.52656163793286,14.7291044945825,9.05950013153028,9.69786537548369,13.7964315946127,26.9053852715997,0.250053179211362,0.445947867236893,0.319816337996932,9,FALSE,1.9260593451466e-05,0.0883618428559862,0.00349079770355277
"RT2_ZT8_NormEVS_remainder_dataset","31","31","Pcmt1",19.708177939964,-0.154939391210553,-6.72693468866101e-07,-6.72693468866101e-07,"downregulated",-0.317625213424749,0.750769246270979,0.999955651828046,0.680882189805053,0.979833105643977,0.983499891401655,1,1.12291392688134e-07,1.12291392688134e-07,0.0147670029999456,1.83070763689228,0.0821293181337403,1,TRUE,FALSE,FALSE,FALSE,FALSE,"Weak",FALSE,FALSE,FALSE,FALSE,0.48780570515779,0.680882189805053,0.983499891401655,0.979833105643977,0.680882189805053,FALSE,FALSE,FALSE,1,0.0821293181337403,"weak_effect",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,20.4482077503857,31.5563462011834,16.9307246615514,20.6408544236698,3.72946379310449,17.1839552436796,16.3071002367545,22.426313680806,19.8323704172558,28.0264429912497,0.168572148911839,0.336074458916217,0.235030582147044,6,FALSE,1.9260593451466e-05,0.166928025743156,0.00722568369956542
"RT2_ZT8_NormEVS_remainder_dataset","35","35","Pcmt1",101.682843925577,-0.27359982212851,-4.42735362627484e-06,-4.42735362627484e-06,"downregulated",-1.08155307280781,0.279451165954019,0.999955651828046,0.161396646102775,0.920108017535059,0.945430259468391,1,3.50693113285188e-06,3.50693113285188e-06,0.0147670029999456,1.83070763689228,0.0111016598161097,1,TRUE,FALSE,FALSE,FALSE,FALSE,"Weak",FALSE,FALSE,FALSE,FALSE,0.252969390968692,0.161396646102775,0.945430259468391,0.920108017535059,0.161396646102775,FALSE,FALSE,FALSE,1,0.0111016598161097,"weak_effect",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,65.1313283901175,116.015978680821,103.841777924182,76.2123855643194,97.8984245689929,122.742537454854,94.2188013679149,78.795156175805,120.718776452861,141.253272675898,0.0450704614026987,0.111964305012188,0.0668924428932623,9,FALSE,1.9260593451466e-05,0.792105494361108,0.0243705017688345
"RT2_ZT8_NormEVS_remainder_dataset","37","37","Pcmt1",89.1703438762625,-0.121061319160323,-1.73355068030385e-06,-1.73355068030385e-06,"downregulated",-0.44930653846014,0.653210541727008,0.999955651828046,0.560728386155164,0.975617078495588,0.980599997406352,1,4.35550201296761e-07,4.35550201296761e-07,0.0147670029999456,1.83070763689228,0.00460332995031544,1,TRUE,FALSE,FALSE,FALSE,FALSE,"Weak",FALSE,FALSE,FALSE,FALSE,0.269440368206578,0.560728386155164,0.980599997406352,0.975617078495588,0.560728386155164,FALSE,FALSE,FALSE,1,0.00460332995031544,"weak_effect",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,133.292020891403,68.6814593790463,75.6239034882628,53.9837731080596,93.2365948276123,85.9197762183979,93.3128513547619,80.0073893477405,100.024129060942,107.621541086399,0.0534348369131266,0.119524830878729,0.0760078189720733,9,FALSE,1.9260593451466e-05,0.251247457744021,0.00850811223853201
"RT2_ZT8_NormEVS_remainder_dataset","38","38","Pcmt1",26.5380394048442,0.0823370891411475,3.79804957820208e-07,3.79804957820208e-07,"upregulated",0.171421837240684,0.863892085278011,0.999955651828046,0.82434800259619,0.983284192692753,0.991994358454908,1,3.1861613835912e-08,3.1861613835912e-08,0.0147670029999456,1.83070763689228,0.063429100211658,1,TRUE,FALSE,FALSE,FALSE,FALSE,"Weak",FALSE,FALSE,FALSE,FALSE,0.480318554896496,0.82434800259619,0.991994358454908,0.983284192692753,0.82434800259619,FALSE,FALSE,FALSE,1,0.063429100211658,"weak_effect",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,52.2565309176524,20.4188122478246,10.1584347969308,12.7020642607199,40.0917357758733,27.0033582400679,21.7428003156727,29.6997127124188,34.4910789865318,16.8158657947498,0.224828194207643,0.264530556984697,0.239933425677915,9,FALSE,1.9260593451466e-05,0.083889410024486,0.00349079770355277
"RT2_ZT8_NormEVS_remainder_dataset","89","89","Tab2",38.0347302881081,0.259622335081927,2.61498458434035e-06,2.61498458434035e-06,"upregulated",0.805944572982222,0.420274808941079,0.999955651828046,0.296701430872393,0.954897957261533,0.965701576629327,1,1.37987600489645e-06,1.37987600489645e-06,0.0147670029999456,1.83070763689228,0.0338087276245381,1,TRUE,FALSE,FALSE,FALSE,FALSE,"Weak",FALSE,FALSE,FALSE,FALSE,0.32213423079611,0.296701430872393,0.965701576629327,0.954897957261533,0.296701430872393,FALSE,FALSE,FALSE,1,0.0338087276245381,"weak_effect",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,40.8964155007714,54.7595419373477,32.732734345666,28.5796445866198,49.4153952586345,46.6421642328446,37.1439505392742,36.9731117440316,31.9042480625419,21.3000966733498,0.0375063757332226,0.202128383571113,0.0985906266995747,10,FALSE,1.9260593451466e-05,0.527680359249433,0.0151570595537612
"RT2_ZT8_NormEVS_remainder_dataset","224","224","Sash1",40.8610437796965,0.0546651205659827,5.66956422865329e-07,5.66956422865329e-07,"upregulated",0.171134730272353,0.86411782787009,0.999955651828046,0.824637406990903,0.983289961035423,0.991994358454908,1,4.74752122543007e-08,4.74752122543007e-08,0.0147670029999456,1.83070763689228,0.00911265469266379,1,TRUE,FALSE,FALSE,FALSE,FALSE,"Weak",FALSE,FALSE,FALSE,FALSE,0.319427391967637,0.824637406990903,0.991994358454908,0.983289961035423,0.824637406990903,FALSE,FALSE,FALSE,1,0.00911265469266379,"weak_effect",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55.2858950288206,33.4126018600766,33.8614493231027,33.3429186843897,52.2124931034629,36.8227612364562,41.6737006050393,58.1871922529022,30.1796941132154,33.6317315894996,0.0516513002172252,0.192165006391546,0.0984594307858411,6,FALSE,1.9260593451466e-05,0.0837369687327408,0.00349079770355277
"RT2_ZT8_NormEVS_remainder_dataset","576","576","-",2.93224215766209,1.01368096272473,3.08258130855526e-07,3.08258130855526e-07,"upregulated",0.55372415016221,0.579767644874437,0.999955651828046,0.473399167537714,0.971248419462621,0.97855271198256,1,1.00113766917855e-07,1.00113766917855e-07,0.0147670029999456,1.83070763689228,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",FALSE,FALSE,FALSE,FALSE,1.83066055982528,0.473399167537714,0.97855271198256,0.971248419462621,0.473399167537714,FALSE,TRUE,FALSE,1,NA,"intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,13.9219174416986,5.64357488718379,0,0,0,0,3.03058292983865,0,6.72634631789992,7.06982522821872,1.9265115077851,3.64944874130992,5,FALSE,1.9260593451466e-05,0.3247725101038,0.00941577510913192
"RT2_ZT8_NormEVS_remainder_dataset","615","615","-",0.652656163793286,2.9637882651108,3.11376307039023e-07,3.11376307039023e-07,"upregulated",0.96192588731628,0.336086833715649,0.999955651828046,0.212949111307007,0.938254713315575,0.959039454703524,1,2.09158990784514e-07,2.09158990784514e-07,0.0147670029999456,1.83070763689228,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",FALSE,FALSE,FALSE,FALSE,3.08109835091309,0.212949111307007,0.959039454703524,0.938254713315575,0.212949111307007,FALSE,TRUE,FALSE,1,NA,"intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,6.52656163793286,0,0,0,0,0,10,8.45252157995118,10,9,FALSE,1.9260593451466e-05,0.671724168012248,0.0181635256681725
"RT2_ZT8_NormEVS_remainder_dataset","672","672","-",0.368227612364562,-1.90407942211014,-2.69950860703178e-07,-2.69950860703178e-07,"downregulated",-0.611128982685321,0.541114193909362,0.999955651828046,0.428776608347724,0.968350956459501,0.9767043196617,1,9.92795352374237e-08,9.92795352374237e-08,0.0147670029999456,1.83070763689228,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",FALSE,FALSE,FALSE,FALSE,3.11567521105536,0.428776608347724,0.9767043196617,0.968350956459501,0.428776608347724,FALSE,TRUE,FALSE,1,NA,"intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,3.68227612364562,0,0,0,0,10,14.9366025695876,10,8,FALSE,1.9260593451466e-05,0.367768915345618,0.0102368915265465
