"feature_id","dispGeneEst","dispFit","dispersion","residual_fit_minus_final","residual_fit_minus_gene","residual_final_minus_gene"
"20",5.51881881414372,2.55313297666839,3.19075990601537,-0.637626929346977,-2.96568583747533,-2.32805890812835
"25",0.261385894709024,0.209380831872501,0.229339641761246,-0.0199588098887447,-0.0520050628365229,-0.0320462529477783
"31",0.172712412430731,0.139013177263305,0.149896791837164,-0.0108836145738584,-0.0336992351674257,-0.0228156205935673
"89",0.0348897067843057,0.0712433259067871,0.0597529938554608,0.0114903320513263,0.0363536191224814,0.0248632870711551
"90",0.486490521237869,0.2130349915543,0.310931278016278,-0.0978962864619781,-0.273455529683569,-0.175559243221591
"143",1.22145753276398,0.28609149665875,1.22145753276398,-0.935366036105233,-0.935366036105233,0
"214",10,10.1990967066768,10,0.199096706676798,0.199096706676798,0
"304",4.18147727455474,3.80122482912811,3.890894822793,-0.0896699936648937,-0.380252445426635,-0.290582451761741
"576",7.06787305044487,2.16348738632295,3.20259025219894,-1.03910286587599,-4.90438566412192,-3.86528279824593
"615",10,9.8753429972719,10,-0.124657002728105,-0.124657002728105,0
"672",10,11.5530567376554,10,1.55305673765542,1.55305673765542,0
"673",10,8.09643915477419,9.98140203158485,-1.88496287681066,-1.90356084522581,-0.0185979684151487
"708",2.79089166201834,3.20860456794547,3.0849637926408,0.123640775304676,0.417712905927131,0.294072130622454
"774",0.515890058770051,1.13954595584542,0.920833507884688,0.218712447960733,0.623655897075369,0.404943449114637
"829",3.67451235917183,1.93552019414607,2.3840884974056,-0.448568303259536,-1.73899216502576,-1.29042386176623
"833",2.53660018785184,1.3015224587018,1.65591295396997,-0.354390495268166,-1.23507772915004,-0.880687233881871
"842",0.0742432173727246,0.117556413205735,0.101897148898154,0.0156592643075805,0.04331319583301,0.0276539315254295
"845",1.88304977211046,2.43751516943652,2.25201935599604,0.185495813440473,0.554465397326054,0.36896958388558
"964",2.69301669454862,3.41293052464375,3.19987742851168,0.213053096132072,0.719913830095133,0.506860733963061
"969",1.36149574645943,0.751994381895635,0.913381267825025,-0.161386885929389,-0.609501364563796,-0.448114478634407
"984",0.124010031502841,0.279683757771194,0.222766633007929,0.0569171247632652,0.155673726268353,0.0987566015050879
"986",4.92763266461096,1.22316103578338,2.11325800716988,-0.890096971386505,-3.70447162882758,-2.81437465744107
"1110",5.6427979931265,5.14547312226703,5.22666775659703,-0.0811946343299956,-0.497324870859469,-0.416130236529473
"1132",2.79556397000074,1.14247615206591,1.61017517277876,-0.467699020712852,-1.65308781793483,-1.18538879722198
"1137",0.0333270193375237,0.0505458859236425,0.0444772453934109,0.00606864053023158,0.0172188665861188,0.0111502260558872
"1138",1.63900315150427,2.53107150082481,2.29006945841465,0.241002042410161,0.892068349320536,0.651066306910375
"1272",4.74300683802569,1.34751530916143,2.18258342694451,-0.835068117783085,-3.39549152886426,-2.56042341108117
"1282",0.0854430339736653,0.548776981043018,0.363027264571305,0.185749716471713,0.463333947069353,0.27758423059764
"1293",0.343857621818592,0.46797029535371,0.415184753586464,0.0527855417672461,0.124112673535118,0.0713271317678718
"1295",0.673531546945174,0.191294162132665,0.325584420939289,-0.134290258806624,-0.482237384812509,-0.347947126005885
"1345",1.22582690286252,1.62270651538288,1.48487447703062,0.137832038352264,0.396879612520355,0.259047574168091
