"comparison_name","track_key","track_label","dataset_key","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_weak_cnh","n_strong_cnh","n_standard","n_hbfss","n_display_weak_cnh","n_display_strong_cnh","n_display_standard","n_display_hbfss_only","n_overlap","n_weak_hbfss_overlap","n_strong_hbfss_overlap","n_standard_hbfss_overlap","top_n_target","trt_cutoff_quantile","ctrl_cutoff_quantile","leading_edge_n","remainder_n"
"RT2_ZT8","normalized_evs","NormEVS","remainder_dataset","RT2_ZT8_NormEVS_remainder_dataset",24427,0.014565731311307,1.83666770557858,49,0,0,21,49,0,0,19,2,2,0,0,5000,0.841440984334369,0.841440984334369,7107,24650
