"comparison_name","track_key","track_label","dataset_key","dataset_name","evs_split_input","deseq2_input","n_features","hc_p_threshold","hbfss_threshold","standard_bh_fdr","cnh_bh_fdr","n_weak_cnh","n_strong_cnh","n_standard","n_hbfss","n_hbfss_display","n_display_weak_cnh","n_display_strong_cnh","n_display_standard","n_overlap","n_weak_hbfss_overlap","n_strong_hbfss_overlap","n_standard_hbfss_overlap","top_n_target","trt_cutoff_quantile","ctrl_cutoff_quantile","leading_edge_n","remainder_n"
"RT2_ZT8","normalized_evs","NormEVS","leading_edge_dataset","RT2_ZT8_NormEVS_leading_edge_dataset","DESeq2-normalized counts prior to EVS","raw count subsets; DESeq2 size-factor normalization is run after EVS split",7107,0.0220541331368955,1.65651000799492,0.2,0.1,67,0,0,3,3,67,0,0,0,0,0,0,5000,0.841440984334369,0.841440984334369,7107,24650
