"dataset_name","feature_id","gene_symbol","log2FoldChange","lfc_shrunk","Apeglm_L2FC","regulation_direction","stat","pvalue","padj","empirical_p","empirical_q","empirical_bh","lfdr","HBFSS","pi_valueE","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","weak_cnh_flag","strong_cnh_flag","standard_flag","hbfss_flag","final_class","weak_hbfss_overlap","strong_hbfss_overlap","standard_hbfss_overlap","any_overlap","baseMean.x","lfcSE","pval","padjc","qval","gene_empirical_pvalue","HBFSS_core_pass","raw_lfc_pass","shrunk_lfc_pass","padj_strong_effect","padj_weak_effect","effect_class","hc_pass","standard_significant","HBFSS_significant","display_weak_flag","display_standard_flag","display_strong_flag","display_hbfss_flag","R2_1","R2_2","R2_3","R2_4","R2_5","ZT8_1","ZT8_2","ZT8_3","ZT8_4","ZT8_5","dispGeneEst","dispFit","dispersion","dispIter","baseMean.y","dispOutlier","neglog10_padj","neglog10_empirical_p","neglog10_padjc"
"RT2_ZT8_NormEVS_remainder_dataset","1473","Adgrg6",4.12427359984289,3.36035165798218,3.36035165798218,"upregulated",3.54721741762806,0.000389323156760144,0.999931476033651,4.30347502056172e-06,0.0139001377811914,0.0149588204616476,0.0188882683713879,18.0322542577929,18.0322542577929,0.014565731311307,1.83666770557858,NA,1,FALSE,FALSE,FALSE,TRUE,"HBFSS",FALSE,FALSE,FALSE,FALSE,4.9782833965295,1.1626785489232,4.30347502056172e-06,0.0149588204616476,0.0139001377811914,4.30347502056172e-06,TRUE,TRUE,TRUE,1,NA,"intermediate",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,10.0520266167532,14.6005507223577,7.73198658328128,4.67553854862191,10.0252839596774,0,2.69744753460357,0,0,0,0.0450420320142706,0.972411934316015,0.760045685927226,9,4.9782833965295,FALSE,2.97606001325331e-05,5.366180713545,1.82510265026794
"RT2_ZT8_NormEVS_remainder_dataset","20262","Dkk3",0.923217396692185,0.625399734778562,0.625399734778562,"upregulated",3.02029957875581,0.00252524774790695,0.999931476033651,9.09949032470436e-05,0.0639194983870525,0.0653744853416334,0.0998596107138126,2.52722965419552,2.52722965419552,0.014565731311307,1.83666770557858,0.422050874959483,1,FALSE,FALSE,FALSE,TRUE,"HBFSS",FALSE,FALSE,FALSE,FALSE,32.3347809972761,0.305670802719676,9.09949032470436e-05,0.0653744853416334,0.0639194983870525,9.09949032470436e-05,TRUE,FALSE,FALSE,1,0.422050874959483,"intermediate",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,61.0853925171923,48.3643242678097,46.3919194996877,24.9362055926502,29.1644624281526,32.5574437939015,26.9744753460357,18.6293578997037,17.2341259029716,18.0101027246565,0.0750221440840386,0.0819266260769512,0.0795116257920337,8,32.3347809972761,FALSE,2.97606001325331e-05,4.04098293244455,1.18459171707945
"RT2_ZT8_NormEVS_remainder_dataset","20307","-",-1.96548674041838,-1.75405141942426,-1.75405141942426,"downregulated",-4.53010425156821,5.89545884474393e-06,0.143613377457962,4.36596581110393e-09,0.000105188292354185,0.000106647446867836,0.000657951434948259,14.6637289625171,14.6637289625171,0.014565731311307,1.83666770557858,0.986968729523182,1,FALSE,FALSE,FALSE,TRUE,"HBFSS",FALSE,FALSE,FALSE,FALSE,19.0051579820922,0.433872297693365,4.36596581110393e-09,0.000106647446867836,0.000105188292354185,4.36596581110393e-09,TRUE,TRUE,TRUE,1,0.986968729523182,"intermediate",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,11.5984922500998,5.47520652088412,13.2548341427679,0,7.29111560703814,18.0874687743897,41.3608621972547,39.0615568864755,22.4043636738631,31.5176797681489,0.153619825925766,0.143777655294415,0.145998277569846,9,19.0051579820922,FALSE,0.842805104066005,8.35991966947595,3.97204953706859
"RT2_ZT8_NormEVS_remainder_dataset","55611","Lto1",0.895951031772164,0.676862626181109,0.676862626181109,"upregulated",3.29770589525626,0.000974781777514288,0.999931476033651,1.92976318011961e-05,0.0273490451782479,0.0277284265886952,0.0998596107138126,3.19106613298128,3.19106613298128,0.014565731311307,1.83666770557858,0.376275661571837,1,FALSE,FALSE,FALSE,TRUE,"HBFSS",FALSE,FALSE,FALSE,FALSE,33.30884599627,0.271689186431388,1.92976318011961e-05,0.0277284265886952,0.0273490451782479,1.92976318011961e-05,TRUE,FALSE,FALSE,1,0.376275661571837,"intermediate",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,37.8884080169927,36.5013768058941,46.3919194996877,57.6649754330035,38.2783569369503,25.3224562841456,28.7727737024381,16.2255697836129,22.4043636738631,23.6382598261117,1e-08,0.0796680492313097,0.056643893271616,10,33.30884599627,FALSE,2.97606001325331e-05,4.71449598419317,1.55707477316409
"RT2_ZT8_NormEVS_remainder_dataset","72328","Pafah1b1",0.83654765765877,0.540516792470559,0.540516792470559,"upregulated",2.95572977156734,0.00311930256458898,0.999931476033651,0.000128265843315267,0.0741696641182298,0.0756875870764905,0.134651826709725,2.1036313476482,2.1036313476482,0.014565731311307,1.83666770557858,0.313549685032073,1,FALSE,FALSE,FALSE,TRUE,"HBFSS",FALSE,FALSE,FALSE,FALSE,30.0010672793254,0.283025757532351,0.000128265843315267,0.0756875870764905,0.0741696641182298,0.000128265843315267,TRUE,FALSE,FALSE,1,0.313549685032073,"intermediate",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,33.2490111169528,32.8512391253047,53.0193365710716,35.8457955394346,37.3669674860705,25.3224562841456,26.0753261678345,21.6340930448172,15.5107133126745,19.1357341449476,1e-08,0.0880588381169656,0.0613897097683766,10,30.0010672793254,FALSE,2.97606001325331e-05,3.89188897912507,1.12097533986871
"RT2_ZT8_NormEVS_remainder_dataset","153754","Anxa3",1.53493314296287,1.02384310559695,1.02384310559695,"upregulated",2.9733125377443,0.00294604303565236,0.999931476033651,0.000116895602185751,0.071064810248111,0.0741998961383799,0.134651826709725,4.0259577308387,4.0259577308387,0.014565731311307,1.83666770557858,0.851677020696357,1,FALSE,FALSE,FALSE,TRUE,"HBFSS",FALSE,FALSE,FALSE,FALSE,16.2782747050366,0.516236730406871,0.000116895602185751,0.0741998961383799,0.071064810248111,0.000116895602185751,TRUE,TRUE,TRUE,1,0.851677020696357,"intermediate",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,45.6207361837259,29.2011014447153,14.3594036546652,17.143641344947,15.4936206649561,3.61749375487794,14.386386851219,12.6198876094767,10.340475541783,0,0.452659111434121,0.173455737446699,0.244653178691675,10,16.2782747050366,FALSE,2.97606001325331e-05,3.93220182743857,1.12959670262609
"RT2_ZT8_NormEVS_remainder_dataset","242233","Ercc3",1.26348553482349,0.991599992978974,0.991599992978974,"upregulated",3.43450538493809,0.000593636277127871,0.999931476033651,8.58229525335652e-06,0.018112269962408,0.0190581569230672,0.0306213092924004,5.02383878210242,5.02383878210242,0.014565731311307,1.83666770557858,0.766137167651697,1,FALSE,FALSE,FALSE,TRUE,"HBFSS",FALSE,FALSE,FALSE,FALSE,21.184082032385,0.367879910849598,8.58229525335652e-06,0.0190581569230672,0.018112269962408,8.58229525335652e-06,TRUE,TRUE,FALSE,1,0.766137167651697,"intermediate",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,40.981339283686,37.4139112260415,22.0913902379465,23.3776927431095,24.6075151737537,14.4699750195118,6.29404424740833,9.0142054353405,18.9575384932688,14.6332084637834,0.0728479096974582,0.126956958035214,0.108590823796232,11,21.184082032385,FALSE,2.97606001325331e-05,5.06639654868265,1.71991910143351
"RT2_ZT8_NormEVS_remainder_dataset","242431","Camk4",-0.632204429501843,-0.480546459205679,-0.480546459205679,"downregulated",-3.31683880043366,0.000910421286724626,0.999931476033651,1.72613143900602e-05,0.0258317547539474,0.026352632912875,0.054469452281356,2.2888072907483,2.2888072907483,0.014565731311307,1.83666770557858,0.0683235525582461,1,TRUE,FALSE,FALSE,TRUE,"Weak CNH",TRUE,FALSE,FALSE,TRUE,86.9010339284205,0.190604508551692,1.72613143900602e-05,0.026352632912875,0.0258317547539474,1.72613143900602e-05,TRUE,FALSE,FALSE,1,0.0683235525582461,"weak_effect",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,72.6838847672921,47.4517898476624,76.2152963209155,82.6011810256537,63.7972615615838,104.90731889146,81.8225752163082,119.588458775517,105.128168008127,114.814404869685,0.0182744851669205,0.0394354921017347,0.0316576736638543,11,86.9010339284205,FALSE,2.97606001325331e-05,4.76292613732207,1.57917598757064
"RT2_ZT8_NormEVS_remainder_dataset","315274","Tubb5",1.52706737989781,0.915090257819885,0.915090257819885,"upregulated",2.8722929052965,0.00407505072519705,0.999931476033651,0.000197921446097205,0.0911145391279077,0.0944070294539653,0.158015882075774,3.38904330775822,3.38904330775822,0.014565731311307,1.83666770557858,0.841075920947108,1,FALSE,FALSE,FALSE,TRUE,"HBFSS",FALSE,FALSE,FALSE,FALSE,14.4367328786902,0.531654476144096,0.000197921446097205,0.0944070294539653,0.0911145391279077,0.000197921446097205,TRUE,TRUE,FALSE,1,0.841075920947108,"intermediate",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,39.4348736503393,19.1632228230944,12.1502646308706,15.5851284954064,20.9619573702347,0,12.5880884948167,4.2066292031589,14.6490070175259,5.62815710145516,0.39499031803872,0.202501086575041,0.2542955008416,12,14.4367328786902,FALSE,2.97606001325331e-05,3.70350714456549,1.02499566736074
"RT2_ZT8_NormEVS_remainder_dataset","321624","Inpp5e",1.23417923024464,0.751352797526549,0.751352797526549,"upregulated",2.90520833512419,0.00367008723321709,0.999931476033651,0.000167013844161623,0.0844942905369571,0.0868010036454461,0.158015882075774,2.83804549688158,2.83804549688158,0.014565731311307,1.83666770557858,0.714235487084976,1,FALSE,FALSE,FALSE,TRUE,"HBFSS",FALSE,FALSE,FALSE,FALSE,18.1207962742233,0.424816084727322,0.000167013844161623,0.0868010036454461,0.0844942905369571,0.000167013844161623,TRUE,TRUE,FALSE,1,0.714235487084976,"intermediate",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,18.5575876001597,13.6880163022103,34.2416548688171,45.1968726366784,16.4050101158358,13.2641437678858,11.6889393166155,9.0142054353405,14.6490070175259,4.50252568116413,0.15408228564414,0.1520866371474,0.152773024065544,8,18.1207962742233,FALSE,2.97606001325331e-05,3.77724752769194,1.06147525322029
"RT2_ZT8_NormEVS_remainder_dataset","324827","Gtdc1",1.44275063991169,1.03248165107347,1.03248165107347,"upregulated",3.12421697162211,0.00178278942084553,0.999931476033651,5.16405931119124e-05,0.0501613532172635,0.053781184635301,0.0998596107138126,4.42625790162608,4.42625790162608,0.014565731311307,1.83666770557858,0.833090969622727,1,FALSE,FALSE,FALSE,TRUE,"HBFSS",FALSE,FALSE,FALSE,FALSE,18.5717428108305,0.461795916550125,5.16405931119124e-05,0.053781184635301,0.0501613532172635,5.16405931119124e-05,TRUE,TRUE,TRUE,1,0.833090969622727,"intermediate",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,38.661640833666,33.7637735454521,33.1370853569198,12.4681027963251,17.3163995667156,18.0874687743897,12.5880884948167,10.2160994933859,9.4787692466344,0,0.34786709701126,0.147723995399252,0.191335099510504,11,18.5717428108305,FALSE,2.97606001325331e-05,4.28700877833917,1.26936963582584
"RT2_ZT8_NormEVS_remainder_dataset","331881","Rasgrp1",2.36786199745774,1.64314547672582,1.64314547672582,"upregulated",3.04654947789667,0.00231484377894822,0.999931476033651,7.89911117304865e-05,0.0606048522146421,0.0631668488813038,0.0998596107138126,6.74087578127062,6.74087578127062,0.014565731311307,1.83666770557858,NA,1,FALSE,FALSE,FALSE,TRUE,"HBFSS",FALSE,FALSE,FALSE,FALSE,8.32788151780739,0.777227487896409,7.89911117304865e-05,0.0631668488813038,0.0606048522146421,7.89911117304865e-05,TRUE,TRUE,TRUE,1,NA,"intermediate",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3.8661640833666,33.7637735454521,15.4639731665626,7.79256424770318,9.11389450879768,0,0,3.6056821741362,5.17023777089149,4.50252568116413,0.708842269768641,0.439751313352884,0.519700004177865,9,8.32788151780739,FALSE,2.97606001325331e-05,4.10242177381805,1.19951078762353
