"comparison_name","track_key","track_label","dataset_key","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_weak_cnh","n_strong_cnh","n_standard","n_hbfss","n_display_weak_cnh","n_display_strong_cnh","n_display_standard","n_display_hbfss_only","n_overlap","n_weak_hbfss_overlap","n_strong_hbfss_overlap","n_standard_hbfss_overlap","top_n_target","trt_cutoff_quantile","ctrl_cutoff_quantile","leading_edge_n","remainder_n"
"RT2_ZT8","normalized_evs","NormEVS","raw_dataset","RT2_ZT8_NormEVS_raw_dataset",31534,0.0136775581992137,1.86399142858533,59,0,0,8,59,0,0,8,0,0,0,0,5000,0.841440984334369,0.841440984334369,7107,24650
