"dataset_name","feature_id","gene_symbol","baseMean","lfc_shrunk","Apeglm_L2FC","regulation_direction","gene_empirical_pvalue","pval","padjc","qval","lfdr","pvalue","padj","empirical_p","empirical_q","empirical_bh","HBFSS","pi_valueE","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","standard_significant","HBFSS_significant","effect_class","log2FoldChange","lfcSE","stat","HBFSS_core_pass","raw_lfc_pass","shrunk_lfc_pass","padj_strong_effect","padj_weak_effect","R4_1","R4_2","R4_3","R4_4","R4_5","ZT10_1","ZT10_2","ZT10_3","ZT10_4","ZT10_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier","IOD","neglog10_padj","neglog10_empirical_p","neglog10_padjc","empirical p-value / pval","empirical q-value / qval","empirical BH / padjc"
"RT4_ZT10_raw_dataset","31","Pcmt1",32.8636613859256,-0.0084915733417657,-0.0084915733417657,"downregulated",0.955341519875457,0.955341519875457,0.998958232261888,0.955213451640442,1,0.950610461991131,0.994470319473388,0.955341519875457,0.955213451640442,0.998958232261888,0.000168484253867039,0.000168484253867039,0.0223630001696145,1.65046993290979,0.0329648452061194,1,FALSE,FALSE,"weak_effect",-0.0254761276247745,0.411302058552795,-0.0619401899285762,FALSE,FALSE,FALSE,1,0.0329648452061194,23.9630829562928,26.5113457370045,40.2284388031921,26.5499526024875,46.9536919456036,28.7047492218183,30.0026349868244,28.5857595327735,15.1935098180214,61.9434482552381,0.121237963009807,0.272851330766758,0.17053387282491,6,FALSE,5.60436745134835,0.00240817410946188,0.0198413470726739,0.000452669809449488,0.955341519875457,0.955213451640442,0.998958232261888
"RT4_ZT10_raw_dataset","35","Pcmt1",129.840791233256,-0.202148399544625,-0.202148399544625,"downregulated",0.250057154147557,0.250057154147557,0.892150217989498,0.848083440706555,1,0.203298247127703,0.694917313316104,0.250057154147557,0.848083440706555,0.892150217989498,0.121685395277992,0.121685395277992,0.0223630001696145,1.65046993290979,0.0173386857639285,1,FALSE,FALSE,"weak_effect",-0.31882755082923,0.250609067263435,-1.27221075562316,FALSE,FALSE,FALSE,1,0.0173386857639285,118.911147500095,101.931553437104,127.868966195861,119.224315460227,110.862883760453,95.2475769633063,174.658196530442,185.807436963028,97.238462835337,166.657372686712,0.0439380949183776,0.125110078139072,0.0673236825124766,7,FALSE,8.74136020615651,0.158066868081694,0.601960715751944,0.0495620140641935,0.250057154147557,0.848083440706555,0.892150217989498
"RT4_ZT10_raw_dataset","37","Pcmt1",120.398866810187,-0.114001737435352,-0.114001737435352,"downregulated",0.502538313158759,0.502538313158759,0.983056286011336,0.918161836304924,1,0.458317743076188,0.876952426163552,0.502538313158759,0.918161836304924,0.983056286011336,0.0340672329467931,0.0340672329467931,0.0223630001696145,1.65046993290979,0.0222395829497268,1,FALSE,FALSE,"weak_effect",-0.22260684774154,0.300163044947185,-0.741619767952142,FALSE,FALSE,FALSE,1,0.0222395829497268,70.984981587509,110.159212458932,102.007826965237,127.239395491166,146.078152719656,208.761812522315,91.0794276385741,119.540448955235,135.222237380391,92.9151723828572,0.0866216697084476,0.129036405604179,0.0994052506491803,9,FALSE,11.9682795331439,0.0570239660582054,0.298830822347001,0.00742161542899024,0.502538313158759,0.918161836304924,0.983056286011336
"RT4_ZT10_raw_dataset","89","Tab2",50.8517243806599,-0.0846259675985452,-0.0846259675985452,"downregulated",0.613243361422923,0.613243361422923,0.99342330656499,0.931929926560846,1,0.576120058462244,0.920712979535537,0.613243361422923,0.931929926560846,0.99342330656499,0.0179717750884424,0.0179717750884424,0.0223630001696145,1.65046993290979,0.0203676392256298,1,FALSE,FALSE,"weak_effect",-0.175035795866843,0.313088878295564,-0.55906104624261,FALSE,FALSE,FALSE,1,0.0203676392256298,45.2133640684771,53.022691474009,64.6528480765588,37.0697451430957,40.4323458420475,63.933305084959,75.006587467061,48.0760501233009,50.1385823994707,30.9717241276191,0.050859395167813,0.202879647900408,0.0970788451651053,10,FALSE,4.93662667752869,0.035875734440642,0.212367144488063,0.00286565529928946,0.613243361422923,0.931929926560846,0.99342330656499
"RT4_ZT10_raw_dataset","90","Tab2",18.3619531103321,0.0747503765819061,0.0747503765819061,"upregulated",0.641249250911173,0.641249250911173,0.993925053781377,0.93470871196906,1,0.606290722740377,0.92844122822707,0.641249250911173,0.93470871196906,0.993925053781377,0.0144248140786425,0.0144248140786425,0.0223630001696145,1.65046993290979,0.0669351293029208,1,FALSE,FALSE,"weak_effect",0.212040436088445,0.41142910219681,0.51537539507114,FALSE,FALSE,FALSE,1,0.0669351293029208,13.5640092205431,26.9684379048839,24.4244092733666,19.0358150734816,14.3469614278233,15.6571359391736,12.8582721372105,20.7896432965626,19.7515627634278,16.2232840668481,1e-08,0.429073942497259,0.144424868631058,10,FALSE,2.65192266576937,0.0322455825698879,0.192973129210083,0.00264636203760969,0.641249250911173,0.93470871196906,0.993925053781377
"RT4_ZT10_raw_dataset","1137","Utrn",75.6385929133564,0.0842750429978484,0.0842750429978484,"upregulated",0.617779231401696,0.617779231401696,0.99342330656499,0.932395924373949,1,0.580997669632202,0.922695634273683,0.617779231401696,0.932395924373949,0.99342330656499,0.0176275322964725,0.0176275322964725,0.0223630001696145,1.65046993290979,0.0133733937941773,1,FALSE,FALSE,"weak_effect",0.162531824836989,0.294480111098969,0.551928020640976,FALSE,FALSE,FALSE,1,0.0133733937941773,79.1233871198349,100.560276933465,81.8936075636411,65.1225252513844,73.0390763598278,105.685667589422,81.4357235356662,59.7702244776173,71.4094961447006,38.3459441580045,0.0580670443073934,0.160987552044968,0.0898237757082754,6,FALSE,6.79414400473887,0.0349415342444796,0.20916669596861,0.00286565529928946,0.617779231401696,0.932395924373949,0.99342330656499
"RT4_ZT10_raw_dataset","1295","Phactr2",18.1690260747208,-0.0683089585062309,-0.0683089585062309,"downregulated",0.654992191760706,0.654992191760706,0.995238594411,0.935990955281863,1,0.621141754306941,0.932756203304076,0.654992191760706,0.935990955281863,0.995238594411,0.0125527190662316,0.0125527190662316,0.0223630001696145,1.65046993290979,0.0946174413279301,1,FALSE,FALSE,"weak_effect",-0.227954455365931,0.461228878443677,-0.494232833241312,FALSE,FALSE,FALSE,1,0.0946174413279301,14.0161428612279,23.3117005618488,12.9305696153118,13.0245050502769,20.8683075313794,14.3523746109092,35.3602483773288,20.7896432965626,16.7128607998236,10.3239080425397,0.0952415618134963,0.432833200387489,0.19855308358974,10,FALSE,3.60751615295821,0.0302318539979118,0.183763877253181,0.00207279079761838,0.654992191760706,0.935990955281863,0.995238594411
"RT4_ZT10_raw_dataset","1367","Aig1",272.206711603827,0.0591759822982216,0.0591759822982216,"upregulated",0.722411025023082,0.722411025023082,0.995924545897087,0.941615818403765,1,0.694380282109508,0.951835290720412,0.722411025023082,0.941615818403765,0.995924545897087,0.00835657389867516,0.00835657389867516,0.0223630001696145,1.65046993290979,0.00486838865890989,1,FALSE,FALSE,"weak_effect",0.106715006763489,0.271596346794378,0.392917681047756,FALSE,FALSE,FALSE,1,0.00486838865890989,291.174064600992,244.087217647593,212.636033674015,313.590006210512,349.544151150604,380.990307853225,219.662149010679,228.686076262188,332.737865014669,148.959244613787,0.0782929684216509,0.0989248954328694,0.0846022656140986,9,FALSE,23.0293045170473,0.0214381971197302,0.141215634690466,0.00177356372675208,0.722411025023082,0.941615818403765,0.995924545897087
"RT4_ZT10_raw_dataset","1634","Heca",155.721024219487,-0.224910273801598,-0.224910273801598,"downregulated",0.217705895992971,0.217705895992971,0.869664103116642,0.829360694548992,1,0.172757815682231,0.659385004055011,0.217705895992971,0.829360694548992,0.869664103116642,0.148919796650831,0.148919796650831,0.0223630001696145,1.65046993290979,0.0365960832256698,1,FALSE,FALSE,"weak_effect",-0.371616882474558,0.272567139003552,-1.36339576308836,FALSE,FALSE,FALSE,1,0.0365960832256698,166.83731341268,131.185452181384,114.938396580549,156.294060603322,108.25434531903,213.980857835373,227.162807757385,148.126208488008,197.515627634278,92.9151723828572,0.0677163637906674,0.116789196819644,0.0824658990626362,9,FALSE,12.8416742652145,0.180860933944785,0.662129809073104,0.0606484558079475,0.217705895992971,0.829360694548992,0.869664103116642
"RT4_ZT10_raw_dataset","1655","Abracl",57.5250055101021,0.000298766924116114,0.000298766924116114,"upregulated",0.9994722915349,0.9994722915349,0.999919823812794,0.957106137149652,1,0.999416318722642,0.999797438648091,0.9994722915349,0.957106137149652,0.999919823812794,6.84897378217082e-08,6.84897378217082e-08,0.0223630001696145,1.65046993290979,0.0494287321974743,1,FALSE,FALSE,"weak_effect",-0.000345389255100122,0.472142486357484,-0.000731536061845977,FALSE,FALSE,FALSE,1,0.0494287321974743,24.4152165969776,49.3659541309739,37.3549788886784,47.0885951817702,130.426922071121,87.4190089937195,28.9311123087235,45.4773447112306,80.5256020355135,44.2453201823129,0.280391267936446,0.188049802672194,0.248961164003653,8,FALSE,14.3214923311116,8.79801883745517e-05,0.000229241366072672,3.48214716287793e-05,0.9994722915349,0.957106137149652,0.999919823812794
