"comparison_name","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_standard_significant","n_HBFSS_significant","n_overlap_significant","n_weak_cnh","n_strong_cnh"
"RT4_ZT10","RT4_ZT10_remainder_dataset",24565,0.0339201556248525,1.46954216387819,686,943,686,2967,55
