"comparison_name","analysis_label","dataset_key","feature_id","orig_id","gene_symbol","baseMean","log2FoldChange","lfc_shrunk","regulation_direction","stat","pvalue","padj","greaterAbs_pvalue","greaterAbs_padj","lessAbs_pvalue","lessAbs_padj","empirical_p","empirical_bh","empirical_q","empirical_lfdr","neglog10_empirical_p","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","hc_pass","standard_flag","strong_alt_BH20_flag","strong_flag","lessAbs_alt_BH20_flag","weak_hbfss_flag","weak_flag","hbfss_flag","display_standard","display_strong","display_weak","display_hbfss","final_class","lfcSE","R0_1","R0_2","R0_3","R0_4","R0_5","ZT6_1","ZT6_2","ZT6_3","ZT6_4","ZT6_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier"
"RT0_ZT6","Raw","Raw","20","20","-",8.44688208407272,1.02212869624756,0.00226177785639929,"upregulated",0.847660320125681,0.396627170661559,0.988291793932124,0.985358425379366,1,0.507320787310317,NA,0.386540940753494,0.987866589874475,0.987177596236162,1,0.412804500706367,0.000933672078719625,0.000532546091058572,3.27364279873213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.20582345543319,16.5541335421656,12.2714469030617,22.1096080344536,5.20981805777455,0,0,13.2559541063079,7.07155968547425,7.99630051148966,0,2.18694633925343,1.08827540046658,1.61466238332167,10,FALSE
"RT0_ZT6","Raw","Raw","25","25","-",13.4624674030895,0.787024107783681,0.00535562337441125,"upregulated",1.13341200358276,0.257041275598471,0.983684058123726,1,1,0.379531445249588,0.449671268448147,0.246941459255246,0.987866589874475,0.980073352964024,1,0.607405989799904,0.00325303771672977,0.000532546091058572,3.27364279873213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.694384835607763,26.7412926450367,8.92468865677215,6.31703086698673,34.7321203851637,8.01301497104796,5.30654506714216,4.82034694774832,15.5574313080434,16.7922310741283,7.41997210882542,0.376458877901218,0.732192148856588,0.500746198987265,10,FALSE
"RT0_ZT6","Raw","Raw","31","31","Pcmt1",25.4259889217766,0.712050691451088,0.0135953899256678,"upregulated",1.70480973881469,0.0882299146051392,0.93832139806261,1,1,0.245280915137647,0.336025559594358,0.0815945408166756,0.930774941015015,0.942033773751248,1,1.08833889728175,0.0147963916798166,0.000532546091058572,3.27364279873213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.417671647010978,24.1945028693189,24.5428938061234,23.1624465122847,39.0736354333091,46.7425873311131,18.3317011410366,15.666127580182,24.0433029306125,17.5918611252772,20.910830488508,0.029022826871717,0.450024293124426,0.168640449866938,8,FALSE
"RT0_ZT6","Raw","Raw","35","35","Pcmt1",90.9538552117638,0.160633001123794,0.0047909311632006,"upregulated",0.48576393491842,0.627134547425195,0.992770366116539,1,1,0.00556967513152214,0.054026280439771,0.619738714641168,0.990379131051952,0.991963687722879,1,0.207791372932374,0.000995514164025949,0.000532546091058572,3.27364279873213,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.330681200428704,99.3248012529935,137.217088097872,76.8572088816719,106.801270184378,58.762109787685,95.0353980206369,84.3560715855955,117.387890778873,57.5733636827255,76.2233498452066,0.0702693844377748,0.221265349555243,0.12019979007812,9,FALSE
"RT0_ZT6","Raw","Raw","37","37","Pcmt1",91.9669124303543,-0.231887534961912,-0.0051037246862266,"downregulated",-0.602186184192647,0.547050211091494,0.992770366116539,1,1,0.0230376521332314,0.103799934894858,0.538456263122985,0.990226274105452,0.990761776450556,1,0.268849567121352,0.00137213417259858,0.000532546091058572,3.27364279873213,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.385076145964399,99.3248012529935,83.6689561572389,148.450225374188,56.4396956258909,34.7230648745411,88.2816133897287,102.432372639652,97.5875236595447,127.141178132686,81.6196931970797,0.136872499289724,0.22028758952883,0.166872852087456,10,FALSE
"RT0_ZT6","Raw","Raw","38","38","Pcmt1",35.1885751924056,-0.386372380714416,-0.00669649087702691,"downregulated",-0.88660699064161,0.375290528871381,0.987701471815657,1,1,0.0795524210911025,0.18259714044593,0.36509865457148,0.987866589874475,0.986434750444921,1,0.437589767470044,0.00293031588574348,0.000532546091058572,3.27364279873213,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.435787654273751,22.92110798146,45.7390293659573,41.0607006354138,21.7075752407273,21.3680399227945,55.9599297989537,49.4085562144202,25.4576148677073,43.9796528131931,24.2835450834287,0.113276160530807,0.361932313456028,0.198448226195242,9,FALSE
"RT0_ZT6","Raw","Raw","89","89","Tab2",41.5587341380609,0.281023498450323,0.00472504449214663,"upregulated",0.634924873943954,0.525477413388621,0.990957957682197,1,1,0.0521446667090241,0.149647741696428,0.516601785313663,0.987866589874475,0.990374721572464,1,0.286844097290591,0.00135535112200768,0.000532546091058572,3.27364279873213,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.442609054996843,66.2165341686624,73.6286814183703,22.1096080344536,33.8638173755346,32.0520598841918,46.3116660405134,49.4085562144202,39.6007342386558,28.7866818413628,23.6090021644445,0.148840795656083,0.326765153502583,0.210875622915575,9,FALSE
"RT0_ZT6","Raw","Raw","90","90","Tab2",12.4725720877704,-0.451462366792911,-0.00218127038407549,"downregulated",-0.543611048607549,0.586709155139665,0.992770366116539,1,1,0.254466349582794,0.344300069956035,0.57868055755562,0.990226274105452,0.991398405170546,1,0.237561108768565,0.000518185010965007,0.000532546091058572,3.27364279873213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.830487842271279,17.8275284300245,11.1558608209652,4.21135391132449,9.55133310592001,10.6840199613973,21.7085934564907,3.61526021081124,0,13.5937108695324,32.3780601112382,0.717206452338781,0.779786959405311,0.744457654109461,9,FALSE
"RT0_ZT6","Raw","Raw","143","143","Ust",17.1843075545712,1.75333621040762,0.00456308198703879,"upregulated",1.623390764256,0.104505897782121,0.944498698780061,0.485487427630649,1,0.757256286184675,0.777322958828991,0.0972495564076861,0.937326531147163,0.950906946217586,1,1.01211237098049,0.00461835172888021,0.000532546091058572,3.27364279873213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.0800456975688,75.1302983836746,41.2766850375712,0,2.60490902888727,13.3550249517466,7.71861100675224,4.82034694774832,14.1431193709485,12.7940808183835,0,2.0369801197586,0.602309231140482,1.3219956358563,8,FALSE
"RT0_ZT6","Raw","Raw","214","214","LOC365036",1.5254309303532,-2.11094897536073,-0.00136334720313154,"downregulated",-0.957400432045105,0.338365180474957,NA,0.614359668359894,1,0.692820165820053,NA,0.328069462221305,0.987866589874475,0.984926719893008,1,0.484034193283598,0.000659906663633226,0.000532546091058572,3.27364279873213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",2.20487572880193,0,0,0,2.60490902888727,0,3.3768923154541,3.61526021081124,5.6572477483794,0,0,3.61273366129388,5.42497359884783,4.73415173181888,8,FALSE
